,USDHUF BGN Curncy
2023-12-01,348.04
2023-12-02,348.04
2023-12-03,348.04
2023-12-04,350.89
2023-12-05,351.66
2023-12-06,353.36
2023-12-07,353.83
2023-12-08,354.04
2023-12-09,354.04
2023-12-10,354.04
2023-12-11,356.08
2023-12-12,354.18
2023-12-13,348.55
2023-12-14,345.33
2023-12-15,351.15
2023-12-16,351.15
2023-12-17,351.15
2023-12-18,351.92
2023-12-19,350.22
2023-12-20,351.08
2023-12-21,347.08
2023-12-22,345.88
2023-12-23,345.88
2023-12-24,345.88
2023-12-25,345.88
2023-12-26,345.76
2023-12-27,344.12
2023-12-28,345.66
2023-12-29,347.22
2023-12-30,347.22
2023-12-31,347.22
2024-01-01,347.22
2024-01-02,349.11
2024-01-03,348.03
2024-01-04,346.15
2024-01-05,345.5
2024-01-06,345.5
2024-01-07,345.5
2024-01-08,344.72
2024-01-09,346.87
2024-01-10,344.61
2024-01-11,345.44
2024-01-12,346.21
2024-01-13,346.21
2024-01-14,346.21
2024-01-15,345.96
2024-01-16,348.92
2024-01-17,349.56
2024-01-18,351.55
2024-01-19,350.59
2024-01-20,350.59
2024-01-21,350.59
2024-01-22,352.38
2024-01-23,355.84
2024-01-24,355.93
2024-01-25,354.96
2024-01-26,356.97
2024-01-27,356.97
2024-01-28,356.97
2024-01-29,359.36
2024-01-30,356.3
2024-01-31,354.62
2024-02-01,351.97
2024-02-02,356.04
2024-02-03,356.04
2024-02-04,356.04
2024-02-05,359.85
2024-02-06,359.15
2024-02-07,360.39
2024-02-08,360.56
2024-02-09,358.85
2024-02-10,358.85
2024-02-11,358.85
2024-02-12,359.16
2024-02-13,361.47
2024-02-14,362.33
2024-02-15,361.2
2024-02-16,361.1
2024-02-17,361.1
2024-02-18,361.1
2024-02-19,360.71
2024-02-20,358.79
2024-02-21,357.94
2024-02-22,358.4
2024-02-23,359.49
2024-02-24,359.49
2024-02-25,359.49
2024-02-26,358.78
2024-02-27,360.45
2024-02-28,362.93
2024-02-29,363.29
2024-03-01,363.54
2024-03-02,363.54
2024-03-03,363.54
2024-03-04,364.68
2024-03-05,362.72
2024-03-06,361.5
2024-03-07,361.08
2024-03-08,360.34
2024-03-09,360.34
2024-03-10,360.34
2024-03-11,361.13
2024-03-12,365.11
2024-03-13,361.83
2024-03-14,363.58
2024-03-15,360.79
2024-03-16,360.79
2024-03-17,360.79
2024-03-18,363.17
2024-03-19,363.13
2024-03-20,360.3
2024-03-21,363.54
2024-03-22,367.84
2024-03-23,367.84
2024-03-24,367.84
2024-03-25,366.4
2024-03-26,365.15
2024-03-27,364.61
2024-03-28,365.1
2024-03-29,364.92
2024-03-30,364.92
2024-03-31,364.92
2024-04-01,367.81
2024-04-02,366.57
2024-04-03,362.33
2024-04-04,361.8
2024-04-05,359.79
2024-04-06,359.79
2024-04-07,359.79
2024-04-08,359.05
