,USDSEK BGN Curncy
2022-11-10,10.5852
2022-11-11,10.3729
2022-11-12,10.3729
2022-11-13,10.3729
2022-11-14,10.4882
2022-11-15,10.4862
2022-11-16,10.4803
2022-11-17,10.6114
2022-11-18,10.6314
2022-11-19,10.6314
2022-11-20,10.6314
2022-11-21,10.7115
2022-11-22,10.6474
2022-11-23,10.4567
2022-11-24,10.4069
2022-11-25,10.4342
2022-11-26,10.4342
2022-11-27,10.4342
2022-11-28,10.5539
2022-11-29,10.5798
2022-11-30,10.4976
2022-12-01,10.3045
2022-12-02,10.3235
2022-12-03,10.3235
2022-12-04,10.3235
2022-12-05,10.4152
2022-12-06,10.4154
2022-12-07,10.3882
2022-12-08,10.3329
2022-12-09,10.3236
2022-12-10,10.3236
2022-12-11,10.3236
2022-12-12,10.3323
2022-12-13,10.2129
2022-12-14,10.1593
2022-12-15,10.3434
2022-12-16,10.4119
2022-12-17,10.4119
2022-12-18,10.4119
2022-12-19,10.3924
2022-12-20,10.4227
2022-12-21,10.4238
2022-12-22,10.4713
2022-12-23,10.5323
2022-12-24,10.5323
2022-12-25,10.5323
2022-12-26,10.5014
2022-12-27,10.4732
2022-12-28,10.478
2022-12-29,10.4672
2022-12-30,10.4283
2022-12-31,10.4283
2023-01-01,10.4283
2023-01-02,10.4637
2023-01-03,10.5741
2023-01-04,10.5081
2023-01-05,10.6887
2023-01-06,10.5213
2023-01-07,10.5213
2023-01-08,10.5213
2023-01-09,10.4054
2023-01-10,10.4163
2023-01-11,10.4628
2023-01-12,10.4065
2023-01-13,10.3974
2023-01-14,10.3974
2023-01-15,10.3974
2023-01-16,10.4196
2023-01-17,10.4177
2023-01-18,10.3358
2023-01-19,10.3165
2023-01-20,10.2943
2023-01-21,10.2943
2023-01-22,10.2943
2023-01-23,10.2374
2023-01-24,10.209
2023-01-25,10.2043
2023-01-26,10.269
2023-01-27,10.3082
2023-01-28,10.3082
2023-01-29,10.3082
2023-01-30,10.3972
2023-01-31,10.4641
2023-02-01,10.3397
2023-02-02,10.3725
2023-02-03,10.539
2023-02-04,10.539
2023-02-05,10.539
2023-02-06,10.6258
2023-02-07,10.5729
2023-02-08,10.5935
2023-02-09,10.3489
2023-02-10,10.4636
2023-02-11,10.4636
2023-02-12,10.4636
2023-02-13,10.3796
2023-02-14,10.3606
2023-02-15,10.4263
2023-02-16,10.4482
2023-02-17,10.4574
2023-02-18,10.4574
2023-02-19,10.4574
2023-02-20,10.3465
2023-02-21,10.3846
2023-02-22,10.4241
2023-02-23,10.4346
2023-02-24,10.5059
2023-02-25,10.5059
2023-02-26,10.5059
2023-02-27,10.3867
2023-02-28,10.4681
2023-03-01,10.4352
2023-03-02,10.5103
2023-03-03,10.4556
2023-03-04,10.4556
2023-03-05,10.4556
2023-03-06,10.4564
2023-03-07,10.7358
2023-03-08,10.736
2023-03-09,10.7484
2023-03-10,10.7048
2023-03-11,10.7048
2023-03-12,10.7048
2023-03-13,10.597
2023-03-14,10.4698
2023-03-15,10.5914
2023-03-16,10.5126
2023-03-17,10.4844
2023-03-18,10.4844
2023-03-19,10.4844
2023-03-20,10.3684
2023-03-21,10.3383
2023-03-22,10.3118
2023-03-23,10.3332
2023-03-24,10.4242
2023-03-25,10.4242
2023-03-26,10.4242
2023-03-27,10.3775
2023-03-28,10.3525
2023-03-29,10.3937
2023-03-30,10.3609
2023-03-31,10.4044
2023-04-01,10.4044
2023-04-02,10.4044
2023-04-03,10.3731
2023-04-04,10.2774
2023-04-05,10.4032
2023-04-06,10.4282
2023-04-07,10.4697
2023-04-08,10.4697
2023-04-09,10.4697
2023-04-10,10.5224
2023-04-11,10.4559
2023-04-12,10.3455
2023-04-13,10.2743
2023-04-14,10.3295
2023-04-15,10.3295
2023-04-16,10.3295
2023-04-17,10.3537
2023-04-18,10.3124
2023-04-19,10.3533
2023-04-20,10.3186
2023-04-21,10.2971
2023-04-22,10.2971
2023-04-23,10.2971
2023-04-24,10.2456
2023-04-25,10.3108
2023-04-26,10.3266
2023-04-27,10.2932
2023-04-28,10.2648
2023-04-29,10.2648
2023-04-30,10.2648
2023-05-01,10.3193
2023-05-02,10.3096
2023-05-03,10.2631
2023-05-04,10.248
2023-05-05,10.168
2023-05-06,10.168
2023-05-07,10.168
2023-05-08,10.1643
2023-05-09,10.2069
2023-05-10,10.2151
2023-05-11,10.3362
2023-05-12,10.3815
2023-05-13,10.3815
2023-05-14,10.3815
2023-05-15,10.3504
2023-05-16,10.3924
2023-05-17,10.448
2023-05-18,10.5649
2023-05-19,10.5377
2023-05-20,10.5377
2023-05-21,10.5377
2023-05-22,10.5614
2023-05-23,10.6224
2023-05-24,10.722
2023-05-25,10.8238
2023-05-26,10.8087
2023-05-27,10.8087
2023-05-28,10.8087
2023-05-29,10.8108
2023-05-30,10.872
2023-05-31,10.8567
2023-06-01,10.8158
2023-06-02,10.7704
2023-06-03,10.7704
2023-06-04,10.7704
2023-06-05,10.8677
2023-06-06,10.9106
2023-06-07,10.8951
2023-06-08,10.8011
2023-06-09,10.8309
2023-06-10,10.8309
2023-06-11,10.8309
2023-06-12,10.8291
2023-06-13,10.6842
2023-06-14,10.7184
2023-06-15,10.6148
2023-06-16,10.6566
2023-06-17,10.6566
2023-06-18,10.6566
2023-06-19,10.7262
2023-06-20,10.7868
2023-06-21,10.6608
2023-06-22,10.7001
2023-06-23,10.706
2023-06-24,10.706
2023-06-25,10.706
2023-06-26,10.7369
2023-06-27,10.7222
2023-06-28,10.7864
2023-06-29,10.8739
2023-06-30,10.7977
2023-07-01,10.7977
2023-07-02,10.7977
2023-07-03,10.8479
2023-07-04,10.8306
2023-07-05,10.9357
2023-07-06,10.9379
2023-07-07,10.8231
2023-07-08,10.8231
2023-07-09,10.8231
2023-07-10,10.7576
2023-07-11,10.6654
2023-07-12,10.3835
2023-07-13,10.2024
2023-07-14,10.2356
2023-07-15,10.2356
2023-07-16,10.2356
2023-07-17,10.2515
2023-07-18,10.2166
2023-07-19,10.2738
2023-07-20,10.348
2023-07-21,10.3831
2023-07-22,10.3831
2023-07-23,10.3831
2023-07-24,10.415
2023-07-25,10.3745
2023-07-26,10.4095
2023-07-27,10.5155
2023-07-28,10.55
2023-07-29,10.55
2023-07-30,10.55
2023-07-31,10.5258
2023-08-01,10.6032
2023-08-02,10.7183
2023-08-03,10.6861
2023-08-04,10.5763
2023-08-05,10.5763
2023-08-06,10.5763
2023-08-07,10.579
2023-08-08,10.718
2023-08-09,10.6755
2023-08-10,10.7026
2023-08-11,10.7655
2023-08-12,10.7655
2023-08-13,10.7655
2023-08-14,10.7771
2023-08-15,10.8633
2023-08-16,10.9128
2023-08-17,10.9342
2023-08-18,10.984
2023-08-19,10.984
2023-08-20,10.984
2023-08-21,10.9609
2023-08-22,10.9331
2023-08-23,10.8966
2023-08-24,10.9944
2023-08-25,11.0554
2023-08-26,11.0554
2023-08-27,11.0554
2023-08-28,10.9858
2023-08-29,10.8766
2023-08-30,10.8428
2023-08-31,10.9534
2023-09-01,11.0399
2023-09-02,11.0399
2023-09-03,11.0399
2023-09-04,10.9965
2023-09-05,11.0995
2023-09-06,11.1108
2023-09-07,11.1466
2023-09-08,11.1255
2023-09-09,11.1255
2023-09-10,11.1255
2023-09-11,11.0777
2023-09-12,11.0793
2023-09-13,11.1334
2023-09-14,11.1867
2023-09-15,11.1894
2023-09-16,11.1894
2023-09-17,11.1894
2023-09-18,11.1464
2023-09-19,11.1652
2023-09-20,11.1429
2023-09-21,11.1737
2023-09-22,11.1184
2023-09-23,11.1184
2023-09-24,11.1184
2023-09-25,11.0599
2023-09-26,10.9985
2023-09-27,11.0685
2023-09-28,10.92
2023-09-29,10.9118
2023-09-30,10.9118
2023-10-01,10.9118
2023-10-02,11.0552
2023-10-03,11.0817
2023-10-04,11.0673
2023-10-05,11.0061
2023-10-06,10.9625
2023-10-07,10.9625
2023-10-08,10.9625
2023-10-09,10.965
2023-10-10,10.876
2023-10-11,10.9028
2023-10-12,11.0009
2023-10-13,11.0315
2023-10-14,11.0315
2023-10-15,11.0315
2023-10-16,10.9178
2023-10-17,10.9105
2023-10-18,11.0244
2023-10-19,10.9604
2023-10-20,10.977
2023-10-21,10.977
2023-10-22,10.977
2023-10-23,10.9735
2023-10-24,11.1202
2023-10-25,11.1477
2023-10-26,11.1661
2023-10-27,11.1458
2023-10-28,11.1458
2023-10-29,11.1458
2023-10-30,11.1444
2023-10-31,11.1783
2023-11-01,11.1814
2023-11-02,11.1181
2023-11-03,10.8969
2023-11-04,10.8969
2023-11-05,10.8969
2023-11-06,10.9146
2023-11-07,10.9198
2023-11-08,10.8961
2023-11-09,10.9267
2023-11-10,10.8965
2023-11-11,10.8965
2023-11-12,10.8965
2023-11-13,10.8429
2023-11-14,10.5921
2023-11-15,10.5543
2023-11-16,10.5914
2023-11-17,10.5193
2023-11-18,10.5193
2023-11-19,10.5193
2023-11-20,10.4498
2023-11-21,10.4664
2023-11-22,10.4769
2023-11-23,10.4886
2023-11-24,10.4605
2023-11-25,10.4605
2023-11-26,10.4605
2023-11-27,10.4231
2023-11-28,10.322
2023-11-29,10.3632
2023-11-30,10.4997
2023-12-01,10.3742
2023-12-02,10.3742
2023-12-03,10.3742
2023-12-04,10.4356
2023-12-05,10.4883
2023-12-06,10.4773
2023-12-07,10.3904
2023-12-08,10.4652
2023-12-09,10.4652
2023-12-10,10.4652
2023-12-11,10.4905
2023-12-12,10.4413
2023-12-13,10.33
2023-12-14,10.2433
2023-12-15,10.2708
2023-12-16,10.2708
2023-12-17,10.2708
2023-12-18,10.2122
2023-12-19,10.1578
2023-12-20,10.1764
2023-12-21,10.0923
2023-12-22,10.0024
2023-12-23,10.0024
2023-12-24,10.0024
2023-12-25,10.0488
2023-12-26,9.996
2023-12-27,9.9404
2023-12-28,9.99
2023-12-29,10.0734
2023-12-30,10.0734
2023-12-31,10.0734
2024-01-01,10.076
2024-01-02,10.2143
2024-01-03,10.2875
2024-01-04,10.2199
2024-01-05,10.2539
2024-01-06,10.2539
2024-01-07,10.2539
2024-01-08,10.2304
2024-01-09,10.252
2024-01-10,10.2247
2024-01-11,10.2615
2024-01-12,10.2807
2024-01-13,10.2807
2024-01-14,10.2807
2024-01-15,10.3215
2024-01-16,10.4336
2024-01-17,10.4464
2024-01-18,10.4862
2024-01-19,10.4686
2024-01-20,10.4686
2024-01-21,10.4686
2024-01-22,10.4653
2024-01-23,10.4844
2024-01-24,10.4367
2024-01-25,10.4445
2024-01-26,10.4474
2024-01-27,10.4474
2024-01-28,10.4474
2024-01-29,10.4453
2024-01-30,10.4113
2024-01-31,10.3913
2024-02-01,10.3838
2024-02-02,10.5016
2024-02-03,10.5016
2024-02-04,10.5016
2024-02-05,10.6015
2024-02-06,10.5056
2024-02-07,10.4732
2024-02-08,10.476
2024-02-09,10.4568
2024-02-10,10.4568
2024-02-11,10.4568
2024-02-12,10.4004
2024-02-13,10.5844
2024-02-14,10.5277
2024-02-15,10.4543
2024-02-16,10.4387
2024-02-17,10.4387
2024-02-18,10.4387
2024-02-19,10.4058
2024-02-20,10.3633
2024-02-21,10.3625
2024-02-22,10.3291
2024-02-23,10.3292
2024-02-24,10.3292
2024-02-25,10.3292
2024-02-26,10.2848
2024-02-27,10.309
2024-02-28,10.3335
2024-02-29,10.3736
2024-03-01,10.3201
2024-03-02,10.3201
2024-03-03,10.3201
2024-03-04,10.3754
2024-03-05,10.3779
2024-03-06,10.2965
2024-03-07,10.2249
2024-03-08,10.2084
2024-03-09,10.2084
2024-03-10,10.2084
2024-03-11,10.2428
2024-03-12,10.2371
2024-03-13,10.2275
2024-03-14,10.3389
2024-03-15,10.3613
2024-03-16,10.3613
2024-03-17,10.3613
2024-03-18,10.4339
2024-03-19,10.4348
2024-03-20,10.3858
2024-03-21,10.4667
2024-03-22,10.5644
2024-03-23,10.5644
2024-03-24,10.5644
2024-03-25,10.5761
2024-03-26,10.592
2024-03-27,10.6123
2024-03-28,10.6986
2024-03-29,10.6584
2024-03-30,10.6584
2024-03-31,10.6584
2024-04-01,10.7996
2024-04-02,10.7362
2024-04-03,10.6476
2024-04-04,10.6454
2024-04-05,10.6419
2024-04-06,10.6419
2024-04-07,10.6419
2024-04-08,10.5636
