,USDSEK BGN Curncy
2013-03-20,6.4704
2013-03-21,6.4868
2013-03-22,6.4948
2013-03-23,6.4948
2013-03-24,6.4948
2013-03-25,6.5254
2013-03-26,6.4906
2013-03-27,6.5182
2013-03-28,6.5207
2013-03-29,6.5281
2013-03-30,6.5281
2013-03-31,6.5281
2013-04-01,6.5157
2013-04-02,6.4904
2013-04-03,6.5077
2013-04-04,6.5186
2013-04-05,6.4509
2013-04-06,6.4509
2013-04-07,6.4509
2013-04-08,6.4192
2013-04-09,6.3893
2013-04-10,6.3966
2013-04-11,6.3539
2013-04-12,6.3553
2013-04-13,6.3553
2013-04-14,6.3553
2013-04-15,6.4244
2013-04-16,6.3633
2013-04-17,6.5166
2013-04-18,6.5386
2013-04-19,6.543
2013-04-20,6.543
2013-04-21,6.543
2013-04-22,6.5297
2013-04-23,6.6486
2013-04-24,6.6188
2013-04-25,6.6028
2013-04-26,6.5732
2013-04-27,6.5732
2013-04-28,6.5732
2013-04-29,6.5395
2013-04-30,6.4832
2013-05-01,6.4675
2013-05-02,6.5417
2013-05-03,6.5062
2013-05-04,6.5062
2013-05-05,6.5062
2013-05-06,6.5481
2013-05-07,6.5342
2013-05-08,6.5079
2013-05-09,6.5568
2013-05-10,6.5994
2013-05-11,6.5994
2013-05-12,6.5994
2013-05-13,6.6123
2013-05-14,6.668
2013-05-15,6.6722
2013-05-16,6.6719
2013-05-17,6.6912
2013-05-18,6.6912
2013-05-19,6.6912
2013-05-20,6.6542
2013-05-21,6.6153
2013-05-22,6.6423
2013-05-23,6.6467
2013-05-24,6.6456
2013-05-25,6.6456
2013-05-26,6.6456
2013-05-27,6.6434
2013-05-28,6.7225
2013-05-29,6.6494
2013-05-30,6.5616
2013-05-31,6.6202
2013-06-01,6.6202
2013-06-02,6.6202
2013-06-03,6.5396
2013-06-04,6.5623
2013-06-05,6.5891
2013-06-06,6.544
2013-06-07,6.5588
2013-06-08,6.5588
2013-06-09,6.5588
2013-06-10,6.5769
2013-06-11,6.5499
2013-06-12,6.5149
2013-06-13,6.4759
2013-06-14,6.4357
2013-06-15,6.4357
2013-06-16,6.4357
2013-06-17,6.4627
2013-06-18,6.4418
2013-06-19,6.4555
2013-06-20,6.5712
2013-06-21,6.6712
2013-06-22,6.6712
2013-06-23,6.6712
2013-06-24,6.7642
2013-06-25,6.7148
2013-06-26,6.7535
2013-06-27,6.7367
2013-06-28,6.6999
2013-06-29,6.6999
2013-06-30,6.6999
2013-07-01,6.6686
2013-07-02,6.7251
2013-07-03,6.6885
2013-07-04,6.6722
2013-07-05,6.8044
2013-07-06,6.8044
2013-07-07,6.8044
2013-07-08,6.7777
2013-07-09,6.7929
2013-07-10,6.7093
2013-07-11,6.6573
2013-07-12,6.6663
2013-07-13,6.6663
2013-07-14,6.6663
2013-07-15,6.6774
2013-07-16,6.5817
2013-07-17,6.5666
2013-07-18,6.5726
2013-07-19,6.5352
2013-07-20,6.5352
2013-07-21,6.5352
2013-07-22,6.4881
2013-07-23,6.4463
2013-07-24,6.5057
2013-07-25,6.4824
2013-07-26,6.4843
2013-07-27,6.4843
2013-07-28,6.4843
2013-07-29,6.4772
2013-07-30,6.5576
2013-07-31,6.5158
2013-08-01,6.6093
2013-08-02,6.6052
2013-08-03,6.6052
2013-08-04,6.6052
2013-08-05,6.5821
2013-08-06,6.552
2013-08-07,6.511
2013-08-08,6.4911
2013-08-09,6.5015
2013-08-10,6.5015
2013-08-11,6.5015
2013-08-12,6.5306
2013-08-13,6.5344
2013-08-14,6.5135
2013-08-15,6.5074
2013-08-16,6.5137
2013-08-17,6.5137
2013-08-18,6.5137
2013-08-19,6.5091
2013-08-20,6.4859
2013-08-21,6.5709
2013-08-22,6.5198
2013-08-23,6.4799
2013-08-24,6.4799
2013-08-25,6.4799
2013-08-26,6.511
2013-08-27,6.4871
2013-08-28,6.506
2013-08-29,6.5892
2013-08-30,6.6188
2013-08-31,6.6188
2013-09-01,6.6188
2013-09-02,6.606
2013-09-03,6.62
2013-09-04,6.5915
2013-09-05,6.6786
2013-09-06,6.6291
2013-09-07,6.6291
2013-09-08,6.6291
2013-09-09,6.5599
2013-09-10,6.5438
2013-09-11,6.5222
2013-09-12,6.5205
2013-09-13,6.5587
2013-09-14,6.5587
2013-09-15,6.5587
2013-09-16,6.5149
2013-09-17,6.4662
2013-09-18,6.3702
2013-09-19,6.339
2013-09-20,6.3652
2013-09-21,6.3652
2013-09-22,6.3652
2013-09-23,6.3868
2013-09-24,6.3999
2013-09-25,6.4171
2013-09-26,6.4143
2013-09-27,6.4373
2013-09-28,6.4373
2013-09-29,6.4373
2013-09-30,6.4295
2013-10-01,6.3604
2013-10-02,6.3805
2013-10-03,6.3458
2013-10-04,6.4277
2013-10-05,6.4277
2013-10-06,6.4277
2013-10-07,6.4148
2013-10-08,6.4335
2013-10-09,6.4651
2013-10-10,6.5042
2013-10-11,6.4761
2013-10-12,6.4761
2013-10-13,6.4761
2013-10-14,6.4637
2013-10-15,6.4999
2013-10-16,6.4823
2013-10-17,6.4019
2013-10-18,6.4193
2013-10-19,6.4193
2013-10-20,6.4193
2013-10-21,6.3945
2013-10-22,6.3675
2013-10-23,6.3765
2013-10-24,6.3526
2013-10-25,6.3182
2013-10-26,6.3182
2013-10-27,6.3182
2013-10-28,6.345
2013-10-29,6.3834
2013-10-30,6.3915
2013-10-31,6.4824
2013-11-01,6.5395
2013-11-02,6.5395
2013-11-03,6.5395
2013-11-04,6.5115
2013-11-05,6.5258
2013-11-06,6.497
2013-11-07,6.5327
2013-11-08,6.5939
2013-11-09,6.5939
2013-11-10,6.5939
2013-11-11,6.5607
2013-11-12,6.653
2013-11-13,6.6448
2013-11-14,6.6483
2013-11-15,6.6337
2013-11-16,6.6337
2013-11-17,6.6337
2013-11-18,6.6135
2013-11-19,6.61
2013-11-20,6.6441
2013-11-21,6.635
2013-11-22,6.5792
2013-11-23,6.5792
2013-11-24,6.5792
2013-11-25,6.5698
2013-11-26,6.5757
2013-11-27,6.5786
2013-11-28,6.544
2013-11-29,6.5479
2013-11-30,6.5479
2013-12-01,6.5479
2013-12-02,6.5656
2013-12-03,6.5151
2013-12-04,6.5
2013-12-05,6.4892
2013-12-06,6.5057
2013-12-07,6.5057
2013-12-08,6.5057
2013-12-09,6.5302
2013-12-10,6.5373
2013-12-11,6.5478
2013-12-12,6.5978
2013-12-13,6.5754
2013-12-14,6.5754
2013-12-15,6.5754
2013-12-16,6.577
2013-12-17,6.554
2013-12-18,6.562
2013-12-19,6.5918
2013-12-20,6.5878
2013-12-21,6.5878
2013-12-22,6.5878
2013-12-23,6.5643
2013-12-24,6.5624
2013-12-25,6.5732
2013-12-26,6.5491
2013-12-27,6.5156
2013-12-28,6.5156
2013-12-29,6.5156
2013-12-30,6.4243
2013-12-31,6.438
2014-01-01,6.4399
2014-01-02,6.516
2014-01-03,6.5258
2014-01-04,6.5258
2014-01-05,6.5258
2014-01-06,6.5109
2014-01-07,6.5161
2014-01-08,6.5769
2014-01-09,6.5561
2014-01-10,6.4849
2014-01-11,6.4849
2014-01-12,6.4849
2014-01-13,6.5035
2014-01-14,6.4347
2014-01-15,6.4687
2014-01-16,6.4578
2014-01-17,6.4702
2014-01-18,6.4702
2014-01-19,6.4702
2014-01-20,6.4902
2014-01-21,6.4775
2014-01-22,6.4857
2014-01-23,6.4057
2014-01-24,6.4407
2014-01-25,6.4407
2014-01-26,6.4407
2014-01-27,6.4213
2014-01-28,6.4185
2014-01-29,6.4572
2014-01-30,6.5172
2014-01-31,6.5507
2014-02-01,6.5507
2014-02-02,6.5507
2014-02-03,6.5462
2014-02-04,6.5195
2014-02-05,6.525
2014-02-06,6.5041
2014-02-07,6.4874
2014-02-08,6.4874
2014-02-09,6.4874
2014-02-10,6.4813
2014-02-11,6.4388
2014-02-12,6.4474
2014-02-13,6.4558
2014-02-14,6.444
2014-02-15,6.444
2014-02-16,6.444
2014-02-17,6.4512
2014-02-18,6.4812
2014-02-19,6.5116
2014-02-20,6.5334
2014-02-21,6.528
2014-02-22,6.528
2014-02-23,6.528
2014-02-24,6.506
2014-02-25,6.4971
2014-02-26,6.5157
2014-02-27,6.5173
2014-02-28,6.4088
2014-03-01,6.4088
2014-03-02,6.4088
2014-03-03,6.4761
2014-03-04,6.4468
2014-03-05,6.4201
2014-03-06,6.3931
2014-03-07,6.3833
2014-03-08,6.3833
2014-03-09,6.3833
2014-03-10,6.3711
2014-03-11,6.3748
2014-03-12,6.367
2014-03-13,6.3798
2014-03-14,6.3889
2014-03-15,6.3889
2014-03-16,6.3889
2014-03-17,6.3521
2014-03-18,6.3283
2014-03-19,6.4024
2014-03-20,6.4149
2014-03-21,6.4256
2014-03-22,6.4256
2014-03-23,6.4256
2014-03-24,6.3986
2014-03-25,6.4014
2014-03-26,6.4674
2014-03-27,6.4789
2014-03-28,6.5028
2014-03-29,6.5028
2014-03-30,6.5028
2014-03-31,6.4727
2014-04-01,6.4548
2014-04-02,6.478
2014-04-03,6.5412
2014-04-04,6.5567
2014-04-05,6.5567
2014-04-06,6.5567
2014-04-07,6.5259
2014-04-08,6.4961
2014-04-09,6.4825
2014-04-10,6.5347
2014-04-11,6.5315
2014-04-12,6.5315
2014-04-13,6.5315
2014-04-14,6.5605
2014-04-15,6.5727
2014-04-16,6.5982
2014-04-17,6.6007
2014-04-18,6.5996
2014-04-19,6.5996
2014-04-20,6.5996
2014-04-21,6.6133
2014-04-22,6.5883
2014-04-23,6.5772
2014-04-24,6.5736
2014-04-25,6.5887
2014-04-26,6.5887
2014-04-27,6.5887
2014-04-28,6.5494
2014-04-29,6.5635
2014-04-30,6.5023
2014-05-01,6.5065
2014-05-02,6.5089
2014-05-03,6.5089
2014-05-04,6.5089
2014-05-05,6.5532
2014-05-06,6.4968
2014-05-07,6.5002
2014-05-08,6.5297
2014-05-09,6.5729
2014-05-10,6.5729
2014-05-11,6.5729
2014-05-12,6.5667
2014-05-13,6.5498
2014-05-14,6.5596
2014-05-15,6.5727
2014-05-16,6.5648
2014-05-17,6.5648
2014-05-18,6.5648
2014-05-19,6.5899
2014-05-20,6.5904
2014-05-21,6.5704
2014-05-22,6.5882
2014-05-23,6.6447
2014-05-24,6.6447
2014-05-25,6.6447
2014-05-26,6.6218
2014-05-27,6.624
2014-05-28,6.6429
2014-05-29,6.6458
2014-05-30,6.6885
2014-05-31,6.6885
2014-06-01,6.6885
2014-06-02,6.6938
2014-06-03,6.6823
2014-06-04,6.6422
2014-06-05,6.6628
2014-06-06,6.6291
2014-06-07,6.6291
2014-06-08,6.6291
2014-06-09,6.6838
2014-06-10,6.6956
2014-06-11,6.6995
2014-06-12,6.6888
2014-06-13,6.6447
2014-06-14,6.6447
2014-06-15,6.6447
2014-06-16,6.6254
2014-06-17,6.6367
2014-06-18,6.6421
2014-06-19,6.697
2014-06-20,6.711
2014-06-21,6.711
2014-06-22,6.711
2014-06-23,6.6939
2014-06-24,6.7252
2014-06-25,6.7365
2014-06-26,6.738
2014-06-27,6.7331
2014-06-28,6.7331
2014-06-29,6.7331
2014-06-30,6.6834
2014-07-01,6.6919
2014-07-02,6.7049
2014-07-03,6.8232
2014-07-04,6.8434
2014-07-05,6.8434
2014-07-06,6.8434
2014-07-07,6.8324
2014-07-08,6.8367
2014-07-09,6.7904
2014-07-10,6.7789
2014-07-11,6.7928
2014-07-12,6.7928
2014-07-13,6.7928
2014-07-14,6.7937
2014-07-15,6.8223
2014-07-16,6.8278
2014-07-17,6.8274
2014-07-18,6.8397
2014-07-19,6.8397
2014-07-20,6.8397
2014-07-21,6.8472
2014-07-22,6.8483
2014-07-23,6.8395
2014-07-24,6.8283
2014-07-25,6.8221
2014-07-26,6.8221
2014-07-27,6.8221
2014-07-28,6.8346
2014-07-29,6.8563
2014-07-30,6.883
2014-07-31,6.8976
2014-08-01,6.8601
2014-08-02,6.8601
2014-08-03,6.8601
2014-08-04,6.8824
2014-08-05,6.8838
2014-08-06,6.8946
2014-08-07,6.9061
2014-08-08,6.8998
2014-08-09,6.8998
2014-08-10,6.8998
2014-08-11,6.8721
2014-08-12,6.878
2014-08-13,6.8738
2014-08-14,6.8583
2014-08-15,6.8358
2014-08-16,6.8358
2014-08-17,6.8358
2014-08-18,6.8541
2014-08-19,6.8726
2014-08-20,6.9152
2014-08-21,6.8902
2014-08-22,6.9133
2014-08-23,6.9133
2014-08-24,6.9133
2014-08-25,6.9364
2014-08-26,6.9577
2014-08-27,6.9495
2014-08-28,6.9717
2014-08-29,6.9918
2014-08-30,6.9918
2014-08-31,6.9918
2014-09-01,7.0045
2014-09-02,7.0167
2014-09-03,7.0038
2014-09-04,7.0667
2014-09-05,7.0979
2014-09-06,7.0979
2014-09-07,7.0979
2014-09-08,7.1143
2014-09-09,7.108
2014-09-10,7.1035
2014-09-11,7.1287
2014-09-12,7.1211
2014-09-13,7.1211
2014-09-14,7.1211
2014-09-15,7.1156
2014-09-16,7.1192
2014-09-17,7.1684
2014-09-18,7.0865
2014-09-19,7.1526
2014-09-20,7.1526
2014-09-21,7.1526
2014-09-22,7.1522
2014-09-23,7.15
2014-09-24,7.1805
2014-09-25,7.2111
2014-09-26,7.2676
2014-09-27,7.2676
2014-09-28,7.2676
2014-09-29,7.2453
2014-09-30,7.2137
2014-10-01,7.2179
2014-10-02,7.1832
2014-10-03,7.2782
2014-10-04,7.2782
2014-10-05,7.2782
2014-10-06,7.1777
2014-10-07,7.1885
2014-10-08,7.1669
2014-10-09,7.2217
2014-10-10,7.2345
2014-10-11,7.2345
2014-10-12,7.2345
2014-10-13,7.1154
2014-10-14,7.2511
2014-10-15,7.1561
2014-10-16,7.1499
2014-10-17,7.1787
2014-10-18,7.1787
2014-10-19,7.1787
2014-10-20,7.1778
2014-10-21,7.2357
2014-10-22,7.2701
2014-10-23,7.2588
2014-10-24,7.252
2014-10-25,7.252
2014-10-26,7.252
2014-10-27,7.2984
2014-10-28,7.3352
2014-10-29,7.3658
2014-10-30,7.3433
2014-10-31,7.3934
2014-11-01,7.3934
2014-11-02,7.3934
2014-11-03,7.4245
2014-11-04,7.3822
2014-11-05,7.3686
2014-11-06,7.4374
2014-11-07,7.4054
2014-11-08,7.4054
2014-11-09,7.4054
2014-11-10,7.4329
2014-11-11,7.3892
2014-11-12,7.4243
2014-11-13,7.4293
2014-11-14,7.3859
2014-11-15,7.3859
2014-11-16,7.3859
2014-11-17,7.437
2014-11-18,7.3696
2014-11-19,7.389
2014-11-20,7.394
2014-11-21,7.466
2014-11-22,7.466
2014-11-23,7.466
2014-11-24,7.438
2014-11-25,7.4253
2014-11-26,7.3981
2014-11-27,7.432
2014-11-28,7.451
2014-11-29,7.451
2014-11-30,7.451
2014-12-01,7.4382
2014-12-02,7.5237
2014-12-03,7.5258
2014-12-04,7.4942
2014-12-05,7.5573
2014-12-06,7.5573
2014-12-07,7.5573
2014-12-08,7.5462
2014-12-09,7.5316
2014-12-10,7.531
2014-12-11,7.5258
2014-12-12,7.5455
2014-12-13,7.5455
2014-12-14,7.5455
2014-12-15,7.6449
2014-12-16,7.6276
2014-12-17,7.6665
2014-12-18,7.6988
2014-12-19,7.7341
2014-12-20,7.7341
2014-12-21,7.7341
2014-12-22,7.7979
2014-12-23,7.8016
2014-12-24,7.8151
2014-12-25,7.7807
2014-12-26,7.8545
2014-12-27,7.8545
2014-12-28,7.8545
2014-12-29,7.8563
2014-12-30,7.7417
2014-12-31,7.807
2015-01-01,7.8031
2015-01-02,7.9319
2015-01-03,7.9319
2015-01-04,7.9319
2015-01-05,7.9385
2015-01-06,7.9185
2015-01-07,7.9761
2015-01-08,8.0297
2015-01-09,8.058
2015-01-10,8.058
2015-01-11,8.058
2015-01-12,8.073
2015-01-13,8.0708
2015-01-14,8.0841
2015-01-15,8.1022
2015-01-16,8.0905
2015-01-17,8.0905
2015-01-18,8.0905
2015-01-19,8.1343
2015-01-20,8.1742
2015-01-21,8.173
2015-01-22,8.2295
2015-01-23,8.3353
2015-01-24,8.3353
2015-01-25,8.3353
2015-01-26,8.3099
2015-01-27,8.1819
2015-01-28,8.2967
2015-01-29,8.2766
2015-01-30,8.2859
2015-01-31,8.2859
2015-02-01,8.2859
2015-02-02,8.3174
2015-02-03,8.2174
2015-02-04,8.2855
2015-02-05,8.2472
2015-02-06,8.3968
2015-02-07,8.3968
2015-02-08,8.3968
2015-02-09,8.3601
2015-02-10,8.327
2015-02-11,8.3743
2015-02-12,8.4427
2015-02-13,8.4235
2015-02-14,8.4235
2015-02-15,8.4235
2015-02-16,8.4183
2015-02-17,8.3246
2015-02-18,8.3635
2015-02-19,8.4235
2015-02-20,8.3848
2015-02-21,8.3848
2015-02-22,8.3848
2015-02-23,8.4143
2015-02-24,8.4148
2015-02-25,8.3014
2015-02-26,8.4048
2015-02-27,8.3373
2015-02-28,8.3373
2015-03-01,8.3373
2015-03-02,8.3355
2015-03-03,8.2745
2015-03-04,8.3284
2015-03-05,8.3402
2015-03-06,8.4633
2015-03-07,8.4633
2015-03-08,8.4633
2015-03-09,8.4875
2015-03-10,8.5595
2015-03-11,8.6408
2015-03-12,8.5888
2015-03-13,8.7136
2015-03-14,8.7136
2015-03-15,8.7136
2015-03-16,8.6614
2015-03-17,8.6855
2015-03-18,8.5781
2015-03-19,8.6726
2015-03-20,8.6231
2015-03-21,8.6231
2015-03-22,8.6231
2015-03-23,8.4989
2015-03-24,8.4928
2015-03-25,8.4891
2015-03-26,8.5899
2015-03-27,8.587
2015-03-28,8.587
2015-03-29,8.587
2015-03-30,8.5904
2015-03-31,8.6314
2015-04-01,8.6657
2015-04-02,8.6345
2015-04-03,8.5524
2015-04-04,8.5524
2015-04-05,8.5524
2015-04-06,8.5793
2015-04-07,8.6775
2015-04-08,8.6724
2015-04-09,8.7603
2015-04-10,8.8244
2015-04-11,8.8244
2015-04-12,8.8244
2015-04-13,8.8222
2015-04-14,8.7648
2015-04-15,8.7287
2015-04-16,8.5898
2015-04-17,8.6348
2015-04-18,8.6348
2015-04-19,8.6348
2015-04-20,8.6965
2015-04-21,8.6642
2015-04-22,8.7298
2015-04-23,8.6352
2015-04-24,8.6287
2015-04-25,8.6287
2015-04-26,8.6287
2015-04-27,8.5989
2015-04-28,8.5157
2015-04-29,8.3302
2015-04-30,8.3331
2015-05-01,8.4
2015-05-02,8.4
2015-05-03,8.4
2015-05-04,8.3715
2015-05-05,8.3515
2015-05-06,8.2223
2015-05-07,8.2581
2015-05-08,8.2576
2015-05-09,8.2576
2015-05-10,8.2576
2015-05-11,8.299
2015-05-12,8.3331
2015-05-13,8.2393
2015-05-14,8.2373
2015-05-15,8.1912
2015-05-16,8.1912
2015-05-17,8.1912
2015-05-18,8.2365
2015-05-19,8.3407
2015-05-20,8.3475
2015-05-21,8.3382
2015-05-22,8.3935
2015-05-23,8.3935
2015-05-24,8.3935
2015-05-25,8.4162
2015-05-26,8.4742
2015-05-27,8.5059
2015-05-28,8.4674
2015-05-29,8.5188
2015-05-30,8.5188
2015-05-31,8.5188
2015-06-01,8.5777
2015-06-02,8.4414
2015-06-03,8.3039
2015-06-04,8.2777
2015-06-05,8.3806
2015-06-06,8.3806
2015-06-07,8.3806
2015-06-08,8.2975
2015-06-09,8.2914
2015-06-10,8.2618
2015-06-11,8.2067
2015-06-12,8.1798
2015-06-13,8.1798
2015-06-14,8.1798
2015-06-15,8.1587
2015-06-16,8.1728
2015-06-17,8.1099
2015-06-18,8.1316
2015-06-19,8.1163
2015-06-20,8.1163
2015-06-21,8.1163
2015-06-22,8.1477
2015-06-23,8.2598
2015-06-24,8.2403
2015-06-25,8.2446
2015-06-26,8.3025
2015-06-27,8.3025
2015-06-28,8.3025
2015-06-29,8.2274
2015-06-30,8.2872
2015-07-01,8.3824
2015-07-02,8.4592
2015-07-03,8.4538
2015-07-04,8.4538
2015-07-05,8.4538
2015-07-06,8.4595
2015-07-07,8.5121
2015-07-08,8.4625
2015-07-09,8.488
2015-07-10,8.4272
2015-07-11,8.4272
2015-07-12,8.4272
2015-07-13,8.4896
2015-07-14,8.4957
2015-07-15,8.5065
2015-07-16,8.5524
2015-07-17,8.6538
2015-07-18,8.6538
2015-07-19,8.6538
2015-07-20,8.6221
2015-07-21,8.5496
2015-07-22,8.5964
2015-07-23,8.5672
2015-07-24,8.5855
2015-07-25,8.5855
2015-07-26,8.5855
2015-07-27,8.5114
2015-07-28,8.5655
2015-07-29,8.6392
2015-07-30,8.6237
2015-07-31,8.6252
2015-08-01,8.6252
2015-08-02,8.6252
2015-08-03,8.6509
2015-08-04,8.7108
2015-08-05,8.6986
2015-08-06,8.746
2015-08-07,8.7662
2015-08-08,8.7662
2015-08-09,8.7662
2015-08-10,8.6896
2015-08-11,8.6569
2015-08-12,8.5941
2015-08-13,8.4783
2015-08-14,8.5077
2015-08-15,8.5077
2015-08-16,8.5077
2015-08-17,8.5341
2015-08-18,8.5524
2015-08-19,8.5232
2015-08-20,8.5173
2015-08-21,8.353
2015-08-22,8.353
2015-08-23,8.353
2015-08-24,8.2464
2015-08-25,8.3695
2015-08-26,8.4909
2015-08-27,8.4706
2015-08-28,8.4564
2015-08-29,8.4564
2015-08-30,8.4564
2015-08-31,8.4731
2015-09-01,8.4201
2015-09-02,8.4338
2015-09-03,8.4099
2015-09-04,8.4369
2015-09-05,8.4369
2015-09-06,8.4369
2015-09-07,8.4443
2015-09-08,8.4053
2015-09-09,8.3948
2015-09-10,8.3647
2015-09-11,8.2364
2015-09-12,8.2364
2015-09-13,8.2364
2015-09-14,8.2564
2015-09-15,8.3097
2015-09-16,8.2562
2015-09-17,8.1689
2015-09-18,8.2473
2015-09-19,8.2473
2015-09-20,8.2473
2015-09-21,8.3629
2015-09-22,8.405
2015-09-23,8.4365
2015-09-24,8.3839
2015-09-25,8.4139
2015-09-26,8.4139
2015-09-27,8.4139
2015-09-28,8.4612
2015-09-29,8.3865
2015-09-30,8.3699
2015-10-01,8.3769
2015-10-02,8.3563
2015-10-03,8.3563
2015-10-04,8.3563
2015-10-05,8.3374
2015-10-06,8.2365
2015-10-07,8.2483
2015-10-08,8.2461
2015-10-09,8.1978
2015-10-10,8.1978
2015-10-11,8.1978
2015-10-12,8.1837
2015-10-13,8.1401
2015-10-14,8.1114
2015-10-15,8.2349
2015-10-16,8.2445
2015-10-17,8.2445
2015-10-18,8.2445
2015-10-19,8.3184
2015-10-20,8.3044
2015-10-21,8.3283
2015-10-22,8.4492
2015-10-23,8.5044
2015-10-24,8.5044
2015-10-25,8.5044
2015-10-26,8.5068
2015-10-27,8.5011
2015-10-28,8.5458
2015-10-29,8.5351
2015-10-30,8.5372
2015-10-31,8.5372
2015-11-01,8.5372
2015-11-02,8.5287
2015-11-03,8.5347
2015-11-04,8.6268
2015-11-05,8.6267
2015-11-06,8.7224
2015-11-07,8.7224
2015-11-08,8.7224
2015-11-09,8.6858
2015-11-10,8.688
2015-11-11,8.682
2015-11-12,8.6279
2015-11-13,8.6699
2015-11-14,8.6699
2015-11-15,8.6699
2015-11-16,8.7268
2015-11-17,8.7546
2015-11-18,8.7248
2015-11-19,8.6687
2015-11-20,8.7187
2015-11-21,8.7187
2015-11-22,8.7187
2015-11-23,8.7176
2015-11-24,8.6956
2015-11-25,8.7285
2015-11-26,8.7377
2015-11-27,8.7361
2015-11-28,8.7361
2015-11-29,8.7361
2015-11-30,8.7276
2015-12-01,8.6802
2015-12-02,8.6779
2015-12-03,8.4829
2015-12-04,8.4824
2015-12-05,8.4824
2015-12-06,8.4824
2015-12-07,8.5455
2015-12-08,8.5125
2015-12-09,8.4096
2015-12-10,8.5177
2015-12-11,8.5024
2015-12-12,8.5024
2015-12-13,8.5024
2015-12-14,8.4817
2015-12-15,8.5082
2015-12-16,8.5008
2015-12-17,8.5658
2015-12-18,8.5571
2015-12-19,8.5571
2015-12-20,8.5571
2015-12-21,8.5038
2015-12-22,8.4244
2015-12-23,8.4417
2015-12-24,8.394
2015-12-25,8.3907
2015-12-26,8.3907
2015-12-27,8.3907
2015-12-28,8.3726
2015-12-29,8.3814
2015-12-30,8.4074
2015-12-31,8.4412
2016-01-01,8.4594
2016-01-02,8.4594
2016-01-03,8.4594
2016-01-04,8.4956
2016-01-05,8.5981
2016-01-06,8.5862
2016-01-07,8.4645
2016-01-08,8.501
2016-01-09,8.501
2016-01-10,8.501
2016-01-11,8.5388
2016-01-12,8.5293
2016-01-13,8.5286
2016-01-14,8.5514
2016-01-15,8.5819
2016-01-16,8.5819
2016-01-17,8.5819
2016-01-18,8.5776
2016-01-19,8.541
2016-01-20,8.5923
2016-01-21,8.5605
2016-01-22,8.5845
2016-01-23,8.5845
2016-01-24,8.5845
2016-01-25,8.566
2016-01-26,8.5381
2016-01-27,8.5112
2016-01-28,8.5073
2016-01-29,8.5789
2016-01-30,8.5789
2016-01-31,8.5789
2016-02-01,8.5281
2016-02-02,8.5563
2016-02-03,8.4313
2016-02-04,8.4005
2016-02-05,8.454
2016-02-06,8.454
2016-02-07,8.454
2016-02-08,8.4454
2016-02-09,8.4158
2016-02-10,8.3769
2016-02-11,8.3759
2016-02-12,8.4017
2016-02-13,8.4017
2016-02-14,8.4017
2016-02-15,8.4859
2016-02-16,8.5055
2016-02-17,8.5154
2016-02-18,8.4441
2016-02-19,8.449
2016-02-20,8.449
2016-02-21,8.449
2016-02-22,8.499
2016-02-23,8.4884
2016-02-24,8.4899
2016-02-25,8.5022
2016-02-26,8.5638
2016-02-27,8.5638
2016-02-28,8.5638
2016-02-29,8.5672
2016-03-01,8.6215
2016-03-02,8.6092
2016-03-03,8.5264
2016-03-04,8.4843
2016-03-05,8.4843
2016-03-06,8.4843
2016-03-07,8.4714
2016-03-08,8.4849
2016-03-09,8.4465
2016-03-10,8.38
2016-03-11,8.3412
2016-03-12,8.3412
2016-03-13,8.3412
2016-03-14,8.3429
2016-03-15,8.3149
2016-03-16,8.2151
2016-03-17,8.1792
2016-03-18,8.2316
2016-03-19,8.2316
2016-03-20,8.2316
2016-03-21,8.236
2016-03-22,8.2291
2016-03-23,8.264
2016-03-24,8.2934
2016-03-25,8.3044
2016-03-26,8.3044
2016-03-27,8.3044
2016-03-28,8.2857
2016-03-29,8.1982
2016-03-30,8.1298
2016-03-31,8.1178
2016-04-01,8.137
2016-04-02,8.137
2016-04-03,8.137
2016-04-04,8.1281
2016-04-05,8.1335
2016-04-06,8.1498
2016-04-07,8.1687
2016-04-08,8.1539
2016-04-09,8.1539
2016-04-10,8.1539
2016-04-11,8.1136
2016-04-12,8.0807
2016-04-13,8.141
2016-04-14,8.1339
2016-04-15,8.1317
2016-04-16,8.1317
2016-04-17,8.1317
2016-04-18,8.1169
2016-04-19,8.0853
2016-04-20,8.1296
2016-04-21,8.1405
2016-04-22,8.1621
2016-04-23,8.1621
2016-04-24,8.1621
2016-04-25,8.1316
2016-04-26,8.1198
2016-04-27,8.0942
2016-04-28,8.0691
2016-04-29,8.0324
2016-04-30,8.0324
2016-05-01,8.0324
2016-05-02,7.9599
2016-05-03,8.0585
2016-05-04,8.0689
2016-05-05,8.1112
2016-05-06,8.139
2016-05-07,8.139
2016-05-08,8.139
2016-05-09,8.1649
2016-05-10,8.1598
2016-05-11,8.1405
2016-05-12,8.1836
2016-05-13,8.2488
2016-05-14,8.2488
2016-05-15,8.2488
2016-05-16,8.261
2016-05-17,8.2565
2016-05-18,8.3534
2016-05-19,8.3582
2016-05-20,8.3153
2016-05-21,8.3153
2016-05-22,8.3153
2016-05-23,8.3403
2016-05-24,8.3141
2016-05-25,8.2954
2016-05-26,8.2832
2016-05-27,8.351
2016-05-28,8.351
2016-05-29,8.351
2016-05-30,8.3346
2016-05-31,8.3333
2016-06-01,8.2959
2016-06-02,8.3286
2016-06-03,8.1425
2016-06-04,8.1425
2016-06-05,8.1425
