,USDPLN BGN Curncy
2022-11-14,4.5616
2022-11-15,4.5737
2022-11-16,4.5187
2022-11-17,4.5432
2022-11-18,4.5512
2022-11-19,4.5512
2022-11-20,4.5512
2022-11-21,4.5861
2022-11-22,4.5653
2022-11-23,4.5227
2022-11-24,4.5123
2022-11-25,4.5114
2022-11-26,4.5114
2022-11-27,4.5114
2022-11-28,4.5305
2022-11-29,4.5273
2022-11-30,4.4876
2022-12-01,4.4581
2022-12-02,4.4403
2022-12-03,4.4403
2022-12-04,4.4403
2022-12-05,4.4901
2022-12-06,4.4807
2022-12-07,4.464
2022-12-08,4.4357
2022-12-09,4.4446
2022-12-10,4.4446
2022-12-11,4.4446
2022-12-12,4.4541
2022-12-13,4.408
2022-12-14,4.3817
2022-12-15,4.4139
2022-12-16,4.4291
2022-12-17,4.4291
2022-12-18,4.4291
2022-12-19,4.42
2022-12-20,4.3975
2022-12-21,4.3934
2022-12-22,4.3805
2022-12-23,4.3708
2022-12-24,4.3708
2022-12-25,4.3708
2022-12-26,4.3624
2022-12-27,4.3998
2022-12-28,4.417
2022-12-29,4.3866
2022-12-30,4.3751
2022-12-31,4.3751
2023-01-01,4.3751
2023-01-02,4.3768
2023-01-03,4.4324
2023-01-04,4.4008
2023-01-05,4.4528
2023-01-06,4.4114
2023-01-07,4.4114
2023-01-08,4.4114
2023-01-09,4.3752
2023-01-10,4.3713
2023-01-11,4.357
2023-01-12,4.3252
2023-01-13,4.334
2023-01-14,4.334
2023-01-15,4.334
2023-01-16,4.3322
2023-01-17,4.3561
2023-01-18,4.3697
2023-01-19,4.3589
2023-01-20,4.3347
2023-01-21,4.3347
2023-01-22,4.3347
2023-01-23,4.3281
2023-01-24,4.3287
2023-01-25,4.3199
2023-01-26,4.3247
2023-01-27,4.3301
2023-01-28,4.3301
2023-01-29,4.3301
2023-01-30,4.3413
2023-01-31,4.3342
2023-02-01,4.2797
2023-02-02,4.2963
2023-02-03,4.3706
2023-02-04,4.3706
2023-02-05,4.3706
2023-02-06,4.4243
2023-02-07,4.43
2023-02-08,4.425
2023-02-09,4.4286
2023-02-10,4.4678
2023-02-11,4.4678
2023-02-12,4.4678
2023-02-13,4.464
2023-02-14,4.4456
2023-02-15,4.4527
2023-02-16,4.4669
2023-02-17,4.4485
2023-02-18,4.4485
2023-02-19,4.4485
2023-02-20,4.4373
2023-02-21,4.4616
2023-02-22,4.4805
2023-02-23,4.4581
2023-02-24,4.4742
2023-02-25,4.4742
2023-02-26,4.4742
2023-02-27,4.4432
2023-02-28,4.4482
2023-03-01,4.3795
2023-03-02,4.4333
2023-03-03,4.4257
2023-03-04,4.4257
2023-03-05,4.4257
2023-03-06,4.3924
2023-03-07,4.4467
2023-03-08,4.4402
2023-03-09,4.4326
2023-03-10,4.3972
2023-03-11,4.3972
2023-03-12,4.3972
2023-03-13,4.3603
2023-03-14,4.3794
2023-03-15,4.446
2023-03-16,4.4277
2023-03-17,4.4105
2023-03-18,4.4105
2023-03-19,4.4105
2023-03-20,4.3878
2023-03-21,4.3476
2023-03-22,4.3176
2023-03-23,4.3227
2023-03-24,4.3573
2023-03-25,4.3573
2023-03-26,4.3573
2023-03-27,4.3394
2023-03-28,4.3132
2023-03-29,4.323
2023-03-30,4.2868
2023-03-31,4.3169
2023-04-01,4.3169
2023-04-02,4.3169
2023-04-03,4.2881
2023-04-04,4.2704
2023-04-05,4.2966
2023-04-06,4.2896
2023-04-07,4.2893
2023-04-08,4.2893
2023-04-09,4.2893
2023-04-10,4.3175
2023-04-11,4.2768
2023-04-12,4.2322
2023-04-13,4.1953
2023-04-14,4.2209
2023-04-15,4.2209
2023-04-16,4.2209
2023-04-17,4.2398
2023-04-18,4.2113
2023-04-19,4.218
2023-04-20,4.1909
2023-04-21,4.1978
2023-04-22,4.1978
2023-04-23,4.1978
2023-04-24,4.1629
2023-04-25,4.1885
2023-04-26,4.1515
2023-04-27,4.1484
2023-04-28,4.1604
2023-04-29,4.1604
2023-04-30,4.1604
2023-05-01,4.1981
2023-05-02,4.1637
2023-05-03,4.1494
2023-05-04,4.1681
2023-05-05,4.1528
2023-05-06,4.1528
2023-05-07,4.1528
2023-05-08,4.144
2023-05-09,4.1534
2023-05-10,4.1142
2023-05-11,4.1585
2023-05-12,4.1634
2023-05-13,4.1634
2023-05-14,4.1634
2023-05-15,4.1416
2023-05-16,4.131
2023-05-17,4.1685
2023-05-18,4.2178
2023-05-19,4.2006
2023-05-20,4.2006
2023-05-21,4.2006
2023-05-22,4.1628
2023-05-23,4.1657
2023-05-24,4.1905
2023-05-25,4.1993
2023-05-26,4.224
2023-05-27,4.224
2023-05-28,4.224
2023-05-29,4.2192
2023-05-30,4.2262
2023-05-31,4.2346
2023-06-01,4.1992
2023-06-02,4.1921
2023-06-03,4.1921
2023-06-04,4.1921
2023-06-05,4.1782
2023-06-06,4.1845
2023-06-07,4.1933
2023-06-08,4.148
2023-06-09,4.1307
2023-06-10,4.1307
2023-06-11,4.1307
2023-06-12,4.1335
2023-06-13,4.1543
2023-06-14,4.1091
2023-06-15,4.0627
2023-06-16,4.0823
2023-06-17,4.0823
2023-06-18,4.0823
2023-06-19,4.0718
2023-06-20,4.07
2023-06-21,4.0363
2023-06-22,4.0366
2023-06-23,4.0749
2023-06-24,4.0749
2023-06-25,4.0749
2023-06-26,4.0706
2023-06-27,4.0581
2023-06-28,4.1027
2023-06-29,4.0942
2023-06-30,4.064
2023-07-01,4.064
2023-07-02,4.064
2023-07-03,4.0659
2023-07-04,4.077
2023-07-05,4.1108
2023-07-06,4.1185
2023-07-07,4.0604
2023-07-08,4.0604
2023-07-09,4.0604
2023-07-10,4.0392
2023-07-11,4.0325
2023-07-12,3.9904
2023-07-13,3.9584
2023-07-14,3.9661
2023-07-15,3.9661
2023-07-16,3.9661
2023-07-17,3.9539
2023-07-18,3.9628
2023-07-19,3.9752
2023-07-20,4.0011
2023-07-21,4.0101
2023-07-22,4.0101
2023-07-23,4.0101
2023-07-24,4.0224
2023-07-25,4.0094
2023-07-26,3.9903
2023-07-27,4.0288
2023-07-28,4.0055
2023-07-29,4.0055
2023-07-30,4.0055
2023-07-31,4.0044
2023-08-01,4.0494
2023-08-02,4.0659
2023-08-03,4.0746
2023-08-04,4.0282
2023-08-05,4.0282
2023-08-06,4.0282
2023-08-07,4.021
2023-08-08,4.0726
2023-08-09,4.0704
2023-08-10,4.0516
2023-08-11,4.0504
2023-08-12,4.0504
2023-08-13,4.0504
2023-08-14,4.0794
2023-08-15,4.1048
2023-08-16,4.1074
2023-08-17,4.1104
2023-08-18,4.1028
2023-08-19,4.1028
2023-08-20,4.1028
2023-08-21,4.108
2023-08-22,4.1237
2023-08-23,4.1131
2023-08-24,4.144
2023-08-25,4.1371
2023-08-26,4.1371
2023-08-27,4.1371
2023-08-28,4.1295
2023-08-29,4.1045
2023-08-30,4.0905
2023-08-31,4.1255
2023-09-01,4.1453
2023-09-02,4.1453
2023-09-03,4.1453
2023-09-04,4.1414
2023-09-05,4.19
2023-09-06,4.2577
2023-09-07,4.3258
2023-09-08,4.3148
2023-09-09,4.3148
2023-09-10,4.3148
2023-09-11,4.3148
2023-09-12,4.3322
2023-09-13,4.3106
2023-09-14,4.3536
2023-09-15,4.3568
2023-09-16,4.3568
2023-09-17,4.3568
2023-09-18,4.3397
2023-09-19,4.3627
2023-09-20,4.3247
2023-09-21,4.3293
2023-09-22,4.3237
2023-09-23,4.3237
2023-09-24,4.3237
2023-09-25,4.3475
2023-09-26,4.3581
2023-09-27,4.4116
2023-09-28,4.3906
2023-09-29,4.3741
2023-09-30,4.3741
2023-10-01,4.3741
2023-10-02,4.4072
2023-10-03,4.4239
2023-10-04,4.3835
2023-10-05,4.3626
2023-10-06,4.3278
2023-10-07,4.3278
2023-10-08,4.3278
2023-10-09,4.3182
2023-10-10,4.2805
2023-10-11,4.2606
2023-10-12,4.3114
2023-10-13,4.3147
2023-10-14,4.3147
2023-10-15,4.3147
2023-10-16,4.2156
2023-10-17,4.1788
2023-10-18,4.2264
2023-10-19,4.2077
2023-10-20,4.2099
2023-10-21,4.2099
2023-10-22,4.2099
2023-10-23,4.1797
2023-10-24,4.215
2023-10-25,4.2339
2023-10-26,4.2148
2023-10-27,4.2264
2023-10-28,4.2264
2023-10-29,4.2264
2023-10-30,4.1908
2023-10-31,4.2108
2023-11-01,4.2296
2023-11-02,4.1874
2023-11-03,4.1519
2023-11-04,4.1519
2023-11-05,4.1519
2023-11-06,4.1571
2023-11-07,4.1653
2023-11-08,4.1498
2023-11-09,4.16
2023-11-10,4.1419
2023-11-11,4.1419
2023-11-12,4.1419
2023-11-13,4.1401
2023-11-14,4.0432
2023-11-15,4.0495
2023-11-16,4.0287
2023-11-17,4.018
2023-11-18,4.018
2023-11-19,4.018
2023-11-20,3.977
2023-11-21,4.0071
2023-11-22,4.0084
2023-11-23,4.0053
2023-11-24,3.998
2023-11-25,3.998
2023-11-26,3.998
2023-11-27,3.967
2023-11-28,3.9298
2023-11-29,3.9569
2023-11-30,4.0001
2023-12-01,3.9759
2023-12-02,3.9759
2023-12-03,3.9759
2023-12-04,3.9952
2023-12-05,4.0036
2023-12-06,4.0209
2023-12-07,4.0147
2023-12-08,4.0272
2023-12-09,4.0272
2023-12-10,4.0272
2023-12-11,4.0284
2023-12-12,4.009
2023-12-13,3.9549
2023-12-14,3.918
2023-12-15,3.9764
2023-12-16,3.9764
2023-12-17,3.9764
2023-12-18,3.9596
2023-12-19,3.939
2023-12-20,3.9715
2023-12-21,3.929
2023-12-22,3.9355
2023-12-23,3.9355
2023-12-24,3.9355
2023-12-25,3.9413
2023-12-26,3.919
2023-12-27,3.8897
2023-12-28,3.9193
2023-12-29,3.936
2023-12-30,3.936
2023-12-31,3.936
2024-01-01,3.936
2024-01-02,3.9952
2024-01-03,3.985
2024-01-04,3.9714
2024-01-05,3.9772
2024-01-06,3.9772
2024-01-07,3.9772
2024-01-08,3.9574
2024-01-09,3.9791
2024-01-10,3.9527
2024-01-11,3.9667
2024-01-12,3.9794
2024-01-13,3.9794
2024-01-14,3.9794
2024-01-15,3.9892
2024-01-16,4.0377
2024-01-17,4.0412
2024-01-18,4.033
2024-01-19,3.9981
2024-01-20,3.9981
2024-01-21,3.9981
2024-01-22,4.0087
2024-01-23,4.043
2024-01-24,4.022
2024-01-25,4.0323
2024-01-26,4.0239
2024-01-27,4.0239
2024-01-28,4.0239
2024-01-29,4.0334
2024-01-30,4.0121
2024-01-31,4.0018
2024-02-01,3.9696
2024-02-02,4.0012
2024-02-03,4.0012
2024-02-04,4.0012
2024-02-05,4.0419
2024-02-06,4.0436
2024-02-07,4.0315
2024-02-08,4.0137
2024-02-09,4.0122
2024-02-10,4.0122
2024-02-11,4.0122
2024-02-12,4.0028
2024-02-13,4.0519
2024-02-14,4.0476
2024-02-15,4.031
2024-02-16,4.027
2024-02-17,4.027
2024-02-18,4.027
2024-02-19,4.0149
2024-02-20,3.9929
2024-02-21,3.9907
2024-02-22,3.9957
2024-02-23,3.98
2024-02-24,3.98
2024-02-25,3.98
2024-02-26,3.9717
2024-02-27,3.9703
2024-02-28,3.9851
2024-02-29,3.9942
2024-03-01,3.9843
2024-03-02,3.9843
2024-03-03,3.9843
2024-03-04,3.9818
2024-03-05,3.9721
2024-03-06,3.9465
2024-03-07,3.929
2024-03-08,3.9299
2024-03-09,3.9299
2024-03-10,3.9299
2024-03-11,3.9187
2024-03-12,3.9246
2024-03-13,3.9127
2024-03-14,3.9439
2024-03-15,3.9514
2024-03-16,3.9514
2024-03-17,3.9514
2024-03-18,3.975
2024-03-19,3.9703
2024-03-20,3.9461
2024-03-21,3.966
2024-03-22,3.9971
2024-03-23,3.9971
2024-03-24,3.9971
2024-03-25,3.9757
2024-03-26,3.9793
2024-03-27,3.9849
2024-03-28,3.9918
2024-03-29,3.9792
2024-03-30,3.9792
2024-03-31,3.9792
2024-04-01,3.9986
2024-04-02,3.9833
2024-04-03,3.9608
2024-04-04,3.9593
2024-04-05,3.9488
2024-04-06,3.9488
2024-04-07,3.9488
2024-04-08,3.924
