,USDPLN BGN Curncy
2013-03-20,3.2278
2013-03-21,3.2512
2013-03-22,3.2117
2013-03-23,3.2117
2013-03-24,3.2117
2013-03-25,3.2411
2013-03-26,3.2504
2013-03-27,3.2733
2013-03-28,3.2583
2013-03-29,3.2598
2013-03-30,3.2598
2013-03-31,3.2598
2013-04-01,3.2466
2013-04-02,3.2661
2013-04-03,3.2668
2013-04-04,3.2301
2013-04-05,3.1981
2013-04-06,3.1981
2013-04-07,3.1981
2013-04-08,3.1683
2013-04-09,3.1446
2013-04-10,3.1361
2013-04-11,3.1394
2013-04-12,3.128
2013-04-13,3.128
2013-04-14,3.128
2013-04-15,3.15
2013-04-16,3.117
2013-04-17,3.1617
2013-04-18,3.1539
2013-04-19,3.145
2013-04-20,3.145
2013-04-21,3.145
2013-04-22,3.142
2013-04-23,3.1847
2013-04-24,3.1892
2013-04-25,3.1945
2013-04-26,3.1938
2013-04-27,3.1938
2013-04-28,3.1938
2013-04-29,3.1597
2013-04-30,3.1613
2013-05-01,3.1613
2013-05-02,3.1665
2013-05-03,3.1611
2013-05-04,3.1611
2013-05-05,3.1611
2013-05-06,3.1737
2013-05-07,3.1658
2013-05-08,3.1399
2013-05-09,3.1656
2013-05-10,3.1894
2013-05-11,3.1894
2013-05-12,3.1894
2013-05-13,3.2068
2013-05-14,3.2227
2013-05-15,3.2422
2013-05-16,3.2495
2013-05-17,3.251
2013-05-18,3.251
2013-05-19,3.251
2013-05-20,3.2493
2013-05-21,3.2398
2013-05-22,3.255
2013-05-23,3.2476
2013-05-24,3.2462
2013-05-25,3.2462
2013-05-26,3.2462
2013-05-27,3.2469
2013-05-28,3.2726
2013-05-29,3.2809
2013-05-30,3.278
2013-05-31,3.2914
2013-06-01,3.2914
2013-06-02,3.2914
2013-06-03,3.2523
2013-06-04,3.2397
2013-06-05,3.2722
2013-06-06,3.2445
2013-06-07,3.2076
2013-06-08,3.2076
2013-06-09,3.2076
2013-06-10,3.2209
2013-06-11,3.2099
2013-06-12,3.1941
2013-06-13,3.1593
2013-06-14,3.1783
2013-06-15,3.1783
2013-06-16,3.1783
2013-06-17,3.1676
2013-06-18,3.1855
2013-06-19,3.2267
2013-06-20,3.2872
2013-06-21,3.3126
2013-06-22,3.3126
2013-06-23,3.3126
2013-06-24,3.3027
2013-06-25,3.3136
2013-06-26,3.3384
2013-06-27,3.3142
2013-06-28,3.3246
2013-06-29,3.3246
2013-06-30,3.3246
2013-07-01,3.3143
2013-07-02,3.3435
2013-07-03,3.3088
2013-07-04,3.3088
2013-07-05,3.3546
2013-07-06,3.3546
2013-07-07,3.3546
2013-07-08,3.3537
2013-07-09,3.3825
2013-07-10,3.3433
2013-07-11,3.2961
2013-07-12,3.2886
2013-07-13,3.2886
2013-07-14,3.2886
2013-07-15,3.2809
2013-07-16,3.2305
2013-07-17,3.2355
2013-07-18,3.2363
2013-07-19,3.2228
2013-07-20,3.2228
2013-07-21,3.2228
2013-07-22,3.195
2013-07-23,3.181
2013-07-24,3.2046
2013-07-25,3.1871
2013-07-26,3.1876
2013-07-27,3.1876
2013-07-28,3.1876
2013-07-29,3.1714
2013-07-30,3.1899
2013-07-31,3.1963
2013-08-01,3.2279
2013-08-02,3.1889
2013-08-03,3.1889
2013-08-04,3.1889
2013-08-05,3.1773
2013-08-06,3.1616
2013-08-07,3.1576
2013-08-08,3.134
2013-08-09,3.1375
2013-08-10,3.1375
2013-08-11,3.1375
2013-08-12,3.1534
2013-08-13,3.1638
2013-08-14,3.1733
2013-08-15,3.1657
2013-08-16,3.1758
2013-08-17,3.1758
2013-08-18,3.1758
2013-08-19,3.1884
2013-08-20,3.1542
2013-08-21,3.183
2013-08-22,3.1806
2013-08-23,3.1585
2013-08-24,3.1585
2013-08-25,3.1585
2013-08-26,3.1675
2013-08-27,3.173
2013-08-28,3.2129
2013-08-29,3.2339
2013-08-30,3.2298
2013-08-31,3.2298
2013-09-01,3.2298
2013-09-02,3.2284
2013-09-03,3.2452
2013-09-04,3.2378
2013-09-05,3.2781
2013-09-06,3.2474
2013-09-07,3.2474
2013-09-08,3.2474
2013-09-09,3.222
2013-09-10,3.199
2013-09-11,3.1662
2013-09-12,3.1726
2013-09-13,3.1626
2013-09-14,3.1626
2013-09-15,3.1626
2013-09-16,3.1513
2013-09-17,3.1568
2013-09-18,3.0821
2013-09-19,3.1062
2013-09-20,3.1255
2013-09-21,3.1255
2013-09-22,3.1255
2013-09-23,3.1332
2013-09-24,3.1261
2013-09-25,3.119
2013-09-26,3.1357
2013-09-27,3.1226
2013-09-28,3.1226
2013-09-29,3.1226
2013-09-30,3.1211
2013-10-01,3.1194
2013-10-02,3.1038
2013-10-03,3.0826
2013-10-04,3.0976
2013-10-05,3.0976
2013-10-06,3.0976
2013-10-07,3.0928
2013-10-08,3.0918
2013-10-09,3.1036
2013-10-10,3.0947
2013-10-11,3.0946
2013-10-12,3.0946
2013-10-13,3.0946
2013-10-14,3.0847
2013-10-15,3.0867
2013-10-16,3.0773
2013-10-17,3.0473
2013-10-18,3.0472
2013-10-19,3.0472
2013-10-20,3.0472
2013-10-21,3.0509
2013-10-22,3.0222
2013-10-23,3.0372
2013-10-24,3.0297
2013-10-25,3.029
2013-10-26,3.029
2013-10-27,3.029
2013-10-28,3.0339
2013-10-29,3.0461
2013-10-30,3.0442
2013-10-31,3.0807
2013-11-01,3.1133
2013-11-02,3.1133
2013-11-03,3.1133
2013-11-04,3.0937
2013-11-05,3.1062
2013-11-06,3.0871
2013-11-07,3.126
2013-11-08,3.128
2013-11-09,3.128
2013-11-10,3.128
2013-11-11,3.1431
2013-11-12,3.1302
2013-11-13,3.1122
2013-11-14,3.1144
2013-11-15,3.1028
2013-11-16,3.1028
2013-11-17,3.1028
2013-11-18,3.0912
2013-11-19,3.089
2013-11-20,3.1192
2013-11-21,3.1119
2013-11-22,3.0941
2013-11-23,3.0941
2013-11-24,3.0941
2013-11-25,3.1053
2013-11-26,3.097
2013-11-27,3.0973
2013-11-28,3.0851
2013-11-29,3.0939
2013-11-30,3.0939
2013-12-01,3.0939
2013-12-02,3.1023
2013-12-03,3.0929
2013-12-04,3.0908
2013-12-05,3.0648
2013-12-06,3.0546
2013-12-07,3.0546
2013-12-08,3.0546
2013-12-09,3.0477
2013-12-10,3.0374
2013-12-11,3.0337
2013-12-12,3.039
2013-12-13,3.0417
2013-12-14,3.0417
2013-12-15,3.0417
2013-12-16,3.034
2013-12-17,3.0365
2013-12-18,3.0472
2013-12-19,3.0443
2013-12-20,3.0419
2013-12-21,3.0419
2013-12-22,3.0419
2013-12-23,3.0364
2013-12-24,3.0268
2013-12-25,3.0292
2013-12-26,3.0222
2013-12-27,3.0167
2013-12-28,3.0167
2013-12-29,3.0167
2013-12-30,3.0044
2013-12-31,3.023
2014-01-01,3.0185
2014-01-02,3.0493
2014-01-03,3.068
2014-01-04,3.068
2014-01-05,3.068
2014-01-06,3.0638
2014-01-07,3.0676
2014-01-08,3.0766
2014-01-09,3.069
2014-01-10,3.0352
2014-01-11,3.0352
2014-01-12,3.0352
2014-01-13,3.0385
2014-01-14,3.028
2014-01-15,3.0554
2014-01-16,3.0601
2014-01-17,3.0753
2014-01-18,3.0753
2014-01-19,3.0753
2014-01-20,3.0672
2014-01-21,3.0709
2014-01-22,3.0726
2014-01-23,3.0527
2014-01-24,3.0671
2014-01-25,3.0671
2014-01-26,3.0671
2014-01-27,3.0754
2014-01-28,3.0719
2014-01-29,3.0929
2014-01-30,3.1223
2014-01-31,3.1528
2014-02-01,3.1528
2014-02-02,3.1528
2014-02-03,3.1387
2014-02-04,3.1125
2014-02-05,3.0966
2014-02-06,3.0737
2014-02-07,3.0623
2014-02-08,3.0623
2014-02-09,3.0623
2014-02-10,3.063
2014-02-11,3.0595
2014-02-12,3.0611
2014-02-13,3.0412
2014-02-14,3.0262
2014-02-15,3.0262
2014-02-16,3.0262
2014-02-17,3.0237
2014-02-18,3.0147
2014-02-19,3.0367
2014-02-20,3.0384
2014-02-21,3.0216
2014-02-22,3.0216
2014-02-23,3.0216
2014-02-24,3.0284
2014-02-25,3.0227
2014-02-26,3.0542
2014-02-27,3.034
2014-02-28,3.0127
2014-03-01,3.0127
2014-03-02,3.0127
2014-03-03,3.075
2014-03-04,3.0443
2014-03-05,3.0475
2014-03-06,3.0138
2014-03-07,3.0291
2014-03-08,3.0291
2014-03-09,3.0291
2014-03-10,3.036
2014-03-11,3.0476
2014-03-12,3.0385
2014-03-13,3.056
2014-03-14,3.0374
2014-03-15,3.0374
2014-03-16,3.0374
2014-03-17,3.0374
2014-03-18,3.02
2014-03-19,3.0452
2014-03-20,3.0462
2014-03-21,3.0425
2014-03-22,3.0425
2014-03-23,3.0425
2014-03-24,3.0354
2014-03-25,3.0297
2014-03-26,3.0339
2014-03-27,3.0309
2014-03-28,3.0329
2014-03-29,3.0329
2014-03-30,3.0329
2014-03-31,3.0254
2014-04-01,3.025
2014-04-02,3.0263
2014-04-03,3.0357
2014-04-04,3.0375
2014-04-05,3.0375
2014-04-06,3.0375
2014-04-07,3.0345
2014-04-08,3.0215
2014-04-09,3.0051
2014-04-10,3.0065
2014-04-11,3.0105
2014-04-12,3.0105
2014-04-13,3.0105
2014-04-14,3.0243
2014-04-15,3.0317
2014-04-16,3.0317
2014-04-17,3.0274
2014-04-18,3.0277
2014-04-19,3.0277
2014-04-20,3.0277
2014-04-21,3.0298
2014-04-22,3.0354
2014-04-23,3.0312
2014-04-24,3.0339
2014-04-25,3.0442
2014-04-26,3.0442
2014-04-27,3.0442
2014-04-28,3.0368
2014-04-29,3.0366
2014-04-30,3.0316
2014-05-01,3.0247
2014-05-02,3.0319
2014-05-03,3.0319
2014-05-04,3.0319
2014-05-05,3.0302
2014-05-06,3.0137
2014-05-07,3.0107
2014-05-08,3.0196
2014-05-09,3.0399
2014-05-10,3.0399
2014-05-11,3.0399
2014-05-12,3.0395
2014-05-13,3.0531
2014-05-14,3.0549
2014-05-15,3.0586
2014-05-16,3.0607
2014-05-17,3.0607
2014-05-18,3.0607
2014-05-19,3.0554
2014-05-20,3.0571
2014-05-21,3.0528
2014-05-22,3.0456
2014-05-23,3.0474
2014-05-24,3.0474
2014-05-25,3.0474
2014-05-26,3.051
2014-05-27,3.0539
2014-05-28,3.0566
2014-05-29,3.0438
2014-05-30,3.0399
2014-05-31,3.0399
2014-06-01,3.0399
2014-06-02,3.0472
2014-06-03,3.0489
2014-06-04,3.0366
2014-06-05,3.0243
2014-06-06,3.0026
2014-06-07,3.0026
2014-06-08,3.0026
2014-06-09,3.0182
2014-06-10,3.0313
2014-06-11,3.0351
2014-06-12,3.0369
2014-06-13,3.0419
2014-06-14,3.0419
2014-06-15,3.0419
2014-06-16,3.0504
2014-06-17,3.0588
2014-06-18,3.0359
2014-06-19,3.049
2014-06-20,3.0656
2014-06-21,3.0656
2014-06-22,3.0656
2014-06-23,3.059
2014-06-24,3.0531
2014-06-25,3.0357
2014-06-26,3.05
2014-06-27,3.0428
2014-06-28,3.0428
2014-06-29,3.0428
2014-06-30,3.0374
2014-07-01,3.0409
2014-07-02,3.0349
2014-07-03,3.0435
2014-07-04,3.0519
2014-07-05,3.0519
2014-07-06,3.0519
2014-07-07,3.0458
2014-07-08,3.0321
2014-07-09,3.024
2014-07-10,3.044
2014-07-11,3.0433
2014-07-12,3.0433
2014-07-13,3.0433
2014-07-14,3.0387
2014-07-15,3.0493
2014-07-16,3.0562
2014-07-17,3.0732
2014-07-18,3.0683
2014-07-19,3.0683
2014-07-20,3.0683
2014-07-21,3.0661
2014-07-22,3.0734
2014-07-23,3.0716
2014-07-24,3.0755
2014-07-25,3.0867
2014-07-26,3.0867
2014-07-27,3.0867
2014-07-28,3.0838
2014-07-29,3.0955
2014-07-30,3.103
2014-07-31,3.1205
2014-08-01,3.1158
2014-08-02,3.1158
2014-08-03,3.1158
2014-08-04,3.1102
2014-08-05,3.1312
2014-08-06,3.1396
2014-08-07,3.1546
2014-08-08,3.1323
2014-08-09,3.1323
2014-08-10,3.1323
2014-08-11,3.1348
2014-08-12,3.1429
2014-08-13,3.1346
2014-08-14,3.1268
2014-08-15,3.1386
2014-08-16,3.1386
2014-08-17,3.1386
2014-08-18,3.1315
2014-08-19,3.1388
2014-08-20,3.1594
2014-08-21,3.1521
2014-08-22,3.1658
2014-08-23,3.1658
2014-08-24,3.1658
2014-08-25,3.1713
2014-08-26,3.1825
2014-08-27,3.1831
2014-08-28,3.2036
2014-08-29,3.2056
2014-08-30,3.2056
2014-08-31,3.2056
2014-09-01,3.2017
2014-09-02,3.2058
2014-09-03,3.1909
2014-09-04,3.2372
2014-09-05,3.2269
2014-09-06,3.2269
2014-09-07,3.2269
2014-09-08,3.2417
2014-09-09,3.2497
2014-09-10,3.2495
2014-09-11,3.2472
2014-09-12,3.2435
2014-09-13,3.2435
2014-09-14,3.2435
2014-09-15,3.2419
2014-09-16,3.2309
2014-09-17,3.2555
2014-09-18,3.2509
2014-09-19,3.2604
2014-09-20,3.2604
2014-09-21,3.2604
2014-09-22,3.2551
2014-09-23,3.2491
2014-09-24,3.2648
2014-09-25,3.279
2014-09-26,3.2986
2014-09-27,3.2986
2014-09-28,3.2986
2014-09-29,3.2953
2014-09-30,3.3101
2014-10-01,3.3071
2014-10-02,3.2941
2014-10-03,3.3486
2014-10-04,3.3486
2014-10-05,3.3486
2014-10-06,3.3025
2014-10-07,3.3023
2014-10-08,3.2794
2014-10-09,3.2938
2014-10-10,3.3171
2014-10-11,3.3171
2014-10-12,3.3171
2014-10-13,3.288
2014-10-14,3.3204
2014-10-15,3.2878
2014-10-16,3.302
2014-10-17,3.3059
2014-10-18,3.3059
2014-10-19,3.3059
2014-10-20,3.3016
2014-10-21,3.319
2014-10-22,3.3462
2014-10-23,3.3442
2014-10-24,3.3255
2014-10-25,3.3255
2014-10-26,3.3255
2014-10-27,3.3278
2014-10-28,3.3113
2014-10-29,3.3437
2014-10-30,3.3398
2014-10-31,3.3757
2014-11-01,3.3757
2014-11-02,3.3757
2014-11-03,3.3841
2014-11-04,3.3691
2014-11-05,3.3861
2014-11-06,3.4106
2014-11-07,3.3946
2014-11-08,3.3946
2014-11-09,3.3946
2014-11-10,3.3974
2014-11-11,3.3798
2014-11-12,3.3919
2014-11-13,3.3973
2014-11-14,3.3765
2014-11-15,3.3765
2014-11-16,3.3765
2014-11-17,3.3917
2014-11-18,3.3635
2014-11-19,3.3615
2014-11-20,3.3605
2014-11-21,3.3896
2014-11-22,3.3896
2014-11-23,3.3896
2014-11-24,3.373
2014-11-25,3.3475
2014-11-26,3.3416
2014-11-27,3.352
2014-11-28,3.3593
2014-11-29,3.3593
2014-11-30,3.3593
2014-12-01,3.3491
2014-12-02,3.3608
2014-12-03,3.3733
2014-12-04,3.3588
2014-12-05,3.3853
2014-12-06,3.3853
2014-12-07,3.3853
2014-12-08,3.3785
2014-12-09,3.3597
2014-12-10,3.3556
2014-12-11,3.3625
2014-12-12,3.3582
2014-12-13,3.3582
2014-12-14,3.3582
2014-12-15,3.3656
2014-12-16,3.3704
2014-12-17,3.4302
2014-12-18,3.4597
2014-12-19,3.4879
2014-12-20,3.4879
2014-12-21,3.4879
2014-12-22,3.4851
2014-12-23,3.5329
2014-12-24,3.5607
2014-12-25,3.5494
2014-12-26,3.5909
2014-12-27,3.5909
2014-12-28,3.5909
2014-12-29,3.5386
2014-12-30,3.518
2014-12-31,3.5436
2015-01-01,3.5416
2015-01-02,3.5862
2015-01-03,3.5862
2015-01-04,3.5862
2015-01-05,3.5949
2015-01-06,3.6319
2015-01-07,3.6266
2015-01-08,3.6318
2015-01-09,3.6036
2015-01-10,3.6036
2015-01-11,3.6036
2015-01-12,3.6123
2015-01-13,3.6371
2015-01-14,3.6106
2015-01-15,3.7088
2015-01-16,3.7264
2015-01-17,3.7264
2015-01-18,3.7264
2015-01-19,3.7304
2015-01-20,3.7516
2015-01-21,3.704
2015-01-22,3.744
2015-01-23,3.7526
2015-01-24,3.7526
2015-01-25,3.7526
2015-01-26,3.7507
2015-01-27,3.7254
2015-01-28,3.7609
2015-01-29,3.7222
2015-01-30,3.7064
2015-01-31,3.7064
2015-02-01,3.7064
2015-02-02,3.6917
2015-02-03,3.6329
2015-02-04,3.6758
2015-02-05,3.6326
2015-02-06,3.6731
2015-02-07,3.6731
2015-02-08,3.6731
2015-02-09,3.6946
2015-02-10,3.7111
2015-02-11,3.7141
2015-02-12,3.6541
2015-02-13,3.6737
2015-02-14,3.6737
2015-02-15,3.6737
2015-02-16,3.6795
2015-02-17,3.6724
2015-02-18,3.671
2015-02-19,3.6689
2015-02-20,3.6616
2015-02-21,3.6616
2015-02-22,3.6616
2015-02-23,3.6883
2015-02-24,3.6664
2015-02-25,3.6609
2015-02-26,3.7062
2015-02-27,3.7052
2015-02-28,3.7052
2015-03-01,3.7052
2015-03-02,3.718
2015-03-03,3.728
2015-03-04,3.7468
2015-03-05,3.7568
2015-03-06,3.8095
2015-03-07,3.8095
2015-03-08,3.8095
2015-03-09,3.7935
2015-03-10,3.8886
2015-03-11,3.9081
2015-03-12,3.8948
2015-03-13,3.9528
2015-03-14,3.9528
2015-03-15,3.9528
2015-03-16,3.9064
2015-03-17,3.9043
2015-03-18,3.8067
2015-03-19,3.8754
2015-03-20,3.8184
2015-03-21,3.8184
2015-03-22,3.8184
2015-03-23,3.7543
2015-03-24,3.7458
2015-03-25,3.7258
2015-03-26,3.7521
2015-03-27,3.7646
2015-03-28,3.7646
2015-03-29,3.7646
2015-03-30,3.7743
2015-03-31,3.797
2015-04-01,3.7692
2015-04-02,3.742
2015-04-03,3.7008
2015-04-04,3.7008
2015-04-05,3.7008
2015-04-06,3.7312
2015-04-07,3.7383
2015-04-08,3.7176
2015-04-09,3.7761
2015-04-10,3.7932
2015-04-11,3.7932
2015-04-12,3.7932
2015-04-13,3.7914
2015-04-14,3.7682
2015-04-15,3.7655
2015-04-16,3.7406
2015-04-17,3.7274
2015-04-18,3.7274
2015-04-19,3.7274
2015-04-20,3.7162
2015-04-21,3.7144
2015-04-22,3.7187
2015-04-23,3.6953
2015-04-24,3.7145
2015-04-25,3.7145
2015-04-26,3.7145
2015-04-27,3.6628
2015-04-28,3.6389
2015-04-29,3.6037
2015-04-30,3.6012
2015-05-01,3.6366
2015-05-02,3.6366
2015-05-03,3.6366
2015-05-04,3.6155
2015-05-05,3.602
2015-05-06,3.5657
2015-05-07,3.5906
2015-05-08,3.6134
2015-05-09,3.6134
2015-05-10,3.6134
2015-05-11,3.6583
2015-05-12,3.6564
2015-05-13,3.6096
2015-05-14,3.5651
2015-05-15,3.5298
2015-05-16,3.5298
2015-05-17,3.5298
2015-05-18,3.6007
2015-05-19,3.6334
2015-05-20,3.6751
2015-05-21,3.687
2015-05-22,3.7307
2015-05-23,3.7307
2015-05-24,3.7307
2015-05-25,3.7385
2015-05-26,3.8166
2015-05-27,3.7861
2015-05-28,3.7822
2015-05-29,3.7416
2015-05-30,3.7416
2015-05-31,3.7416
2015-06-01,3.7666
2015-06-02,3.6943
2015-06-03,3.6927
2015-06-04,3.7122
2015-06-05,3.7424
2015-06-06,3.7424
2015-06-07,3.7424
2015-06-08,3.6984
2015-06-09,3.7012
2015-06-10,3.6572
2015-06-11,3.6711
2015-06-12,3.6804
2015-06-13,3.6804
2015-06-14,3.6804
2015-06-15,3.6813
2015-06-16,3.6842
2015-06-17,3.6637
2015-06-18,3.6743
2015-06-19,3.6821
2015-06-20,3.6821
2015-06-21,3.6821
2015-06-22,3.6742
2015-06-23,3.7265
2015-06-24,3.7224
2015-06-25,3.7233
2015-06-26,3.7375
2015-06-27,3.7375
2015-06-28,3.7375
2015-06-29,3.735
2015-06-30,3.7603
2015-07-01,3.7895
2015-07-02,3.7818
2015-07-03,3.7699
2015-07-04,3.7699
2015-07-05,3.7699
2015-07-06,3.8016
2015-07-07,3.8217
2015-07-08,3.8269
2015-07-09,3.8204
2015-07-10,3.7438
2015-07-11,3.7438
2015-07-12,3.7438
2015-07-13,3.76
2015-07-14,3.7508
2015-07-15,3.7723
2015-07-16,3.782
2015-07-17,3.7921
2015-07-18,3.7921
2015-07-19,3.7921
2015-07-20,3.8093
2015-07-21,3.7817
2015-07-22,3.7673
2015-07-23,3.7507
2015-07-24,3.7724
2015-07-25,3.7724
2015-07-26,3.7724
2015-07-27,3.7153
2015-07-28,3.7236
2015-07-29,3.7567
2015-07-30,3.7899
2015-07-31,3.771
2015-08-01,3.771
2015-08-02,3.771
2015-08-03,3.7847
2015-08-04,3.8425
2015-08-05,3.8284
2015-08-06,3.8367
2015-08-07,3.8158
2015-08-08,3.8158
2015-08-09,3.8158
2015-08-10,3.8115
2015-08-11,3.7992
2015-08-12,3.7516
2015-08-13,3.7479
2015-08-14,3.7637
2015-08-15,3.7637
2015-08-16,3.7637
2015-08-17,3.7606
2015-08-18,3.7778
2015-08-19,3.7568
2015-08-20,3.7267
2015-08-21,3.7143
2015-08-22,3.7143
2015-08-23,3.7143
2015-08-24,3.6644
2015-08-25,3.6991
2015-08-26,3.7398
2015-08-27,3.7639
2015-08-28,3.7676
2015-08-29,3.7676
2015-08-30,3.7676
2015-08-31,3.7756
2015-09-01,3.7605
2015-09-02,3.7729
2015-09-03,3.7887
2015-09-04,3.7934
2015-09-05,3.7934
2015-09-06,3.7934
2015-09-07,3.7911
2015-09-08,3.7743
2015-09-09,3.7603
2015-09-10,3.734
2015-09-11,3.7109
2015-09-12,3.7109
2015-09-13,3.7109
2015-09-14,3.7184
2015-09-15,3.7281
2015-09-16,3.7226
2015-09-17,3.6782
2015-09-18,3.7218
2015-09-19,3.7218
2015-09-20,3.7218
2015-09-21,3.7423
2015-09-22,3.7808
2015-09-23,3.7747
2015-09-24,3.7611
2015-09-25,3.7737
2015-09-26,3.7737
2015-09-27,3.7737
2015-09-28,3.773
2015-09-29,3.7667
2015-09-30,3.799
2015-10-01,3.7958
2015-10-02,3.7886
2015-10-03,3.7886
2015-10-04,3.7886
2015-10-05,3.795
2015-10-06,3.7615
2015-10-07,3.7682
2015-10-08,3.7447
2015-10-09,3.7163
2015-10-10,3.7163
2015-10-11,3.7163
2015-10-12,3.7206
2015-10-13,3.7191
2015-10-14,3.6866
2015-10-15,3.718
2015-10-16,3.7319
2015-10-17,3.7319
2015-10-18,3.7319
2015-10-19,3.7492
2015-10-20,3.7558
2015-10-21,3.7836
2015-10-22,3.8264
2015-10-23,3.8605
2015-10-24,3.8605
2015-10-25,3.8605
2015-10-26,3.8674
2015-10-27,3.877
2015-10-28,3.9229
2015-10-29,3.8985
2015-10-30,3.8617
2015-10-31,3.8617
2015-11-01,3.8617
2015-11-02,3.8674
2015-11-03,3.8776
2015-11-04,3.9052
2015-11-05,3.9062
2015-11-06,3.9791
2015-11-07,3.9791
2015-11-08,3.9791
2015-11-09,3.9591
2015-11-10,3.9506
2015-11-11,3.9234
2015-11-12,3.9154
2015-11-13,3.9398
2015-11-14,3.9398
2015-11-15,3.9398
2015-11-16,3.9733
2015-11-17,3.9885
2015-11-18,3.9835
2015-11-19,3.9617
2015-11-20,3.98
2015-11-21,3.98
2015-11-22,3.98
2015-11-23,3.9998
2015-11-24,4.0043
2015-11-25,4.0193
2015-11-26,4.0277
2015-11-27,4.0321
2015-11-28,4.0321
2015-11-29,4.0321
2015-11-30,4.0414
2015-12-01,4.0267
2015-12-02,4.0303
2015-12-03,3.9613
2015-12-04,3.9667
2015-12-05,3.9667
2015-12-06,3.9667
2015-12-07,3.9888
2015-12-08,3.9875
2015-12-09,3.9436
2015-12-10,3.9737
2015-12-11,3.9743
2015-12-12,3.9743
2015-12-13,3.9743
2015-12-14,3.9714
2015-12-15,3.9457
2015-12-16,3.941
2015-12-17,3.9728
2015-12-18,3.9304
2015-12-19,3.9304
2015-12-20,3.9304
2015-12-21,3.896
2015-12-22,3.8789
2015-12-23,3.89
2015-12-24,3.8661
2015-12-25,3.86
2015-12-26,3.86
2015-12-27,3.86
2015-12-28,3.8706
2015-12-29,3.874
2015-12-30,3.8944
2015-12-31,3.9229
2016-01-01,3.9463
2016-01-02,3.9463
2016-01-03,3.9463
2016-01-04,3.9705
2016-01-05,4.0077
2016-01-06,4.0363
2016-01-07,3.9757
2016-01-08,3.9969
2016-01-09,3.9969
2016-01-10,3.9969
2016-01-11,4.0073
2016-01-12,4.0132
2016-01-13,4.0008
2016-01-14,4.0445
2016-01-15,4.1095
2016-01-16,4.1095
2016-01-17,4.1095
2016-01-18,4.0953
2016-01-19,4.0785
2016-01-20,4.1259
2016-01-21,4.1309
2016-01-22,4.1311
2016-01-23,4.1311
2016-01-24,4.1311
2016-01-25,4.1256
2016-01-26,4.0941
2016-01-27,4.1109
2016-01-28,4.0769
2016-01-29,4.0813
2016-01-30,4.0813
2016-01-31,4.0813
2016-02-01,4.0392
2016-02-02,4.0359
2016-02-03,3.9849
2016-02-04,3.9447
2016-02-05,3.9531
2016-02-06,3.9531
2016-02-07,3.9531
2016-02-08,3.9743
2016-02-09,3.9331
2016-02-10,3.9039
2016-02-11,3.9055
2016-02-12,3.9065
2016-02-13,3.9065
2016-02-14,3.9065
2016-02-15,3.9406
2016-02-16,3.9545
2016-02-17,3.9527
2016-02-18,3.9564
2016-02-19,3.9283
2016-02-20,3.9283
2016-02-21,3.9283
2016-02-22,3.9523
2016-02-23,3.9748
2016-02-24,3.9747
2016-02-25,3.9533
2016-02-26,4.0006
2016-02-27,4.0006
2016-02-28,4.0006
2016-02-29,3.9995
2016-03-01,3.9861
2016-03-02,3.9778
2016-03-03,3.9617
2016-03-04,3.9253
2016-03-05,3.9253
2016-03-06,3.9253
2016-03-07,3.9323
2016-03-08,3.9259
2016-03-09,3.9285
2016-03-10,3.8798
2016-03-11,3.8505
2016-03-12,3.8505
2016-03-13,3.8505
2016-03-14,3.853
2016-03-15,3.863
2016-03-16,3.8202
2016-03-17,3.7784
2016-03-18,3.7833
2016-03-19,3.7833
2016-03-20,3.7833
2016-03-21,3.7893
2016-03-22,3.794
2016-03-23,3.808
2016-03-24,3.819
2016-03-25,3.817
2016-03-26,3.817
2016-03-27,3.817
2016-03-28,3.8006
2016-03-29,3.7617
2016-03-30,3.768
2016-03-31,3.728
2016-04-01,3.7326
2016-04-02,3.7326
2016-04-03,3.7326
2016-04-04,3.7222
2016-04-05,3.749
2016-04-06,3.7436
2016-04-07,3.7777
2016-04-08,3.7703
2016-04-09,3.7703
2016-04-10,3.7703
2016-04-11,3.7492
2016-04-12,3.766
2016-04-13,3.8031
2016-04-14,3.8157
2016-04-15,3.8066
2016-04-16,3.8066
2016-04-17,3.8066
2016-04-18,3.8067
2016-04-19,3.7826
2016-04-20,3.7799
2016-04-21,3.8284
2016-04-22,3.8929
2016-04-23,3.8929
2016-04-24,3.8929
2016-04-25,3.9134
2016-04-26,3.8731
2016-04-27,3.8731
2016-04-28,3.877
2016-04-29,3.8177
2016-04-30,3.8177
2016-05-01,3.8177
2016-05-02,3.8004
2016-05-03,3.8237
2016-05-04,3.8312
2016-05-05,3.8634
2016-05-06,3.8872
2016-05-07,3.8872
2016-05-08,3.8872
2016-05-09,3.8932
2016-05-10,3.8854
2016-05-11,3.8751
2016-05-12,3.8793
2016-05-13,3.899
2016-05-14,3.899
2016-05-15,3.899
2016-05-16,3.8587
2016-05-17,3.8638
2016-05-18,3.9217
2016-05-19,3.9379
2016-05-20,3.9382
2016-05-21,3.9382
2016-05-22,3.9382
2016-05-23,3.9606
2016-05-24,3.9727
2016-05-25,3.9512
2016-05-26,3.9368
2016-05-27,3.9469
2016-05-28,3.9469
2016-05-29,3.9469
2016-05-30,3.9477
2016-05-31,3.9389
2016-06-01,3.9219
2016-06-02,3.9322
2016-06-03,3.8625
2016-06-04,3.8625
2016-06-05,3.8625
