,USDDKK BGN Curncy
2022-11-09,7.4302
2022-11-10,7.2869
2022-11-11,7.1868
2022-11-12,7.1868
2022-11-13,7.1868
2022-11-14,7.2029
2022-11-15,7.1874
2022-11-16,7.1561
2022-11-17,7.1776
2022-11-18,7.204
2022-11-19,7.204
2022-11-20,7.204
2022-11-21,7.262
2022-11-22,7.2175
2022-11-23,7.153
2022-11-24,7.1431
2022-11-25,7.1528
2022-11-26,7.1528
2022-11-27,7.1528
2022-11-28,7.1922
2022-11-29,7.1997
2022-11-30,7.1469
2022-12-01,7.0686
2022-12-02,7.0589
2022-12-03,7.0589
2022-12-04,7.0589
2022-12-05,7.0888
2022-12-06,7.1065
2022-12-07,7.0795
2022-12-08,7.0458
2022-12-09,7.0557
2022-12-10,7.0557
2022-12-11,7.0557
2022-12-12,7.059
2022-12-13,6.9961
2022-12-14,6.9634
2022-12-15,6.9982
2022-12-16,7.0259
2022-12-17,7.0259
2022-12-18,7.0259
2022-12-19,7.0133
2022-12-20,7.0022
2022-12-21,7.0129
2022-12-22,7.0182
2022-12-23,7.0041
2022-12-24,7.0041
2022-12-25,7.0041
2022-12-26,6.9916
2022-12-27,6.9896
2022-12-28,7.0072
2022-12-29,6.9751
2022-12-30,6.9473
2022-12-31,6.9473
2023-01-01,6.9473
2023-01-02,6.972
2023-01-03,7.051
2023-01-04,7.0136
2023-01-05,7.0681
2023-01-06,6.9877
2023-01-07,6.9877
2023-01-08,6.9877
2023-01-09,6.9311
2023-01-10,6.9295
2023-01-11,6.914
2023-01-12,6.8536
2023-01-13,6.8694
2023-01-14,6.8694
2023-01-15,6.8694
2023-01-16,6.8738
2023-01-17,6.8951
2023-01-18,6.8925
2023-01-19,6.868
2023-01-20,6.8532
2023-01-21,6.8532
2023-01-22,6.8532
2023-01-23,6.8422
2023-01-24,6.8333
2023-01-25,6.8142
2023-01-26,6.8283
2023-01-27,6.8435
2023-01-28,6.8435
2023-01-29,6.8435
2023-01-30,6.8551
2023-01-31,6.8477
2023-02-01,6.7688
2023-02-02,6.8209
2023-02-03,6.8962
2023-02-04,6.8962
2023-02-05,6.8962
2023-02-06,6.9389
2023-02-07,6.9375
2023-02-08,6.945
2023-02-09,6.9302
2023-02-10,6.9749
2023-02-11,6.9749
2023-02-12,6.9749
2023-02-13,6.9483
2023-02-14,6.9401
2023-02-15,6.9707
2023-02-16,6.9776
2023-02-17,6.964
2023-02-18,6.964
2023-02-19,6.964
2023-02-20,6.9683
2023-02-21,6.9919
2023-02-22,7.0202
2023-02-23,7.0257
2023-02-24,7.0575
2023-02-25,7.0575
2023-02-26,7.0575
2023-02-27,7.0156
2023-02-28,7.0381
2023-03-01,6.9759
2023-03-02,7.023
2023-03-03,6.9969
2023-03-04,6.9969
2023-03-05,6.9969
2023-03-06,6.9684
2023-03-07,7.0547
2023-03-08,7.0573
2023-03-09,7.0329
2023-03-10,6.9951
2023-03-11,6.9951
2023-03-12,6.9951
2023-03-13,6.9373
2023-03-14,6.9379
2023-03-15,7.0391
2023-03-16,7.0175
2023-03-17,6.9789
2023-03-18,6.9789
2023-03-19,6.9789
2023-03-20,6.9427
2023-03-21,6.9151
2023-03-22,6.8594
2023-03-23,6.8776
2023-03-24,6.9256
2023-03-25,6.9256
2023-03-26,6.9256
2023-03-27,6.9009
2023-03-28,6.8693
2023-03-29,6.8694
2023-03-30,6.8297
2023-03-31,6.8715
2023-04-01,6.8715
2023-04-02,6.8715
2023-04-03,6.8363
2023-04-04,6.8007
2023-04-05,6.8321
2023-04-06,6.8221
2023-04-07,6.8298
2023-04-08,6.8298
2023-04-09,6.8298
2023-04-10,6.8616
2023-04-11,6.828
2023-04-12,6.7789
2023-04-13,6.7451
2023-04-14,6.777
2023-04-15,6.777
2023-04-16,6.777
2023-04-17,6.8205
2023-04-18,6.7907
2023-04-19,6.8027
2023-04-20,6.7934
2023-04-21,6.784
2023-04-22,6.784
2023-04-23,6.784
2023-04-24,6.7477
2023-04-25,6.7922
2023-04-26,6.7502
2023-04-27,6.7589
2023-04-28,6.765
2023-04-29,6.765
2023-04-30,6.765
2023-05-01,6.7905
2023-05-02,6.7763
2023-05-03,6.7354
2023-05-04,6.7649
2023-05-05,6.7604
2023-05-06,6.7604
2023-05-07,6.7604
2023-05-08,6.7673
2023-05-09,6.791
2023-05-10,6.7806
2023-05-11,6.8227
2023-05-12,6.8638
2023-05-13,6.8638
2023-05-14,6.8638
2023-05-15,6.8486
2023-05-16,6.8544
2023-05-17,6.8697
2023-05-18,6.9147
2023-05-19,6.8926
2023-05-20,6.8926
2023-05-21,6.8926
2023-05-22,6.8873
2023-05-23,6.9156
2023-05-24,6.93
2023-05-25,6.9464
2023-05-26,6.9457
2023-05-27,6.9457
2023-05-28,6.9457
2023-05-29,6.9565
2023-05-30,6.9376
2023-05-31,6.9671
2023-06-01,6.9202
2023-06-02,6.9553
2023-06-03,6.9553
2023-06-04,6.9553
2023-06-05,6.9524
2023-06-06,6.9665
2023-06-07,6.9629
2023-06-08,6.9102
2023-06-09,6.933
2023-06-10,6.933
2023-06-11,6.933
2023-06-12,6.9273
2023-06-13,6.9046
2023-06-14,6.88
2023-06-15,6.808
2023-06-16,6.8109
2023-06-17,6.8109
2023-06-18,6.8109
2023-06-19,6.8202
2023-06-20,6.8224
2023-06-21,6.7792
2023-06-22,6.7983
2023-06-23,6.8354
2023-06-24,6.8354
2023-06-25,6.8354
2023-06-26,6.8281
2023-06-27,6.7937
2023-06-28,6.8246
2023-06-29,6.8545
2023-06-30,6.8243
2023-07-01,6.8243
2023-07-02,6.8243
2023-07-03,6.8252
2023-07-04,6.8459
2023-07-05,6.8623
2023-07-06,6.8409
2023-07-07,6.793
2023-07-08,6.793
2023-07-09,6.793
2023-07-10,6.7732
2023-07-11,6.7699
2023-07-12,6.6959
2023-07-13,6.6379
2023-07-14,6.6349
2023-07-15,6.6349
2023-07-16,6.6349
2023-07-17,6.6302
2023-07-18,6.6354
2023-07-19,6.6526
2023-07-20,6.6946
2023-07-21,6.6986
2023-07-22,6.6986
2023-07-23,6.6986
2023-07-24,6.7345
2023-07-25,6.7399
2023-07-26,6.7223
2023-07-27,6.7878
2023-07-28,6.7661
2023-07-29,6.7661
2023-07-30,6.7661
2023-07-31,6.7767
2023-08-01,6.7841
2023-08-02,6.813
2023-08-03,6.8054
2023-08-04,6.7701
2023-08-05,6.7701
2023-08-06,6.7701
2023-08-07,6.7724
2023-08-08,6.8005
2023-08-09,6.7899
2023-08-10,6.7855
2023-08-11,6.8056
2023-08-12,6.8056
2023-08-13,6.8056
2023-08-14,6.8326
2023-08-15,6.8326
2023-08-16,6.8492
2023-08-17,6.8543
2023-08-18,6.853
2023-08-19,6.853
2023-08-20,6.853
2023-08-21,6.8393
2023-08-22,6.8717
2023-08-23,6.8614
2023-08-24,6.8952
2023-08-25,6.9041
2023-08-26,6.9041
2023-08-27,6.9041
2023-08-28,6.8887
2023-08-29,6.8506
2023-08-30,6.823
2023-08-31,6.873
2023-09-01,6.9129
2023-09-02,6.9129
2023-09-03,6.9129
2023-09-04,6.9036
2023-09-05,6.952
2023-09-06,6.9507
2023-09-07,6.9735
2023-09-08,6.9698
2023-09-09,6.9698
2023-09-10,6.9698
2023-09-11,6.9379
2023-09-12,6.9368
2023-09-13,6.953
2023-09-14,7.0075
2023-09-15,6.9992
2023-09-16,6.9992
2023-09-17,6.9992
2023-09-18,6.9723
2023-09-19,6.9795
2023-09-20,6.9913
2023-09-21,6.992
2023-09-22,6.9992
2023-09-23,6.9992
2023-09-24,6.9992
2023-09-25,7.0396
2023-09-26,7.0529
2023-09-27,7.0984
2023-09-28,7.0572
2023-09-29,7.0528
2023-09-30,7.0528
2023-10-01,7.0528
2023-10-02,7.1177
2023-10-03,7.1257
2023-10-04,7.0992
2023-10-05,7.068
2023-10-06,7.0447
2023-10-07,7.0447
2023-10-08,7.0447
2023-10-09,7.0567
2023-10-10,7.0306
2023-10-11,7.0221
2023-10-12,7.0828
2023-10-13,7.0961
2023-10-14,7.0961
2023-10-15,7.0961
2023-10-16,7.064
2023-10-17,7.0534
2023-10-18,7.0815
2023-10-19,7.0531
2023-10-20,7.0433
2023-10-21,7.0433
2023-10-22,7.0433
2023-10-23,6.9948
2023-10-24,7.0481
2023-10-25,7.0632
2023-10-26,7.066
2023-10-27,7.0648
2023-10-28,7.0648
2023-10-29,7.0648
2023-10-30,7.032
2023-10-31,7.0579
2023-11-01,7.0616
2023-11-02,7.0267
2023-11-03,6.9532
2023-11-04,6.9532
2023-11-05,6.9532
2023-11-06,6.9589
2023-11-07,6.9705
2023-11-08,6.9641
2023-11-09,6.9911
2023-11-10,6.9792
2023-11-11,6.9792
2023-11-12,6.9792
2023-11-13,6.9717
2023-11-14,6.8566
2023-11-15,6.8767
2023-11-16,6.872
2023-11-17,6.8342
2023-11-18,6.8342
2023-11-19,6.8342
2023-11-20,6.8154
2023-11-21,6.8326
2023-11-22,6.8463
2023-11-23,6.837
2023-11-24,6.8167
2023-11-25,6.8167
2023-11-26,6.8167
2023-11-27,6.8068
2023-11-28,6.7816
2023-11-29,6.7966
2023-11-30,6.847
2023-12-01,6.8512
2023-12-02,6.8512
2023-12-03,6.8512
2023-12-04,6.8802
2023-12-05,6.9059
2023-12-06,6.9268
2023-12-07,6.907
2023-12-08,6.9256
2023-12-09,6.9256
2023-12-10,6.9256
2023-12-11,6.9261
2023-12-12,6.9079
2023-12-13,6.8563
2023-12-14,6.7819
2023-12-15,6.8416
2023-12-16,6.8416
2023-12-17,6.8416
2023-12-18,6.8244
2023-12-19,6.7898
2023-12-20,6.8145
2023-12-21,6.7715
2023-12-22,6.7696
2023-12-23,6.7696
2023-12-24,6.7696
2023-12-25,6.7663
2023-12-26,6.7514
2023-12-27,6.7131
2023-12-28,6.7387
2023-12-29,6.7535
2023-12-30,6.7535
2023-12-31,6.7535
2024-01-01,6.7535
2024-01-02,6.814
2024-01-03,6.8284
2024-01-04,6.8138
2024-01-05,6.8166
2024-01-06,6.8166
2024-01-07,6.8166
2024-01-08,6.8104
2024-01-09,6.8224
2024-01-10,6.7965
2024-01-11,6.7962
2024-01-12,6.8097
2024-01-13,6.8097
2024-01-14,6.8097
2024-01-15,6.8112
2024-01-16,6.8581
2024-01-17,6.8532
2024-01-18,6.8548
2024-01-19,6.8433
2024-01-20,6.8433
2024-01-21,6.8433
2024-01-22,6.8535
2024-01-23,6.8691
2024-01-24,6.85
2024-01-25,6.8728
2024-01-26,6.8679
2024-01-27,6.8679
2024-01-28,6.8679
2024-01-29,6.8807
2024-01-30,6.8732
2024-01-31,6.8909
2024-02-01,6.8565
2024-02-02,6.9098
2024-02-03,6.9098
2024-02-04,6.9098
2024-02-05,6.9428
2024-02-06,6.9365
2024-02-07,6.9229
2024-02-08,6.9167
2024-02-09,6.9141
2024-02-10,6.9141
2024-02-11,6.9141
2024-02-12,6.9196
2024-02-13,6.9608
2024-02-14,6.9491
2024-02-15,6.9202
2024-02-16,6.9178
2024-02-17,6.9178
2024-02-18,6.9178
2024-02-19,6.9151
2024-02-20,6.8976
2024-02-21,6.89
2024-02-22,6.8873
2024-02-23,6.8894
2024-02-24,6.8894
2024-02-25,6.8894
2024-02-26,6.8695
2024-02-27,6.8736
2024-02-28,6.8773
2024-02-29,6.8984
2024-03-01,6.877
2024-03-02,6.877
2024-03-03,6.877
2024-03-04,6.866
2024-03-05,6.8657
2024-03-06,6.8398
2024-03-07,6.8081
2024-03-08,6.8146
2024-03-09,6.8146
2024-03-10,6.8146
2024-03-11,6.8243
2024-03-12,6.8243
2024-03-13,6.8109
2024-03-14,6.8514
2024-03-15,6.8483
2024-03-16,6.8483
2024-03-17,6.8483
2024-03-18,6.8581
2024-03-19,6.8633
2024-03-20,6.8284
2024-03-21,6.8674
2024-03-22,6.902
2024-03-23,6.902
2024-03-24,6.902
2024-03-25,6.8818
2024-03-26,6.8861
2024-03-27,6.8867
2024-03-28,6.9129
2024-03-29,6.9116
2024-03-30,6.9116
2024-03-31,6.9116
2024-04-01,6.9426
2024-04-02,6.9252
2024-04-03,6.8836
2024-04-04,6.8829
2024-04-05,6.8824
2024-04-06,6.8824
2024-04-07,6.8824
2024-04-08,6.8684
