,USDDKK BGN Curncy
2013-03-19,5.7856
2013-03-20,5.7633
2013-03-21,5.7779
2013-03-22,5.7377
2013-03-23,5.7377
2013-03-24,5.7377
2013-03-25,5.7985
2013-03-26,5.7951
2013-03-27,5.8318
2013-03-28,5.8176
2013-03-29,5.8162
2013-03-30,5.8162
2013-03-31,5.8162
2013-04-01,5.8023
2013-04-02,5.8151
2013-04-03,5.8001
2013-04-04,5.7628
2013-04-05,5.7383
2013-04-06,5.7383
2013-04-07,5.7383
2013-04-08,5.7303
2013-04-09,5.6995
2013-04-10,5.7049
2013-04-11,5.6919
2013-04-12,5.6861
2013-04-13,5.6861
2013-04-14,5.6861
2013-04-15,5.7197
2013-04-16,5.6581
2013-04-17,5.72
2013-04-18,5.7129
2013-04-19,5.7112
2013-04-20,5.7112
2013-04-21,5.7112
2013-04-22,5.7049
2013-04-23,5.7369
2013-04-24,5.729
2013-04-25,5.7305
2013-04-26,5.7224
2013-04-27,5.7224
2013-04-28,5.7224
2013-04-29,5.6918
2013-04-30,5.6622
2013-05-01,5.6572
2013-05-02,5.7059
2013-05-03,5.6838
2013-05-04,5.6838
2013-05-05,5.6838
2013-05-06,5.6993
2013-05-07,5.6982
2013-05-08,5.6666
2013-05-09,5.7141
2013-05-10,5.7395
2013-05-11,5.7395
2013-05-12,5.7395
2013-05-13,5.7441
2013-05-14,5.7688
2013-05-15,5.7837
2013-05-16,5.7855
2013-05-17,5.8049
2013-05-18,5.8049
2013-05-19,5.8049
2013-05-20,5.7849
2013-05-21,5.7743
2013-05-22,5.7969
2013-05-23,5.7632
2013-05-24,5.7632
2013-05-25,5.7632
2013-05-26,5.7632
2013-05-27,5.7639
2013-05-28,5.7977
2013-05-29,5.7605
2013-05-30,5.7128
2013-05-31,5.7352
2013-06-01,5.7352
2013-06-02,5.7352
2013-06-03,5.7005
2013-06-04,5.6989
2013-06-05,5.6935
2013-06-06,5.629
2013-06-07,5.6403
2013-06-08,5.6403
2013-06-09,5.6403
2013-06-10,5.6241
2013-06-11,5.6011
2013-06-12,5.5925
2013-06-13,5.5772
2013-06-14,5.5885
2013-06-15,5.5885
2013-06-16,5.5885
2013-06-17,5.5805
2013-06-18,5.5705
2013-06-19,5.6107
2013-06-20,5.6422
2013-06-21,5.6845
2013-06-22,5.6845
2013-06-23,5.6845
2013-06-24,5.6856
2013-06-25,5.7038
2013-06-26,5.7326
2013-06-27,5.7208
2013-06-28,5.7331
2013-06-29,5.7331
2013-06-30,5.7331
2013-07-01,5.7096
2013-07-02,5.7478
2013-07-03,5.7351
2013-07-04,5.7769
2013-07-05,5.8147
2013-07-06,5.8147
2013-07-07,5.8147
2013-07-08,5.7954
2013-07-09,5.8358
2013-07-10,5.7475
2013-07-11,5.6948
2013-07-12,5.707
2013-07-13,5.707
2013-07-14,5.707
2013-07-15,5.7091
2013-07-16,5.6659
2013-07-17,5.6825
2013-07-18,5.6887
2013-07-19,5.6743
2013-07-20,5.6743
2013-07-21,5.6743
2013-07-22,5.6564
2013-07-23,5.6404
2013-07-24,5.6494
2013-07-25,5.6158
2013-07-26,5.6147
2013-07-27,5.6147
2013-07-28,5.6147
2013-07-29,5.621
2013-07-30,5.621
2013-07-31,5.6047
2013-08-01,5.6449
2013-08-02,5.6147
2013-08-03,5.6147
2013-08-04,5.6147
2013-08-05,5.6232
2013-08-06,5.6042
2013-08-07,5.5917
2013-08-08,5.5735
2013-08-09,5.5911
2013-08-10,5.5911
2013-08-11,5.5911
2013-08-12,5.6085
2013-08-13,5.6241
2013-08-14,5.6264
2013-08-15,5.5876
2013-08-16,5.5948
2013-08-17,5.5948
2013-08-18,5.5948
2013-08-19,5.5929
2013-08-20,5.5591
2013-08-21,5.5849
2013-08-22,5.5853
2013-08-23,5.5737
2013-08-24,5.5737
2013-08-25,5.5737
2013-08-26,5.5801
2013-08-27,5.57
2013-08-28,5.592
2013-08-29,5.6333
2013-08-30,5.6417
2013-08-31,5.6417
2013-09-01,5.6417
2013-09-02,5.6549
2013-09-03,5.6639
2013-09-04,5.6471
2013-09-05,5.6848
2013-09-06,5.66
2013-09-07,5.66
2013-09-08,5.66
2013-09-09,5.6271
2013-09-10,5.6215
2013-09-11,5.6032
2013-09-12,5.6077
2013-09-13,5.609
2013-09-14,5.609
2013-09-15,5.609
2013-09-16,5.5933
2013-09-17,5.583
2013-09-18,5.5157
2013-09-19,5.5121
2013-09-20,5.5139
2013-09-21,5.5139
2013-09-22,5.5139
2013-09-23,5.5274
2013-09-24,5.5346
2013-09-25,5.5136
2013-09-26,5.5292
2013-09-27,5.5151
2013-09-28,5.5151
2013-09-29,5.5151
2013-09-30,5.5138
2013-10-01,5.514
2013-10-02,5.4937
2013-10-03,5.4777
2013-10-04,5.5022
2013-10-05,5.5022
2013-10-06,5.5022
2013-10-07,5.4928
2013-10-08,5.496
2013-10-09,5.5157
2013-10-10,5.5172
2013-10-11,5.5074
2013-10-12,5.5074
2013-10-13,5.5074
2013-10-14,5.5002
2013-10-15,5.5155
2013-10-16,5.5112
2013-10-17,5.4541
2013-10-18,5.4498
2013-10-19,5.4498
2013-10-20,5.4498
2013-10-21,5.4524
2013-10-22,5.4129
2013-10-23,5.4149
2013-10-24,5.4047
2013-10-25,5.4044
2013-10-26,5.4044
2013-10-27,5.4044
2013-10-28,5.4111
2013-10-29,5.4263
2013-10-30,5.4299
2013-10-31,5.4908
2013-11-01,5.5301
2013-11-02,5.5301
2013-11-03,5.5301
2013-11-04,5.5188
2013-11-05,5.5357
2013-11-06,5.52
2013-11-07,5.558
2013-11-08,5.5798
2013-11-09,5.5798
2013-11-10,5.5798
2013-11-11,5.5631
2013-11-12,5.5511
2013-11-13,5.5305
2013-11-14,5.5413
2013-11-15,5.5265
2013-11-16,5.5265
2013-11-17,5.5265
2013-11-18,5.5226
2013-11-19,5.5092
2013-11-20,5.5503
2013-11-21,5.5326
2013-11-22,5.5008
2013-11-23,5.5008
2013-11-24,5.5008
2013-11-25,5.5183
2013-11-26,5.4957
2013-11-27,5.4925
2013-11-28,5.4819
2013-11-29,5.4888
2013-11-30,5.4888
2013-12-01,5.4888
2013-12-02,5.5089
2013-12-03,5.4896
2013-12-04,5.4875
2013-12-05,5.4581
2013-12-06,5.443
2013-12-07,5.443
2013-12-08,5.443
2013-12-09,5.43
2013-12-10,5.421
2013-12-11,5.4116
2013-12-12,5.425
2013-12-13,5.4291
2013-12-14,5.4291
2013-12-15,5.4291
2013-12-16,5.4216
2013-12-17,5.4186
2013-12-18,5.4515
2013-12-19,5.4605
2013-12-20,5.4567
2013-12-21,5.4567
2013-12-22,5.4567
2013-12-23,5.4475
2013-12-24,5.4537
2013-12-25,5.4536
2013-12-26,5.449
2013-12-27,5.426
2013-12-28,5.426
2013-12-29,5.426
2013-12-30,5.4054
2013-12-31,5.4283
2014-01-01,5.4207
2014-01-02,5.4554
2014-01-03,5.4891
2014-01-04,5.4891
2014-01-05,5.4891
2014-01-06,5.4735
2014-01-07,5.479
2014-01-08,5.4956
2014-01-09,5.4826
2014-01-10,5.4588
2014-01-11,5.4588
2014-01-12,5.4588
2014-01-13,5.4585
2014-01-14,5.4552
2014-01-15,5.4845
2014-01-16,5.4789
2014-01-17,5.511
2014-01-18,5.511
2014-01-19,5.511
2014-01-20,5.506
2014-01-21,5.5027
2014-01-22,5.5084
2014-01-23,5.4484
2014-01-24,5.4556
2014-01-25,5.4556
2014-01-26,5.4556
2014-01-27,5.4572
2014-01-28,5.4582
2014-01-29,5.462
2014-01-30,5.5054
2014-01-31,5.5325
2014-02-01,5.5325
2014-02-02,5.5325
2014-02-03,5.5173
2014-02-04,5.5203
2014-02-05,5.514
2014-02-06,5.4911
2014-02-07,5.4731
2014-02-08,5.4731
2014-02-09,5.4731
2014-02-10,5.4687
2014-02-11,5.4714
2014-02-12,5.4895
2014-02-13,5.4544
2014-02-14,5.4496
2014-02-15,5.4496
2014-02-16,5.4496
2014-02-17,5.4439
2014-02-18,5.4234
2014-02-19,5.4338
2014-02-20,5.4399
2014-02-21,5.4309
2014-02-22,5.4309
2014-02-23,5.4309
2014-02-24,5.433
2014-02-25,5.4289
2014-02-26,5.4523
2014-02-27,5.4431
2014-02-28,5.407
2014-03-01,5.407
2014-03-02,5.407
2014-03-03,5.4335
2014-03-04,5.4301
2014-03-05,5.4339
2014-03-06,5.3841
2014-03-07,5.3783
2014-03-08,5.3783
2014-03-09,5.3783
2014-03-10,5.3779
2014-03-11,5.3844
2014-03-12,5.3679
2014-03-13,5.3814
2014-03-14,5.3635
2014-03-15,5.3635
2014-03-16,5.3635
2014-03-17,5.3607
2014-03-18,5.3568
2014-03-19,5.3961
2014-03-20,5.4179
2014-03-21,5.4118
2014-03-22,5.4118
2014-03-23,5.4118
2014-03-24,5.394
2014-03-25,5.399
2014-03-26,5.4182
2014-03-27,5.4338
2014-03-28,5.4292
2014-03-29,5.4292
2014-03-30,5.4292
2014-03-31,5.4224
2014-04-01,5.412
2014-04-02,5.4224
2014-04-03,5.441
2014-04-04,5.4474
2014-04-05,5.4474
2014-04-06,5.4474
2014-04-07,5.4331
2014-04-08,5.4111
2014-04-09,5.3887
2014-04-10,5.3767
2014-04-11,5.3773
2014-04-12,5.3773
2014-04-13,5.3773
2014-04-14,5.4024
2014-04-15,5.4047
2014-04-16,5.4044
2014-04-17,5.405
2014-04-18,5.4055
2014-04-19,5.4055
2014-04-20,5.4055
2014-04-21,5.4131
2014-04-22,5.4084
2014-04-23,5.4039
2014-04-24,5.395
2014-04-25,5.3962
2014-04-26,5.3962
2014-04-27,5.3962
2014-04-28,5.3893
2014-04-29,5.404
2014-04-30,5.3827
2014-05-01,5.3816
2014-05-02,5.3818
2014-05-03,5.3818
2014-05-04,5.3818
2014-05-05,5.3789
2014-05-06,5.3591
2014-05-07,5.3659
2014-05-08,5.3931
2014-05-09,5.425
2014-05-10,5.425
2014-05-11,5.425
2014-05-12,5.4258
2014-05-13,5.4471
2014-05-14,5.4428
2014-05-15,5.4449
2014-05-16,5.4512
2014-05-17,5.4512
2014-05-18,5.4512
2014-05-19,5.4452
2014-05-20,5.4482
2014-05-21,5.4541
2014-05-22,5.4657
2014-05-23,5.4764
2014-05-24,5.4764
2014-05-25,5.4764
2014-05-26,5.4696
2014-05-27,5.4737
2014-05-28,5.4917
2014-05-29,5.4871
2014-05-30,5.4742
2014-05-31,5.4742
2014-06-01,5.4742
2014-06-02,5.4893
2014-06-03,5.4771
2014-06-04,5.4879
2014-06-05,5.4624
2014-06-06,5.4693
2014-06-07,5.4693
2014-06-08,5.4693
2014-06-09,5.4892
2014-06-10,5.5074
2014-06-11,5.5143
2014-06-12,5.5047
2014-06-13,5.5084
2014-06-14,5.5084
2014-06-15,5.5084
2014-06-16,5.4935
2014-06-17,5.5039
2014-06-18,5.4845
2014-06-19,5.4795
2014-06-20,5.482
2014-06-21,5.482
2014-06-22,5.482
2014-06-23,5.4796
2014-06-24,5.479
2014-06-25,5.4703
2014-06-26,5.4781
2014-06-27,5.4623
2014-06-28,5.4623
2014-06-29,5.4623
2014-06-30,5.4451
2014-07-01,5.4507
2014-07-02,5.4589
2014-07-03,5.4792
2014-07-04,5.4852
2014-07-05,5.4852
2014-07-06,5.4852
2014-07-07,5.4796
2014-07-08,5.4775
2014-07-09,5.4648
2014-07-10,5.4786
2014-07-11,5.4786
2014-07-12,5.4786
2014-07-13,5.4786
2014-07-14,5.4754
2014-07-15,5.496
2014-07-16,5.513
2014-07-17,5.5134
2014-07-18,5.5131
2014-07-19,5.5131
2014-07-20,5.5131
2014-07-21,5.5135
2014-07-22,5.5381
2014-07-23,5.5386
2014-07-24,5.5388
2014-07-25,5.5524
2014-07-26,5.5524
2014-07-27,5.5524
2014-07-28,5.5482
2014-07-29,5.5609
2014-07-30,5.5658
2014-07-31,5.5682
2014-08-01,5.5528
2014-08-02,5.5528
2014-08-03,5.5528
2014-08-04,5.5549
2014-08-05,5.5735
2014-08-06,5.5709
2014-08-07,5.5785
2014-08-08,5.5593
2014-08-09,5.5593
2014-08-10,5.5593
2014-08-11,5.5701
2014-08-12,5.5765
2014-08-13,5.5787
2014-08-14,5.5785
2014-08-15,5.5636
2014-08-16,5.5636
2014-08-17,5.5636
2014-08-18,5.5791
2014-08-19,5.5973
2014-08-20,5.6228
2014-08-21,5.6137
2014-08-22,5.63
2014-08-23,5.63
2014-08-24,5.63
2014-08-25,5.651
2014-08-26,5.6614
2014-08-27,5.6494
2014-08-28,5.6532
2014-08-29,5.6724
2014-08-30,5.6724
2014-08-31,5.6724
2014-09-01,5.6743
2014-09-02,5.6705
2014-09-03,5.6635
2014-09-04,5.7516
2014-09-05,5.7488
2014-09-06,5.7488
2014-09-07,5.7488
2014-09-08,5.7731
2014-09-09,5.7537
2014-09-10,5.7627
2014-09-11,5.7589
2014-09-12,5.7417
2014-09-13,5.7417
2014-09-14,5.7417
2014-09-15,5.7527
2014-09-16,5.7457
2014-09-17,5.7865
2014-09-18,5.7608
2014-09-19,5.8024
2014-09-20,5.8024
2014-09-21,5.8024
2014-09-22,5.7934
2014-09-23,5.7941
2014-09-24,5.8245
2014-09-25,5.8376
2014-09-26,5.8678
2014-09-27,5.8678
2014-09-28,5.8678
2014-09-29,5.8673
2014-09-30,5.8932
2014-10-01,5.8972
2014-10-02,5.8759
2014-10-03,5.948
2014-10-04,5.948
2014-10-05,5.948
2014-10-06,5.882
2014-10-07,5.8758
2014-10-08,5.8448
2014-10-09,5.8651
2014-10-10,5.8943
2014-10-11,5.8943
2014-10-12,5.8943
2014-10-13,5.8385
2014-10-14,5.8817
2014-10-15,5.7997
2014-10-16,5.8128
2014-10-17,5.8367
2014-10-18,5.8367
2014-10-19,5.8367
2014-10-20,5.8173
2014-10-21,5.8556
2014-10-22,5.8868
2014-10-23,5.8869
2014-10-24,5.876
2014-10-25,5.876
2014-10-26,5.876
2014-10-27,5.8623
2014-10-28,5.8463
2014-10-29,5.893
2014-10-30,5.9025
2014-10-31,5.9428
2014-11-01,5.9428
2014-11-02,5.9428
2014-11-03,5.9633
2014-11-04,5.9323
2014-11-05,5.9594
2014-11-06,6.0098
2014-11-07,5.9721
2014-11-08,5.9721
2014-11-09,5.9721
2014-11-10,5.9892
2014-11-11,5.9637
2014-11-12,5.983
2014-11-13,5.9658
2014-11-14,5.9425
2014-11-15,5.9425
2014-11-16,5.9425
2014-11-17,5.9789
2014-11-18,5.9386
2014-11-19,5.9295
2014-11-20,5.9357
2014-11-21,6.004
2014-11-22,6.004
2014-11-23,6.004
2014-11-24,5.9793
2014-11-25,5.964
2014-11-26,5.9491
2014-11-27,5.9675
2014-11-28,5.9754
2014-11-29,5.9754
2014-11-30,5.9754
2014-12-01,5.967
2014-12-02,6.0086
2014-12-03,6.0433
2014-12-04,6.0112
2014-12-05,6.0566
2014-12-06,6.0566
2014-12-07,6.0566
2014-12-08,6.0423
2014-12-09,6.0125
2014-12-10,5.9763
2014-12-11,5.9921
2014-12-12,5.9694
2014-12-13,5.9694
2014-12-14,5.9694
2014-12-15,5.982
2014-12-16,5.9486
2014-12-17,6.0286
2014-12-18,6.0562
2014-12-19,6.0829
2014-12-20,6.0829
2014-12-21,6.0829
2014-12-22,6.0847
2014-12-23,6.1122
2014-12-24,6.0998
2014-12-25,6.0849
2014-12-26,6.1067
2014-12-27,6.1067
2014-12-28,6.1067
2014-12-29,6.1258
2014-12-30,6.126
2014-12-31,6.1556
2015-01-01,6.153
2015-01-02,6.2028
2015-01-03,6.2028
2015-01-04,6.2028
2015-01-05,6.2364
2015-01-06,6.2589
2015-01-07,6.2849
2015-01-08,6.3084
2015-01-09,6.2828
2015-01-10,6.2828
2015-01-11,6.2828
2015-01-12,6.2868
2015-01-13,6.3183
2015-01-14,6.3092
2015-01-15,6.3896
2015-01-16,6.4279
2015-01-17,6.4279
2015-01-18,6.4279
2015-01-19,6.4051
2015-01-20,6.4365
2015-01-21,6.404
2015-01-22,6.5496
2015-01-23,6.6454
2015-01-24,6.6454
2015-01-25,6.6454
2015-01-26,6.6286
2015-01-27,6.5397
2015-01-28,6.5961
2015-01-29,6.5743
2015-01-30,6.592
2015-01-31,6.592
2015-02-01,6.592
2015-02-02,6.5635
2015-02-03,6.4842
2015-02-04,6.5614
2015-02-05,6.4857
2015-02-06,6.5755
2015-02-07,6.5755
2015-02-08,6.5755
2015-02-09,6.5729
2015-02-10,6.5752
2015-02-11,6.5665
2015-02-12,6.5288
2015-02-13,6.5342
2015-02-14,6.5342
2015-02-15,6.5342
2015-02-16,6.5565
2015-02-17,6.5232
2015-02-18,6.5325
2015-02-19,6.5485
2015-02-20,6.557
2015-02-21,6.557
2015-02-22,6.557
2015-02-23,6.5816
2015-02-24,6.5801
2015-02-25,6.5735
2015-02-26,6.663
2015-02-27,6.6648
2015-02-28,6.6648
2015-03-01,6.6648
2015-03-02,6.6616
2015-03-03,6.669
2015-03-04,6.7301
2015-03-05,6.757
2015-03-06,6.8687
2015-03-07,6.8687
2015-03-08,6.8687
2015-03-09,6.8658
2015-03-10,6.9656
2015-03-11,7.0677
2015-03-12,7.0124
2015-03-13,7.1076
2015-03-14,7.1076
2015-03-15,7.1076
2015-03-16,7.0622
2015-03-17,7.0391
2015-03-18,6.8616
2015-03-19,6.9885
2015-03-20,6.8897
2015-03-21,6.8897
2015-03-22,6.8897
2015-03-23,6.8123
2015-03-24,6.8314
2015-03-25,6.8085
2015-03-26,6.8621
2015-03-27,6.8592
2015-03-28,6.8592
2015-03-29,6.8592
2015-03-30,6.8962
2015-03-31,6.9621
2015-04-01,6.9412
2015-04-02,6.8696
2015-04-03,6.8138
2015-04-04,6.8138
2015-04-05,6.8138
2015-04-06,6.8427
2015-04-07,6.909
2015-04-08,6.9326
2015-04-09,7.01
2015-04-10,7.0475
2015-04-11,7.0475
2015-04-12,7.0475
2015-04-13,7.071
2015-04-14,7.0095
2015-04-15,6.99
2015-04-16,6.9363
2015-04-17,6.9037
2015-04-18,6.9037
2015-04-19,6.9037
2015-04-20,6.9499
2015-04-21,6.9505
2015-04-22,6.9577
2015-04-23,6.8926
2015-04-24,6.8619
2015-04-25,6.8619
2015-04-26,6.8619
2015-04-27,6.8508
2015-04-28,6.796
2015-04-29,6.7052
2015-04-30,6.6515
2015-05-01,6.6669
2015-05-02,6.6669
2015-05-03,6.6669
2015-05-04,6.6969
2015-05-05,6.6721
2015-05-06,6.5799
2015-05-07,6.6245
2015-05-08,6.6626
2015-05-09,6.6626
2015-05-10,6.6626
2015-05-11,6.6908
2015-05-12,6.6553
2015-05-13,6.5755
2015-05-14,6.5411
2015-05-15,6.5202
2015-05-16,6.5202
2015-05-17,6.5202
2015-05-18,6.5941
2015-05-19,6.6892
2015-05-20,6.7236
2015-05-21,6.7088
2015-05-22,6.7711
2015-05-23,6.7711
2015-05-24,6.7711
2015-05-25,6.7924
2015-05-26,6.8542
2015-05-27,6.8393
2015-05-28,6.8129
2015-05-29,6.7897
2015-05-30,6.7897
2015-05-31,6.7897
2015-06-01,6.8255
2015-06-02,6.6907
2015-06-03,6.6165
2015-06-04,6.6385
2015-06-05,6.7128
2015-06-06,6.7128
2015-06-07,6.7128
2015-06-08,6.6053
2015-06-09,6.6121
2015-06-10,6.5897
2015-06-11,6.6259
2015-06-12,6.6205
2015-06-13,6.6205
2015-06-14,6.6205
2015-06-15,6.6105
2015-06-16,6.6312
2015-06-17,6.578
2015-06-18,6.5691
2015-06-19,6.5728
2015-06-20,6.5728
2015-06-21,6.5728
2015-06-22,6.5796
2015-06-23,6.6816
2015-06-24,6.6574
2015-06-25,6.6577
2015-06-26,6.6814
2015-06-27,6.6814
2015-06-28,6.6814
2015-06-29,6.6402
2015-06-30,6.6927
2015-07-01,6.7498
2015-07-02,6.7272
2015-07-03,6.7135
2015-07-04,6.7135
2015-07-05,6.7135
2015-07-06,6.75
2015-07-07,6.7779
2015-07-08,6.7365
2015-07-09,6.7621
2015-07-10,6.6857
2015-07-11,6.6857
2015-07-12,6.6857
2015-07-13,6.7827
2015-07-14,6.7785
2015-07-15,6.8145
2015-07-16,6.8607
2015-07-17,6.8899
2015-07-18,6.8899
2015-07-19,6.8899
2015-07-20,6.8917
2015-07-21,6.8244
2015-07-22,6.8277
2015-07-23,6.7928
2015-07-24,6.7931
2015-07-25,6.7931
2015-07-26,6.7931
2015-07-27,6.7293
2015-07-28,6.7467
2015-07-29,6.7927
2015-07-30,6.8248
2015-07-31,6.7937
2015-08-01,6.7937
2015-08-02,6.7937
2015-08-03,6.8144
2015-08-04,6.8573
2015-08-05,6.8422
2015-08-06,6.8296
2015-08-07,6.8046
2015-08-08,6.8046
2015-08-09,6.8046
2015-08-10,6.7723
2015-08-11,6.7587
2015-08-12,6.6886
2015-08-13,6.6947
2015-08-14,6.7184
2015-08-15,6.7184
2015-08-16,6.7184
2015-08-17,6.7375
2015-08-18,6.7715
2015-08-19,6.7108
2015-08-20,6.6395
2015-08-21,6.5547
2015-08-22,6.5547
2015-08-23,6.5547
2015-08-24,6.4238
2015-08-25,6.4811
2015-08-26,6.5978
2015-08-27,6.6368
2015-08-28,6.6728
2015-08-29,6.6728
2015-08-30,6.6728
2015-08-31,6.6578
2015-09-01,6.5961
2015-09-02,6.6478
2015-09-03,6.7069
2015-09-04,6.6927
2015-09-05,6.6927
2015-09-06,6.6927
2015-09-07,6.6802
2015-09-08,6.6604
2015-09-09,6.6577
2015-09-10,6.6148
2015-09-11,6.5797
2015-09-12,6.5797
2015-09-13,6.5797
2015-09-14,6.5928
2015-09-15,6.6211
2015-09-16,6.6086
2015-09-17,6.5238
2015-09-18,6.6038
2015-09-19,6.6038
2015-09-20,6.6038
2015-09-21,6.6669
2015-09-22,6.7082
2015-09-23,6.6697
2015-09-24,6.644
2015-09-25,6.6645
2015-09-26,6.6645
2015-09-27,6.6645
2015-09-28,6.6355
2015-09-29,6.6322
2015-09-30,6.6757
2015-10-01,6.6632
2015-10-02,6.6537
2015-10-03,6.6537
2015-10-04,6.6537
2015-10-05,6.6693
2015-10-06,6.6192
2015-10-07,6.6395
2015-10-08,6.617
2015-10-09,6.5692
2015-10-10,6.5692
2015-10-11,6.5692
2015-10-12,6.5686
2015-10-13,6.557
2015-10-14,6.5035
2015-10-15,6.5526
2015-10-16,6.5741
2015-10-17,6.5741
2015-10-18,6.5741
2015-10-19,6.5855
2015-10-20,6.5751
2015-10-21,6.579
2015-10-22,6.7152
2015-10-23,6.7702
2015-10-24,6.7702
2015-10-25,6.7702
2015-10-26,6.7466
2015-10-27,6.7511
2015-10-28,6.8293
2015-10-29,6.794
2015-10-30,6.7769
2015-10-31,6.7769
2015-11-01,6.7769
2015-11-02,6.7709
2015-11-03,6.8032
2015-11-04,6.8648
2015-11-05,6.8536
2015-11-06,6.9455
2015-11-07,6.9455
2015-11-08,6.9455
2015-11-09,6.9386
2015-11-10,6.9564
2015-11-11,6.9449
2015-11-12,6.8991
2015-11-13,6.926
2015-11-14,6.926
2015-11-15,6.926
2015-11-16,6.9825
2015-11-17,7.0109
2015-11-18,6.9984
2015-11-19,6.9502
2015-11-20,7.0078
2015-11-21,7.0078
2015-11-22,7.0078
2015-11-23,7.0141
2015-11-24,7.0098
2015-11-25,7.0216
2015-11-26,7.0315
2015-11-27,7.0434
2015-11-28,7.0434
2015-11-29,7.0434
2015-11-30,7.0617
2015-12-01,7.0162
2015-12-02,7.0275
2015-12-03,6.8193
2015-12-04,6.8561
2015-12-05,6.8561
2015-12-06,6.8561
2015-12-07,6.8845
2015-12-08,6.8499
2015-12-09,6.7678
2015-12-10,6.8191
2015-12-11,6.7908
2015-12-12,6.7908
2015-12-13,6.7908
2015-12-14,6.7884
2015-12-15,6.8269
2015-12-16,6.8388
2015-12-17,6.892
2015-12-18,6.8658
2015-12-19,6.8658
2015-12-20,6.8658
2015-12-21,6.8364
2015-12-22,6.8099
2015-12-23,6.8393
2015-12-24,6.8066
2015-12-25,6.8044
2015-12-26,6.8044
2015-12-27,6.8044
2015-12-28,6.804
2015-12-29,6.8328
2015-12-30,6.8254
2015-12-31,6.8706
2016-01-01,6.8734
2016-01-02,6.8734
2016-01-03,6.8734
2016-01-04,6.89
2016-01-05,6.9417
2016-01-06,6.9207
2016-01-07,6.8242
2016-01-08,6.8305
2016-01-09,6.8305
2016-01-10,6.8305
2016-01-11,6.8708
2016-01-12,6.8718
2016-01-13,6.8608
2016-01-14,6.8687
2016-01-15,6.8375
2016-01-16,6.8375
2016-01-17,6.8375
2016-01-18,6.852
2016-01-19,6.8423
2016-01-20,6.8539
2016-01-21,6.8623
2016-01-22,6.9111
2016-01-23,6.9111
2016-01-24,6.9111
2016-01-25,6.8786
2016-01-26,6.8655
2016-01-27,6.851
2016-01-28,6.8216
2016-01-29,6.8904
2016-01-30,6.8904
2016-01-31,6.8904
2016-02-01,6.8541
2016-02-02,6.8346
2016-02-03,6.7214
2016-02-04,6.6587
2016-02-05,6.6883
2016-02-06,6.6883
2016-02-07,6.6883
2016-02-08,6.6682
2016-02-09,6.6087
2016-02-10,6.6097
2016-02-11,6.5919
2016-02-12,6.6315
2016-02-13,6.6315
2016-02-14,6.6315
2016-02-15,6.6913
2016-02-16,6.698
2016-02-17,6.708
2016-02-18,6.7189
2016-02-19,6.7049
2016-02-20,6.7049
2016-02-21,6.7049
2016-02-22,6.7655
2016-02-23,6.7759
2016-02-24,6.7764
2016-02-25,6.772
2016-02-26,6.8236
2016-02-27,6.8236
2016-02-28,6.8236
2016-02-29,6.8608
2016-03-01,6.8631
2016-03-02,6.8629
2016-03-03,6.8083
2016-03-04,6.7791
2016-03-05,6.7791
2016-03-06,6.7791
2016-03-07,6.775
2016-03-08,6.777
2016-03-09,6.7825
2016-03-10,6.6747
2016-03-11,6.6893
2016-03-12,6.6893
2016-03-13,6.6893
2016-03-14,6.717
2016-03-15,6.713
2016-03-16,6.6427
2016-03-17,6.5856
2016-03-18,6.6137
2016-03-19,6.6137
2016-03-20,6.6137
2016-03-21,6.6316
2016-03-22,6.6441
2016-03-23,6.6674
2016-03-24,6.672
2016-03-25,6.6739
2016-03-26,6.6739
2016-03-27,6.6739
2016-03-28,6.6595
2016-03-29,6.6022
2016-03-30,6.573
2016-03-31,6.5477
2016-04-01,6.5402
2016-04-02,6.5402
2016-04-03,6.5402
2016-04-04,6.5327
2016-04-05,6.5384
2016-04-06,6.5297
2016-04-07,6.5405
2016-04-08,6.5284
2016-04-09,6.5284
2016-04-10,6.5284
2016-04-11,6.5257
2016-04-12,6.5372
2016-04-13,6.6014
2016-04-14,6.6033
2016-04-15,6.5945
2016-04-16,6.5945
2016-04-17,6.5945
2016-04-18,6.5814
2016-04-19,6.5528
2016-04-20,6.5865
2016-04-21,6.5922
2016-04-22,6.6313
2016-04-23,6.6313
2016-04-24,6.6313
2016-04-25,6.6041
2016-04-26,6.5874
2016-04-27,6.5742
2016-04-28,6.5566
2016-04-29,6.5001
2016-04-30,6.5001
2016-05-01,6.5001
2016-05-02,6.4518
2016-05-03,6.4731
2016-05-04,6.4755
2016-05-05,6.5237
2016-05-06,6.5228
2016-05-07,6.5228
2016-05-08,6.5228
2016-05-09,6.5358
2016-05-10,6.5429
2016-05-11,6.5119
2016-05-12,6.5397
2016-05-13,6.5766
2016-05-14,6.5766
2016-05-15,6.5766
2016-05-16,6.5709
2016-05-17,6.5747
2016-05-18,6.6295
2016-05-19,6.6382
2016-05-20,6.6258
2016-05-21,6.6258
2016-05-22,6.6258
2016-05-23,6.6275
2016-05-24,6.6751
2016-05-25,6.667
2016-05-26,6.6432
2016-05-27,6.6911
2016-05-28,6.6911
2016-05-29,6.6911
2016-05-30,6.6775
2016-05-31,6.6817
2016-06-01,6.6484
2016-06-02,6.6709
2016-06-03,6.5457
2016-06-04,6.5457
2016-06-05,6.5457
