,USDCHF BGN Curncy
2022-11-08,0.9854
2022-11-09,0.9845
2022-11-10,0.9639
2022-11-11,0.9417
2022-11-12,0.9417
2022-11-13,0.9417
2022-11-14,0.9434
2022-11-15,0.9441
2022-11-16,0.9447
2022-11-17,0.9517
2022-11-18,0.9547
2022-11-19,0.9547
2022-11-20,0.9547
2022-11-21,0.9585
2022-11-22,0.9519
2022-11-23,0.9427
2022-11-24,0.9432
2022-11-25,0.9459
2022-11-26,0.9459
2022-11-27,0.9459
2022-11-28,0.9491
2022-11-29,0.9537
2022-11-30,0.9457
2022-12-01,0.9371
2022-12-02,0.9372
2022-12-03,0.9372
2022-12-04,0.9372
2022-12-05,0.9426
2022-12-06,0.942
2022-12-07,0.9408
2022-12-08,0.937
2022-12-09,0.9342
2022-12-10,0.9342
2022-12-11,0.9342
2022-12-12,0.9363
2022-12-13,0.9284
2022-12-14,0.9245
2022-12-15,0.9284
2022-12-16,0.9337
2022-12-17,0.9337
2022-12-18,0.9337
2022-12-19,0.9286
2022-12-20,0.926
2022-12-21,0.9267
2022-12-22,0.9311
2022-12-23,0.9332
2022-12-24,0.9332
2022-12-25,0.9332
2022-12-26,0.932
2022-12-27,0.929
2022-12-28,0.929
2022-12-29,0.9232
2022-12-30,0.9245
2022-12-31,0.9245
2023-01-01,0.9245
2023-01-02,0.9261
2023-01-03,0.936
2023-01-04,0.9298
2023-01-05,0.9362
2023-01-06,0.9279
2023-01-07,0.9279
2023-01-08,0.9279
2023-01-09,0.9213
2023-01-10,0.9227
2023-01-11,0.9313
2023-01-12,0.9276
2023-01-13,0.9269
2023-01-14,0.9269
2023-01-15,0.9269
2023-01-16,0.9265
2023-01-17,0.9221
2023-01-18,0.9163
2023-01-19,0.9161
2023-01-20,0.9206
2023-01-21,0.9206
2023-01-22,0.9206
2023-01-23,0.9218
2023-01-24,0.9226
2023-01-25,0.918
2023-01-26,0.9206
2023-01-27,0.921
2023-01-28,0.921
2023-01-29,0.921
2023-01-30,0.9249
2023-01-31,0.9162
2023-02-01,0.9083
2023-02-02,0.9132
2023-02-03,0.9261
2023-02-04,0.9261
2023-02-05,0.9261
2023-02-06,0.9283
2023-02-07,0.9219
2023-02-08,0.921
2023-02-09,0.9223
2023-02-10,0.9238
2023-02-11,0.9238
2023-02-12,0.9238
2023-02-13,0.9195
2023-02-14,0.9216
2023-02-15,0.9238
2023-02-16,0.9256
2023-02-17,0.9252
2023-02-18,0.9252
2023-02-19,0.9252
2023-02-20,0.9233
2023-02-21,0.9278
2023-02-22,0.9314
2023-02-23,0.934
2023-02-24,0.9404
2023-02-25,0.9404
2023-02-26,0.9404
2023-02-27,0.9358
2023-02-28,0.9422
2023-03-01,0.9396
2023-03-02,0.9424
2023-03-03,0.9362
2023-03-04,0.9362
2023-03-05,0.9362
2023-03-06,0.9307
2023-03-07,0.9418
2023-03-08,0.9418
2023-03-09,0.9326
2023-03-10,0.9207
2023-03-11,0.9207
2023-03-12,0.9207
2023-03-13,0.9119
2023-03-14,0.9142
2023-03-15,0.9333
2023-03-16,0.9293
2023-03-17,0.9261
2023-03-18,0.9261
2023-03-19,0.9261
2023-03-20,0.9291
2023-03-21,0.9224
2023-03-22,0.9174
2023-03-23,0.9165
2023-03-24,0.9198
2023-03-25,0.9198
2023-03-26,0.9198
2023-03-27,0.9156
2023-03-28,0.9199
2023-03-29,0.9185
2023-03-30,0.9132
2023-03-31,0.9153
2023-04-01,0.9153
2023-04-02,0.9153
2023-04-03,0.9125
2023-04-04,0.9061
2023-04-05,0.9068
2023-04-06,0.9045
2023-04-07,0.9054
2023-04-08,0.9054
2023-04-09,0.9054
2023-04-10,0.9096
2023-04-11,0.9033
2023-04-12,0.8961
2023-04-13,0.8896
2023-04-14,0.8937
2023-04-15,0.8937
2023-04-16,0.8937
2023-04-17,0.8987
2023-04-18,0.8963
2023-04-19,0.8975
2023-04-20,0.8923
2023-04-21,0.8923
2023-04-22,0.8923
2023-04-23,0.8923
2023-04-24,0.8877
2023-04-25,0.8919
2023-04-26,0.8912
2023-04-27,0.8944
2023-04-28,0.8946
2023-04-29,0.8946
2023-04-30,0.8946
2023-05-01,0.8955
2023-05-02,0.8932
2023-05-03,0.884
2023-05-04,0.8857
2023-05-05,0.8909
2023-05-06,0.8909
2023-05-07,0.8909
2023-05-08,0.8895
2023-05-09,0.8905
2023-05-10,0.8898
2023-05-11,0.8942
2023-05-12,0.8975
2023-05-13,0.8975
2023-05-14,0.8975
2023-05-15,0.8956
2023-05-16,0.8965
2023-05-17,0.8984
2023-05-18,0.9052
2023-05-19,0.8997
2023-05-20,0.8997
2023-05-21,0.8997
2023-05-22,0.8979
2023-05-23,0.9013
2023-05-24,0.9049
2023-05-25,0.9057
2023-05-26,0.9057
2023-05-27,0.9057
2023-05-28,0.9057
2023-05-29,0.9043
2023-05-30,0.9059
2023-05-31,0.9107
2023-06-01,0.9055
2023-06-02,0.9091
2023-06-03,0.9091
2023-06-04,0.9091
2023-06-05,0.9063
2023-06-06,0.9076
2023-06-07,0.9101
2023-06-08,0.899
2023-06-09,0.9033
2023-06-10,0.9033
2023-06-11,0.9033
2023-06-12,0.909
2023-06-13,0.9052
2023-06-14,0.901
2023-06-15,0.8918
2023-06-16,0.8938
2023-06-17,0.8938
2023-06-18,0.8938
2023-06-19,0.8957
2023-06-20,0.8979
2023-06-21,0.8931
2023-06-22,0.8948
2023-06-23,0.897
2023-06-24,0.897
2023-06-25,0.897
2023-06-26,0.8957
2023-06-27,0.8937
2023-06-28,0.8969
2023-06-29,0.8995
2023-06-30,0.8956
2023-07-01,0.8956
2023-07-02,0.8956
2023-07-03,0.8963
2023-07-04,0.897
2023-07-05,0.8988
2023-07-06,0.8952
2023-07-07,0.8887
2023-07-08,0.8887
2023-07-09,0.8887
2023-07-10,0.8853
2023-07-11,0.8795
2023-07-12,0.8674
2023-07-13,0.8588
2023-07-14,0.862
2023-07-15,0.862
2023-07-16,0.862
2023-07-17,0.8605
2023-07-18,0.8577
2023-07-19,0.8587
2023-07-20,0.8668
2023-07-21,0.8658
2023-07-22,0.8658
2023-07-23,0.8658
2023-07-24,0.8697
2023-07-25,0.8636
2023-07-26,0.8608
2023-07-27,0.8691
2023-07-28,0.8698
2023-07-29,0.8698
2023-07-30,0.8698
2023-07-31,0.8719
2023-08-01,0.8753
2023-08-02,0.8775
2023-08-03,0.8742
2023-08-04,0.8725
2023-08-05,0.8725
2023-08-06,0.8725
2023-08-07,0.8728
2023-08-08,0.8756
2023-08-09,0.8773
2023-08-10,0.8768
2023-08-11,0.8767
2023-08-12,0.8767
2023-08-13,0.8767
2023-08-14,0.8784
2023-08-15,0.8785
2023-08-16,0.88
2023-08-17,0.8785
2023-08-18,0.882
2023-08-19,0.882
2023-08-20,0.882
2023-08-21,0.8785
2023-08-22,0.8804
2023-08-23,0.878
2023-08-24,0.8845
2023-08-25,0.8847
2023-08-26,0.8847
2023-08-27,0.8847
2023-08-28,0.8838
2023-08-29,0.8784
2023-08-30,0.8785
2023-08-31,0.8834
2023-09-01,0.8851
2023-09-02,0.8851
2023-09-03,0.8851
2023-09-04,0.8846
2023-09-05,0.8895
2023-09-06,0.8911
2023-09-07,0.8928
2023-09-08,0.8931
2023-09-09,0.8931
2023-09-10,0.8931
2023-09-11,0.8908
2023-09-12,0.8913
2023-09-13,0.8937
2023-09-14,0.8956
2023-09-15,0.8969
2023-09-16,0.8969
2023-09-17,0.8969
2023-09-18,0.8971
2023-09-19,0.8978
2023-09-20,0.8986
2023-09-21,0.9045
2023-09-22,0.9066
2023-09-23,0.9066
2023-09-24,0.9066
2023-09-25,0.912
2023-09-26,0.9158
2023-09-27,0.9213
2023-09-28,0.915
2023-09-29,0.9153
2023-09-30,0.9153
2023-10-01,0.9153
2023-10-02,0.9183
2023-10-03,0.921
2023-10-04,0.9172
2023-10-05,0.9123
2023-10-06,0.9098
2023-10-07,0.9098
2023-10-08,0.9098
2023-10-09,0.9066
2023-10-10,0.9045
2023-10-11,0.902
2023-10-12,0.9084
2023-10-13,0.902
2023-10-14,0.902
2023-10-15,0.902
2023-10-16,0.9
2023-10-17,0.9002
2023-10-18,0.899
2023-10-19,0.8914
2023-10-20,0.8921
2023-10-21,0.8921
2023-10-22,0.8921
2023-10-23,0.8911
2023-10-24,0.8932
2023-10-25,0.8968
2023-10-26,0.8988
2023-10-27,0.9023
2023-10-28,0.9023
2023-10-29,0.9023
2023-10-30,0.902
2023-10-31,0.9104
2023-11-01,0.9078
2023-11-02,0.906
2023-11-03,0.8988
2023-11-04,0.8988
2023-11-05,0.8988
2023-11-06,0.8994
2023-11-07,0.9001
2023-11-08,0.8993
2023-11-09,0.9029
2023-11-10,0.9027
2023-11-11,0.9027
2023-11-12,0.9027
2023-11-13,0.9016
2023-11-14,0.8891
2023-11-15,0.888
2023-11-16,0.8887
2023-11-17,0.8857
2023-11-18,0.8857
2023-11-19,0.8857
2023-11-20,0.885
2023-11-21,0.8837
2023-11-22,0.8839
2023-11-23,0.8842
2023-11-24,0.883
2023-11-25,0.883
2023-11-26,0.883
2023-11-27,0.8803
2023-11-28,0.878
2023-11-29,0.8739
2023-11-30,0.8752
2023-12-01,0.8692
2023-12-02,0.8692
2023-12-03,0.8692
2023-12-04,0.8728
2023-12-05,0.875
2023-12-06,0.8748
2023-12-07,0.8754
2023-12-08,0.8799
2023-12-09,0.8799
2023-12-10,0.8799
2023-12-11,0.8784
2023-12-12,0.8753
2023-12-13,0.8717
2023-12-14,0.8676
2023-12-15,0.8705
2023-12-16,0.8705
2023-12-17,0.8705
2023-12-18,0.8671
2023-12-19,0.8609
2023-12-20,0.8627
2023-12-21,0.8562
2023-12-22,0.8556
2023-12-23,0.8556
2023-12-24,0.8556
2023-12-25,0.8547
2023-12-26,0.8537
2023-12-27,0.843
2023-12-28,0.8448
2023-12-29,0.8414
2023-12-30,0.8414
2023-12-31,0.8414
2024-01-01,0.8407
2024-01-02,0.8504
2024-01-03,0.8491
2024-01-04,0.8502
2024-01-05,0.85
2024-01-06,0.85
2024-01-07,0.85
2024-01-08,0.8481
2024-01-09,0.8523
2024-01-10,0.8508
2024-01-11,0.852
2024-01-12,0.8523
2024-01-13,0.8523
2024-01-14,0.8523
2024-01-15,0.8558
2024-01-16,0.8616
2024-01-17,0.8644
2024-01-18,0.868
2024-01-19,0.8684
2024-01-20,0.8684
2024-01-21,0.8684
2024-01-22,0.8691
2024-01-23,0.8702
2024-01-24,0.8628
2024-01-25,0.8671
2024-01-26,0.8642
2024-01-27,0.8642
2024-01-28,0.8642
2024-01-29,0.8613
2024-01-30,0.8618
2024-01-31,0.8614
2024-02-01,0.8578
2024-02-02,0.8668
2024-02-03,0.8668
2024-02-04,0.8668
2024-02-05,0.8707
2024-02-06,0.8698
2024-02-07,0.8744
2024-02-08,0.8737
2024-02-09,0.8747
2024-02-10,0.8747
2024-02-11,0.8747
2024-02-12,0.8757
2024-02-13,0.8871
2024-02-14,0.886
2024-02-15,0.8799
2024-02-16,0.8806
2024-02-17,0.8806
2024-02-18,0.8806
2024-02-19,0.8824
2024-02-20,0.8819
2024-02-21,0.8796
2024-02-22,0.8802
2024-02-23,0.8809
2024-02-24,0.8809
2024-02-25,0.8809
2024-02-26,0.88
2024-02-27,0.8786
2024-02-28,0.8788
2024-02-29,0.8845
2024-03-01,0.8834
2024-03-02,0.8834
2024-03-03,0.8834
2024-03-04,0.8849
2024-03-05,0.8834
2024-03-06,0.8821
2024-03-07,0.8777
2024-03-08,0.8771
2024-03-09,0.8771
2024-03-10,0.8771
2024-03-11,0.8774
2024-03-12,0.8772
2024-03-13,0.8789
2024-03-14,0.8837
2024-03-15,0.8838
2024-03-16,0.8838
2024-03-17,0.8838
2024-03-18,0.8878
2024-03-19,0.8881
2024-03-20,0.8869
2024-03-21,0.8975
2024-03-22,0.8975
2024-03-23,0.8975
2024-03-24,0.8975
2024-03-25,0.8994
2024-03-26,0.904
2024-03-27,0.9038
2024-03-28,0.9017
2024-03-29,0.9014
2024-03-30,0.9014
2024-03-31,0.9014
2024-04-01,0.9043
2024-04-02,0.908
2024-04-03,0.9029
2024-04-04,0.9014
2024-04-05,0.9018
2024-04-06,0.9018
2024-04-07,0.9018
2024-04-08,0.9054
