,USDCHF BGN Curncy
2013-03-18,0.9461
2013-03-19,0.9469
2013-03-20,0.9453
2013-03-21,0.9464
2013-03-22,0.9408
2013-03-23,0.9408
2013-03-24,0.9408
2013-03-25,0.9484
2013-03-26,0.9481
2013-03-27,0.954
2013-03-28,0.9498
2013-03-29,0.9492
2013-03-30,0.9492
2013-03-31,0.9492
2013-04-01,0.9466
2013-04-02,0.9489
2013-04-03,0.9452
2013-04-04,0.9397
2013-04-05,0.9344
2013-04-06,0.9344
2013-04-07,0.9344
2013-04-08,0.9353
2013-04-09,0.9326
2013-04-10,0.9326
2013-04-11,0.9308
2013-04-12,0.9273
2013-04-13,0.9273
2013-04-14,0.9273
2013-04-15,0.9314
2013-04-16,0.9226
2013-04-17,0.9328
2013-04-18,0.9326
2013-04-19,0.9334
2013-04-20,0.9334
2013-04-21,0.9334
2013-04-22,0.9341
2013-04-23,0.9454
2013-04-24,0.947
2013-04-25,0.9448
2013-04-26,0.9429
2013-04-27,0.9429
2013-04-28,0.9429
2013-04-29,0.9366
2013-04-30,0.9293
2013-05-01,0.9273
2013-05-02,0.9349
2013-05-03,0.9354
2013-05-04,0.9354
2013-05-05,0.9354
2013-05-06,0.9383
2013-05-07,0.9403
2013-05-08,0.9355
2013-05-09,0.9481
2013-05-10,0.9568
2013-05-11,0.9568
2013-05-12,0.9568
2013-05-13,0.9576
2013-05-14,0.9671
2013-05-15,0.9648
2013-05-16,0.9648
2013-05-17,0.9727
2013-05-18,0.9727
2013-05-19,0.9727
2013-05-20,0.9673
2013-05-21,0.9701
2013-05-22,0.9783
2013-05-23,0.9688
2013-05-24,0.9615
2013-05-25,0.9615
2013-05-26,0.9615
2013-05-27,0.9631
2013-05-28,0.9769
2013-05-29,0.9616
2013-05-30,0.9531
2013-05-31,0.9551
2013-06-01,0.9551
2013-06-02,0.9551
2013-06-03,0.9472
2013-06-04,0.9468
2013-06-05,0.9421
2013-06-06,0.9292
2013-06-07,0.936
2013-06-08,0.936
2013-06-09,0.936
2013-06-10,0.9337
2013-06-11,0.9247
2013-06-12,0.921
2013-06-13,0.9219
2013-06-14,0.9211
2013-06-15,0.9211
2013-06-16,0.9211
2013-06-17,0.9226
2013-06-18,0.9202
2013-06-19,0.9282
2013-06-20,0.9276
2013-06-21,0.9345
2013-06-22,0.9345
2013-06-23,0.9345
2013-06-24,0.9333
2013-06-25,0.9383
2013-06-26,0.9431
2013-06-27,0.9453
2013-06-28,0.945
2013-06-29,0.945
2013-06-30,0.945
2013-07-01,0.9452
2013-07-02,0.9506
2013-07-03,0.9466
2013-07-04,0.9566
2013-07-05,0.964
2013-07-06,0.964
2013-07-07,0.964
2013-07-08,0.9636
2013-07-09,0.9727
2013-07-10,0.9582
2013-07-11,0.947
2013-07-12,0.9465
2013-07-13,0.9465
2013-07-14,0.9465
2013-07-15,0.9484
2013-07-16,0.939
2013-07-17,0.941
2013-07-18,0.9447
2013-07-19,0.9411
2013-07-20,0.9411
2013-07-21,0.9411
2013-07-22,0.9364
2013-07-23,0.9349
2013-07-24,0.9374
2013-07-25,0.9298
2013-07-26,0.9284
2013-07-27,0.9284
2013-07-28,0.9284
2013-07-29,0.9311
2013-07-30,0.9297
2013-07-31,0.9262
2013-08-01,0.9369
2013-08-02,0.9291
2013-08-03,0.9291
2013-08-04,0.9291
2013-08-05,0.9274
2013-08-06,0.9259
2013-08-07,0.9216
2013-08-08,0.9202
2013-08-09,0.9224
2013-08-10,0.9224
2013-08-11,0.9224
2013-08-12,0.9258
2013-08-13,0.9329
2013-08-14,0.9355
2013-08-15,0.9261
2013-08-16,0.9265
2013-08-17,0.9265
2013-08-18,0.9265
2013-08-19,0.9241
2013-08-20,0.9173
2013-08-21,0.9223
2013-08-22,0.9233
2013-08-23,0.9222
2013-08-24,0.9222
2013-08-25,0.9222
2013-08-26,0.9231
2013-08-27,0.9175
2013-08-28,0.9222
2013-08-29,0.9309
2013-08-30,0.9298
2013-08-31,0.9298
2013-09-01,0.9298
2013-09-02,0.9344
2013-09-03,0.9366
2013-09-04,0.9353
2013-09-05,0.9449
2013-09-06,0.9379
2013-09-07,0.9379
2013-09-08,0.9379
2013-09-09,0.9324
2013-09-10,0.9348
2013-09-11,0.9304
2013-09-12,0.9306
2013-09-13,0.9297
2013-09-14,0.9297
2013-09-15,0.9297
2013-09-16,0.9273
2013-09-17,0.926
2013-09-18,0.912
2013-09-19,0.9106
2013-09-20,0.9103
2013-09-21,0.9103
2013-09-22,0.9103
2013-09-23,0.9109
2013-09-24,0.9128
2013-09-25,0.9092
2013-09-26,0.9103
2013-09-27,0.9059
2013-09-28,0.9059
2013-09-29,0.9059
2013-09-30,0.9049
2013-10-01,0.9055
2013-10-02,0.9027
2013-10-03,0.8994
2013-10-04,0.9072
2013-10-05,0.9072
2013-10-06,0.9072
2013-10-07,0.9029
2013-10-08,0.9039
2013-10-09,0.91
2013-10-10,0.9115
2013-10-11,0.9119
2013-10-12,0.9119
2013-10-13,0.9119
2013-10-14,0.9103
2013-10-15,0.9126
2013-10-16,0.9134
2013-10-17,0.9024
2013-10-18,0.9017
2013-10-19,0.9017
2013-10-20,0.9017
2013-10-21,0.902
2013-10-22,0.8947
2013-10-23,0.8923
2013-10-24,0.8923
2013-10-25,0.8926
2013-10-26,0.8926
2013-10-27,0.8926
2013-10-28,0.8958
2013-10-29,0.8989
2013-10-30,0.8992
2013-10-31,0.9069
2013-11-01,0.9123
2013-11-02,0.9123
2013-11-03,0.9123
2013-11-04,0.9099
2013-11-05,0.9136
2013-11-06,0.9122
2013-11-07,0.9158
2013-11-08,0.9215
2013-11-09,0.9215
2013-11-10,0.9215
2013-11-11,0.9194
2013-11-12,0.9175
2013-11-13,0.9135
2013-11-14,0.9164
2013-11-15,0.9148
2013-11-16,0.9148
2013-11-17,0.9148
2013-11-18,0.9129
2013-11-19,0.911
2013-11-20,0.9162
2013-11-21,0.9128
2013-11-22,0.9067
2013-11-23,0.9067
2013-11-24,0.9067
2013-11-25,0.9118
2013-11-26,0.9066
2013-11-27,0.9076
2013-11-28,0.9056
2013-11-29,0.9062
2013-11-30,0.9062
2013-12-01,0.9062
2013-12-02,0.9087
2013-12-03,0.9044
2013-12-04,0.9024
2013-12-05,0.8967
2013-12-06,0.8919
2013-12-07,0.8919
2013-12-08,0.8919
2013-12-09,0.8905
2013-12-10,0.8875
2013-12-11,0.8865
2013-12-12,0.8892
2013-12-13,0.8895
2013-12-14,0.8895
2013-12-15,0.8895
2013-12-16,0.8873
2013-12-17,0.8849
2013-12-18,0.8939
2013-12-19,0.898
2013-12-20,0.8962
2013-12-21,0.8962
2013-12-22,0.8962
2013-12-23,0.8938
2013-12-24,0.8959
2013-12-25,0.8957
2013-12-26,0.8966
2013-12-27,0.8915
2013-12-28,0.8915
2013-12-29,0.8915
2013-12-30,0.8877
2013-12-31,0.8929
2014-01-01,0.8916
2014-01-02,0.899
2014-01-03,0.9052
2014-01-04,0.9052
2014-01-05,0.9052
2014-01-06,0.9041
2014-01-07,0.9091
2014-01-08,0.9112
2014-01-09,0.907
2014-01-10,0.9024
2014-01-11,0.9024
2014-01-12,0.9024
2014-01-13,0.899
2014-01-14,0.9025
2014-01-15,0.9087
2014-01-16,0.9048
2014-01-17,0.9101
2014-01-18,0.9101
2014-01-19,0.9101
2014-01-20,0.91
2014-01-21,0.9101
2014-01-22,0.9116
2014-01-23,0.8973
2014-01-24,0.8945
2014-01-25,0.8945
2014-01-26,0.8945
2014-01-27,0.8962
2014-01-28,0.8972
2014-01-29,0.8944
2014-01-30,0.9028
2014-01-31,0.9065
2014-02-01,0.9065
2014-02-02,0.9065
2014-02-03,0.9009
2014-02-04,0.9037
2014-02-05,0.9035
2014-02-06,0.901
2014-02-07,0.8981
2014-02-08,0.8981
2014-02-09,0.8981
2014-02-10,0.8968
2014-02-11,0.8983
2014-02-12,0.9006
2014-02-13,0.8934
2014-02-14,0.8925
2014-02-15,0.8925
2014-02-16,0.8925
2014-02-17,0.8915
2014-02-18,0.8879
2014-02-19,0.8886
2014-02-20,0.8895
2014-02-21,0.8877
2014-02-22,0.8877
2014-02-23,0.8877
2014-02-24,0.889
2014-02-25,0.8868
2014-02-26,0.8907
2014-02-27,0.8883
2014-02-28,0.8803
2014-03-01,0.8803
2014-03-02,0.8803
2014-03-03,0.8831
2014-03-04,0.8873
2014-03-05,0.8871
2014-03-06,0.8806
2014-03-07,0.8779
2014-03-08,0.8779
2014-03-09,0.8779
2014-03-10,0.8777
2014-03-11,0.8783
2014-03-12,0.874
2014-03-13,0.8747
2014-03-14,0.8724
2014-03-15,0.8724
2014-03-16,0.8724
2014-03-17,0.8733
2014-03-18,0.8732
2014-03-19,0.8807
2014-03-20,0.8838
2014-03-21,0.8829
2014-03-22,0.8829
2014-03-23,0.8829
2014-03-24,0.8808
2014-03-25,0.8827
2014-03-26,0.885
2014-03-27,0.8866
2014-03-28,0.8868
2014-03-29,0.8868
2014-03-30,0.8868
2014-03-31,0.8846
2014-04-01,0.8835
2014-04-02,0.8866
2014-04-03,0.8909
2014-04-04,0.8921
2014-04-05,0.8921
2014-04-06,0.8921
2014-04-07,0.8879
2014-04-08,0.8833
2014-04-09,0.8796
2014-04-10,0.8765
2014-04-11,0.8761
2014-04-12,0.8761
2014-04-13,0.8761
2014-04-14,0.8798
2014-04-15,0.8801
2014-04-16,0.8818
2014-04-17,0.8832
2014-04-18,0.8835
2014-04-19,0.8835
2014-04-20,0.8835
2014-04-21,0.8851
2014-04-22,0.885
2014-04-23,0.8834
2014-04-24,0.8816
2014-04-25,0.8818
2014-04-26,0.8818
2014-04-27,0.8818
2014-04-28,0.8803
2014-04-29,0.8835
2014-04-30,0.8804
2014-05-01,0.8793
2014-05-02,0.878
2014-05-03,0.878
2014-05-04,0.878
2014-05-05,0.8778
2014-05-06,0.8743
2014-05-07,0.8763
2014-05-08,0.8802
2014-05-09,0.8864
2014-05-10,0.8864
2014-05-11,0.8864
2014-05-12,0.8878
2014-05-13,0.8902
2014-05-14,0.8898
2014-05-15,0.891
2014-05-16,0.8927
2014-05-17,0.8927
2014-05-18,0.8927
2014-05-19,0.8923
2014-05-20,0.892
2014-05-21,0.8932
2014-05-22,0.8942
2014-05-23,0.8958
2014-05-24,0.8958
2014-05-25,0.8958
2014-05-26,0.8947
2014-05-27,0.8967
2014-05-28,0.8984
2014-05-29,0.8979
2014-05-30,0.8952
2014-05-31,0.8952
2014-06-01,0.8952
2014-06-02,0.8987
2014-06-03,0.8963
2014-06-04,0.8973
2014-06-05,0.8914
2014-06-06,0.8936
2014-06-07,0.8936
2014-06-08,0.8936
2014-06-09,0.8971
2014-06-10,0.8992
2014-06-11,0.8999
2014-06-12,0.8985
2014-06-13,0.9001
2014-06-14,0.9001
2014-06-15,0.9001
2014-06-16,0.8971
2014-06-17,0.8994
2014-06-18,0.8957
2014-06-19,0.8941
2014-06-20,0.8951
2014-06-21,0.8951
2014-06-22,0.8951
2014-06-23,0.8943
2014-06-24,0.8938
2014-06-25,0.8928
2014-06-26,0.8936
2014-06-27,0.8908
2014-06-28,0.8908
2014-06-29,0.8908
2014-06-30,0.8868
2014-07-01,0.8875
2014-07-02,0.8888
2014-07-03,0.8933
2014-07-04,0.8941
2014-07-05,0.8941
2014-07-06,0.8941
2014-07-07,0.8936
2014-07-08,0.893
2014-07-09,0.891
2014-07-10,0.8923
2014-07-11,0.8922
2014-07-12,0.8922
2014-07-13,0.8922
2014-07-14,0.8919
2014-07-15,0.8957
2014-07-16,0.8984
2014-07-17,0.8974
2014-07-18,0.8985
2014-07-19,0.8985
2014-07-20,0.8985
2014-07-21,0.898
2014-07-22,0.9024
2014-07-23,0.9022
2014-07-24,0.9026
2014-07-25,0.9049
2014-07-26,0.9049
2014-07-27,0.9049
2014-07-28,0.904
2014-07-29,0.9069
2014-07-30,0.9088
2014-07-31,0.9088
2014-08-01,0.9059
2014-08-02,0.9059
2014-08-03,0.9059
2014-08-04,0.9067
2014-08-05,0.909
2014-08-06,0.9076
2014-08-07,0.9089
2014-08-08,0.9054
2014-08-09,0.9054
2014-08-10,0.9054
2014-08-11,0.9066
2014-08-12,0.9076
2014-08-13,0.9075
2014-08-14,0.9065
2014-08-15,0.9026
2014-08-16,0.9026
2014-08-17,0.9026
2014-08-18,0.9065
2014-08-19,0.9092
2014-08-20,0.9134
2014-08-21,0.9115
2014-08-22,0.9138
2014-08-23,0.9138
2014-08-24,0.9138
2014-08-25,0.9154
2014-08-26,0.9175
2014-08-27,0.9148
2014-08-28,0.9151
2014-08-29,0.9182
2014-08-30,0.9182
2014-08-31,0.9182
2014-09-01,0.9196
2014-09-02,0.919
2014-09-03,0.9177
2014-09-04,0.9319
2014-09-05,0.9311
2014-09-06,0.9311
2014-09-07,0.9311
2014-09-08,0.9355
2014-09-09,0.9329
2014-09-10,0.9367
2014-09-11,0.9358
2014-09-12,0.9332
2014-09-13,0.9332
2014-09-14,0.9332
2014-09-15,0.9352
2014-09-16,0.9326
2014-09-17,0.9412
2014-09-18,0.9338
2014-09-19,0.9408
2014-09-20,0.9408
2014-09-21,0.9408
2014-09-22,0.9399
2014-09-23,0.9399
2014-09-24,0.9455
2014-09-25,0.9466
2014-09-26,0.9514
2014-09-27,0.9514
2014-09-28,0.9514
2014-09-29,0.9513
2014-09-30,0.9551
2014-10-01,0.956
2014-10-02,0.954
2014-10-03,0.9675
2014-10-04,0.9675
2014-10-05,0.9675
2014-10-06,0.9583
2014-10-07,0.9568
2014-10-08,0.9518
2014-10-09,0.9544
2014-10-10,0.9571
2014-10-11,0.9571
2014-10-12,0.9571
2014-10-13,0.948
2014-10-14,0.9537
2014-10-15,0.94
2014-10-16,0.9425
2014-10-17,0.9463
2014-10-18,0.9463
2014-10-19,0.9463
2014-10-20,0.9428
2014-10-21,0.9491
2014-10-22,0.9537
2014-10-23,0.9541
2014-10-24,0.9519
2014-10-25,0.9519
2014-10-26,0.9519
2014-10-27,0.9496
2014-10-28,0.9472
2014-10-29,0.9549
2014-10-30,0.956
2014-10-31,0.9626
2014-11-01,0.9626
2014-11-02,0.9626
2014-11-03,0.9659
2014-11-04,0.9598
2014-11-05,0.964
2014-11-06,0.9733
2014-11-07,0.9662
2014-11-08,0.9662
2014-11-09,0.9662
2014-11-10,0.9682
2014-11-11,0.9645
2014-11-12,0.9665
2014-11-13,0.9635
2014-11-14,0.9591
2014-11-15,0.9591
2014-11-16,0.9591
2014-11-17,0.9649
2014-11-18,0.9583
2014-11-19,0.957
2014-11-20,0.9584
2014-11-21,0.9697
2014-11-22,0.9697
2014-11-23,0.9697
2014-11-24,0.9665
2014-11-25,0.964
2014-11-26,0.9612
2014-11-27,0.9641
2014-11-28,0.9653
2014-11-29,0.9653
2014-11-30,0.9653
2014-12-01,0.9647
2014-12-02,0.9721
2014-12-03,0.9775
2014-12-04,0.9713
2014-12-05,0.9788
2014-12-06,0.9788
2014-12-07,0.9788
2014-12-08,0.9761
2014-12-09,0.9714
2014-12-10,0.9664
2014-12-11,0.9679
2014-12-12,0.9638
2014-12-13,0.9638
2014-12-14,0.9638
2014-12-15,0.9656
2014-12-16,0.9599
2014-12-17,0.9731
2014-12-18,0.9799
2014-12-19,0.9843
2014-12-20,0.9843
2014-12-21,0.9843
2014-12-22,0.9838
2014-12-23,0.9878
2014-12-24,0.986
2014-12-25,0.9838
2014-12-26,0.9875
2014-12-27,0.9875
2014-12-28,0.9875
2014-12-29,0.9898
2014-12-30,0.9889
2014-12-31,0.9943
2015-01-01,0.9939
2015-01-02,1.0017
2015-01-03,1.0017
2015-01-04,1.0017
2015-01-05,1.0069
2015-01-06,1.0102
2015-01-07,1.0143
2015-01-08,1.0184
2015-01-09,1.0143
2015-01-10,1.0143
2015-01-11,1.0143
2015-01-12,1.0148
2015-01-13,1.0201
2015-01-14,1.0187
2015-01-15,0.8392
2015-01-16,0.8587
2015-01-17,0.8587
2015-01-18,0.8587
2015-01-19,0.8796
2015-01-20,0.8757
2015-01-21,0.8602
2015-01-22,0.8713
2015-01-23,0.8801
2015-01-24,0.8801
2015-01-25,0.8801
2015-01-26,0.9029
2015-01-27,0.9029
2015-01-28,0.905
2015-01-29,0.9238
2015-01-30,0.9202
2015-01-31,0.9202
2015-02-01,0.9202
2015-02-02,0.9281
2015-02-03,0.9239
2015-02-04,0.9263
2015-02-05,0.9212
2015-02-06,0.9268
2015-02-07,0.9268
2015-02-08,0.9268
2015-02-09,0.9237
2015-02-10,0.9264
2015-02-11,0.9287
2015-02-12,0.9309
2015-02-13,0.9322
2015-02-14,0.9322
2015-02-15,0.9322
2015-02-16,0.9319
2015-02-17,0.9369
2015-02-18,0.9422
2015-02-19,0.9495
2015-02-20,0.9382
2015-02-21,0.9382
2015-02-22,0.9382
2015-02-23,0.9498
2015-02-24,0.9507
2015-02-25,0.9484
2015-02-26,0.9527
2015-02-27,0.9543
2015-02-28,0.9543
2015-03-01,0.9543
2015-03-02,0.9585
2015-03-03,0.9613
2015-03-04,0.9632
2015-03-05,0.9739
2015-03-06,0.986
2015-03-07,0.986
2015-03-08,0.986
2015-03-09,0.9859
2015-03-10,0.9995
2015-03-11,1.0093
2015-03-12,1.0023
2015-03-13,1.0056
2015-03-14,1.0056
2015-03-15,1.0056
2015-03-16,1.0076
2015-03-17,1.0062
2015-03-18,0.9784
2015-03-19,0.99
2015-03-20,0.9752
2015-03-21,0.9752
2015-03-22,0.9752
2015-03-23,0.9662
2015-03-24,0.9582
2015-03-25,0.9597
2015-03-26,0.963
2015-03-27,0.9618
2015-03-28,0.9618
2015-03-29,0.9618
2015-03-30,0.967
2015-03-31,0.9727
2015-04-01,0.967
2015-04-02,0.9597
2015-04-03,0.9517
2015-04-04,0.9517
2015-04-05,0.9517
2015-04-06,0.9587
2015-04-07,0.966
2015-04-08,0.9665
2015-04-09,0.9776
2015-04-10,0.9791
2015-04-11,0.9791
2015-04-12,0.9791
2015-04-13,0.978
2015-04-14,0.9723
2015-04-15,0.9645
2015-04-16,0.956
2015-04-17,0.9521
2015-04-18,0.9521
2015-04-19,0.9521
2015-04-20,0.9562
2015-04-21,0.955
2015-04-22,0.9715
2015-04-23,0.9547
2015-04-24,0.9539
2015-04-25,0.9539
2015-04-26,0.9539
2015-04-27,0.955
2015-04-28,0.9555
2015-04-29,0.9393
2015-04-30,0.9324
2015-05-01,0.9324
2015-05-02,0.9324
2015-05-03,0.9324
2015-05-04,0.9337
2015-05-05,0.9265
2015-05-06,0.9161
2015-05-07,0.9217
2015-05-08,0.9303
2015-05-09,0.9303
2015-05-10,0.9303
2015-05-11,0.9342
2015-05-12,0.9292
2015-05-13,0.9167
2015-05-14,0.9122
2015-05-15,0.9162
2015-05-16,0.9162
2015-05-17,0.9162
2015-05-18,0.9263
2015-05-19,0.9369
2015-05-20,0.9372
2015-05-21,0.9368
2015-05-22,0.9435
2015-05-23,0.9435
2015-05-24,0.9435
2015-05-25,0.9451
2015-05-26,0.9534
2015-05-27,0.9494
2015-05-28,0.944
2015-05-29,0.9403
2015-05-30,0.9403
2015-05-31,0.9403
2015-06-01,0.946
2015-06-02,0.9331
2015-06-03,0.9338
2015-06-04,0.9336
2015-06-05,0.9397
2015-06-06,0.9397
2015-06-07,0.9397
2015-06-08,0.9274
2015-06-09,0.9308
2015-06-10,0.9315
2015-06-11,0.9331
2015-06-12,0.9288
2015-06-13,0.9288
2015-06-14,0.9288
2015-06-15,0.9295
2015-06-16,0.9322
2015-06-17,0.922
2015-06-18,0.9217
2015-06-19,0.9175
2015-06-20,0.9175
2015-06-21,0.9175
2015-06-22,0.9214
2015-06-23,0.9341
2015-06-24,0.9337
2015-06-25,0.9368
2015-06-26,0.9333
2015-06-27,0.9333
2015-06-28,0.9333
2015-06-29,0.9249
2015-06-30,0.9355
2015-07-01,0.9484
2015-07-02,0.9435
2015-07-03,0.9404
2015-07-04,0.9404
2015-07-05,0.9404
2015-07-06,0.9425
2015-07-07,0.9466
2015-07-08,0.9453
2015-07-09,0.9478
2015-07-10,0.9387
2015-07-11,0.9387
2015-07-12,0.9387
2015-07-13,0.9502
2015-07-14,0.9448
2015-07-15,0.9519
2015-07-16,0.9578
2015-07-17,0.9615
2015-07-18,0.9615
2015-07-19,0.9615
2015-07-20,0.9646
2015-07-21,0.9584
2015-07-22,0.96
2015-07-23,0.96
2015-07-24,0.9629
2015-07-25,0.9629
2015-07-26,0.9629
2015-07-27,0.9628
2015-07-28,0.9625
2015-07-29,0.968
2015-07-30,0.9692
2015-07-31,0.9663
2015-08-01,0.9663
2015-08-02,0.9663
2015-08-03,0.9692
2015-08-04,0.9785
2015-08-05,0.9791
2015-08-06,0.9809
2015-08-07,0.9839
2015-08-08,0.9839
2015-08-09,0.9839
2015-08-10,0.9837
2015-08-11,0.9881
2015-08-12,0.9754
2015-08-13,0.9764
2015-08-14,0.9757
2015-08-15,0.9757
2015-08-16,0.9757
2015-08-17,0.9788
2015-08-18,0.9772
2015-08-19,0.9656
2015-08-20,0.9586
2015-08-21,0.9466
2015-08-22,0.9466
2015-08-23,0.9466
2015-08-24,0.9303
2015-08-25,0.9392
2015-08-26,0.9548
2015-08-27,0.9663
2015-08-28,0.9637
2015-08-29,0.9637
2015-08-30,0.9637
2015-08-31,0.9673
2015-09-01,0.9588
2015-09-02,0.9692
2015-09-03,0.9733
2015-09-04,0.9714
2015-09-05,0.9714
2015-09-06,0.9714
2015-09-07,0.9751
2015-09-08,0.9791
2015-09-09,0.9755
2015-09-10,0.9732
2015-09-11,0.9692
2015-09-12,0.9692
2015-09-13,0.9692
2015-09-14,0.9685
2015-09-15,0.974
2015-09-16,0.9712
2015-09-17,0.9596
2015-09-18,0.969
2015-09-19,0.969
2015-09-20,0.969
2015-09-21,0.9718
2015-09-22,0.9751
2015-09-23,0.9797
2015-09-24,0.9754
2015-09-25,0.9795
2015-09-26,0.9795
2015-09-27,0.9795
2015-09-28,0.9737
2015-09-29,0.9718
2015-09-30,0.9733
2015-10-01,0.9772
2015-10-02,0.9715
2015-10-03,0.9715
2015-10-04,0.9715
2015-10-05,0.9756
2015-10-06,0.9668
2015-10-07,0.9736
2015-10-08,0.9661
2015-10-09,0.9616
2015-10-10,0.9616
2015-10-11,0.9616
2015-10-12,0.9629
2015-10-13,0.9578
2015-10-14,0.9497
2015-10-15,0.9506
2015-10-16,0.9537
2015-10-17,0.9537
2015-10-18,0.9537
2015-10-19,0.9564
2015-10-20,0.9562
2015-10-21,0.9596
2015-10-22,0.9732
2015-10-23,0.9786
2015-10-24,0.9786
2015-10-25,0.9786
2015-10-26,0.9836
2015-10-27,0.9863
2015-10-28,0.9942
2015-10-29,0.9895
2015-10-30,0.9879
2015-10-31,0.9879
2015-11-01,0.9879
2015-11-02,0.987
2015-11-03,0.9909
2015-11-04,0.9934
2015-11-05,0.9953
2015-11-06,1.0054
2015-11-07,1.0054
2015-11-08,1.0054
2015-11-09,1.0036
2015-11-10,1.0064
2015-11-11,1.0046
2015-11-12,1.0001
2015-11-13,1.0061
2015-11-14,1.0061
2015-11-15,1.0061
2015-11-16,1.0098
2015-11-17,1.0147
2015-11-18,1.0198
2015-11-19,1.0128
2015-11-20,1.0182
2015-11-21,1.0182
2015-11-22,1.0182
2015-11-23,1.0181
2015-11-24,1.0167
2015-11-25,1.0218
2015-11-26,1.0237
2015-11-27,1.0302
2015-11-28,1.0302
2015-11-29,1.0302
2015-11-30,1.029
2015-12-01,1.0259
2015-12-02,1.0183
2015-12-03,0.9933
2015-12-04,0.9964
2015-12-05,0.9964
2015-12-06,0.9964
2015-12-07,1.0001
2015-12-08,0.9924
2015-12-09,0.9832
2015-12-10,0.9877
2015-12-11,0.9826
2015-12-12,0.9826
2015-12-13,0.9826
2015-12-14,0.9853
2015-12-15,0.9914
2015-12-16,0.9901
2015-12-17,0.9962
2015-12-18,0.9922
2015-12-19,0.9922
2015-12-20,0.9922
2015-12-21,0.9924
2015-12-22,0.9871
2015-12-23,0.9907
2015-12-24,0.9873
2015-12-25,0.9882
2015-12-26,0.9882
2015-12-27,0.9882
2015-12-28,0.9882
2015-12-29,0.9932
2015-12-30,0.9888
2015-12-31,1.0021
2016-01-01,1.0014
2016-01-02,1.0014
2016-01-03,1.0014
2016-01-04,1.0021
2016-01-05,1.0087
2016-01-06,1.0075
2016-01-07,0.9933
2016-01-08,0.9948
2016-01-09,0.9948
2016-01-10,0.9948
2016-01-11,1.0015
2016-01-12,1.0022
2016-01-13,1.0061
2016-01-14,1.0051
2016-01-15,1.0012
2016-01-16,1.0012
2016-01-17,1.0012
2016-01-18,1.0053
2016-01-19,1.0035
2016-01-20,1.0043
2016-01-21,1.0075
2016-01-22,1.0161
2016-01-23,1.0161
2016-01-24,1.0161
2016-01-25,1.0128
2016-01-26,1.0168
2016-01-27,1.0151
2016-01-28,1.0138
2016-01-29,1.0231
2016-01-30,1.0231
2016-01-31,1.0231
2016-02-01,1.0198
2016-02-02,1.0186
2016-02-03,1.0043
2016-02-04,0.9933
2016-02-05,0.991
2016-02-06,0.991
2016-02-07,0.991
2016-02-08,0.987
2016-02-09,0.9728
2016-02-10,0.9737
2016-02-11,0.9725
2016-02-12,0.9771
2016-02-13,0.9771
2016-02-14,0.9771
2016-02-15,0.9871
2016-02-16,0.9887
2016-02-17,0.9925
2016-02-18,0.993
2016-02-19,0.9904
2016-02-20,0.9904
2016-02-21,0.9904
2016-02-22,0.9997
2016-02-23,0.9913
2016-02-24,0.9888
2016-02-25,0.9904
2016-02-26,0.9968
2016-02-27,0.9968
2016-02-28,0.9968
2016-02-29,0.9984
2016-03-01,0.9974
2016-03-02,0.9968
2016-03-03,0.9922
2016-03-04,0.9927
2016-03-05,0.9927
2016-03-06,0.9927
2016-03-07,0.9955
2016-03-08,0.9957
2016-03-09,0.9973
2016-03-10,0.985
2016-03-11,0.9824
2016-03-12,0.9824
2016-03-13,0.9824
2016-03-14,0.9872
2016-03-15,0.9872
2016-03-16,0.9769
2016-03-17,0.9676
2016-03-18,0.9695
2016-03-19,0.9695
2016-03-20,0.9695
2016-03-21,0.9699
2016-03-22,0.9727
2016-03-23,0.9752
2016-03-24,0.9757
2016-03-25,0.9776
2016-03-26,0.9776
2016-03-27,0.9776
2016-03-28,0.9738
2016-03-29,0.9668
2016-03-30,0.965
2016-03-31,0.9618
2016-04-01,0.958
2016-04-02,0.958
2016-04-03,0.958
2016-04-04,0.9589
2016-04-05,0.9561
2016-04-06,0.9558
2016-04-07,0.9558
2016-04-08,0.9536
2016-04-09,0.9536
2016-04-10,0.9536
2016-04-11,0.9542
2016-04-12,0.9552
2016-04-13,0.9668
2016-04-14,0.9669
2016-04-15,0.9679
2016-04-16,0.9679
2016-04-17,0.9679
2016-04-18,0.9643
2016-04-19,0.9619
2016-04-20,0.9722
2016-04-21,0.9752
2016-04-22,0.9786
2016-04-23,0.9786
2016-04-24,0.9786
2016-04-25,0.975
2016-04-26,0.9735
2016-04-27,0.9711
2016-04-28,0.9667
2016-04-29,0.9599
2016-04-30,0.9599
2016-05-01,0.9599
2016-05-02,0.9544
2016-05-03,0.9545
2016-05-04,0.9576
2016-05-05,0.9677
2016-05-06,0.9725
2016-05-07,0.9725
2016-05-08,0.9725
2016-05-09,0.9712
2016-05-10,0.976
2016-05-11,0.971
2016-05-12,0.9705
2016-05-13,0.9755
2016-05-14,0.9755
2016-05-15,0.9755
2016-05-16,0.9776
2016-05-17,0.9805
2016-05-18,0.9877
2016-05-19,0.9907
2016-05-20,0.9903
2016-05-21,0.9903
2016-05-22,0.9903
2016-05-23,0.9895
2016-05-24,0.9934
2016-05-25,0.9913
2016-05-26,0.9893
2016-05-27,0.9947
2016-05-28,0.9947
2016-05-29,0.9947
2016-05-30,0.9922
2016-05-31,0.9939
2016-06-01,0.9881
