,NPI CN Equity,NPI CN Equity,NPI CN Equity,NPI CN Equity,NPI CN Equity
2012-10-21,10.958,10.9754,10.8651,10.8767,67622.0
2012-10-22,10.8825,11.0335,10.8593,11.0277,66777.0
2012-10-23,10.9406,11.1206,10.8883,11.1206,165097.0
2012-10-24,11.0683,11.1787,10.9348,11.1612,173548.0
2012-10-25,11.1612,11.1787,10.9464,11.0044,173383.0
2012-10-26,10.9348,11.0974,10.9348,11.0857,70270.0
2012-10-27,10.9348,11.0974,10.9348,11.0857,70270.0
2012-10-28,10.9348,11.0974,10.9348,11.0857,70270.0
2012-10-29,11.0566,11.2316,11.0332,11.2316,71767.0
2012-10-30,11.2024,11.2608,11.0974,11.2491,111289.0
2012-10-31,11.2841,11.3658,11.1499,11.2958,88365.0
2012-11-01,11.3191,11.3191,11.0449,11.1091,125244.0
2012-11-02,11.0741,11.2316,11.0157,11.0799,175911.0
2012-11-03,11.0741,11.2316,11.0157,11.0799,175911.0
2012-11-04,11.0741,11.2316,11.0157,11.0799,175911.0
2012-11-05,11.0624,11.1441,11.0624,11.0974,140131.0
2012-11-06,11.1266,11.1383,11.0566,11.1091,105907.0
2012-11-07,10.9924,11.0799,10.9399,10.9399,174744.0
2012-11-08,11.0449,11.0799,10.9632,11.0391,144961.0
2012-11-09,10.9807,11.0566,10.9399,10.9457,90789.0
2012-11-10,10.9807,11.0566,10.9399,10.9457,90789.0
2012-11-11,10.9807,11.0566,10.9399,10.9457,90789.0
2012-11-12,10.9982,11.0274,10.8699,10.9399,86611.0
2012-11-13,10.8815,11.0041,10.8115,10.9224,115480.0
2012-11-14,10.8699,10.9924,10.5548,10.7298,179932.0
2012-11-15,10.6481,10.759,10.5665,10.5956,137948.0
2012-11-16,10.619,10.689,10.5081,10.5606,133025.0
2012-11-17,10.619,10.689,10.5081,10.5606,133025.0
2012-11-18,10.619,10.689,10.5081,10.5606,133025.0
2012-11-19,10.6306,10.9399,10.5606,10.8874,126806.0
2012-11-20,10.9282,10.934,10.7998,10.8349,102745.0
2012-11-21,10.8174,10.864,10.7473,10.8232,54307.0
2012-11-22,10.794,10.8407,10.6948,10.7882,55690.0
2012-11-23,10.7415,10.9224,10.7123,10.794,79423.0
2012-11-24,10.7415,10.9224,10.7123,10.794,79423.0
2012-11-25,10.7415,10.9224,10.7123,10.794,79423.0
2012-11-26,10.7998,10.9691,10.689,10.9399,98997.0
2012-11-27,10.9165,11.0274,10.794,11.0099,78348.0
2012-11-28,10.9513,11.0216,10.8809,10.9278,133841.0
2012-11-29,10.9044,11.0568,10.8457,10.9337,82112.0
2012-11-30,10.8692,11.0099,10.8457,11.0099,137943.0
2012-12-01,10.8692,11.0099,10.8457,11.0099,137943.0
2012-12-02,10.8692,11.0099,10.8457,11.0099,137943.0
2012-12-03,10.9513,10.9571,10.8457,10.9395,104466.0
2012-12-04,10.875,10.9102,10.8106,10.8457,113461.0
2012-12-05,10.8281,10.9278,10.7578,10.9278,103158.0
2012-12-06,10.9044,10.9044,10.8164,10.9044,58129.0
2012-12-07,10.9513,11.0275,10.9044,11.0099,84697.0
2012-12-08,10.9513,11.0275,10.9044,11.0099,84697.0
2012-12-09,10.9513,11.0275,10.9044,11.0099,84697.0
2012-12-10,11.0802,11.0978,10.9219,11.0627,95961.0
2012-12-11,11.0333,11.0568,10.8575,11.0392,140442.0
2012-12-12,11.0568,11.1623,11.0099,11.0392,109103.0
2012-12-13,11.0802,11.1447,10.9688,11.0744,124773.0
2012-12-14,11.1271,11.133,10.9982,11.0392,123254.0
2012-12-15,11.1271,11.133,10.9982,11.0392,123254.0
2012-12-16,11.1271,11.133,10.9982,11.0392,123254.0
2012-12-17,11.0802,11.0802,10.8633,10.9571,169658.0
2012-12-18,10.9864,11.0392,10.9044,11.0275,130851.0
2012-12-19,11.0509,11.1213,10.963,11.0333,116563.0
2012-12-20,11.004,11.0627,10.9044,11.004,131554.0
2012-12-21,10.963,11.0158,10.7519,10.7754,216658.0
2012-12-22,10.963,11.0158,10.7519,10.7754,216658.0
2012-12-23,10.963,11.0158,10.7519,10.7754,216658.0
2012-12-24,10.8985,10.9864,10.7519,10.9395,49175.0
2012-12-25,10.8985,10.9864,10.7519,10.9395,49175.0
2012-12-26,10.8985,10.9864,10.7519,10.9395,49175.0
2012-12-27,10.9572,10.9808,10.8394,10.8983,127108.0
2012-12-28,10.8688,10.9219,10.7746,10.9219,81094.0
2012-12-29,10.8688,10.9219,10.7746,10.9219,81094.0
2012-12-30,10.8688,10.9219,10.7746,10.9219,81094.0
2012-12-31,10.8747,11.1398,10.8747,10.9984,43406.0
2013-01-01,10.8747,11.1398,10.8747,10.9984,43406.0
2013-01-02,11.0456,11.1752,10.9984,11.1457,140251.0
2013-01-03,11.1222,11.1987,11.0574,11.1575,106779.0
2013-01-04,11.1928,11.1987,11.0868,11.128,74386.0
2013-01-05,11.1928,11.1987,11.0868,11.128,74386.0
2013-01-06,11.1928,11.1987,11.0868,11.128,74386.0
2013-01-07,11.0868,11.1811,11.075,11.1634,169362.0
2013-01-08,11.1928,11.1928,10.9808,11.0456,162056.0
2013-01-09,11.0456,11.0927,10.9631,11.0043,116165.0
2013-01-10,11.0102,11.1045,10.9867,11.0456,71259.0
2013-01-11,11.075,11.1398,11.0515,11.1339,73315.0
2013-01-12,11.075,11.1398,11.0515,11.1339,73315.0
2013-01-13,11.075,11.1398,11.0515,11.1339,73315.0
2013-01-14,11.1575,11.1575,11.0868,11.128,132595.0
2013-01-15,11.1163,11.1516,11.0161,11.1339,140936.0
2013-01-16,11.0927,11.1928,11.0927,11.128,162985.0
2013-01-17,11.1339,11.346,11.1104,11.2459,149424.0
2013-01-18,11.2459,11.3342,11.2046,11.2635,172324.0
2013-01-19,11.2459,11.3342,11.2046,11.2635,172324.0
2013-01-20,11.2459,11.3342,11.2046,11.2635,172324.0
2013-01-21,11.3224,11.3872,11.2459,11.3283,167982.0
2013-01-22,11.3166,11.4226,11.3166,11.3578,138364.0
2013-01-23,11.346,11.5227,11.3342,11.4874,121019.0
2013-01-24,11.5345,11.5522,11.3519,11.3755,142247.0
2013-01-25,11.399,11.4933,11.3755,11.4933,182470.0
2013-01-26,11.399,11.4933,11.3755,11.4933,182470.0
2013-01-27,11.399,11.4933,11.3755,11.4933,182470.0
2013-01-28,11.4226,11.5169,11.4226,11.4815,105967.0
2013-01-29,11.4519,11.6413,11.4519,11.5762,129171.0
2013-01-30,11.6768,11.736,11.5466,11.6709,148979.0
2013-01-31,11.6886,11.7064,11.4164,11.5703,247979.0
2013-02-01,11.5703,11.6354,11.4342,11.4697,99578.0
2013-02-02,11.5703,11.6354,11.4342,11.4697,99578.0
2013-02-03,11.5703,11.6354,11.4342,11.4697,99578.0
2013-02-04,11.4874,11.517,11.2684,11.4519,131368.0
2013-02-05,11.3691,11.5821,11.3691,11.4756,106272.0
2013-02-06,11.5111,11.5111,11.3691,11.4105,120137.0
2013-02-07,11.4105,11.4874,11.375,11.4578,94290.0
2013-02-08,11.3987,11.5703,11.3631,11.3927,94827.0
2013-02-09,11.3987,11.5703,11.3631,11.3927,94827.0
2013-02-10,11.3987,11.5703,11.3631,11.3927,94827.0
2013-02-11,11.3809,11.4342,11.2803,11.3691,182319.0
2013-02-12,11.4105,11.4105,11.2448,11.2566,184114.0
2013-02-13,11.2448,11.3691,11.1678,11.3513,173015.0
2013-02-14,11.3099,11.4164,11.2744,11.3335,117864.0
2013-02-15,11.2921,11.3868,11.1323,11.2329,157653.0
2013-02-16,11.2921,11.3868,11.1323,11.2329,157653.0
2013-02-17,11.2921,11.3868,11.1323,11.2329,157653.0
2013-02-18,11.2921,11.3868,11.1323,11.2329,157653.0
2013-02-19,11.1797,11.3276,11.1619,11.304,148430.0
2013-02-20,11.304,11.3513,11.1797,11.3276,181284.0
2013-02-21,11.2566,11.3927,11.2566,11.3158,696928.0
2013-02-22,11.3335,11.3572,11.1974,11.2862,113023.0
2013-02-23,11.3335,11.3572,11.1974,11.2862,113023.0
2013-02-24,11.3335,11.3572,11.1974,11.2862,113023.0
2013-02-25,11.304,11.4342,11.2803,11.3335,112729.0
2013-02-26,11.3752,11.5,11.3692,11.399,178008.0
2013-02-27,11.3871,11.4287,11.2146,11.2681,201458.0
2013-02-28,11.2919,11.2979,11.066,11.1135,767810.0
2013-03-01,11.1195,11.2503,11.1195,11.1611,392309.0
2013-03-02,11.1195,11.2503,11.1195,11.1611,392309.0
2013-03-03,11.1195,11.2503,11.1195,11.1611,392309.0
2013-03-04,11.1433,11.1908,11.1076,11.1908,472868.0
2013-03-05,11.1908,11.1908,11.1373,11.1552,252322.0
2013-03-06,11.1492,11.2979,11.1492,11.2265,246370.0
2013-03-07,11.2325,11.2563,11.1552,11.2384,162627.0
2013-03-08,11.1849,11.2384,11.06,11.0898,257719.0
2013-03-09,11.1849,11.2384,11.06,11.0898,257719.0
2013-03-10,11.1849,11.2384,11.06,11.0898,257719.0
2013-03-11,11.0957,11.2503,11.0957,11.2206,206538.0
2013-03-12,11.2206,11.2325,11.066,11.1195,251606.0
2013-03-13,11.066,11.1076,10.9649,11.0125,268726.0
2013-03-14,11.0065,11.0065,10.7389,10.8995,355558.0
2013-03-15,10.8816,10.8816,10.7211,10.8757,833563.0
2013-03-16,10.8816,10.8816,10.7211,10.8757,833563.0
2013-03-17,10.8816,10.8816,10.7211,10.8757,833563.0
2013-03-18,10.7806,10.9708,10.7746,10.8281,301948.0
2013-03-19,10.8816,10.9292,10.8043,10.8281,293500.0
2013-03-20,10.9054,10.9352,10.84,10.8579,418594.0
2013-03-21,10.9054,11.0422,10.8519,10.9946,875066.0
2013-03-22,10.9946,11.06,10.953,10.9827,208942.0
2013-03-23,10.9946,11.06,10.953,10.9827,208942.0
2013-03-24,10.9946,11.06,10.953,10.9827,208942.0
2013-03-25,11.0006,11.0957,10.8222,10.9114,231265.0
2013-03-26,10.995,10.995,10.9054,10.9532,113133.0
2013-03-27,10.9652,11.007,10.9413,10.9652,87284.0
2013-03-28,10.995,11.1086,10.995,11.0548,241517.0
2013-03-29,10.995,11.1086,10.995,11.0548,241517.0
2013-03-30,10.995,11.1086,10.995,11.0548,241517.0
2013-03-31,10.995,11.1086,10.995,11.0548,241517.0
2013-04-01,10.9413,11.0548,10.9413,11.0249,154201.0
2013-04-02,11.013,11.0966,10.9413,11.0548,221128.0
2013-04-03,11.001,11.1922,11.001,11.1683,225214.0
2013-04-04,11.1145,11.2102,11.001,11.1026,235465.0
2013-04-05,11.013,11.2042,11.013,11.1743,185085.0
2013-04-06,11.013,11.2042,11.013,11.1743,185085.0
2013-04-07,11.013,11.2042,11.013,11.1743,185085.0
2013-04-08,11.1086,11.2938,11.1086,11.2878,139612.0
2013-04-09,11.2281,11.252,11.1982,11.252,195794.0
2013-04-10,11.2639,11.3894,11.2639,11.3775,130133.0
2013-04-11,11.3536,11.4492,11.258,11.4073,224480.0
2013-04-12,11.2699,11.3894,11.2699,11.3595,178561.0
2013-04-13,11.2699,11.3894,11.2699,11.3595,178561.0
2013-04-14,11.2699,11.3894,11.2699,11.3595,178561.0
2013-04-15,11.3476,11.3775,11.0966,11.1384,177120.0
2013-04-16,11.1683,11.3237,11.1564,11.2878,92442.0
2013-04-17,11.3416,11.3715,11.2221,11.2281,108647.0
2013-04-18,11.2281,11.2878,11.1623,11.2161,87949.0
2013-04-19,11.2281,11.2998,11.1564,11.2819,87889.0
2013-04-20,11.2281,11.2998,11.1564,11.2819,87889.0
2013-04-21,11.2281,11.2998,11.1564,11.2819,87889.0
2013-04-22,11.24,11.3117,11.1444,11.1683,189480.0
2013-04-23,11.1384,11.2699,11.1384,11.2102,186446.0
2013-04-24,11.258,11.3117,11.2161,11.258,207835.0
2013-04-25,11.2759,11.3297,11.2042,11.3117,246094.0
2013-04-26,11.3117,11.3658,11.2817,11.3538,188368.0
2013-04-27,11.3117,11.3658,11.2817,11.3538,188368.0
2013-04-28,11.3117,11.3658,11.2817,11.3538,188368.0
2013-04-29,11.3057,11.5939,11.3057,11.5459,298893.0
2013-04-30,11.5459,11.8581,11.5219,11.738,370954.0
2013-05-01,11.738,11.8161,11.66,11.696,306454.0
2013-05-02,11.684,11.744,11.648,11.684,222843.0
2013-05-03,11.708,11.708,11.6239,11.642,105034.0
2013-05-04,11.708,11.708,11.6239,11.642,105034.0
2013-05-05,11.708,11.708,11.6239,11.642,105034.0
2013-05-06,11.642,11.717,11.6299,11.702,148746.0
2013-05-07,11.684,11.708,11.5639,11.69,92165.0
2013-05-08,11.636,11.708,11.6059,11.666,156712.0
2013-05-09,11.6059,11.6059,11.3778,11.4438,298630.0
2013-05-10,11.4979,11.6119,11.4498,11.5939,158229.0
2013-05-11,11.4979,11.6119,11.4498,11.5939,158229.0
2013-05-12,11.4979,11.6119,11.4498,11.5939,158229.0
2013-05-13,11.636,11.726,11.5819,11.708,206354.0
2013-05-14,11.642,11.714,11.5219,11.5879,294922.0
2013-05-15,11.5639,11.5639,11.4438,11.4798,234113.0
2013-05-16,11.4558,11.5279,11.3598,11.4078,274858.0
2013-05-17,11.4078,11.4258,11.3478,11.4078,145991.0
2013-05-18,11.4078,11.4258,11.3478,11.4078,145991.0
2013-05-19,11.4078,11.4258,11.3478,11.4078,145991.0
2013-05-20,11.4078,11.4258,11.3478,11.4078,145991.0
2013-05-21,11.4378,11.4618,11.3478,11.4258,282674.0
2013-05-22,11.4018,11.4859,11.3658,11.3838,212276.0
2013-05-23,11.3898,11.4198,11.3658,11.3838,220999.0
2013-05-24,11.3958,11.4078,11.3357,11.3598,89845.0
2013-05-25,11.3958,11.4078,11.3357,11.3598,89845.0
2013-05-26,11.3958,11.4078,11.3357,11.3598,89845.0
2013-05-27,11.4078,11.9482,11.3478,11.9482,69996.0
2013-05-28,11.3958,11.4979,11.3958,11.4558,181735.0
2013-05-29,11.492,11.5131,11.3653,11.3895,275485.0
2013-05-30,11.3895,11.4076,11.2085,11.2628,227124.0
2013-05-31,11.2447,11.2568,11.1542,11.1844,205186.0
2013-06-01,11.2447,11.2568,11.1542,11.1844,205186.0
2013-06-02,11.2447,11.2568,11.1542,11.1844,205186.0
2013-06-03,11.1602,11.1844,10.925,11.0094,240636.0
2013-06-04,11.0034,11.0697,10.738,10.8888,475864.0
2013-06-05,10.9069,10.9732,10.7199,10.738,367700.0
2013-06-06,10.738,10.7983,10.557,10.6475,588621.0
2013-06-07,10.6776,10.9491,10.6776,10.9189,446264.0
2013-06-08,10.6776,10.9491,10.6776,10.9189,446264.0
2013-06-09,10.6776,10.9491,10.6776,10.9189,446264.0
2013-06-10,10.937,10.9732,10.7199,10.75,146476.0
2013-06-11,10.7319,10.8284,10.6475,10.7621,228275.0
2013-06-12,10.8103,10.8707,10.6113,10.6233,315481.0
2013-06-13,10.5811,10.7802,10.4303,10.7138,283173.0
2013-06-14,10.744,10.8405,10.5208,10.7983,182703.0
2013-06-15,10.744,10.8405,10.5208,10.7983,182703.0
2013-06-16,10.744,10.8405,10.5208,10.7983,182703.0
2013-06-17,10.7922,10.8345,10.6837,10.8103,168665.0
2013-06-18,10.7983,10.7983,10.6837,10.7742,131383.0
2013-06-19,10.7199,10.7742,10.5328,10.5751,206317.0
2013-06-20,10.569,10.5751,10.0623,10.0744,567465.0
2013-06-21,10.1347,10.2795,10.0623,10.1287,374505.0
2013-06-22,10.1347,10.2795,10.0623,10.1287,374505.0
2013-06-23,10.1347,10.2795,10.0623,10.1287,374505.0
2013-06-24,10.0925,10.1226,9.6823,9.8994,268179.0
2013-06-25,9.8632,10.1166,9.8632,10.1045,687451.0
2013-06-26,10.1591,10.4563,10.1591,10.2744,279893.0
2013-06-27,10.2804,10.4017,10.1106,10.2804,260540.0
2013-06-28,10.3714,10.4139,10.2016,10.2683,296660.0
2013-06-29,10.3714,10.4139,10.2016,10.2683,296660.0
2013-06-30,10.3714,10.4139,10.2016,10.2683,296660.0
2013-07-01,10.3714,10.4139,10.2016,10.2683,296660.0
2013-07-02,10.3108,10.3653,10.1591,10.2198,206346.0
2013-07-03,10.2198,10.2622,9.9893,10.0378,182571.0
2013-07-04,10.0378,10.1834,9.9468,10.1531,185052.0
2013-07-05,10.147,10.3411,10.0863,10.238,300431.0
2013-07-06,10.147,10.3411,10.0863,10.238,300431.0
2013-07-07,10.147,10.3411,10.0863,10.238,300431.0
2013-07-08,10.2501,10.3896,10.1409,10.335,388937.0
2013-07-09,10.3532,10.4624,10.2076,10.2986,211703.0
2013-07-10,10.3108,10.3471,10.0742,10.0985,283778.0
2013-07-11,10.2137,10.2137,9.9468,10.1045,601411.0
2013-07-12,10.0985,10.1834,10.0136,10.1349,233106.0
2013-07-13,10.0985,10.1834,10.0136,10.1349,233106.0
2013-07-14,10.0985,10.1834,10.0136,10.1349,233106.0
2013-07-15,10.1591,10.5473,10.1349,10.5352,273942.0
2013-07-16,10.4927,10.5412,10.3714,10.4199,149527.0
2013-07-17,10.426,10.4381,10.2683,10.4381,229765.0
2013-07-18,10.4381,10.6383,10.3471,10.3835,278122.0
2013-07-19,10.3532,10.3957,10.2835,10.3957,268521.0
2013-07-20,10.3532,10.3957,10.2835,10.3957,268521.0
2013-07-21,10.3532,10.3957,10.2835,10.3957,268521.0
2013-07-22,10.4017,10.4866,10.4017,10.4684,165891.0
2013-07-23,10.4684,10.5352,10.4078,10.4927,190886.0
2013-07-24,10.5776,10.5776,10.3168,10.3411,294934.0
2013-07-25,10.3168,10.3835,10.2804,10.3229,147249.0
2013-07-26,10.3411,10.3775,10.2804,10.2865,122242.0
2013-07-27,10.3411,10.3775,10.2804,10.2865,122242.0
2013-07-28,10.3411,10.3775,10.2804,10.2865,122242.0
2013-07-29,10.3048,10.3962,10.2987,10.3658,119006.0
2013-07-30,10.3658,10.3658,10.2743,10.3536,171225.0
2013-07-31,10.3475,10.3597,10.2133,10.2926,445543.0
2013-08-01,10.2926,10.2926,10.0914,10.1036,302853.0
2013-08-02,10.0609,10.0609,9.9084,9.9694,346674.0
2013-08-03,10.0609,10.0609,9.9084,9.9694,346674.0
2013-08-04,10.0609,10.0609,9.9084,9.9694,346674.0
2013-08-05,10.0609,10.0609,9.9084,9.9694,346674.0
2013-08-06,9.9694,10.1219,9.7804,9.8719,478890.0
2013-08-07,9.8719,10.0914,9.7743,10.0121,217561.0
2013-08-08,10.0121,10.128,9.1828,9.4999,563485.0
2013-08-09,9.4633,9.7743,9.4633,9.6645,362945.0
2013-08-10,9.4633,9.7743,9.4633,9.6645,362945.0
2013-08-11,9.4633,9.7743,9.4633,9.6645,362945.0
2013-08-12,9.5731,9.7438,9.4816,9.7438,252780.0
2013-08-13,9.756,9.756,9.5365,9.5792,503361.0
2013-08-14,9.506,9.5731,9.1889,9.2011,688566.0
2013-08-15,9.1402,9.1463,8.9328,9.0975,649831.0
2013-08-16,9.0853,9.1463,9.0182,9.1158,292613.0
2013-08-17,9.0853,9.1463,9.0182,9.1158,292613.0
2013-08-18,9.0853,9.1463,9.0182,9.1158,292613.0
2013-08-19,9.0914,9.1402,8.9024,8.9146,343018.0
2013-08-20,8.9572,9.1463,8.9207,9.006,758007.0
2013-08-21,9.0487,9.0731,8.9694,8.9938,693606.0
2013-08-22,9.0487,9.0487,8.8414,8.9572,884233.0
2013-08-23,8.9633,8.9877,8.8231,8.9085,246361.0
2013-08-24,8.9633,8.9877,8.8231,8.9085,246361.0
2013-08-25,8.9633,8.9877,8.8231,8.9085,246361.0
2013-08-26,8.9146,8.9146,8.7499,8.7499,312248.0
2013-08-27,8.6097,8.7499,8.5914,8.6889,409756.0
2013-08-28,8.6337,8.827,8.6337,8.7319,1668518.0
2013-08-29,8.738,8.8239,8.6521,8.6828,140701.0
2013-08-30,8.7135,8.8239,8.7012,8.7994,349821.0
2013-08-31,8.7135,8.8239,8.7012,8.7994,349821.0
2013-09-01,8.7135,8.8239,8.7012,8.7994,349821.0
2013-09-02,8.7135,8.8239,8.7012,8.7994,349821.0
2013-09-03,8.7994,8.8669,8.6337,8.6521,464560.0
2013-09-04,8.646,8.8301,8.646,8.8301,433348.0
2013-09-05,8.8301,8.8976,8.7319,8.8976,530724.0
2013-09-06,8.9037,8.9896,8.8914,8.9283,399549.0
2013-09-07,8.9037,8.9896,8.8914,8.9283,399549.0
2013-09-08,8.9037,8.9896,8.8914,8.9283,399549.0
2013-09-09,8.9589,8.9896,8.7564,8.9099,370911.0
2013-09-10,8.9589,9.008,8.8976,8.9712,383211.0
2013-09-11,9.008,9.008,8.8976,8.9344,433881.0
2013-09-12,8.9589,8.9835,8.8669,8.9037,528953.0
2013-09-13,8.8976,8.9774,8.8976,8.9283,220873.0
2013-09-14,8.8976,8.9774,8.8976,8.9283,220873.0
2013-09-15,8.8976,8.9774,8.8976,8.9283,220873.0
2013-09-16,8.9896,9.0755,8.9037,9.0633,301657.0
2013-09-17,9.2044,9.2044,9.051,9.143,435280.0
2013-09-18,9.1799,9.3087,9.1216,9.2658,487966.0
2013-09-19,9.2658,9.4253,9.2412,9.4069,411751.0
2013-09-20,9.3885,9.4376,9.278,9.3762,728518.0
2013-09-21,9.3885,9.4376,9.278,9.3762,728518.0
2013-09-22,9.3885,9.4376,9.278,9.3762,728518.0
2013-09-23,9.4498,9.456,9.3639,9.3946,412088.0
2013-09-24,9.3946,9.6585,9.3885,9.5358,479364.0
2013-09-25,9.5603,9.5664,9.3885,9.4744,340028.0
2013-09-26,9.4929,9.5608,9.462,9.5299,234189.0
2013-09-27,9.5299,9.5917,9.4929,9.5114,311445.0
2013-09-28,9.5299,9.5917,9.4929,9.5114,311445.0
2013-09-29,9.5299,9.5917,9.4929,9.5114,311445.0
2013-09-30,9.5855,9.7645,9.533,9.6596,372366.0
2013-10-01,9.6102,9.6842,9.4497,9.6472,320575.0
2013-10-02,9.6472,9.7953,9.5361,9.6966,327999.0
2013-10-03,9.6904,9.7213,9.5485,9.5917,256236.0
2013-10-04,9.5917,9.8139,9.5361,9.746,461231.0
2013-10-05,9.5917,9.8139,9.5361,9.746,461231.0
2013-10-06,9.5917,9.8139,9.5361,9.746,461231.0
2013-10-07,9.7213,9.7676,9.604,9.7583,292873.0
2013-10-08,9.7213,9.7953,9.7213,9.7768,219169.0
2013-10-09,9.746,9.9682,9.7398,9.8756,514946.0
2013-10-10,9.8756,9.9805,9.8262,9.9682,354144.0
2013-10-11,9.9682,10.0052,9.8447,9.8509,382704.0
2013-10-12,9.9682,10.0052,9.8447,9.8509,382704.0
2013-10-13,9.9682,10.0052,9.8447,9.8509,382704.0
2013-10-14,9.9682,10.0052,9.8447,9.8509,382704.0
2013-10-15,9.9003,9.925,9.8077,9.8077,258647.0
2013-10-16,9.8509,9.8756,9.8077,9.8509,295208.0
2013-10-17,9.8262,9.9929,9.8262,9.9682,562653.0
2013-10-18,9.9929,10.2274,9.962,10.1533,287279.0
2013-10-19,9.9929,10.2274,9.962,10.1533,287279.0
2013-10-20,9.9929,10.2274,9.962,10.1533,287279.0
2013-10-21,10.1163,10.283,10.0916,10.2459,341710.0
2013-10-22,10.2459,10.4496,10.2336,10.4187,243617.0
2013-10-23,10.4002,10.678,10.4002,10.6163,343021.0
2013-10-24,10.6039,10.6224,10.4496,10.4928,583462.0
2013-10-25,10.4928,10.5237,10.4743,10.4866,428764.0
2013-10-26,10.4928,10.5237,10.4743,10.4866,428764.0
2013-10-27,10.4928,10.5237,10.4743,10.4866,428764.0
2013-10-28,10.4928,10.5237,10.4064,10.4064,257224.0
2013-10-29,10.4685,10.4871,10.4002,10.4002,338200.0
2013-10-30,10.394,10.4871,10.2389,10.2699,344411.0
2013-10-31,10.2699,10.3319,10.2202,10.2513,1730818.0
2013-11-01,10.2326,10.2947,10.0837,10.0961,572346.0
2013-11-02,10.2326,10.2947,10.0837,10.0961,572346.0
2013-11-03,10.2326,10.2947,10.0837,10.0961,572346.0
2013-11-04,10.1085,10.1085,9.8789,9.9906,530051.0
2013-11-05,9.9906,10.0713,9.9658,9.9906,514308.0
2013-11-06,9.9906,10.1768,9.9906,10.1768,510063.0
2013-11-07,10.183,10.2637,10.0527,10.0837,223690.0
2013-11-08,10.0465,10.1023,9.8479,9.9472,426293.0
2013-11-09,10.0465,10.1023,9.8479,9.9472,426293.0
2013-11-10,10.0465,10.1023,9.8479,9.9472,426293.0
2013-11-11,9.9162,9.9596,9.7486,9.7983,322663.0
2013-11-12,9.8355,9.8914,9.7859,9.8231,263836.0
2013-11-13,9.8045,10.0217,9.7362,9.9844,787276.0
2013-11-14,9.9534,9.9844,9.8976,9.9782,462028.0
2013-11-15,9.9906,10.0341,9.9596,10.0217,329916.0
2013-11-16,9.9906,10.0341,9.9596,10.0217,329916.0
2013-11-17,9.9906,10.0341,9.9596,10.0217,329916.0
2013-11-18,10.0279,10.0527,9.9844,10.003,348375.0
2013-11-19,9.972,10.1085,9.9596,10.0527,145038.0
2013-11-20,10.0961,10.1023,9.9472,9.9906,491609.0
2013-11-21,9.9906,10.0527,9.9906,9.9968,205842.0
2013-11-22,9.9906,10.1147,9.9906,10.0775,277143.0
2013-11-23,9.9906,10.1147,9.9906,10.0775,277143.0
2013-11-24,9.9906,10.1147,9.9906,10.0775,277143.0
2013-11-25,10.1272,10.1458,9.9844,10.0155,171134.0
2013-11-26,10.0341,10.0403,9.91,9.9534,446163.0
2013-11-27,9.9596,9.9596,9.8036,9.8723,465547.0
2013-11-28,9.8286,9.9097,9.7974,9.8536,134400.0
2013-11-29,9.8536,9.8972,9.7724,9.8411,211393.0
2013-11-30,9.8536,9.8972,9.7724,9.8411,211393.0
2013-12-01,9.8536,9.8972,9.7724,9.8411,211393.0
2013-12-02,9.8286,9.891,9.7724,9.7724,363691.0
2013-12-03,9.7724,9.8286,9.6726,9.8286,182045.0
2013-12-04,9.8286,9.8286,9.7038,9.8286,189886.0
2013-12-05,9.7849,9.891,9.7787,9.8224,165919.0
2013-12-06,9.8348,9.9222,9.7038,9.735,312505.0
2013-12-07,9.8348,9.9222,9.7038,9.735,312505.0
2013-12-08,9.8348,9.9222,9.7038,9.735,312505.0
2013-12-09,9.7787,9.7787,9.5727,9.6476,328634.0
2013-12-10,9.6414,9.6726,9.4791,9.5415,338873.0
2013-12-11,9.5415,9.5478,9.423,9.4542,388007.0
2013-12-12,9.4791,9.5166,9.3793,9.4479,356153.0
2013-12-13,9.5166,9.6663,9.4355,9.5852,407418.0
2013-12-14,9.5166,9.6663,9.4355,9.5852,407418.0
2013-12-15,9.5166,9.6663,9.4355,9.5852,407418.0
2013-12-16,9.5727,9.6788,9.4854,9.5166,327407.0
2013-12-17,9.4854,9.6133,9.4479,9.5727,491379.0
2013-12-18,9.5291,9.6227,9.4105,9.554,300451.0
2013-12-19,9.5478,9.6601,9.5103,9.5727,425767.0
2013-12-20,9.6102,9.6788,9.4916,9.554,991770.0
2013-12-21,9.6102,9.6788,9.4916,9.554,991770.0
2013-12-22,9.6102,9.6788,9.4916,9.554,991770.0
2013-12-23,9.554,9.6102,9.5166,9.5228,266148.0
2013-12-24,9.5291,9.5852,9.4916,9.5478,111600.0
2013-12-25,9.5291,9.5852,9.4916,9.5478,111600.0
2013-12-26,9.5291,9.5852,9.4916,9.5478,111600.0
2013-12-27,9.5541,9.6608,9.5289,9.6357,93728.0
2013-12-28,9.5541,9.6608,9.5289,9.6357,93728.0
2013-12-29,9.5541,9.6608,9.5289,9.6357,93728.0
2013-12-30,9.6545,9.6922,9.6106,9.6922,190169.0
2013-12-31,9.7235,9.7235,9.6074,9.7173,241698.0
2014-01-01,9.7235,9.7235,9.6074,9.7173,241698.0
2014-01-02,9.7298,9.7298,9.6357,9.6419,168275.0
2014-01-03,9.6168,9.667,9.5415,9.5729,183864.0
2014-01-04,9.6168,9.667,9.5415,9.5729,183864.0
