,GTII CN Equity,GTII CN Equity,GTII CN Equity,GTII CN Equity,GTII CN Equity
2021-05-08,37.6,38.42,37.5,38.11,195495.0
2021-05-09,37.6,38.42,37.5,38.11,195495.0
2021-05-10,38.6,38.6,35.96,35.99,259893.0
2021-05-11,35.79,36.99,34.05,36.46,415605.0
2021-05-12,36.78,37.0,34.5,35.8,553619.0
2021-05-13,35.33,35.83,33.26,34.5,839037.0
2021-05-14,34.56,35.75,33.92,35.75,258486.0
2021-05-15,34.56,35.75,33.92,35.75,258486.0
2021-05-16,34.56,35.75,33.92,35.75,258486.0
2021-05-17,35.19,36.25,34.81,35.47,141791.0
2021-05-18,35.14,35.86,34.33,35.09,214856.0
2021-05-19,34.11,34.67,33.35,33.35,206898.0
2021-05-20,33.46,34.2,33.26,33.26,163419.0
2021-05-21,33.33,33.9,33.25,33.47,134868.0
2021-05-22,33.33,33.9,33.25,33.47,134868.0
2021-05-23,33.33,33.9,33.25,33.47,134868.0
2021-05-24,33.33,33.9,33.25,33.47,134868.0
2021-05-25,33.19,35.4,33.19,35.3,402596.0
2021-05-26,35.01,36.0,35.01,35.99,186843.0
2021-05-27,36.01,36.3,35.41,36.2,185771.0
2021-05-28,36.7,36.89,35.73,35.83,707697.0
2021-05-29,36.7,36.89,35.73,35.83,707697.0
2021-05-30,36.7,36.89,35.73,35.83,707697.0
2021-05-31,35.26,36.34,35.0,36.3,23760.0
2021-06-01,36.2,36.7,35.44,36.22,125874.0
2021-06-02,36.01,36.5,35.7,36.36,223655.0
2021-06-03,36.29,36.64,35.7,36.25,250747.0
2021-06-04,35.83,36.8,35.83,36.21,260126.0
2021-06-05,35.83,36.8,35.83,36.21,260126.0
2021-06-06,35.83,36.8,35.83,36.21,260126.0
2021-06-07,36.0,36.64,35.35,36.64,208701.0
2021-06-08,37.0,37.0,35.91,36.18,197844.0
2021-06-09,35.81,36.21,34.89,35.05,240866.0
2021-06-10,34.6,36.16,34.54,35.79,306735.0
2021-06-11,35.77,36.92,35.69,36.79,252830.0
2021-06-12,35.77,36.92,35.69,36.79,252830.0
2021-06-13,35.77,36.92,35.69,36.79,252830.0
2021-06-14,36.48,37.0,36.3,37.0,166457.0
2021-06-15,36.64,36.78,35.85,36.2,196587.0
2021-06-16,35.89,36.75,35.86,36.51,117064.0
2021-06-17,36.4,36.65,35.74,36.25,218030.0
2021-06-18,36.0,36.35,35.3,35.57,171516.0
2021-06-19,36.0,36.35,35.3,35.57,171516.0
2021-06-20,36.0,36.35,35.3,35.57,171516.0
2021-06-21,35.99,37.0,35.18,36.61,174525.0
2021-06-22,36.0,36.4,35.67,36.2,124735.0
2021-06-23,35.85,37.5,35.81,37.43,347945.0
2021-06-24,37.47,39.8,37.33,39.2,693222.0
2021-06-25,39.33,39.98,39.29,39.6,865285.0
2021-06-26,39.33,39.98,39.29,39.6,865285.0
2021-06-27,39.33,39.98,39.29,39.6,865285.0
2021-06-28,40.0,40.65,39.37,40.45,310344.0
2021-06-29,40.3,40.5,39.1,40.14,235666.0
2021-06-30,40.1,40.93,39.44,40.92,246524.0
2021-07-01,40.1,40.93,39.44,40.92,246524.0
2021-07-02,40.92,41.0,39.54,40.76,222988.0
2021-07-03,40.92,41.0,39.54,40.76,222988.0
2021-07-04,40.92,41.0,39.54,40.76,222988.0
2021-07-05,40.19,41.0,40.19,41.0,12860.0
2021-07-06,40.8,41.43,40.29,41.0,194895.0
2021-07-07,41.04,42.15,41.04,41.19,298897.0
2021-07-08,40.25,41.3,40.16,41.02,165558.0
2021-07-09,41.0,42.0,40.15,42.0,203038.0
2021-07-10,41.0,42.0,40.15,42.0,203038.0
2021-07-11,41.0,42.0,40.15,42.0,203038.0
2021-07-12,41.8,41.84,40.51,40.98,133298.0
2021-07-13,41.29,42.51,41.05,42.0,422151.0
2021-07-14,42.52,43.33,39.37,39.37,593162.0
2021-07-15,39.23,39.67,37.88,39.09,450173.0
2021-07-16,38.97,39.37,37.99,38.46,287433.0
2021-07-17,38.97,39.37,37.99,38.46,287433.0
2021-07-18,38.97,39.37,37.99,38.46,287433.0
2021-07-19,37.25,38.9,35.94,37.7,852627.0
2021-07-20,38.0,39.0,37.96,38.35,332499.0
2021-07-21,38.0,39.54,38.0,38.52,254869.0
2021-07-22,39.06,39.23,38.16,39.22,169803.0
2021-07-23,38.86,39.21,37.82,38.35,154002.0
2021-07-24,38.86,39.21,37.82,38.35,154002.0
2021-07-25,38.86,39.21,37.82,38.35,154002.0
2021-07-26,37.86,38.3,37.06,38.26,164335.0
2021-07-27,37.82,38.0,36.75,36.85,220709.0
2021-07-28,37.01,38.3,36.65,36.94,196944.0
2021-07-29,36.8,37.26,36.14,36.45,197442.0
2021-07-30,36.65,38.0,36.08,37.07,243491.0
2021-07-31,36.65,38.0,36.08,37.07,243491.0
2021-08-01,36.65,38.0,36.08,37.07,243491.0
2021-08-02,36.65,38.0,36.08,37.07,243491.0
2021-08-03,37.6,39.18,37.6,38.86,248877.0
2021-08-04,38.75,39.43,38.56,38.83,157643.0
2021-08-05,39.34,40.65,38.5,40.49,124756.0
2021-08-06,40.44,41.0,40.16,40.55,153924.0
2021-08-07,40.44,41.0,40.16,40.55,153924.0
2021-08-08,40.44,41.0,40.16,40.55,153924.0
2021-08-09,40.3,41.49,40.22,41.205,170366.0
2021-08-10,41.09,41.62,40.12,41.25,167097.0
2021-08-11,40.57,41.19,38.73,39.02,273929.0
2021-08-12,40.1,41.77,40.04,40.7,828309.0
2021-08-13,40.17,40.98,39.21,39.64,211752.0
2021-08-14,40.17,40.98,39.21,39.64,211752.0
2021-08-15,40.17,40.98,39.21,39.64,211752.0
2021-08-16,39.25,39.7,38.2,38.8,194969.0
2021-08-17,38.26,38.99,37.37,38.0,340197.0
2021-08-18,38.1,39.11,37.33,38.5,338117.0
2021-08-19,38.34,38.34,37.51,37.85,252189.0
2021-08-20,37.44,37.98,35.64,36.5,476799.0
2021-08-21,37.44,37.98,35.64,36.5,476799.0
2021-08-22,37.44,37.98,35.64,36.5,476799.0
2021-08-23,36.9,36.99,35.6,36.245,277402.0
2021-08-24,36.81,37.8,36.24,37.79,128129.0
2021-08-25,38.16,38.66,37.5,37.8,163497.0
2021-08-26,37.8,38.4,37.52,38.0,180336.0
2021-08-27,38.46,38.46,37.72,38.02,135143.0
2021-08-28,38.46,38.46,37.72,38.02,135143.0
2021-08-29,38.46,38.46,37.72,38.02,135143.0
2021-08-30,37.75,38.05,36.93,37.3,318229.0
2021-08-31,37.15,37.81,35.94,37.74,231825.0
2021-09-01,37.665,37.88,36.71,37.21,178396.0
2021-09-02,36.77,37.59,36.1,36.2,268222.0
2021-09-03,36.48,36.8,36.01,36.8,132277.0
2021-09-04,36.48,36.8,36.01,36.8,132277.0
2021-09-05,36.48,36.8,36.01,36.8,132277.0
2021-09-06,36.48,36.8,36.01,36.8,132277.0
2021-09-07,36.48,37.2,35.67,36.29,101216.0
2021-09-08,36.28,36.28,34.6,35.06,227637.0
2021-09-09,34.75,35.08,33.0,33.35,425839.0
2021-09-10,33.2,33.55,31.9,32.07,477552.0
2021-09-11,33.2,33.55,31.9,32.07,477552.0
2021-09-12,33.2,33.55,31.9,32.07,477552.0
2021-09-13,31.91,33.0,31.44,33.0,269940.0
2021-09-14,32.78,33.33,31.68,32.28,282176.0
2021-09-15,31.82,34.88,31.66,34.7,366579.0
2021-09-16,34.55,35.2,33.64,34.65,176012.0
2021-09-17,34.4,34.5,33.0,33.75,410254.0
2021-09-18,34.4,34.5,33.0,33.75,410254.0
2021-09-19,34.4,34.5,33.0,33.75,410254.0
2021-09-20,32.59,34.63,32.55,32.55,344437.0
2021-09-21,33.48,34.8,32.85,34.11,268851.0
2021-09-22,34.5,35.2,33.85,34.25,384931.0
2021-09-23,34.46,35.32,33.66,34.0,559451.0
2021-09-24,34.0,36.34,33.18,35.46,227396.0
2021-09-25,34.0,36.34,33.18,35.46,227396.0
2021-09-26,34.0,36.34,33.18,35.46,227396.0
2021-09-27,35.0,36.22,34.79,36.0,264657.0
2021-09-28,36.0,36.22,35.0,35.04,350843.0
2021-09-29,35.16,36.37,33.97,34.5,370331.0
2021-09-30,34.95,35.44,32.915,34.6,403544.0
2021-10-01,34.6,34.99,33.17,34.85,421306.0
2021-10-02,34.6,34.99,33.17,34.85,421306.0
2021-10-03,34.6,34.99,33.17,34.85,421306.0
2021-10-04,34.8,34.8,32.94,33.15,491792.0
2021-10-05,33.9,34.0,32.94,33.85,345777.0
2021-10-06,33.24,33.44,32.23,33.0,338043.0
2021-10-07,33.0,33.55,31.92,32.94,313745.0
2021-10-08,32.06,32.67,31.2,31.8,375907.0
2021-10-09,32.06,32.67,31.2,31.8,375907.0
2021-10-10,32.06,32.67,31.2,31.8,375907.0
2021-10-11,32.06,32.67,31.2,31.8,375907.0
2021-10-12,31.39,32.105,30.34,31.95,720363.0
2021-10-13,31.56,31.68,30.9,31.0,219487.0
2021-10-14,31.4,31.5,29.37,30.0,520746.0
2021-10-15,29.5,30.05,28.76,29.45,556212.0
2021-10-16,29.5,30.05,28.76,29.45,556212.0
2021-10-17,29.5,30.05,28.76,29.45,556212.0
2021-10-18,29.49,29.49,27.7,28.3,525708.0
2021-10-19,28.42,30.56,28.0,29.56,466430.0
2021-10-20,29.28,30.41,29.28,29.8,369846.0
2021-10-21,30.42,30.59,29.37,29.71,242852.0
2021-10-22,29.59,30.1,28.41,28.8,204667.0
2021-10-23,29.59,30.1,28.41,28.8,204667.0
2021-10-24,29.59,30.1,28.41,28.8,204667.0
2021-10-25,29.02,29.46,27.95,28.0,724653.0
2021-10-26,27.76,28.44,27.11,27.48,953143.0
2021-10-27,27.31,27.83,25.52,25.58,906685.0
2021-10-28,25.58,25.6,24.67,24.8,2560501.0
2021-10-29,24.93,25.45,23.87,25.35,903805.0
2021-10-30,24.93,25.45,23.87,25.35,903805.0
2021-10-31,24.93,25.45,23.87,25.35,903805.0
2021-11-01,25.57,25.99,24.63,25.5,345187.0
2021-11-02,25.5,26.02,24.0,24.6,588038.0
2021-11-03,24.0,24.7,22.89,24.25,529669.0
2021-11-04,24.4,24.4,23.05,23.05,813022.0
2021-11-05,23.81,26.41,23.09,26.25,1531459.0
2021-11-06,23.81,26.41,23.09,26.25,1531459.0
2021-11-07,23.81,26.41,23.09,26.25,1531459.0
2021-11-08,27.79,30.5,27.5,27.7,1387789.0
2021-11-09,27.75,29.46,26.93,27.85,1223634.0
2021-11-10,27.84,28.84,26.22,27.24,1013368.0
2021-11-11,27.3,32.55,27.3,31.6,1183376.0
2021-11-12,32.2,34.9,32.2,33.94,1512570.0
2021-11-13,32.2,34.9,32.2,33.94,1512570.0
2021-11-14,32.2,34.9,32.2,33.94,1512570.0
2021-11-15,35.73,35.74,30.1,30.25,1180859.0
2021-11-16,31.0,31.25,28.51,28.55,1082263.0
2021-11-17,28.67,29.86,27.95,28.62,536223.0
2021-11-18,28.53,29.0,26.48,27.5,737048.0
2021-11-19,27.8,28.22,26.84,27.58,343783.0
2021-11-20,27.8,28.22,26.84,27.58,343783.0
2021-11-21,27.8,28.22,26.84,27.58,343783.0
2021-11-22,27.58,27.88,25.87,26.45,465014.0
2021-11-23,26.14,28.71,25.46,28.16,600110.0
2021-11-24,27.75,29.48,27.45,29.0,484313.0
2021-11-25,28.81,30.1,28.8,29.6,74483.0
2021-11-26,28.41,30.15,27.78,29.2,304630.0
2021-11-27,28.41,30.15,27.78,29.2,304630.0
2021-11-28,28.41,30.15,27.78,29.2,304630.0
2021-11-29,30.16,30.19,27.31,27.82,342308.0
2021-11-30,27.34,28.72,25.95,27.2,531692.0
2021-12-01,27.07,27.4,25.14,25.25,605248.0
2021-12-02,25.34,26.97,25.13,26.65,486343.0
2021-12-03,26.73,27.95,25.87,26.38,732697.0
2021-12-04,26.73,27.95,25.87,26.38,732697.0
2021-12-05,26.73,27.95,25.87,26.38,732697.0
2021-12-06,26.9,27.45,24.66,24.7,581483.0
2021-12-07,25.0,25.5,23.84,24.65,737745.0
2021-12-08,24.79,27.85,23.7,27.56,753139.0
2021-12-09,27.31,28.75,26.3,27.71,607829.0
2021-12-10,27.0,29.12,27.0,27.91,506250.0
2021-12-11,27.0,29.12,27.0,27.91,506250.0
2021-12-12,27.0,29.12,27.0,27.91,506250.0
2021-12-13,26.06,28.1,25.27,26.55,847157.0
2021-12-14,26.57,26.57,25.51,25.57,575094.0
2021-12-15,25.5,25.805,24.64,25.44,640301.0
2021-12-16,25.26,26.33,24.42,24.79,365731.0
2021-12-17,24.41,25.5,24.11,24.9,446930.0
2021-12-18,24.41,25.5,24.11,24.9,446930.0
2021-12-19,24.41,25.5,24.11,24.9,446930.0
2021-12-20,24.3,24.56,23.75,24.12,320020.0
2021-12-21,24.24,24.55,23.77,24.0,2866019.0
2021-12-22,23.85,25.45,23.75,25.17,473099.0
2021-12-23,25.49,26.41,25.29,26.3,550892.0
2021-12-24,26.33,26.855,26.05,26.3,25911.0
2021-12-25,26.33,26.855,26.05,26.3,25911.0
2021-12-26,26.33,26.855,26.05,26.3,25911.0
2021-12-27,26.33,26.855,26.05,26.3,25911.0
2021-12-28,26.33,26.855,26.05,26.3,25911.0
2021-12-29,26.3,27.31,24.91,27.2,480923.0
2021-12-30,27.17,28.33,26.61,27.25,258297.0
2021-12-31,27.74,29.15,26.62,28.04,390099.0
2022-01-01,27.74,29.15,26.62,28.04,390099.0
2022-01-02,27.74,29.15,26.62,28.04,390099.0
2022-01-03,27.74,29.15,26.62,28.04,390099.0
2022-01-04,28.2,28.67,26.37,27.12,743228.0
2022-01-05,27.1,27.41,24.95,25.8,685822.0
2022-01-06,25.4,26.13,24.78,25.92,355641.0
2022-01-07,25.69,26.82,25.33,26.5,382028.0
2022-01-08,25.69,26.82,25.33,26.5,382028.0
2022-01-09,25.69,26.82,25.33,26.5,382028.0
2022-01-10,26.01,26.96,25.52,26.4,351747.0
2022-01-11,26.15,26.52,25.755,26.3,320688.0
2022-01-12,26.23,26.4,25.32,25.98,443742.0
2022-01-13,25.75,26.12,25.0,25.1,510462.0
2022-01-14,25.16,25.68,24.75,25.65,371726.0
2022-01-15,25.16,25.68,24.75,25.65,371726.0
2022-01-16,25.16,25.68,24.75,25.65,371726.0
2022-01-17,25.59,25.68,25.0,25.5,15222.0
2022-01-18,24.37,26.28,24.37,25.38,258292.0
2022-01-19,25.29,26.1,24.58,26.01,400059.0
2022-01-20,25.76,25.85,24.11,24.39,466188.0
2022-01-21,24.0,24.32,23.12,23.72,615268.0
2022-01-22,24.0,24.32,23.12,23.72,615268.0
2022-01-23,24.0,24.32,23.12,23.72,615268.0
2022-01-24,22.87,24.05,21.05,23.71,1072067.0
2022-01-25,22.11,23.71,22.11,23.24,493006.0
2022-01-26,24.24,24.24,22.39,23.18,387667.0
2022-01-27,22.89,23.73,21.76,22.15,393113.0
2022-01-28,21.95,22.48,21.38,21.85,495182.0
2022-01-29,21.95,22.48,21.38,21.85,495182.0
2022-01-30,21.95,22.48,21.38,21.85,495182.0
2022-01-31,22.13,23.05,21.91,22.45,554730.0
2022-02-01,22.5,24.09,21.9,23.58,1204391.0
2022-02-02,23.7,24.0,22.11,22.75,886766.0
2022-02-03,22.27,23.22,21.73,21.9,833210.0
2022-02-04,22.08,24.37,21.83,23.61,1403600.0
2022-02-05,22.08,24.37,21.83,23.61,1403600.0
2022-02-06,22.08,24.37,21.83,23.61,1403600.0
2022-02-07,23.23,24.97,23.22,24.17,590903.0
2022-02-08,24.18,25.18,23.55,24.4,340629.0
2022-02-09,24.78,25.85,24.31,25.76,617137.0
2022-02-10,25.0,27.78,24.81,25.51,1179244.0
2022-02-11,25.51,26.9,24.84,26.0,1082293.0
2022-02-12,25.51,26.9,24.84,26.0,1082293.0
2022-02-13,25.51,26.9,24.84,26.0,1082293.0
2022-02-14,26.47,27.28,26.0,26.74,411166.0
2022-02-15,26.77,27.75,26.17,27.75,593517.0
2022-02-16,27.75,28.47,26.78,27.76,1712008.0
2022-02-17,27.74,27.74,26.7,27.41,403955.0
2022-02-18,27.01,27.3,26.27,26.9,385940.0
2022-02-19,27.01,27.3,26.27,26.9,385940.0
2022-02-20,27.01,27.3,26.27,26.9,385940.0
2022-02-21,27.01,27.3,26.27,26.9,385940.0
2022-02-22,26.0,26.715,24.66,25.8,537801.0
2022-02-23,25.9,26.35,24.35,24.9,454850.0
2022-02-24,23.4,25.23,23.4,25.23,493406.0
2022-02-25,25.85,25.85,23.8,24.1,359763.0
2022-02-26,25.85,25.85,23.8,24.1,359763.0
2022-02-27,25.85,25.85,23.8,24.1,359763.0
2022-02-28,24.0,25.1,23.45,24.95,675307.0
2022-03-01,24.38,24.59,22.28,23.64,1032145.0
2022-03-02,23.01,23.4,22.21,22.4,570038.0
2022-03-03,22.29,22.44,21.57,21.95,280594.0
2022-03-04,21.56,22.05,20.95,20.98,451450.0
2022-03-05,21.56,22.05,20.95,20.98,451450.0
2022-03-06,21.56,22.05,20.95,20.98,451450.0
2022-03-07,20.96,21.2,19.33,19.5,636272.0
2022-03-08,19.52,20.94,19.0,20.0,933159.0
2022-03-09,21.0,21.5,20.11,20.29,350358.0
2022-03-10,20.0,20.69,19.46,20.46,229310.0
2022-03-11,20.12,20.48,19.44,19.98,276257.0
2022-03-12,20.12,20.48,19.44,19.98,276257.0
2022-03-13,20.12,20.48,19.44,19.98,276257.0
2022-03-14,19.63,20.48,19.42,19.7,465907.0
2022-03-15,19.7,20.67,19.44,20.66,413506.0
2022-03-16,20.72,21.74,20.19,21.74,423052.0
2022-03-17,21.05,22.25,20.75,21.97,217996.0
2022-03-18,21.82,23.15,21.77,22.8,255992.0
2022-03-19,21.82,23.15,21.77,22.8,255992.0
2022-03-20,21.82,23.15,21.77,22.8,255992.0
2022-03-21,22.8,23.14,22.29,23.0,238275.0
2022-03-22,22.75,23.35,22.39,22.48,164219.0
2022-03-23,22.31,22.85,21.43,21.85,210326.0
2022-03-24,21.65,22.46,21.24,21.66,475215.0
2022-03-25,23.0,23.0,21.33,21.9,818300.0
2022-03-26,23.0,23.0,21.33,21.9,818300.0
2022-03-27,23.0,23.0,21.33,21.9,818300.0
2022-03-28,21.9,22.1,20.91,21.7,453552.0
2022-03-29,21.65,21.98,21.28,21.84,431032.0
2022-03-30,21.69,22.59,21.28,22.55,427346.0
2022-03-31,22.49,23.5,21.99,23.5,297313.0
2022-04-01,23.5,24.16,22.99,23.9,1051722.0
2022-04-02,23.5,24.16,22.99,23.9,1051722.0
2022-04-03,23.5,24.16,22.99,23.9,1051722.0
2022-04-04,23.92,24.29,23.11,23.51,339447.0
2022-04-05,23.24,23.51,22.25,23.45,328669.0
2022-04-06,22.25,22.91,21.86,22.66,332830.0
2022-04-07,22.14,22.64,21.62,22.36,421162.0
2022-04-08,22.24,22.65,21.84,22.25,283396.0
2022-04-09,22.24,22.65,21.84,22.25,283396.0
2022-04-10,22.24,22.65,21.84,22.25,283396.0
2022-04-11,21.94,22.73,21.43,21.75,647504.0
2022-04-12,22.1,22.22,20.53,20.84,381373.0
2022-04-13,20.8,21.37,20.25,21.05,367158.0
2022-04-14,21.17,21.27,20.33,21.01,287903.0
2022-04-15,21.17,21.27,20.33,21.01,287903.0
2022-04-16,21.17,21.27,20.33,21.01,287903.0
2022-04-17,21.17,21.27,20.33,21.01,287903.0
2022-04-18,21.15,21.15,19.7,20.44,428808.0
2022-04-19,20.3,21.0,19.95,20.95,231996.0
2022-04-20,20.44,20.88,20.37,20.6,308706.0
2022-04-21,20.38,20.97,19.69,20.34,259118.0
2022-04-22,20.28,21.4,19.83,20.09,422754.0
2022-04-23,20.28,21.4,19.83,20.09,422754.0
2022-04-24,20.28,21.4,19.83,20.09,422754.0
2022-04-25,19.51,20.2,19.47,20.0,316762.0
2022-04-26,19.66,20.5,19.66,20.2,273191.0
2022-04-27,19.86,20.25,18.45,18.53,559806.0
2022-04-28,18.63,19.2,17.59,19.1,595959.0
2022-04-29,18.62,19.5,18.0,18.0,227984.0
2022-04-30,18.62,19.5,18.0,18.0,227984.0
2022-05-01,18.62,19.5,18.0,18.0,227984.0
2022-05-02,17.88,18.22,16.74,17.64,1648370.0
2022-05-03,17.31,17.74,16.53,16.61,621614.0
2022-05-04,16.9,16.94,16.2,16.3,615145.0
2022-05-05,16.63,16.74,15.05,15.4,854966.0
2022-05-06,15.43,17.0,14.85,16.9,718976.0
2022-05-07,15.43,17.0,14.85,16.9,718976.0
2022-05-08,15.43,17.0,14.85,16.9,718976.0
2022-05-09,16.34,16.44,15.52,15.65,560824.0
2022-05-10,15.72,16.38,15.24,15.26,826704.0
2022-05-11,15.0,16.09,14.89,15.25,342380.0
2022-05-12,15.75,16.25,14.9,16.25,407219.0
2022-05-13,16.21,17.15,16.21,16.96,422127.0
2022-05-14,16.21,17.15,16.21,16.96,422127.0
2022-05-15,16.21,17.15,16.21,16.96,422127.0
2022-05-16,16.77,17.0,16.41,16.41,214294.0
2022-05-17,17.13,17.13,15.51,15.51,329488.0
2022-05-18,15.67,15.82,14.54,15.0,454088.0
2022-05-19,14.845,15.62,14.54,15.62,173686.0
2022-05-20,15.84,16.71,14.88,16.69,160936.0
2022-05-21,15.84,16.71,14.88,16.69,160936.0
2022-05-22,15.84,16.71,14.88,16.69,160936.0
2022-05-23,15.84,16.71,14.88,16.69,160936.0
2022-05-24,15.54,15.93,15.12,15.5,251070.0
2022-05-25,15.24,15.81,14.83,15.2,391421.0
2022-05-26,15.15,15.86,14.8,14.86,347572.0
2022-05-27,15.02,15.02,14.01,14.4,547025.0
2022-05-28,15.02,15.02,14.01,14.4,547025.0
2022-05-29,15.02,15.02,14.01,14.4,547025.0
2022-05-30,14.25,14.88,14.13,14.79,36909.0
2022-05-31,14.88,14.88,14.03,14.21,246617.0
2022-06-01,14.31,14.55,13.72,13.91,347429.0
2022-06-02,13.71,14.27,13.67,14.23,171324.0
2022-06-03,14.07,14.22,13.61,13.9,374772.0
2022-06-04,14.07,14.22,13.61,13.9,374772.0
2022-06-05,14.07,14.22,13.61,13.9,374772.0
2022-06-06,13.82,14.38,13.72,14.24,386234.0
2022-06-07,14.29,14.39,13.98,14.33,232296.0
2022-06-08,14.15,14.4,13.99,14.14,426626.0
2022-06-09,14.24,14.47,13.94,14.19,352785.0
2022-06-10,14.08,14.65,13.81,14.05,248060.0
2022-06-11,14.08,14.65,13.81,14.05,248060.0
2022-06-12,14.08,14.65,13.81,14.05,248060.0
2022-06-13,13.95,14.11,12.88,13.06,922508.0
2022-06-14,13.02,13.06,12.08,12.3,676877.0
2022-06-15,12.21,12.54,11.94,12.25,214796.0
2022-06-16,11.95,12.26,11.77,11.82,256331.0
2022-06-17,11.2,12.06,11.2,11.75,345329.0
2022-06-18,11.2,12.06,11.2,11.75,345329.0
2022-06-19,11.2,12.06,11.2,11.75,345329.0
2022-06-20,12.34,12.34,11.85,12.0,39938.0
2022-06-21,11.95,11.95,11.29,11.49,405373.0
2022-06-22,11.25,11.47,10.44,11.3,659142.0
2022-06-23,11.0,11.33,10.42,11.0,490146.0
2022-06-24,11.09,11.43,10.83,11.0,568525.0
2022-06-25,11.09,11.43,10.83,11.0,568525.0
2022-06-26,11.09,11.43,10.83,11.0,568525.0
2022-06-27,11.03,11.51,10.42,11.35,443580.0
2022-06-28,11.16,11.38,10.7,11.08,290575.0
2022-06-29,10.9,11.19,10.5,10.53,210284.0
2022-06-30,10.56,10.81,10.09,10.3,357047.0
2022-07-01,10.56,10.81,10.09,10.3,357047.0
2022-07-02,10.56,10.81,10.09,10.3,357047.0
2022-07-03,10.56,10.81,10.09,10.3,357047.0
2022-07-04,10.3,10.57,10.11,10.48,207688.0
2022-07-05,10.3,11.95,10.19,11.7,423306.0
2022-07-06,11.52,12.4,11.52,12.0,416771.0
2022-07-07,12.24,12.4,11.81,12.2,282210.0
2022-07-08,12.07,12.58,11.85,11.92,146890.0
2022-07-09,12.07,12.58,11.85,11.92,146890.0
2022-07-10,12.07,12.58,11.85,11.92,146890.0
2022-07-11,11.81,11.99,11.39,11.66,301746.0
2022-07-12,11.82,11.89,11.39,11.73,394035.0
2022-07-13,11.72,12.29,11.48,11.8,232540.0
2022-07-14,11.85,12.95,11.7,12.4,515108.0
2022-07-15,12.41,12.59,12.12,12.21,477070.0
2022-07-16,12.41,12.59,12.12,12.21,477070.0
2022-07-17,12.41,12.59,12.12,12.21,477070.0
2022-07-18,12.32,12.76,12.32,12.5,360653.0
2022-07-19,12.85,12.85,12.32,12.49,311688.0
2022-07-20,12.65,13.66,12.51,12.8,630103.0
2022-07-21,13.09,13.71,12.45,13.37,584619.0
2022-07-22,13.17,13.7,12.9,13.31,410874.0
2022-07-23,13.17,13.7,12.9,13.31,410874.0
2022-07-24,13.17,13.7,12.9,13.31,410874.0
2022-07-25,13.31,13.5,12.87,12.98,632354.0
2022-07-26,13.05,13.18,12.01,12.4,268738.0
2022-07-27,12.51,12.55,11.74,11.98,312814.0
2022-07-28,11.9,12.19,11.48,11.7,387744.0
2022-07-29,11.84,11.96,11.48,11.75,221009.0
2022-07-30,11.84,11.96,11.48,11.75,221009.0
2022-07-31,11.84,11.96,11.48,11.75,221009.0
2022-08-01,11.84,11.96,11.48,11.75,221009.0
2022-08-02,11.88,12.37,11.62,12.32,430688.0
2022-08-03,12.31,12.66,12.21,12.41,337408.0
2022-08-04,12.42,12.95,11.95,12.1,380586.0
2022-08-05,12.34,13.18,12.01,12.9,610235.0
2022-08-06,12.34,13.18,12.01,12.9,610235.0
2022-08-07,12.34,13.18,12.01,12.9,610235.0
2022-08-08,13.12,13.49,12.52,13.02,394851.0
2022-08-09,13.0,13.28,12.7,13.06,256749.0
2022-08-10,12.81,13.34,12.81,13.26,325503.0
2022-08-11,13.33,14.06,13.21,13.81,477300.0
2022-08-12,13.84,14.18,13.75,14.18,257192.0
2022-08-13,13.84,14.18,13.75,14.18,257192.0
2022-08-14,13.84,14.18,13.75,14.18,257192.0
2022-08-15,14.12,14.55,13.87,14.2,485973.0
2022-08-16,14.24,14.46,14.02,14.25,430885.0
2022-08-17,14.06,14.39,13.37,13.5,289151.0
2022-08-18,14.0,14.45,13.59,14.24,536868.0
2022-08-19,13.85,14.55,13.85,14.25,548792.0
2022-08-20,13.85,14.55,13.85,14.25,548792.0
2022-08-21,13.85,14.55,13.85,14.25,548792.0
2022-08-22,14.14,14.66,14.04,14.53,262754.0
2022-08-23,14.48,15.14,14.39,14.91,309391.0
2022-08-24,15.05,16.47,14.99,16.23,409740.0
2022-08-25,15.91,18.09,15.91,17.7,759534.0
2022-08-26,17.6,18.07,16.76,17.28,463894.0
2022-08-27,17.6,18.07,16.76,17.28,463894.0
2022-08-28,17.6,18.07,16.76,17.28,463894.0
2022-08-29,17.0,18.06,16.63,17.78,400384.0
2022-08-30,17.75,18.04,17.04,17.2,549995.0
2022-08-31,17.21,17.85,16.18,17.42,627154.0
2022-09-01,17.11,17.3,16.7,17.0,588794.0
2022-09-02,16.98,17.38,16.79,17.1,199880.0
2022-09-03,16.98,17.38,16.79,17.1,199880.0
2022-09-04,16.98,17.38,16.79,17.1,199880.0
2022-09-05,16.98,17.38,16.79,17.1,199880.0
2022-09-06,16.97,17.5,16.64,16.89,277013.0
2022-09-07,16.97,17.15,16.27,16.53,281973.0
2022-09-08,16.22,16.82,16.1,16.43,224474.0
2022-09-09,16.31,17.15,16.31,16.6,190317.0
2022-09-10,16.31,17.15,16.31,16.6,190317.0
2022-09-11,16.31,17.15,16.31,16.6,190317.0
2022-09-12,16.57,16.65,15.45,15.75,361785.0
2022-09-13,15.28,15.72,14.69,14.9,353931.0
2022-09-14,14.94,15.34,14.74,15.1,183610.0
2022-09-15,15.22,15.55,14.6,14.75,147131.0
2022-09-16,14.82,14.82,14.38,14.77,156436.0
