,DNLM LN Equity,DNLM LN Equity,DNLM LN Equity,DNLM LN Equity,DNLM LN Equity
2012-11-17,345.233,346.517,343.95,343.95,21472.0
2012-11-18,345.233,346.517,343.95,343.95,21472.0
2012-11-19,358.787,361.215,345.299,346.108,98444.0
2012-11-20,345.299,349.075,335.587,335.857,75679.0
2012-11-21,338.824,340.443,334.508,334.508,28568.0
2012-11-22,334.778,349.885,334.508,338.555,30391.0
2012-11-23,342.601,345.299,336.127,337.206,35794.0
2012-11-24,342.601,345.299,336.127,337.206,35794.0
2012-11-25,342.601,345.299,336.127,337.206,35794.0
2012-11-26,347.727,347.727,336.666,338.285,47291.0
2012-11-27,335.857,345.299,335.857,343.68,107695.0
2012-11-28,342.584,348.065,342.584,345.325,100898.0
2012-11-29,345.599,348.887,340.117,343.68,68731.0
2012-11-30,337.377,343.132,336.28,337.377,28303.0
2012-12-01,337.377,343.132,336.28,337.377,28303.0
2012-12-02,337.377,343.132,336.28,337.377,28303.0
2012-12-03,331.621,342.584,331.621,340.94,24296.0
2012-12-04,338.747,345.325,334.636,336.006,66364.0
2012-12-05,353.547,353.547,335.732,339.843,179845.0
2012-12-06,340.665,344.228,339.843,344.228,21675.0
2012-12-07,342.31,352.724,340.665,352.724,46426.0
2012-12-08,342.31,352.724,340.665,352.724,46426.0
2012-12-09,342.31,352.724,340.665,352.724,46426.0
2012-12-10,345.873,352.999,345.873,352.999,32539.0
2012-12-11,351.354,358.754,348.065,356.287,38771.0
2012-12-12,364.509,364.509,344.502,349.162,80676.0
2012-12-13,351.08,360.124,350.806,356.561,82454.0
2012-12-14,352.45,357.11,342.858,351.902,28290.0
2012-12-15,352.45,357.11,342.858,351.902,28290.0
2012-12-16,352.45,357.11,342.858,351.902,28290.0
2012-12-17,349.162,364.509,347.243,348.613,50130.0
2012-12-18,362.317,362.317,342.584,358.48,75582.0
2012-12-19,348.339,362.865,348.339,362.043,58851.0
2012-12-20,363.413,365.057,356.835,365.057,88594.0
2012-12-21,363.413,363.413,348.065,358.48,219625.0
2012-12-22,363.413,363.413,348.065,358.48,219625.0
2012-12-23,363.413,363.413,348.065,358.48,219625.0
2012-12-24,360.672,363.413,355.739,355.739,7970.0
2012-12-25,360.672,363.413,355.739,355.739,7970.0
2012-12-26,360.672,363.413,355.739,355.739,7970.0
2012-12-27,348.339,362.317,348.339,359.302,9990.0
2012-12-28,359.85,366.154,353.273,365.88,22329.0
2012-12-29,359.85,366.154,353.273,365.88,22329.0
2012-12-30,359.85,366.154,353.273,365.88,22329.0
2012-12-31,367.25,382.324,364.783,382.324,36898.0
2013-01-01,367.25,382.324,364.783,382.324,36898.0
2013-01-02,383.694,384.79,373.279,374.376,95786.0
2013-01-03,374.102,376.294,369.991,373.828,63688.0
2013-01-04,373.828,378.761,371.635,373.005,23466.0
2013-01-05,373.828,378.761,371.635,373.005,23466.0
2013-01-06,373.828,378.761,371.635,373.005,23466.0
2013-01-07,383.42,389.724,372.183,389.724,81863.0
2013-01-08,376.568,389.449,376.02,389.175,95562.0
2013-01-09,378.761,388.353,374.924,385.612,97122.0
2013-01-10,391.916,394.109,383.694,383.694,64139.0
2013-01-11,385.064,389.175,385.064,388.079,56627.0
2013-01-12,385.064,389.175,385.064,388.079,56627.0
2013-01-13,385.064,389.175,385.064,388.079,56627.0
2013-01-14,391.094,394.383,386.983,391.094,469837.0
2013-01-15,392.738,396.575,391.094,396.027,398796.0
2013-01-16,389.175,394.383,388.627,394.383,70849.0
2013-01-17,396.027,407.264,395.479,403.701,405029.0
2013-01-18,406.442,407.264,400.96,405.893,71491.0
2013-01-19,406.442,407.264,400.96,405.893,71491.0
2013-01-20,406.442,407.264,400.96,405.893,71491.0
2013-01-21,407.812,408.908,401.234,408.908,52015.0
2013-01-22,409.73,410.553,400.96,408.086,202430.0
2013-01-23,410.004,410.004,405.071,407.812,127376.0
2013-01-24,408.634,414.938,408.36,408.908,89551.0
2013-01-25,410.827,419.323,406.99,419.323,60041.0
2013-01-26,410.827,419.323,406.99,419.323,60041.0
2013-01-27,410.827,419.323,406.99,419.323,60041.0
2013-01-28,424.804,424.804,414.115,416.582,74740.0
2013-01-29,416.582,416.582,403.701,408.086,88101.0
2013-01-30,411.101,415.212,408.36,411.375,69510.0
2013-01-31,403.975,416.856,403.975,416.582,66257.0
2013-02-01,419.323,423.16,414.115,420.419,70631.0
2013-02-02,419.323,423.16,414.115,420.419,70631.0
2013-02-03,419.323,423.16,414.115,420.419,70631.0
2013-02-04,420.967,427.271,419.597,425.352,76620.0
2013-02-05,425.352,431.382,424.53,430.011,60467.0
2013-02-06,432.478,435.767,428.093,429.737,37301.0
2013-02-07,430.834,444.537,422.612,429.737,95111.0
2013-02-08,431.382,453.581,427.819,445.633,58142.0
2013-02-09,431.382,453.581,427.819,445.633,58142.0
2013-02-10,431.382,453.581,427.819,445.633,58142.0
2013-02-11,446.455,446.729,433.026,433.848,63396.0
2013-02-12,433.574,438.507,419.597,431.93,121880.0
2013-02-13,419.323,426.723,419.323,423.708,100516.0
2013-02-14,425.352,430.011,420.419,425.078,51612.0
2013-02-15,427.545,428.915,423.16,426.449,31479.0
2013-02-16,427.545,428.915,423.16,426.449,31479.0
2013-02-17,427.545,428.915,423.16,426.449,31479.0
2013-02-18,422.612,423.982,416.856,417.13,119827.0
2013-02-19,427.545,427.545,416.856,417.952,42045.0
2013-02-20,424.53,424.53,417.678,422.063,44092.0
2013-02-21,416.582,419.871,416.308,419.323,25392.0
2013-02-22,413.841,418.775,413.841,418.775,43469.0
2013-02-23,413.841,418.775,413.841,418.775,43469.0
2013-02-24,413.841,418.775,413.841,418.775,43469.0
2013-02-25,421.515,421.515,413.567,420.967,42574.0
2013-02-26,406.168,419.049,403.153,414.39,66924.0
2013-02-27,415.76,419.049,410.279,411.101,102196.0
2013-02-28,413.841,413.841,408.908,411.101,92313.0
2013-03-01,411.375,417.678,407.538,417.678,39688.0
2013-03-02,411.375,417.678,407.538,417.678,39688.0
2013-03-03,411.375,417.678,407.538,417.678,39688.0
2013-03-04,414.664,417.678,410.827,416.308,28175.0
2013-03-05,418.775,426.997,413.567,424.804,42117.0
2013-03-06,427.545,430.285,422.063,429.737,62360.0
2013-03-07,430.285,439.33,427.545,439.33,75477.0
2013-03-08,439.056,447.278,438.782,445.907,79044.0
2013-03-09,439.056,447.278,438.782,445.907,79044.0
2013-03-10,439.056,447.278,438.782,445.907,79044.0
2013-03-11,446.729,446.729,429.737,432.204,54679.0
2013-03-12,434.945,438.233,430.285,436.041,61659.0
2013-03-13,443.715,443.715,434.945,440.7,185760.0
2013-03-14,442.344,445.907,438.782,444.537,60771.0
2013-03-15,444.537,467.833,437.685,467.833,173264.0
2013-03-16,444.537,467.833,437.685,467.833,173264.0
2013-03-17,444.537,467.833,437.685,467.833,173264.0
2013-03-18,463.996,471.396,448.1,450.84,124999.0
2013-03-19,452.759,454.951,446.729,447.004,102373.0
2013-03-20,449.208,454.444,441.216,449.759,52921.0
2013-03-21,450.586,453.066,441.767,451.964,76662.0
2013-03-22,454.169,458.303,447.004,458.303,81576.0
2013-03-23,454.169,458.303,447.004,458.303,81576.0
2013-03-24,454.169,458.303,447.004,458.303,81576.0
2013-03-25,452.24,491.373,452.24,463.814,73496.0
2013-03-26,473.736,474.287,460.507,469.326,69347.0
2013-03-27,471.255,473.184,454.72,456.925,69249.0
2013-03-28,465.743,470.153,454.72,460.507,32948.0
2013-03-29,465.743,470.153,454.72,460.507,32948.0
2013-03-30,465.743,470.153,454.72,460.507,32948.0
2013-03-31,465.743,470.153,454.72,460.507,32948.0
2013-04-01,465.743,470.153,454.72,460.507,32948.0
2013-04-02,460.507,470.153,460.507,462.988,60132.0
2013-04-03,464.641,470.98,461.885,467.121,84934.0
2013-04-04,470.98,470.98,454.72,458.578,65776.0
2013-04-05,461.61,463.814,447.555,456.098,72804.0
2013-04-06,461.61,463.814,447.555,456.098,72804.0
2013-04-07,461.61,463.814,447.555,456.098,72804.0
2013-04-08,457.476,461.058,455.271,461.058,58107.0
2013-04-09,458.578,470.428,456.649,467.397,79938.0
2013-04-10,464.917,469.602,450.311,463.539,152233.0
2013-04-11,462.712,466.846,457.751,464.09,60357.0
2013-04-12,457.476,469.602,457.476,467.948,73937.0
2013-04-13,457.476,469.602,457.476,467.948,73937.0
2013-04-14,457.476,469.602,457.476,467.948,73937.0
2013-04-15,470.153,471.255,459.129,468.499,45355.0
2013-04-16,468.499,472.909,468.224,471.531,99601.0
2013-04-17,471.531,486.413,468.499,477.043,89977.0
2013-04-18,478.145,483.106,473.184,473.184,45750.0
2013-04-19,473.46,474.011,465.743,465.743,36590.0
2013-04-20,473.46,474.011,465.743,465.743,36590.0
2013-04-21,473.46,474.011,465.743,465.743,36590.0
2013-04-22,470.428,470.428,462.988,465.743,28935.0
2013-04-23,468.499,474.287,467.948,472.909,43609.0
2013-04-24,472.633,477.043,469.051,474.838,65804.0
2013-04-25,475.113,477.869,469.877,469.877,31095.0
2013-04-26,473.184,473.184,462.988,463.263,41253.0
2013-04-27,473.184,473.184,462.988,463.263,41253.0
2013-04-28,473.184,473.184,462.988,463.263,41253.0
2013-04-29,465.743,466.57,458.027,466.019,54234.0
2013-04-30,469.326,472.633,462.436,465.743,27715.0
2013-05-01,465.743,475.113,465.743,469.877,43851.0
2013-05-02,479.523,479.523,451.964,452.791,92453.0
2013-05-03,451.964,458.854,450.862,451.964,102268.0
2013-05-04,451.964,458.854,450.862,451.964,102268.0
2013-05-05,451.964,458.854,450.862,451.964,102268.0
2013-05-06,451.964,458.854,450.862,451.964,102268.0
2013-05-07,454.444,455.547,453.066,455.271,46470.0
2013-05-08,457.476,457.476,451.964,454.169,48973.0
2013-05-09,453.342,460.232,453.066,459.405,24587.0
2013-05-10,454.72,465.468,454.72,465.468,31128.0
2013-05-11,454.72,465.468,454.72,465.468,31128.0
2013-05-12,454.72,465.468,454.72,465.468,31128.0
2013-05-13,467.397,467.397,461.885,462.161,23391.0
2013-05-14,460.232,463.814,456.373,460.507,58142.0
2013-05-15,457.2,460.232,449.759,452.515,72169.0
2013-05-16,455.547,465.468,451.964,462.712,76714.0
2013-05-17,465.743,465.743,459.681,463.263,50460.0
2013-05-18,465.743,465.743,459.681,463.263,50460.0
2013-05-19,465.743,465.743,459.681,463.263,50460.0
2013-05-20,466.019,471.806,464.917,467.397,32548.0
2013-05-21,472.082,481.728,470.153,481.728,52479.0
2013-05-22,480.901,494.405,478.696,494.405,47345.0
2013-05-23,480.625,485.035,477.043,480.074,37266.0
2013-05-24,479.247,480.074,476.216,479.523,38464.0
2013-05-25,479.247,480.074,476.216,479.523,38464.0
2013-05-26,479.247,480.074,476.216,479.523,38464.0
2013-05-27,479.247,480.074,476.216,479.523,38464.0
2013-05-28,479.523,480.625,468.775,477.869,45184.0
2013-05-29,477.869,478.421,468.775,474.011,37725.0
2013-05-30,474.562,488.617,474.562,487.791,31404.0
2013-05-31,490.546,495.507,486.688,494.129,35477.0
2013-06-01,490.546,495.507,486.688,494.129,35477.0
2013-06-02,490.546,495.507,486.688,494.129,35477.0
2013-06-03,491.098,494.68,485.31,490.546,68215.0
2013-06-04,493.302,497.436,489.168,497.16,27586.0
2013-06-05,494.68,497.712,486.137,493.027,62814.0
2013-06-06,490.271,496.609,481.728,481.728,21881.0
2013-06-07,487.515,494.405,485.861,494.405,14427.0
2013-06-08,487.515,494.405,485.861,494.405,14427.0
2013-06-09,487.515,494.405,485.861,494.405,14427.0
2013-06-10,495.783,509.286,494.956,507.908,93765.0
2013-06-11,509.838,513.696,498.538,508.46,46340.0
2013-06-12,507.357,510.94,503.775,510.94,38902.0
2013-06-13,499.641,515.349,499.641,507.633,70958.0
2013-06-14,515.349,516.176,506.806,508.184,139068.0
2013-06-15,515.349,516.176,506.806,508.184,139068.0
2013-06-16,515.349,516.176,506.806,508.184,139068.0
2013-06-17,508.184,513.145,507.357,509.838,45935.0
2013-06-18,511.215,511.215,504.326,507.633,248332.0
2013-06-19,509.286,512.042,500.468,503.499,152356.0
2013-06-20,503.499,503.499,491.098,493.302,35614.0
2013-06-21,492.751,494.956,471.255,486.413,142086.0
2013-06-22,492.751,494.956,471.255,486.413,142086.0
2013-06-23,492.751,494.956,471.255,486.413,142086.0
2013-06-24,484.208,499.641,480.074,485.035,77161.0
2013-06-25,488.066,491.098,481.176,491.098,30145.0
2013-06-26,490.546,498.538,486.413,496.885,91217.0
2013-06-27,498.538,505.979,496.058,503.775,912800.0
2013-06-28,503.775,521.963,497.712,521.963,387191.0
2013-06-29,503.775,521.963,497.712,521.963,387191.0
2013-06-30,503.775,521.963,497.712,521.963,387191.0
2013-07-01,518.656,524.995,516.176,518.381,123252.0
2013-07-02,519.483,527.475,517.278,526.373,139077.0
2013-07-03,513.42,525.27,513.42,522.79,101815.0
2013-07-04,529.129,529.129,507.633,523.617,82485.0
2013-07-05,513.971,561.097,513.971,561.097,94897.0
2013-07-06,513.971,561.097,513.971,561.097,94897.0
2013-07-07,513.971,561.097,513.971,561.097,94897.0
2013-07-08,553.38,564.955,547.869,564.955,81082.0
2013-07-09,564.955,569.916,563.853,567.711,104885.0
2013-07-10,563.853,563.853,556.687,558.341,60597.0
2013-07-11,562.199,562.199,550.073,556.687,86068.0
2013-07-12,556.687,564.955,554.483,564.955,341796.0
2013-07-13,556.687,564.955,554.483,564.955,341796.0
2013-07-14,556.687,564.955,554.483,564.955,341796.0
2013-07-15,567.16,577.081,566.057,574.876,157570.0
2013-07-16,577.081,577.081,564.404,572.672,46085.0
2013-07-17,575.427,577.081,570.467,577.081,322447.0
2013-07-18,574.876,577.632,570.467,575.979,65458.0
2013-07-19,573.223,577.632,569.916,569.916,55089.0
2013-07-20,573.223,577.632,569.916,569.916,55089.0
2013-07-21,573.223,577.632,569.916,569.916,55089.0
2013-07-22,569.916,578.183,566.057,575.979,34401.0
2013-07-23,573.223,579.286,568.813,572.672,40991.0
2013-07-24,579.837,580.939,568.813,575.427,35708.0
2013-07-25,568.262,575.427,566.609,567.16,24635.0
2013-07-26,569.365,569.365,556.687,556.687,29818.0
2013-07-27,569.365,569.365,556.687,556.687,29818.0
2013-07-28,569.365,569.365,556.687,556.687,29818.0
2013-07-29,555.585,561.648,555.585,556.687,35396.0
2013-07-30,557.239,561.648,555.034,555.034,14571.0
2013-07-31,563.302,563.853,533.814,542.908,85774.0
2013-08-01,545.113,546.215,542.081,544.562,57537.0
2013-08-02,548.42,551.727,542.357,550.625,33619.0
2013-08-03,548.42,551.727,542.357,550.625,33619.0
2013-08-04,548.42,551.727,542.357,550.625,33619.0
2013-08-05,552.278,571.018,551.727,569.916,50673.0
2013-08-06,573.223,573.223,559.995,560.546,25880.0
2013-08-07,562.199,562.199,540.979,542.908,35373.0
2013-08-08,544.837,552.278,538.223,541.806,28659.0
2013-08-09,553.932,553.932,531.885,534.089,37908.0
2013-08-10,553.932,553.932,531.885,534.089,37908.0
2013-08-11,553.932,553.932,531.885,534.089,37908.0
2013-08-12,532.16,532.16,526.373,530.231,55227.0
2013-08-13,532.16,532.16,526.373,528.853,32441.0
2013-08-14,525.27,532.711,523.341,523.341,23370.0
2013-08-15,521.688,522.79,505.704,509.286,122647.0
2013-08-16,507.633,512.593,504.326,507.082,161146.0
2013-08-17,507.633,512.593,504.326,507.082,161146.0
2013-08-18,507.633,512.593,504.326,507.082,161146.0
2013-08-19,511.215,511.215,503.775,507.082,121676.0
2013-08-20,501.57,510.113,497.436,497.436,81516.0
2013-08-21,499.916,511.491,498.538,504.326,537953.0
2013-08-22,505.979,516.727,502.397,514.247,32042.0
2013-08-23,516.176,531.885,515.349,519.208,47635.0
2013-08-24,516.176,531.885,515.349,519.208,47635.0
2013-08-25,516.176,531.885,515.349,519.208,47635.0
2013-08-26,516.176,531.885,515.349,519.208,47635.0
2013-08-27,524.444,524.444,518.381,521.963,108456.0
2013-08-28,521.412,522.515,515.074,515.074,81147.0
2013-08-29,517.003,529.129,516.727,524.168,152708.0
2013-08-30,526.097,527.751,517.554,520.31,41543.0
2013-08-31,526.097,527.751,517.554,520.31,41543.0
2013-09-01,526.097,527.751,517.554,520.31,41543.0
2013-09-02,523.066,528.026,516.727,524.168,20043.0
2013-09-03,532.436,532.436,527.475,528.578,64328.0
2013-09-04,528.302,531.333,512.593,514.798,43214.0
2013-09-05,516.727,521.688,515.9,518.105,87476.0
2013-09-06,515.9,523.893,511.215,516.727,163140.0
2013-09-07,515.9,523.893,511.215,516.727,163140.0
2013-09-08,515.9,523.893,511.215,516.727,163140.0
2013-09-09,513.145,515.9,509.011,510.389,291577.0
2013-09-10,515.625,516.176,509.838,509.838,161979.0
2013-09-11,510.94,514.798,507.633,512.593,67386.0
2013-09-12,512.593,539.325,505.428,518.105,441183.0
2013-09-13,521.137,525.822,516.452,518.105,191471.0
2013-09-14,521.137,525.822,516.452,518.105,191471.0
2013-09-15,521.137,525.822,516.452,518.105,191471.0
2013-09-16,531.333,549.798,521.137,549.798,141544.0
2013-09-17,560.546,560.546,539.601,545.664,96419.0
2013-09-18,547.643,552.732,542.554,547.643,51438.0
2013-09-19,551.884,556.125,542.836,551.035,79773.0
2013-09-20,540.575,549.622,540.575,541.705,79004.0
2013-09-21,540.575,549.622,540.575,541.705,79004.0
2013-09-22,540.575,549.622,540.575,541.705,79004.0
2013-09-23,545.664,545.664,527.004,527.004,42688.0
2013-09-24,526.438,539.726,521.632,538.313,82171.0
2013-09-25,542.271,551.601,531.527,551.601,81625.0
2013-09-26,550.187,550.187,529.548,529.548,47989.0
2013-09-27,525.59,528.983,523.611,523.611,32186.0
2013-09-28,525.59,528.983,523.611,523.611,32186.0
2013-09-29,525.59,528.983,523.611,523.611,32186.0
2013-09-30,523.611,530.114,516.825,522.48,80195.0
2013-10-01,519.935,527.286,519.935,523.611,142988.0
2013-10-02,507.213,507.213,493.076,497.6,408128.0
2013-10-03,497.6,506.082,491.945,494.49,208306.0
2013-10-04,494.49,507.213,494.49,495.621,68388.0
2013-10-05,494.49,507.213,494.49,495.621,68388.0
2013-10-06,494.49,507.213,494.49,495.621,68388.0
2013-10-07,493.076,499.579,489.118,494.207,102041.0
2013-10-08,494.773,499.014,489.118,495.338,68148.0
2013-10-09,496.186,496.469,487.139,490.249,76126.0
2013-10-10,492.228,493.076,480.636,484.312,188728.0
2013-10-11,486.008,491.663,469.893,480.636,109277.0
2013-10-12,486.008,491.663,469.893,480.636,109277.0
2013-10-13,486.008,491.663,469.893,480.636,109277.0
2013-10-14,481.485,489.118,478.375,484.595,159354.0
2013-10-15,482.333,491.663,481.485,488.553,209385.0
2013-10-16,489.118,493.359,481.485,482.333,190093.0
2013-10-17,469.327,494.773,469.327,489.118,115153.0
2013-10-18,500.71,504.951,492.228,504.951,104040.0
2013-10-19,500.71,504.951,492.228,504.951,104040.0
2013-10-20,500.71,504.951,492.228,504.951,104040.0
2013-10-21,507.778,507.778,499.296,504.668,70380.0
2013-10-22,514.564,514.564,502.689,508.909,66324.0
2013-10-23,510.04,510.04,502.972,507.778,75369.0
2013-10-24,507.778,508.344,503.537,504.385,77092.0
2013-10-25,502.689,512.019,500.71,504.385,69350.0
2013-10-26,502.689,512.019,500.71,504.385,69350.0
2013-10-27,502.689,512.019,500.71,504.385,69350.0
2013-10-28,503.82,514.281,494.773,502.124,65967.0
2013-10-29,498.731,504.103,495.621,495.621,138834.0
2013-10-30,495.621,508.344,480.919,506.082,416213.0
2013-10-31,502.406,507.778,497.6,500.427,62901.0
2013-11-01,502.689,506.082,500.427,502.406,50410.0
2013-11-02,502.689,506.082,500.427,502.406,50410.0
2013-11-03,502.689,506.082,500.427,502.406,50410.0
2013-11-04,511.171,511.171,498.165,498.165,115475.0
2013-11-05,509.192,509.192,500.427,502.406,59746.0
2013-11-06,502.972,513.433,494.49,494.49,72784.0
2013-11-07,508.061,508.626,496.752,500.993,44436.0
2013-11-08,497.6,506.082,497.035,501.275,47051.0
2013-11-09,497.6,506.082,497.035,501.275,47051.0
2013-11-10,497.6,506.082,497.035,501.275,47051.0
2013-11-11,504.385,508.344,497.317,497.317,28921.0
2013-11-12,500.71,504.951,496.469,503.255,42686.0
2013-11-13,503.255,505.516,500.145,500.145,69504.0
2013-11-14,502.972,506.93,501.275,501.275,48712.0
2013-11-15,504.668,507.495,501.275,502.689,44476.0
2013-11-16,504.668,507.495,501.275,502.689,44476.0
2013-11-17,504.668,507.495,501.275,502.689,44476.0
2013-11-18,498.731,505.516,498.731,503.255,106744.0
2013-11-19,508.909,508.909,499.296,505.516,87434.0
2013-11-20,502.972,502.972,481.767,486.291,195953.0
2013-11-21,486.574,491.097,476.113,476.678,144992.0
2013-11-22,477.244,478.375,467.348,470.458,133546.0
2013-11-23,477.244,478.375,467.348,470.458,133546.0
2013-11-24,477.244,478.375,467.348,470.458,133546.0
2013-11-25,473.003,497.883,463.673,497.883,121791.0
2013-11-26,498.731,506.082,495.904,500.427,222104.0
2013-11-27,499.568,502.719,494.698,501.286,206149.0
2013-11-28,509.88,511.599,494.125,507.875,61791.0
2013-11-29,509.88,521.338,507.875,515.609,162763.0
2013-11-30,509.88,521.338,507.875,515.609,162763.0
2013-12-01,509.88,521.338,507.875,515.609,162763.0
2013-12-02,515.609,517.328,507.588,512.172,118731.0
2013-12-03,513.89,527.067,507.588,510.739,167701.0
2013-12-04,509.307,511.885,497.276,497.276,278509.0
2013-12-05,494.985,515.322,494.985,505.87,166324.0
2013-12-06,521.051,528.499,510.166,524.202,406367.0
2013-12-07,521.051,528.499,510.166,524.202,406367.0
2013-12-08,521.051,528.499,510.166,524.202,406367.0
2013-12-09,526.78,530.218,524.202,527.067,78190.0
2013-12-10,525.062,535.947,525.062,530.504,229999.0
2013-12-11,529.359,541.676,529.359,532.796,79300.0
2013-12-12,532.796,532.796,525.348,526.78,39977.0
2013-12-13,529.359,541.676,526.78,535.66,141584.0
2013-12-14,529.359,541.676,526.78,535.66,141584.0
2013-12-15,529.359,541.676,526.78,535.66,141584.0
2013-12-16,537.093,541.103,533.369,537.379,34446.0
2013-12-17,534.228,542.535,534.228,536.233,68382.0
2013-12-18,535.374,535.374,523.916,525.921,84893.0
2013-12-19,533.082,535.374,523.343,535.374,68721.0
2013-12-20,512.744,533.082,512.744,528.499,85164.0
2013-12-21,512.744,533.082,512.744,528.499,85164.0
2013-12-22,512.744,533.082,512.744,528.499,85164.0
2013-12-23,528.499,529.931,521.051,525.348,34860.0
2013-12-24,527.353,532.796,514.177,525.921,20882.0
2013-12-25,527.353,532.796,514.177,525.921,20882.0
2013-12-26,527.353,532.796,514.177,525.921,20882.0
2013-12-27,528.786,531.937,525.921,531.937,22705.0
2013-12-28,528.786,531.937,525.921,531.937,22705.0
2013-12-29,528.786,531.937,525.921,531.937,22705.0
2013-12-30,524.775,534.228,524.202,530.504,51925.0
2013-12-31,530.504,531.937,513.89,515.609,87545.0
2014-01-01,530.504,531.937,513.89,515.609,87545.0
2014-01-02,518.473,531.937,518.473,526.78,66045.0
2014-01-03,525.921,549.41,525.062,536.806,146550.0
2014-01-04,525.921,549.41,525.062,536.806,146550.0
2014-01-05,525.921,549.41,525.062,536.806,146550.0
2014-01-06,538.811,562.587,538.525,560.868,124904.0
2014-01-07,559.722,559.722,521.338,539.957,258807.0
2014-01-08,543.395,544.254,527.067,527.64,77450.0
2014-01-09,526.494,537.093,526.494,533.942,171837.0
2014-01-10,533.655,535.087,527.64,532.796,95822.0
2014-01-11,533.655,535.087,527.64,532.796,95822.0
2014-01-12,533.655,535.087,527.64,532.796,95822.0
2014-01-13,547.118,547.118,530.791,532.509,108942.0
2014-01-14,528.213,543.967,527.926,543.967,70913.0
2014-01-15,543.967,543.967,534.228,538.238,112231.0
2014-01-16,538.525,546.259,535.087,537.952,87583.0
2014-01-17,540.244,540.244,534.801,537.666,53009.0
2014-01-18,540.244,540.244,534.801,537.666,53009.0
2014-01-19,540.244,540.244,534.801,537.666,53009.0
2014-01-20,541.389,541.389,537.666,540.816,57688.0
2014-01-21,539.098,540.53,534.515,537.379,77300.0
2014-01-22,526.78,544.254,526.78,543.967,94880.0
2014-01-23,539.671,543.681,533.082,535.66,208769.0
2014-01-24,535.374,536.806,528.786,528.786,44037.0
2014-01-25,535.374,536.806,528.786,528.786,44037.0
2014-01-26,535.374,536.806,528.786,528.786,44037.0
2014-01-27,531.65,534.515,518.76,518.76,89453.0
2014-01-28,525.635,531.937,517.328,519.046,32959.0
2014-01-29,524.202,525.062,519.046,521.338,42771.0
2014-01-30,523.916,538.811,520.192,535.947,48080.0
2014-01-31,539.671,539.671,523.343,528.499,48237.0
2014-02-01,539.671,539.671,523.343,528.499,48237.0
2014-02-02,539.671,539.671,523.343,528.499,48237.0
2014-02-03,531.937,532.223,523.63,527.067,85774.0
2014-02-04,522.197,529.359,518.473,518.473,57269.0
2014-02-05,516.468,524.775,503.865,503.865,82276.0
2014-02-06,507.302,521.051,506.729,518.187,57053.0
2014-02-07,522.197,523.916,517.901,521.338,30971.0
2014-02-08,522.197,523.916,517.901,521.338,30971.0
2014-02-09,522.197,523.916,517.901,521.338,30971.0
2014-02-10,516.468,524.202,516.468,520.479,74227.0
2014-02-11,521.338,532.796,506.729,515.609,298627.0
2014-02-12,515.609,516.182,505.583,507.015,430288.0
2014-02-13,507.015,526.78,506.443,523.63,176247.0
2014-02-14,525.635,525.635,516.182,518.473,109235.0
2014-02-15,525.635,525.635,516.182,518.473,109235.0
2014-02-16,525.635,525.635,516.182,518.473,109235.0
2014-02-17,504.151,525.062,504.151,525.062,98600.0
2014-02-18,522.484,526.208,519.046,519.046,338539.0
2014-02-19,519.046,524.202,513.89,523.057,64562.0
2014-02-20,518.473,537.666,518.473,535.66,72394.0
2014-02-21,535.087,549.41,534.801,547.118,91527.0
2014-02-22,535.087,549.41,534.801,547.118,91527.0
2014-02-23,535.087,549.41,534.801,547.118,91527.0
2014-02-24,555.425,559.436,545.4,559.436,172281.0
2014-02-25,559.436,570.034,555.139,568.889,157621.0
2014-02-26,564.305,567.456,552.847,552.847,41591.0
2014-02-27,549.696,566.31,542.535,566.31,48799.0
2014-02-28,564.019,570.321,545.4,569.461,68578.0
2014-03-01,564.019,570.321,545.4,569.461,68578.0
2014-03-02,564.019,570.321,545.4,569.461,68578.0
2014-03-03,567.456,571.467,553.42,561.154,61861.0
2014-03-04,566.883,572.899,558.576,572.899,83431.0
2014-03-05,567.17,570.034,566.024,568.889,35844.0
2014-03-06,568.029,571.753,555.712,557.431,91471.0
2014-03-07,559.722,561.441,549.983,554.28,45232.0
2014-03-08,559.722,561.441,549.983,554.28,45232.0
2014-03-09,559.722,561.441,549.983,554.28,45232.0
2014-03-10,554.566,564.305,550.269,555.998,45371.0
2014-03-11,561.727,561.727,549.124,551.988,70887.0
2014-03-12,545.973,547.691,540.53,545.973,45949.0
2014-03-13,548.837,550.556,540.816,545.4,35671.0
2014-03-14,535.947,548.837,535.947,545.4,34190.0
2014-03-15,535.947,548.837,535.947,545.4,34190.0
2014-03-16,535.947,548.837,535.947,545.4,34190.0
2014-03-17,549.983,550.269,544.254,544.254,51666.0
2014-03-18,541.389,555.712,539.671,544.54,45362.0
2014-03-19,550.875,552.315,542.524,547.708,39236.0
2014-03-20,532.158,549.148,532.158,547.132,50097.0
2014-03-21,531.294,547.996,531.294,546.556,95913.0
2014-03-22,531.294,547.996,531.294,546.556,95913.0
2014-03-23,531.294,547.996,531.294,546.556,95913.0
2014-03-24,552.603,552.603,533.31,542.236,45688.0
2014-03-25,552.603,552.603,539.645,541.373,36219.0
2014-03-26,549.723,549.723,541.948,543.388,33970.0
2014-03-27,545.404,546.844,536.765,544.252,36103.0
2014-03-28,541.373,545.404,527.262,533.597,52541.0
2014-03-29,541.373,545.404,527.262,533.597,52541.0
