,RMV LN Equity,RMV LN Equity,RMV LN Equity,RMV LN Equity,RMV LN Equity
2012-06-20,133.97,135.543,131.96,135.543,1099240.0
2012-06-21,135.456,138.078,134.582,137.291,1991350.0
2012-06-22,136.417,136.417,134.145,134.495,848210.0
2012-06-23,136.417,136.417,134.145,134.495,848210.0
2012-06-24,136.417,136.417,134.145,134.495,848210.0
2012-06-25,132.485,134.669,132.485,133.446,1999050.0
2012-06-26,133.883,134.232,131.611,131.611,2114140.0
2012-06-27,132.135,135.019,131.698,133.97,2215500.0
2012-06-28,134.32,138.078,134.32,138.078,1793410.0
2012-06-29,140.175,142.01,139.126,139.126,1636490.0
2012-06-30,140.175,142.01,139.126,139.126,1636490.0
2012-07-01,140.175,142.01,139.126,139.126,1636490.0
2012-07-02,139.563,141.661,139.563,141.136,1159210.0
2012-07-03,140.962,142.535,139.913,141.486,1078390.0
2012-07-04,140.962,143.059,139.563,140.962,1118690.0
2012-07-05,140.962,142.36,140.35,141.835,1607670.0
2012-07-06,142.36,142.36,141.049,141.136,1286410.0
2012-07-07,142.36,142.36,141.049,141.136,1286410.0
2012-07-08,142.36,142.36,141.049,141.136,1286410.0
2012-07-09,141.573,142.535,140.35,140.35,1042880.0
2012-07-10,141.049,141.049,138.864,139.214,2039610.0
2012-07-11,138.252,139.825,137.553,138.515,3076930.0
2012-07-12,138.515,139.301,135.893,136.068,2204090.0
2012-07-13,136.942,139.214,136.942,138.252,2265350.0
2012-07-14,136.942,139.214,136.942,138.252,2265350.0
2012-07-15,136.942,139.214,136.942,138.252,2265350.0
2012-07-16,138.515,138.952,137.291,138.252,1317170.0
2012-07-17,138.34,138.515,136.767,138.078,1392500.0
2012-07-18,137.816,138.864,137.466,137.728,1165250.0
2012-07-19,138.165,140.0,137.641,138.952,1650760.0
2012-07-20,138.34,139.825,137.99,138.864,905190.0
2012-07-21,138.34,139.825,137.99,138.864,905190.0
2012-07-22,138.34,139.825,137.99,138.864,905190.0
2012-07-23,138.515,138.515,134.844,136.068,917780.0
2012-07-24,136.854,140.175,135.893,136.417,883180.0
2012-07-25,135.543,138.777,134.757,138.34,909180.0
2012-07-26,138.864,138.864,137.116,137.641,1810910.0
2012-07-27,137.641,138.252,136.068,137.204,1463880.0
2012-07-28,137.641,138.252,136.068,137.204,1463880.0
2012-07-29,137.641,138.252,136.068,137.204,1463880.0
2012-07-30,134.058,136.854,134.058,135.631,720880.0
2012-07-31,134.757,137.029,130.387,130.387,1964670.0
2012-08-01,133.359,148.477,133.359,143.758,3663700.0
2012-08-02,144.282,146.992,143.321,143.758,2216250.0
2012-08-03,143.758,145.943,143.409,143.933,1210090.0
2012-08-04,143.758,145.943,143.409,143.933,1210090.0
2012-08-05,143.758,145.943,143.409,143.933,1210090.0
2012-08-06,144.545,145.419,141.573,143.758,1920000.0
2012-08-07,144.02,144.807,140.437,142.272,1112450.0
2012-08-08,142.535,142.797,141.224,141.661,1399060.0
2012-08-09,142.36,143.146,137.116,137.99,2583340.0
2012-08-10,137.641,143.321,135.718,143.321,1836970.0
2012-08-11,137.641,143.321,135.718,143.321,1836970.0
2012-08-12,137.641,143.321,135.718,143.321,1836970.0
2012-08-13,142.884,144.982,141.835,142.884,1191950.0
2012-08-14,143.758,144.545,141.923,143.496,1381320.0
2012-08-15,143.583,146.03,143.059,144.545,753190.0
2012-08-16,145.419,146.205,142.884,143.758,1070550.0
2012-08-17,144.457,146.292,143.234,145.506,896900.0
2012-08-18,144.457,146.292,143.234,145.506,896900.0
2012-08-19,144.457,146.292,143.234,145.506,896900.0
2012-08-20,146.03,147.079,145.331,146.118,875520.0
2012-08-21,149.438,149.438,145.943,146.729,771120.0
2012-08-22,145.855,147.079,142.36,142.36,1510660.0
2012-08-23,144.282,144.282,142.01,142.535,768230.0
2012-08-24,139.563,143.496,139.563,142.098,379220.0
2012-08-25,139.563,143.496,139.563,142.098,379220.0
2012-08-26,139.563,143.496,139.563,142.098,379220.0
2012-08-27,139.563,143.496,139.563,142.098,379220.0
2012-08-28,138.515,141.136,138.078,138.427,751050.0
2012-08-29,138.078,138.952,136.767,137.816,718980.0
2012-08-30,137.204,139.389,136.679,139.389,809790.0
2012-08-31,140.0,141.923,139.563,140.525,1565800.0
2012-09-01,140.0,141.923,139.563,140.525,1565800.0
2012-09-02,140.0,141.923,139.563,140.525,1565800.0
2012-09-03,139.389,142.709,139.389,142.535,1007790.0
2012-09-04,141.399,143.146,140.525,140.525,835810.0
2012-09-05,139.825,142.185,139.651,141.573,811480.0
2012-09-06,141.049,142.797,141.049,142.447,740520.0
2012-09-07,140.612,143.059,139.738,139.738,1077920.0
2012-09-08,140.612,143.059,139.738,139.738,1077920.0
2012-09-09,140.612,143.059,139.738,139.738,1077920.0
2012-09-10,139.825,140.262,138.864,138.952,540580.0
2012-09-11,138.602,139.389,137.553,137.903,848450.0
2012-09-12,137.291,139.301,137.029,138.515,797530.0
2012-09-13,137.903,140.0,137.903,139.913,777510.0
2012-09-14,140.088,142.709,139.563,139.825,1063630.0
2012-09-15,140.088,142.709,139.563,139.825,1063630.0
2012-09-16,140.088,142.709,139.563,139.825,1063630.0
2012-09-17,136.592,139.651,136.592,137.99,952100.0
2012-09-18,138.777,139.301,136.767,137.816,1977080.0
2012-09-19,138.165,138.165,135.806,137.466,1591540.0
2012-09-20,136.505,138.602,136.068,137.291,1460300.0
2012-09-21,136.942,143.059,136.767,136.767,2293810.0
2012-09-22,136.942,143.059,136.767,136.767,2293810.0
2012-09-23,136.942,143.059,136.767,136.767,2293810.0
2012-09-24,137.116,137.116,135.281,136.33,900700.0
2012-09-25,136.854,138.602,135.98,137.903,1186150.0
2012-09-26,136.767,138.777,134.757,137.291,1449400.0
2012-09-27,137.379,137.816,135.98,136.942,1048290.0
2012-09-28,136.942,138.252,136.068,137.029,2506150.0
2012-09-29,136.942,138.252,136.068,137.029,2506150.0
2012-09-30,136.942,138.252,136.068,137.029,2506150.0
2012-10-01,135.98,138.165,134.844,137.816,2444560.0
2012-10-02,136.505,142.36,136.505,141.224,1168200.0
2012-10-03,140.699,141.835,139.389,140.262,618740.0
2012-10-04,140.699,143.496,140.175,141.748,644460.0
2012-10-05,141.661,142.36,139.738,140.874,763850.0
2012-10-06,141.661,142.36,139.738,140.874,763850.0
2012-10-07,141.661,142.36,139.738,140.874,763850.0
2012-10-08,139.913,143.146,139.913,142.01,693400.0
2012-10-09,140.874,142.272,140.088,141.224,479320.0
2012-10-10,142.366,142.454,140.609,140.872,704710.0
2012-10-11,139.202,142.981,139.202,142.015,918110.0
2012-10-12,142.718,142.718,141.224,142.278,897600.0
2012-10-13,142.718,142.718,141.224,142.278,897600.0
2012-10-14,142.718,142.718,141.224,142.278,897600.0
2012-10-15,143.772,143.948,141.927,142.806,708360.0
2012-10-16,142.015,144.387,142.015,143.596,939420.0
2012-10-17,143.684,143.684,138.499,139.993,2218560.0
2012-10-18,140.433,140.784,138.06,140.345,1206810.0
2012-10-19,139.906,140.169,138.236,139.642,1171440.0
2012-10-20,139.906,140.169,138.236,139.642,1171440.0
2012-10-21,139.906,140.169,138.236,139.642,1171440.0
2012-10-22,139.378,141.487,139.378,140.696,1571780.0
2012-10-23,140.433,140.784,138.763,138.763,828270.0
2012-10-24,138.763,141.224,138.587,139.378,1054930.0
2012-10-25,139.027,141.048,138.324,140.169,1195950.0
2012-10-26,139.906,140.872,137.884,140.169,1414140.0
2012-10-27,139.906,140.872,137.884,140.169,1414140.0
2012-10-28,139.906,140.872,137.884,140.169,1414140.0
2012-10-29,139.378,141.487,138.939,140.696,486920.0
2012-10-30,142.366,142.542,139.29,141.663,745910.0
2012-10-31,139.027,142.015,139.027,141.575,1580470.0
2012-11-01,141.224,143.772,140.872,143.069,1046680.0
2012-11-02,142.893,143.509,141.487,142.718,903490.0
2012-11-03,142.893,143.509,141.487,142.718,903490.0
2012-11-04,142.893,143.509,141.487,142.718,903490.0
2012-11-05,143.596,143.596,140.257,140.609,376320.0
2012-11-06,140.696,140.872,138.675,139.73,954790.0
2012-11-07,139.993,142.103,139.378,139.73,1196790.0
2012-11-08,142.015,142.19,139.202,139.29,768610.0
2012-11-09,139.027,140.169,134.984,137.796,2229300.0
2012-11-10,139.027,140.169,134.984,137.796,2229300.0
2012-11-11,139.027,140.169,134.984,137.796,2229300.0
2012-11-12,137.796,138.06,135.336,136.127,2466000.0
2012-11-13,136.127,136.215,134.896,135.336,1511750.0
2012-11-14,135.248,136.039,134.281,134.457,1458070.0
2012-11-15,133.842,133.93,132.084,132.348,1213400.0
2012-11-16,132.436,132.963,129.975,129.975,2163510.0
2012-11-17,132.436,132.963,129.975,129.975,2163510.0
2012-11-18,132.436,132.963,129.975,129.975,2163510.0
2012-11-19,130.59,130.766,128.745,130.151,1077090.0
2012-11-20,130.942,132.084,129.887,130.063,3110320.0
2012-11-21,129.975,130.063,128.833,128.833,2713550.0
2012-11-22,129.536,131.557,129.272,130.766,1342890.0
2012-11-23,130.766,133.051,130.766,131.645,1660290.0
2012-11-24,130.766,133.051,130.766,131.645,1660290.0
2012-11-25,130.766,133.051,130.766,131.645,1660290.0
2012-11-26,132.875,133.578,130.942,131.645,800390.0
2012-11-27,132.348,133.314,131.908,132.524,750330.0
2012-11-28,132.611,133.754,132.172,132.963,1300500.0
2012-11-29,133.139,133.93,132.524,132.963,3104140.0
2012-11-30,132.699,133.842,131.381,131.645,3083830.0
2012-12-01,132.699,133.842,131.381,131.645,3083830.0
2012-12-02,132.699,133.842,131.381,131.645,3083830.0
2012-12-03,132.436,133.139,131.645,131.821,1828630.0
2012-12-04,132.436,132.524,131.205,131.821,4396330.0
2012-12-05,132.26,132.875,131.293,131.996,2226640.0
2012-12-06,131.557,132.524,129.887,131.293,2794570.0
2012-12-07,133.139,133.139,130.854,131.821,2845440.0
2012-12-08,133.139,133.139,130.854,131.821,2845440.0
2012-12-09,133.139,133.139,130.854,131.821,2845440.0
2012-12-10,131.293,132.084,130.59,131.821,3244190.0
2012-12-11,131.557,132.172,128.833,129.624,7192570.0
2012-12-12,129.536,131.293,128.305,130.59,2080370.0
2012-12-13,130.502,130.678,129.711,130.327,2960570.0
2012-12-14,130.063,132.26,130.063,130.59,889210.0
2012-12-15,130.063,132.26,130.063,130.59,889210.0
2012-12-16,130.063,132.26,130.063,130.59,889210.0
2012-12-17,130.766,131.03,128.393,129.184,1018020.0
2012-12-18,129.096,129.975,127.426,128.042,2751780.0
2012-12-19,128.217,128.745,126.196,126.987,2282510.0
2012-12-20,127.075,129.184,125.933,127.954,3243030.0
2012-12-21,127.866,130.942,127.251,128.657,4886110.0
2012-12-22,127.866,130.942,127.251,128.657,4886110.0
2012-12-23,127.866,130.942,127.251,128.657,4886110.0
2012-12-24,128.657,130.239,128.305,129.36,182510.0
2012-12-25,128.657,130.239,128.305,129.36,182510.0
2012-12-26,128.657,130.239,128.305,129.36,182510.0
2012-12-27,128.569,129.711,126.987,126.987,1138360.0
2012-12-28,127.163,127.866,126.46,127.251,773520.0
2012-12-29,127.163,127.866,126.46,127.251,773520.0
2012-12-30,127.163,127.866,126.46,127.251,773520.0
2012-12-31,126.811,128.217,125.669,126.196,305710.0
2013-01-01,126.811,128.217,125.669,126.196,305710.0
2013-01-02,126.196,129.096,126.196,127.602,3176100.0
2013-01-03,127.778,128.92,127.778,128.305,1958790.0
2013-01-04,128.481,130.59,127.69,129.624,2177810.0
2013-01-05,128.481,130.59,127.69,129.624,2177810.0
2013-01-06,128.481,130.59,127.69,129.624,2177810.0
2013-01-07,129.184,131.469,128.13,130.151,2313590.0
2013-01-08,129.887,132.611,129.887,130.766,45670480.0
2013-01-09,131.645,133.49,130.502,132.699,2452540.0
2013-01-10,133.051,134.896,133.051,134.281,1086560.0
2013-01-11,134.281,135.951,134.281,134.984,1592960.0
2013-01-12,134.281,135.951,134.281,134.984,1592960.0
2013-01-13,134.281,135.951,134.281,134.984,1592960.0
2013-01-14,135.424,135.424,133.139,133.578,1853550.0
2013-01-15,133.402,134.721,133.139,134.721,1327610.0
2013-01-16,134.633,135.775,134.105,134.281,1345220.0
2013-01-17,134.457,135.511,133.49,135.072,1161840.0
2013-01-18,135.072,137.796,135.072,137.181,1340490.0
2013-01-19,135.072,137.796,135.072,137.181,1340490.0
2013-01-20,135.072,137.796,135.072,137.181,1340490.0
2013-01-21,137.708,137.708,136.127,136.654,1150890.0
2013-01-22,139.73,141.487,138.851,140.521,2133230.0
2013-01-23,142.278,143.86,140.609,143.509,2286970.0
2013-01-24,144.124,144.563,143.333,144.036,1418510.0
2013-01-25,143.509,147.375,143.509,147.112,2451120.0
2013-01-26,143.509,147.375,143.509,147.112,2451120.0
2013-01-27,143.509,147.375,143.509,147.112,2451120.0
2013-01-28,146.321,148.518,146.321,148.078,2166180.0
2013-01-29,148.078,149.836,147.551,149.66,1710540.0
2013-01-30,149.133,150.363,148.957,150.275,1520480.0
2013-01-31,149.748,150.715,146.672,147.287,2538370.0
2013-02-01,147.639,150.715,147.639,149.133,9176690.0
2013-02-02,147.639,150.715,147.639,149.133,9176690.0
2013-02-03,147.639,150.715,147.639,149.133,9176690.0
2013-02-04,148.781,149.924,148.606,149.221,2637860.0
2013-02-05,149.133,150.451,148.781,149.045,1339920.0
2013-02-06,149.66,149.836,148.43,149.221,3032240.0
2013-02-07,149.66,150.1,148.518,149.397,7336890.0
2013-02-08,149.924,150.978,149.572,150.275,1057270.0
2013-02-09,149.924,150.978,149.572,150.275,1057270.0
2013-02-10,149.924,150.978,149.572,150.275,1057270.0
2013-02-11,150.627,150.978,149.572,150.363,1013700.0
2013-02-12,149.748,150.715,149.397,149.836,1937470.0
2013-02-13,149.397,154.054,149.397,152.472,6412900.0
2013-02-14,152.648,152.912,150.012,150.012,2876810.0
2013-02-15,149.484,150.627,149.045,150.275,7299050.0
2013-02-16,149.484,150.627,149.045,150.275,7299050.0
2013-02-17,149.484,150.627,149.045,150.275,7299050.0
2013-02-18,150.188,151.242,149.572,149.836,14940230.0
2013-02-19,149.836,154.318,149.484,153.878,4350070.0
2013-02-20,154.318,156.163,153.175,154.582,1368910.0
2013-02-21,155.021,155.021,152.209,153.527,1136830.0
2013-02-22,154.23,155.285,153.263,154.23,1997410.0
2013-02-23,154.23,155.285,153.263,154.23,1997410.0
2013-02-24,154.23,155.285,153.263,154.23,1997410.0
2013-02-25,154.054,154.494,153.088,153.703,6574170.0
2013-02-26,152.56,152.736,150.891,152.297,1564930.0
2013-02-27,152.033,152.736,151.418,152.736,2424530.0
2013-02-28,153.0,153.615,150.1,151.418,1970230.0
2013-03-01,155.46,156.779,150.627,154.757,3973080.0
2013-03-02,155.46,156.779,150.627,154.757,3973080.0
2013-03-03,155.46,156.779,150.627,154.757,3973080.0
2013-03-04,158.448,158.624,153.966,155.636,9202230.0
2013-03-05,155.9,159.327,155.9,157.569,3558370.0
2013-03-06,157.921,158.976,157.042,157.394,2636620.0
2013-03-07,157.921,158.272,156.603,157.482,1572990.0
2013-03-08,157.921,157.921,155.724,156.515,1162740.0
2013-03-09,157.921,157.921,155.724,156.515,1162740.0
2013-03-10,157.921,157.921,155.724,156.515,1162740.0
2013-03-11,156.339,156.691,155.109,156.075,1123540.0
2013-03-12,156.339,158.009,155.988,156.339,1130850.0
2013-03-13,156.339,157.042,156.075,156.603,807240.0
2013-03-14,156.603,157.13,155.812,156.603,1176430.0
2013-03-15,156.603,157.657,155.724,156.427,4349690.0
2013-03-16,156.603,157.657,155.724,156.427,4349690.0
2013-03-17,156.603,157.657,155.724,156.427,4349690.0
2013-03-18,155.197,158.009,154.318,158.009,1044290.0
2013-03-19,158.185,158.976,157.394,157.833,1252920.0
2013-03-20,157.833,157.921,155.988,157.042,1486320.0
2013-03-21,158.448,158.712,154.23,155.9,1446250.0
2013-03-22,155.9,156.603,153.791,154.142,1250980.0
2013-03-23,155.9,156.603,153.791,154.142,1250980.0
2013-03-24,155.9,156.603,153.791,154.142,1250980.0
2013-03-25,154.494,159.063,153.966,157.657,1765690.0
2013-03-26,157.921,158.185,156.075,157.042,1289510.0
2013-03-27,157.306,157.657,155.724,156.603,2099170.0
2013-03-28,156.954,158.185,155.9,156.515,2635350.0
2013-03-29,156.954,158.185,155.9,156.515,2635350.0
2013-03-30,156.954,158.185,155.9,156.515,2635350.0
2013-03-31,156.954,158.185,155.9,156.515,2635350.0
2013-04-01,156.954,158.185,155.9,156.515,2635350.0
2013-04-02,156.603,159.591,154.933,158.536,4745810.0
2013-04-03,158.009,158.624,156.075,156.251,4450600.0
2013-04-04,159.063,162.667,157.921,158.712,3895180.0
2013-04-05,159.854,159.854,155.9,156.515,1906220.0
2013-04-06,159.854,159.854,155.9,156.515,1906220.0
2013-04-07,159.854,159.854,155.9,156.515,1906220.0
2013-04-08,156.163,158.536,156.163,158.009,1515270.0
2013-04-09,158.185,159.151,156.603,157.569,1284020.0
2013-04-10,158.976,162.315,158.36,161.788,1442600.0
2013-04-11,162.227,162.579,161.173,161.7,1536780.0
2013-04-12,160.557,162.139,159.415,160.382,1538930.0
2013-04-13,160.557,162.139,159.415,160.382,1538930.0
2013-04-14,160.557,162.139,159.415,160.382,1538930.0
2013-04-15,159.415,160.206,156.779,157.042,2180270.0
2013-04-16,156.691,157.482,155.197,156.691,886140.0
2013-04-17,157.921,157.921,153.878,154.582,1226630.0
2013-04-18,154.582,155.636,153.615,154.494,34758130.0
2013-04-19,155.021,156.866,153.878,155.724,1980990.0
2013-04-20,155.021,156.866,153.878,155.724,1980990.0
2013-04-21,155.021,156.866,153.878,155.724,1980990.0
2013-04-22,156.339,157.394,155.46,156.075,1588140.0
2013-04-23,156.427,160.909,156.251,160.733,2052220.0
2013-04-24,159.942,162.315,159.591,160.557,2272270.0
2013-04-25,160.294,161.7,159.415,159.854,1263060.0
2013-04-26,159.327,160.645,158.185,160.557,1468680.0
2013-04-27,159.327,160.645,158.185,160.557,1468680.0
2013-04-28,159.327,160.645,158.185,160.557,1468680.0
2013-04-29,163.633,166.006,160.645,165.567,5748880.0
2013-04-30,165.479,169.258,165.391,168.818,4175550.0
2013-05-01,168.906,170.927,166.006,170.664,2855060.0
2013-05-02,169.258,171.015,168.203,169.785,3547200.0
2013-05-03,170.224,170.927,167.939,169.785,2271210.0
2013-05-04,170.224,170.927,167.939,169.785,2271210.0
2013-05-05,170.224,170.927,167.939,169.785,2271210.0
2013-05-06,170.224,170.927,167.939,169.785,2271210.0
2013-05-07,168.73,170.312,167.412,167.676,1267150.0
2013-05-08,170.686,176.086,169.535,173.253,7114100.0
2013-05-09,172.368,175.112,172.102,173.607,5934150.0
2013-05-10,174.05,175.378,170.863,175.201,23659340.0
2013-05-11,174.05,175.378,170.863,175.201,23659340.0
2013-05-12,174.05,175.378,170.863,175.201,23659340.0
2013-05-13,175.997,177.945,174.404,176.971,2484380.0
2013-05-14,177.06,178.476,176.263,177.679,1456180.0
2013-05-15,177.414,179.096,176.883,178.742,887830.0
2013-05-16,179.096,182.991,178.388,182.017,2212870.0
2013-05-17,182.195,184.85,181.663,184.85,3835630.0
2013-05-18,182.195,184.85,181.663,184.85,3835630.0
2013-05-19,182.195,184.85,181.663,184.85,3835630.0
2013-05-20,185.382,187.241,184.054,186.09,1779050.0
2013-05-21,185.913,188.303,185.736,188.303,2601880.0
2013-05-22,189.277,189.277,185.559,186.267,1785710.0
2013-05-23,184.496,184.762,175.643,179.804,5270530.0
2013-05-24,184.142,186.71,179.539,181.929,2576150.0
2013-05-25,184.142,186.71,179.539,181.929,2576150.0
2013-05-26,184.142,186.71,179.539,181.929,2576150.0
2013-05-27,184.142,186.71,179.539,181.929,15300.0
2013-05-28,182.903,186.532,182.372,185.913,2493530.0
2013-05-29,185.824,185.824,180.07,181.221,1589270.0
2013-05-30,181.398,184.142,180.601,184.142,1517400.0
2013-05-31,184.496,184.496,181.132,181.132,2127810.0
2013-06-01,184.496,184.496,181.132,181.132,2127810.0
2013-06-02,184.496,184.496,181.132,181.132,2127810.0
2013-06-03,181.044,182.549,179.273,180.778,1137290.0
2013-06-04,180.867,183.08,179.539,181.663,1681680.0
2013-06-05,181.221,181.84,177.945,178.388,1674590.0
2013-06-06,178.653,180.07,178.299,178.476,2021250.0
2013-06-07,179.096,180.335,177.857,179.096,2505370.0
2013-06-08,179.096,180.335,177.857,179.096,2505370.0
2013-06-09,179.096,180.335,177.857,179.096,2505370.0
2013-06-10,180.07,183.257,179.362,182.46,2465970.0
2013-06-11,182.46,183.434,181.663,183.257,1568210.0
2013-06-12,182.726,188.657,182.726,185.647,2820920.0
2013-06-13,184.319,184.319,181.221,183.965,1782540.0
2013-06-14,185.027,185.736,182.195,182.549,1717690.0
2013-06-15,185.027,185.736,182.195,182.549,1717690.0
2013-06-16,185.027,185.736,182.195,182.549,1717690.0
2013-06-17,182.46,183.168,181.132,181.663,1655960.0
2013-06-18,181.929,183.257,181.398,182.017,1452800.0
2013-06-19,182.903,183.434,180.512,182.549,2296060.0
2013-06-20,181.132,181.221,178.476,179.893,2080240.0
2013-06-21,179.893,182.195,177.768,178.034,3965120.0
2013-06-22,179.893,182.195,177.768,178.034,3965120.0
2013-06-23,179.893,182.195,177.768,178.034,3965120.0
2013-06-24,177.148,178.034,173.076,174.581,2064360.0
2013-06-25,176.086,179.007,175.466,177.679,2311700.0
2013-06-26,179.096,182.903,178.211,182.637,1704260.0
2013-06-27,184.585,187.418,182.903,186.621,1421340.0
2013-06-28,185.116,187.064,183.7,184.496,1400320.0
2013-06-29,185.116,187.064,183.7,184.496,1400320.0
2013-06-30,185.116,187.064,183.7,184.496,1400320.0
2013-07-01,185.382,186.975,184.319,186.975,1509540.0
2013-07-02,186.71,190.87,186.71,190.605,1543990.0
2013-07-03,191.225,191.225,188.303,190.428,1329700.0
2013-07-04,192.021,193.526,190.251,193.438,861070.0
2013-07-05,193.084,197.864,193.084,195.208,1308060.0
2013-07-06,193.084,197.864,193.084,195.208,1308060.0
2013-07-07,193.084,197.864,193.084,195.208,1308060.0
2013-07-08,198.484,198.484,194.235,197.599,1570080.0
2013-07-09,197.156,199.369,195.12,197.068,1525270.0
2013-07-10,197.068,200.343,195.385,200.343,1578190.0
2013-07-11,201.848,201.848,198.838,199.635,977630.0
2013-07-12,199.989,204.238,199.989,203.884,1939770.0
2013-07-13,199.989,204.238,199.989,203.884,1939770.0
2013-07-14,199.989,204.238,199.989,203.884,1939770.0
2013-07-15,204.947,208.665,203.176,205.124,1387790.0
2013-07-16,205.655,205.655,202.822,203.53,1202500.0
2013-07-17,203.353,203.53,198.13,202.822,1563610.0
2013-07-18,202.291,204.15,201.848,204.15,1277630.0
2013-07-19,203.619,204.238,202.91,203.619,2343450.0
2013-07-20,203.619,204.238,202.91,203.619,2343450.0
2013-07-21,203.619,204.238,202.91,203.619,2343450.0
2013-07-22,202.733,205.389,202.733,203.884,1170440.0
2013-07-23,203.53,203.884,197.599,197.776,1714060.0
2013-07-24,198.661,199.369,196.005,197.687,1779450.0
2013-07-25,198.13,199.369,196.271,199.192,865010.0
2013-07-26,200.255,204.15,197.51,198.838,1229230.0
2013-07-27,200.255,204.15,197.51,198.838,1229230.0
2013-07-28,200.255,204.15,197.51,198.838,1229230.0
2013-07-29,199.369,201.14,198.307,199.723,1386640.0
2013-07-30,201.405,206.275,201.405,204.504,2028940.0
2013-07-31,203.265,219.554,203.265,215.216,3753180.0
2013-08-01,215.128,218.403,215.128,217.784,2117820.0
2013-08-02,214.862,218.492,214.862,216.456,1559030.0
2013-08-03,214.862,218.492,214.862,216.456,1559030.0
2013-08-04,214.862,218.492,214.862,216.456,1559030.0
2013-08-05,221.944,221.944,215.482,216.101,2948490.0
2013-08-06,215.482,219.289,212.206,216.987,2407190.0
2013-08-07,216.367,218.226,213.711,214.419,1411790.0
2013-08-08,214.242,216.81,213.888,214.596,1362650.0
2013-08-09,215.659,216.544,210.878,211.763,2027610.0
2013-08-10,215.659,216.544,210.878,211.763,2027610.0
2013-08-11,215.659,216.544,210.878,211.763,2027610.0
2013-08-12,212.649,215.836,210.258,211.586,1625520.0
2013-08-13,211.321,213.623,209.55,210.613,1526220.0
2013-08-14,209.727,214.862,209.108,213.534,2460470.0
2013-08-15,215.128,215.128,203.442,203.442,2171800.0
2013-08-16,203.707,204.504,197.245,200.432,4415850.0
2013-08-17,203.707,204.504,197.245,200.432,4415850.0
2013-08-18,203.707,204.504,197.245,200.432,4415850.0
2013-08-19,202.379,209.904,201.228,209.285,2392650.0
2013-08-20,210.436,211.675,208.222,209.108,1350780.0
2013-08-21,208.488,210.967,207.603,208.134,1217020.0
2013-08-22,208.222,210.79,208.045,210.081,1207690.0
2013-08-23,210.701,211.941,208.753,208.931,987270.0
2013-08-24,210.701,211.941,208.753,208.931,987270.0
2013-08-25,210.701,211.941,208.753,208.931,987270.0
2013-08-26,210.701,211.941,208.753,208.931,987270.0
2013-08-27,209.019,209.993,205.743,206.186,1223200.0
2013-08-28,206.009,206.983,201.848,202.114,1507860.0
2013-08-29,202.114,208.665,202.025,208.665,1384700.0
2013-08-30,206.983,208.931,203.707,205.921,1610660.0
2013-08-31,206.983,208.931,203.707,205.921,1610660.0
2013-09-01,206.983,208.931,203.707,205.921,1610660.0
2013-09-02,206.54,210.701,206.54,209.727,2621690.0
2013-09-03,209.373,211.498,206.894,207.603,2518630.0
2013-09-04,207.514,211.055,206.098,211.055,4450260.0
2013-09-05,212.472,213.888,209.993,210.878,1599620.0
2013-09-06,210.613,210.878,208.222,210.878,1151420.0
2013-09-07,210.613,210.878,208.222,210.878,1151420.0
2013-09-08,210.613,210.878,208.222,210.878,1151420.0
2013-09-09,212.295,212.295,209.904,210.613,1417460.0
2013-09-10,210.79,213.623,210.79,212.295,804320.0
2013-09-11,210.878,213.8,210.878,212.029,1119020.0
2013-09-12,212.56,212.56,209.373,210.258,1137100.0
2013-09-13,209.727,212.206,209.639,210.79,1164270.0
2013-09-14,209.727,212.206,209.639,210.79,1164270.0
2013-09-15,209.727,212.206,209.639,210.79,1164270.0
2013-09-16,211.763,212.826,210.081,211.232,1350670.0
2013-09-17,214.331,214.331,207.868,208.576,1515190.0
2013-09-18,209.196,210.613,207.603,208.488,1182500.0
2013-09-19,209.727,211.232,206.806,207.248,1520780.0
2013-09-20,208.488,209.373,203.707,203.707,2233320.0
2013-09-21,208.488,209.373,203.707,203.707,2233320.0
2013-09-22,208.488,209.373,203.707,203.707,2233320.0
2013-09-23,205.035,205.921,202.379,202.379,1776060.0
2013-09-24,202.822,207.16,201.228,206.452,1487870.0
2013-09-25,207.514,207.514,202.114,204.416,1858790.0
2013-09-26,207.16,207.16,204.15,206.54,1262940.0
2013-09-27,207.16,208.222,204.947,207.78,922720.0
2013-09-28,207.16,208.222,204.947,207.78,922720.0
2013-09-29,207.16,208.222,204.947,207.78,922720.0
2013-09-30,205.655,209.727,203.619,209.727,2069470.0
2013-10-01,209.55,211.941,208.665,209.904,2533940.0
2013-10-02,210.258,210.347,206.717,206.983,1811140.0
2013-10-03,206.983,210.081,205.212,206.983,1228960.0
2013-10-04,209.816,212.029,206.54,209.55,2422020.0
2013-10-05,209.816,212.029,206.54,209.55,2422020.0
2013-10-06,209.816,212.029,206.54,209.55,2422020.0
2013-10-07,210.79,210.79,207.426,209.196,1122060.0
2013-10-08,209.462,210.081,208.311,208.931,1382370.0
2013-10-09,210.976,211.065,208.219,209.642,2037620.0
2013-10-10,210.62,211.332,208.041,211.243,1476640.0
2013-10-11,212.31,214.623,211.154,213.467,1352690.0
2013-10-12,212.31,214.623,211.154,213.467,1352690.0
2013-10-13,212.31,214.623,211.154,213.467,1352690.0
2013-10-14,212.666,214.445,212.666,214.267,1219670.0
2013-10-15,216.135,227.075,216.046,224.496,3077120.0
2013-10-16,223.34,227.164,223.34,225.563,1909890.0
