,DEC LN Equity,DEC LN Equity,DEC LN Equity,DEC LN Equity,DEC LN Equity
2023-10-13,1328.495,1332.025,1300.248,1307.309,176853.0
2023-10-14,1328.495,1332.025,1300.248,1307.309,176853.0
2023-10-15,1328.495,1332.025,1300.248,1307.309,176853.0
2023-10-16,1318.785,1318.785,1273.766,1294.951,113666.0
2023-10-17,1302.896,1309.957,1290.538,1309.957,76970.0
2023-10-18,1309.957,1324.081,1294.951,1306.427,84501.0
2023-10-19,1288.772,1294.069,1259.642,1271.118,153819.0
2023-10-20,1276.414,1276.414,1237.574,1249.05,149738.0
2023-10-21,1276.414,1276.414,1237.574,1249.05,149738.0
2023-10-22,1276.414,1276.414,1237.574,1249.05,149738.0
2023-10-23,1260.525,1264.056,1229.63,1264.056,160861.0
2023-10-24,1230.513,1284.359,1230.513,1238.457,193921.0
2023-10-25,1239.34,1242.871,1213.741,1214.624,142668.0
2023-10-26,1217.272,1228.747,1201.383,1206.679,166089.0
2023-10-27,1213.741,1237.574,1211.975,1224.334,141207.0
2023-10-28,1213.741,1237.574,1211.975,1224.334,141207.0
2023-10-29,1213.741,1237.574,1211.975,1224.334,141207.0
2023-10-30,1225.216,1233.161,1194.321,1194.321,123591.0
2023-10-31,1195.204,1203.148,1177.549,1180.198,185289.0
2023-11-01,1189.907,1189.907,1157.247,1183.728,270290.0
2023-11-02,1184.611,1272.0,1184.611,1272.0,99813.0
2023-11-03,1268.47,1294.069,1247.284,1261.408,84866.0
2023-11-04,1268.47,1294.069,1247.284,1261.408,84866.0
2023-11-05,1268.47,1294.069,1247.284,1261.408,84866.0
2023-11-06,1262.291,1268.47,1236.692,1241.988,76797.0
2023-11-07,1232.278,1234.043,1200.5,1209.327,86218.0
2023-11-08,1205.796,1209.327,1169.605,1184.611,402316.0
2023-11-09,1200.5,1226.099,1179.315,1218.155,126569.0
2023-11-10,1191.673,1216.389,1191.673,1199.617,131528.0
2023-11-11,1191.673,1216.389,1191.673,1199.617,131528.0
2023-11-12,1191.673,1216.389,1191.673,1199.617,131528.0
2023-11-13,1198.735,1200.5,1174.901,1176.667,157372.0
2023-11-14,1180.198,1268.47,1162.543,1249.05,247609.0
2023-11-15,1271.118,1308.192,1256.112,1279.945,275818.0
2023-11-16,1279.062,1292.303,1262.291,1272.883,271349.0
2023-11-17,1305.544,1312.606,1268.47,1309.957,146200.0
2023-11-18,1305.544,1312.606,1268.47,1309.957,146200.0
2023-11-19,1305.544,1312.606,1268.47,1309.957,146200.0
2023-11-20,1317.019,1335.556,1279.062,1288.772,138451.0
2023-11-21,1295.834,1296.717,1258.76,1263.173,107683.0
2023-11-22,1270.235,1271.118,1221.685,1242.871,192514.0
2023-11-23,1263.173,1284.359,1249.05,1274.649,153436.0
2023-11-24,1250.815,1279.945,1250.815,1258.76,212216.0
2023-11-25,1250.815,1279.945,1250.815,1258.76,212216.0
2023-11-26,1250.815,1279.945,1250.815,1258.76,212216.0
2023-11-27,1265.821,1271.118,1241.105,1244.636,134171.0
2023-11-28,1277.297,1277.297,1228.747,1235.809,245678.0
2023-11-29,1272.0,1272.0,1202.266,1202.266,179385.0
2023-11-30,1219.846,1243.09,1202.181,1217.987,314298.0
2023-12-01,1249.599,1249.599,1178.007,1209.619,142514.0
2023-12-02,1249.599,1249.599,1178.007,1209.619,142514.0
2023-12-03,1249.599,1249.599,1178.007,1209.619,142514.0
2023-12-04,1207.76,1207.76,1190.094,1197.532,117007.0
2023-12-05,1185.445,1255.177,1185.445,1244.392,260378.0
2023-12-06,1213.71,1258.896,1191.396,1191.396,211572.0
2023-12-07,1185.445,1205.9,1143.606,1190.094,231565.0
2023-12-08,1190.094,1221.241,1190.094,1209.619,184258.0
2023-12-09,1190.094,1221.241,1190.094,1209.619,184258.0
2023-12-10,1190.094,1221.241,1190.094,1209.619,184258.0
2023-12-11,1194.743,1212.408,1171.499,1180.796,178606.0
2023-12-12,1172.894,1191.954,1153.369,1153.833,205780.0
2023-12-13,1145.466,1153.833,1118.967,1152.904,184293.0
2023-12-14,1179.402,1229.144,1179.402,1222.171,251045.0
2023-12-15,1236.582,1273.773,1221.706,1241.696,366847.0
2023-12-16,1236.582,1273.773,1221.706,1241.696,366847.0
2023-12-17,1236.582,1273.773,1221.706,1241.696,366847.0
2023-12-18,1237.512,1264.475,1199.857,1218.452,271855.0
2023-12-19,1191.954,1208.689,939.059,1043.192,2075123.0
2023-12-20,1059.928,1106.416,1006.466,1006.466,566778.0
2023-12-21,998.563,1029.245,976.714,1002.282,332049.0
2023-12-22,1002.282,1018.088,990.66,1017.159,103496.0
2023-12-23,1002.282,1018.088,990.66,1017.159,103496.0
2023-12-24,1002.282,1018.088,990.66,1017.159,103496.0
2023-12-25,1002.282,1018.088,990.66,1017.159,103496.0
2023-12-26,1002.282,1018.088,990.66,1017.159,103496.0
2023-12-27,1025.526,1079.917,1025.526,1079.917,378754.0
2023-12-28,1082.242,1082.242,1029.245,1032.5,175771.0
2023-12-29,1032.5,1038.543,1011.115,1036.684,90590.0
2023-12-30,1032.5,1038.543,1011.115,1036.684,90590.0
2023-12-31,1032.5,1038.543,1011.115,1036.684,90590.0
2024-01-01,1032.5,1038.543,1011.115,1036.684,90590.0
2024-01-02,1045.516,1114.319,1045.051,1114.319,300870.0
2024-01-03,1123.151,1125.476,1086.891,1093.864,424719.0
2024-01-04,1087.82,1145.93,1087.82,1134.308,228044.0
2024-01-05,1134.308,1134.308,1059.463,1095.258,262942.0
2024-01-06,1134.308,1134.308,1059.463,1095.258,262942.0
2024-01-07,1134.308,1134.308,1059.463,1095.258,262942.0
2024-01-08,1082.242,1082.242,1047.841,1059.928,292995.0
2024-01-09,1086.426,1086.426,1037.148,1068.76,135224.0
2024-01-10,1064.576,1078.058,1025.526,1035.754,295094.0
2024-01-11,1042.262,1065.041,1012.975,1019.948,199256.0
2024-01-12,1022.737,1051.56,1022.737,1027.386,215236.0
2024-01-13,1022.737,1051.56,1022.737,1027.386,215236.0
2024-01-14,1022.737,1051.56,1022.737,1027.386,215236.0
2024-01-15,1026.921,1030.175,911.352,929.761,800675.0
2024-01-16,925.856,971.135,912.281,953.935,588223.0
2024-01-17,952.075,952.075,885.597,909.771,620417.0
2024-01-18,908.376,912.096,885.132,887.922,358865.0
2024-01-19,897.219,897.219,814.006,890.711,1257673.0
2024-01-20,897.219,897.219,814.006,890.711,1257673.0
2024-01-21,897.219,897.219,814.006,890.711,1257673.0
2024-01-22,893.5,929.761,886.527,894.43,264335.0
2024-01-23,909.771,911.166,764.728,785.648,1317963.0
2024-01-24,814.936,881.413,789.832,876.3,641578.0
2024-01-25,862.818,886.527,832.136,884.668,262966.0
2024-01-26,899.544,914.885,881.413,881.413,273599.0
2024-01-27,899.544,914.885,881.413,881.413,273599.0
2024-01-28,899.544,914.885,881.413,881.413,273599.0
2024-01-29,875.37,888.387,854.915,877.23,171238.0
2024-01-30,891.641,917.209,850.731,864.678,415569.0
2024-01-31,864.678,867.002,843.293,852.126,269023.0
2024-02-01,855.38,860.029,819.119,840.969,293068.0
2024-02-02,850.731,865.143,834.46,834.46,240018.0
2024-02-03,850.731,865.143,834.46,834.46,240018.0
2024-02-04,850.731,865.143,834.46,834.46,240018.0
2024-02-05,839.109,843.293,828.882,832.601,178102.0
2024-02-06,839.574,857.24,833.066,851.661,167343.0
2024-02-07,878.624,888.852,840.504,845.618,513553.0
2024-02-08,846.083,876.3,838.644,869.327,352862.0
2024-02-09,860.494,869.327,848.407,854.915,220313.0
2024-02-10,860.494,869.327,848.407,854.915,220313.0
2024-02-11,860.494,869.327,848.407,854.915,220313.0
2024-02-12,872.116,872.581,821.909,843.758,329666.0
2024-02-13,860.959,868.397,831.206,851.196,316306.0
2024-02-14,855.845,857.705,833.531,840.969,436897.0
2024-02-15,848.407,878.159,833.531,869.327,739852.0
2024-02-16,869.791,879.554,853.985,869.327,380009.0
2024-02-17,869.791,879.554,853.985,869.327,380009.0
2024-02-18,869.791,879.554,853.985,869.327,380009.0
2024-02-19,873.975,882.343,851.661,856.775,211602.0
2024-02-20,846.547,859.099,833.066,859.099,243339.0
2024-02-21,878.624,889.781,855.38,889.781,279398.0
2024-02-22,904.193,935.34,900.474,914.42,339025.0
2024-02-23,914.885,920.928,873.975,885.597,193783.0
2024-02-24,914.885,920.928,873.975,885.597,193783.0
2024-02-25,914.885,920.928,873.975,885.597,193783.0
2024-02-26,878.624,923.718,856.775,923.718,470270.0
2024-02-27,916.279,939.988,896.29,929.761,370819.0
2024-02-28,929.761,937.199,914.885,914.885,378192.0
2024-02-29,929.5,948.0,918.5,935.5,330571.0
2024-03-01,944.5,961.0,930.0,957.0,441849.0
2024-03-02,944.5,961.0,930.0,957.0,441849.0
2024-03-03,944.5,961.0,930.0,957.0,441849.0
2024-03-04,957.0,980.5,908.5,924.5,475196.0
2024-03-05,910.0,936.0,902.0,928.0,183982.0
2024-03-06,940.0,940.0,913.0,930.0,221444.0
2024-03-07,930.0,942.5,922.5,938.5,194783.0
2024-03-08,940.5,943.0,911.0,930.5,161683.0
2024-03-09,940.5,943.0,911.0,930.5,161683.0
2024-03-10,940.5,943.0,911.0,930.5,161683.0
2024-03-11,950.0,950.0,915.0,922.5,211546.0
2024-03-12,924.0,927.5,915.0,915.0,135730.0
2024-03-13,912.5,927.0,903.0,916.5,151452.0
2024-03-14,920.0,922.5,910.5,910.5,155460.0
2024-03-15,915.0,921.5,910.0,921.5,244020.0
2024-03-16,915.0,921.5,910.0,921.5,244020.0
2024-03-17,915.0,921.5,910.0,921.5,244020.0
2024-03-18,928.0,930.0,915.5,923.5,104730.0
2024-03-19,878.0,900.5,832.0,888.5,968751.0
2024-03-20,890.0,899.5,870.0,882.0,290666.0
2024-03-21,898.5,919.0,887.0,891.0,297528.0
2024-03-22,895.0,915.0,878.0,878.0,253665.0
2024-03-23,895.0,915.0,878.0,878.0,253665.0
2024-03-24,895.0,915.0,878.0,878.0,253665.0
2024-03-25,879.0,899.5,866.0,876.0,216924.0
2024-03-26,868.0,880.5,853.5,854.0,243758.0
2024-03-27,878.5,892.5,854.0,892.5,387737.0
2024-03-28,897.5,952.0,895.0,948.0,355255.0
2024-03-29,897.5,952.0,895.0,948.0,355255.0
2024-03-30,897.5,952.0,895.0,948.0,355255.0
2024-03-31,897.5,952.0,895.0,948.0,355255.0
2024-04-01,897.5,952.0,895.0,948.0,355255.0
2024-04-02,965.5,998.0,952.0,967.5,289650.0
2024-04-03,971.0,987.0,966.5,985.0,402231.0
2024-04-04,1017.0,1020.0,975.0,987.5,294750.0
2024-04-05,975.0,1003.0,955.5,1003.0,237013.0
2024-04-06,975.0,1003.0,955.5,1003.0,237013.0
2024-04-07,975.0,1003.0,955.5,1003.0,237013.0
2024-04-08,980.0,1035.0,980.0,1026.0,307709.0
2024-04-09,1002.0,1068.0,1002.0,1057.0,259680.0
2024-04-10,1059.0,1079.0,1044.0,1079.0,303600.0
2024-04-11,1101.0,1123.0,1090.0,1106.0,456986.0
2024-04-12,1124.0,1173.0,1115.0,1127.0,664674.0
2024-04-13,1124.0,1173.0,1115.0,1127.0,664674.0
2024-04-14,1124.0,1173.0,1115.0,1127.0,664674.0
2024-04-15,1118.0,1123.0,1082.0,1096.0,345345.0
2024-04-16,1080.0,1099.0,1071.0,1092.0,206767.0
2024-04-17,1072.0,1104.0,1069.0,1097.0,247506.0
2024-04-18,1101.0,1114.0,1089.0,1094.0,133452.0
2024-04-19,1091.0,1101.0,1061.0,1074.0,171859.0
2024-04-20,1091.0,1101.0,1061.0,1074.0,171859.0
2024-04-21,1091.0,1101.0,1061.0,1074.0,171859.0
2024-04-22,1085.0,1099.0,1078.0,1090.0,192882.0
2024-04-23,1102.0,1111.0,1081.0,1081.0,274462.0
2024-04-24,1085.0,1085.0,1065.0,1076.0,214802.0
2024-04-25,1060.0,1100.0,1060.0,1092.0,202892.0
2024-04-26,1088.0,1141.0,1084.0,1123.0,202827.0
2024-04-27,1088.0,1141.0,1084.0,1123.0,202827.0
2024-04-28,1088.0,1141.0,1084.0,1123.0,202827.0
2024-04-29,1155.0,1168.0,1126.0,1159.0,275495.0
2024-04-30,1165.0,1190.0,1126.0,1126.0,380228.0
2024-05-01,1166.0,1166.0,1080.0,1081.0,187672.0
