,DEC LN Equity,DEC LN Equity,DEC LN Equity,DEC LN Equity,DEC LN Equity
2020-03-12,771.394,797.343,707.701,707.701,128117.0
2020-03-13,754.881,809.138,719.496,745.445,104208.0
2020-03-14,754.881,809.138,719.496,745.445,104208.0
2020-03-15,754.881,809.138,719.496,745.445,104208.0
2020-03-16,721.855,752.522,667.598,712.419,101881.0
2020-03-17,719.496,731.291,698.265,702.983,57264.0
2020-03-18,695.906,743.086,672.316,743.086,209182.0
2020-03-19,736.009,825.651,736.009,783.189,115403.0
2020-03-20,844.523,849.241,804.42,837.446,61640.0
2020-03-21,844.523,849.241,804.42,837.446,61640.0
2020-03-22,844.523,849.241,804.42,837.446,61640.0
2020-03-23,813.856,863.395,778.471,837.446,45273.0
2020-03-24,872.831,891.703,849.241,891.703,47861.0
2020-03-25,896.421,976.628,872.831,960.115,92647.0
2020-03-26,978.987,981.346,943.602,981.346,33637.0
2020-03-27,967.192,978.987,955.397,976.628,60063.0
2020-03-28,967.192,978.987,955.397,976.628,60063.0
2020-03-29,967.192,978.987,955.397,976.628,60063.0
2020-03-30,964.833,967.192,955.397,967.192,34306.0
2020-03-31,969.551,1037.962,969.551,1037.962,78423.0
2020-04-01,990.782,1019.09,967.192,1001.397,96861.0
2020-04-02,1004.936,1048.577,983.705,1013.192,99004.0
2020-04-03,978.987,1026.167,978.987,1002.577,109701.0
2020-04-04,978.987,1026.167,978.987,1002.577,109701.0
2020-04-05,978.987,1026.167,978.987,1002.577,109701.0
2020-04-06,1002.577,1074.526,1002.577,1050.936,78887.0
2020-04-07,1024.987,1102.834,1023.808,1085.142,106668.0
2020-04-08,1073.347,1114.629,1030.885,1059.193,129076.0
2020-04-09,1059.193,1061.552,1006.115,1032.064,70803.0
2020-04-10,1059.193,1061.552,1006.115,1032.064,70803.0
2020-04-11,1059.193,1061.552,1006.115,1032.064,70803.0
2020-04-12,1059.193,1061.552,1006.115,1032.064,70803.0
2020-04-13,1059.193,1061.552,1006.115,1032.064,70803.0
2020-04-14,1056.834,1060.372,988.423,999.038,80827.0
2020-04-15,1002.577,1002.577,932.986,943.602,77286.0
2020-04-16,943.602,955.397,865.754,937.704,90921.0
2020-04-17,920.012,1048.577,920.012,1034.423,253740.0
2020-04-18,920.012,1048.577,920.012,1034.423,253740.0
2020-04-19,920.012,1048.577,920.012,1034.423,253740.0
2020-04-20,1049.757,1072.167,1003.756,1039.141,76897.0
2020-04-21,1020.269,1091.039,1008.474,1091.039,177395.0
2020-04-22,1108.732,1108.732,1037.962,1079.244,68787.0
2020-04-23,1085.142,1120.527,1082.783,1108.732,54085.0
2020-04-24,1108.732,1118.168,1082.783,1108.732,37420.0
2020-04-25,1108.732,1118.168,1082.783,1108.732,37420.0
2020-04-26,1108.732,1118.168,1082.783,1108.732,37420.0
2020-04-27,1096.937,1108.732,1080.424,1093.398,284360.0
2020-04-28,1094.578,1119.347,1074.526,1104.014,39269.0
2020-04-29,1095.757,1115.809,1043.859,1095.757,116254.0
2020-04-30,1116.988,1116.988,1080.424,1115.809,61647.0
2020-05-01,1098.116,1144.117,1095.757,1132.322,55392.0
2020-05-02,1098.116,1144.117,1095.757,1132.322,55392.0
2020-05-03,1098.116,1144.117,1095.757,1132.322,55392.0
2020-05-04,1132.322,1146.476,1108.732,1144.117,47775.0
2020-05-05,1175.963,1257.349,1155.912,1257.349,207849.0
2020-05-06,1262.067,1297.452,1262.067,1297.452,114299.0
2020-05-07,1280.939,1297.452,1259.708,1283.298,27338.0
2020-05-08,1280.939,1297.452,1259.708,1283.298,27338.0
2020-05-09,1280.939,1297.452,1259.708,1283.298,27338.0
2020-05-10,1280.939,1297.452,1259.708,1283.298,27338.0
2020-05-11,1295.093,1295.093,1273.862,1295.093,15155.0
2020-05-12,1283.298,1332.837,1238.477,1262.067,1097329.0
2020-05-13,1262.067,1271.503,1238.477,1245.554,136366.0
2020-05-14,1226.682,1252.631,1205.451,1221.964,123677.0
2020-05-15,1269.144,1269.144,1172.425,1193.656,279734.0
2020-05-16,1269.144,1269.144,1172.425,1193.656,279734.0
2020-05-17,1269.144,1269.144,1172.425,1193.656,279734.0
2020-05-18,1210.169,1226.682,1196.015,1198.374,172554.0
2020-05-19,1198.374,1210.169,1198.374,1203.092,182953.0
2020-05-20,1203.092,1203.092,1179.502,1191.297,72420.0
2020-05-21,1186.579,1214.887,1186.579,1205.451,94728.0
2020-05-22,1214.887,1243.195,1196.015,1240.836,66181.0
2020-05-23,1214.887,1243.195,1196.015,1240.836,66181.0
2020-05-24,1214.887,1243.195,1196.015,1240.836,66181.0
2020-05-25,1214.887,1243.195,1196.015,1240.836,66181.0
2020-05-26,1250.272,1297.452,1238.477,1250.272,105492.0
2020-05-27,1273.862,1321.042,1257.349,1259.708,99775.0
2020-05-28,1272.551,1328.301,1272.551,1328.301,31897.0
2020-05-29,1333.149,1333.149,1243.464,1258.007,106600.0
2020-05-30,1333.149,1333.149,1243.464,1258.007,106600.0
2020-05-31,1333.149,1333.149,1243.464,1258.007,106600.0
2020-06-01,1272.551,1296.79,1253.16,1289.518,32358.0
2020-06-02,1260.431,1296.79,1260.431,1284.67,28967.0
2020-06-03,1284.67,1330.725,1284.67,1306.486,80820.0
2020-06-04,1291.942,1321.029,1236.192,1284.67,109075.0
2020-06-05,1272.551,1301.638,1272.551,1282.246,45225.0
2020-06-06,1272.551,1301.638,1272.551,1282.246,45225.0
2020-06-07,1272.551,1301.638,1272.551,1282.246,45225.0
2020-06-08,1308.909,1313.757,1262.855,1267.703,79565.0
2020-06-09,1308.909,1308.909,1255.583,1260.431,92104.0
2020-06-10,1272.551,1277.399,1241.04,1265.279,33945.0
2020-06-11,1243.464,1248.312,1211.953,1214.377,21324.0
2020-06-12,1211.953,1231.344,1199.834,1199.834,85605.0
2020-06-13,1211.953,1231.344,1199.834,1199.834,85605.0
2020-06-14,1211.953,1231.344,1199.834,1199.834,85605.0
2020-06-15,1182.866,1211.953,1161.051,1202.258,77774.0
2020-06-16,1210.741,1238.616,1199.834,1224.073,79616.0
2020-06-17,1211.953,1233.768,1199.834,1204.681,32885.0
2020-06-18,1199.834,1243.464,1199.834,1211.953,28397.0
2020-06-19,1202.258,1262.855,1202.258,1224.073,101360.0
2020-06-20,1202.258,1262.855,1202.258,1224.073,101360.0
2020-06-21,1202.258,1262.855,1202.258,1224.073,101360.0
2020-06-22,1228.921,1241.04,1201.046,1201.046,22150.0
2020-06-23,1236.192,1236.192,1196.198,1208.317,25151.0
2020-06-24,1186.502,1197.41,1148.932,1158.627,78448.0
2020-06-25,1176.807,1176.807,1161.051,1163.475,27055.0
2020-06-26,1163.475,1178.018,1135.6,1145.296,24668.0
2020-06-27,1163.475,1178.018,1135.6,1145.296,24668.0
2020-06-28,1163.475,1178.018,1135.6,1145.296,24668.0
2020-06-29,1138.024,1145.296,1119.845,1144.084,349050.0
2020-06-30,1142.872,1174.383,1142.872,1163.475,70276.0
2020-07-01,1175.595,1187.714,1175.595,1182.866,39010.0
2020-07-02,1163.475,1185.29,1163.475,1181.654,32450.0
2020-07-03,1187.714,1187.714,1158.627,1159.839,21368.0
2020-07-04,1187.714,1187.714,1158.627,1159.839,21368.0
2020-07-05,1187.714,1187.714,1158.627,1159.839,21368.0
2020-07-06,1184.078,1185.29,1156.203,1161.051,78829.0
2020-07-07,1164.687,1171.959,1142.872,1165.899,41937.0
2020-07-08,1169.535,1181.654,1163.475,1171.959,51873.0
2020-07-09,1169.535,1175.595,1144.084,1151.356,34404.0
2020-07-10,1140.448,1151.356,1128.328,1136.812,22016.0
2020-07-11,1140.448,1151.356,1128.328,1136.812,22016.0
2020-07-12,1140.448,1151.356,1128.328,1136.812,22016.0
2020-07-13,1139.236,1151.356,1128.328,1145.296,19032.0
2020-07-14,1151.356,1154.991,1139.236,1151.356,24370.0
2020-07-15,1151.356,1173.171,1151.356,1170.747,23214.0
2020-07-16,1174.383,1204.681,1174.383,1204.681,58236.0
2020-07-17,1197.41,1211.953,1197.41,1211.953,57875.0
2020-07-18,1197.41,1211.953,1197.41,1211.953,57875.0
2020-07-19,1197.41,1211.953,1197.41,1211.953,57875.0
2020-07-20,1151.356,1233.768,1151.356,1204.681,90971.0
2020-07-21,1214.377,1238.616,1191.35,1211.953,35300.0
2020-07-22,1211.953,1236.192,1180.442,1199.834,28513.0
2020-07-23,1211.953,1211.953,1167.111,1171.959,27938.0
2020-07-24,1171.959,1191.35,1165.899,1171.959,95567.0
2020-07-25,1171.959,1191.35,1165.899,1171.959,95567.0
2020-07-26,1171.959,1191.35,1165.899,1171.959,95567.0
2020-07-27,1233.768,1233.768,1168.323,1170.747,42365.0
2020-07-28,1175.595,1194.986,1165.899,1168.323,23685.0
2020-07-29,1163.475,1211.953,1161.051,1178.018,21007.0
2020-07-30,1210.741,1210.741,1171.959,1182.866,64364.0
2020-07-31,1203.47,1203.47,1168.323,1168.323,34258.0
2020-08-01,1203.47,1203.47,1168.323,1168.323,34258.0
2020-08-02,1203.47,1203.47,1168.323,1168.323,34258.0
2020-08-03,1199.834,1199.834,1163.475,1179.23,29575.0
2020-08-04,1180.442,1231.344,1175.595,1198.622,45408.0
2020-08-05,1201.046,1231.344,1199.834,1211.953,119993.0
2020-08-06,1224.073,1224.073,1186.502,1210.741,27828.0
2020-08-07,1211.953,1219.225,1205.893,1205.893,22533.0
2020-08-08,1211.953,1219.225,1205.893,1205.893,22533.0
2020-08-09,1211.953,1219.225,1205.893,1205.893,22533.0
2020-08-10,1224.073,1250.736,1221.649,1221.649,105475.0
2020-08-11,1221.649,1272.551,1221.649,1272.551,80338.0
2020-08-12,1270.127,1282.246,1253.16,1267.703,31397.0
2020-08-13,1294.366,1294.366,1255.583,1272.551,39807.0
2020-08-14,1282.246,1308.909,1262.855,1299.214,59250.0
2020-08-15,1282.246,1308.909,1262.855,1299.214,59250.0
2020-08-16,1282.246,1308.909,1262.855,1299.214,59250.0
2020-08-17,1284.67,1359.811,1284.67,1359.811,47569.0
2020-08-18,1357.388,1362.235,1321.029,1325.877,66945.0
2020-08-19,1287.094,1347.692,1287.094,1330.725,125747.0
2020-08-20,1333.149,1335.572,1318.605,1318.605,91102.0
2020-08-21,1330.725,1330.725,1316.181,1325.877,34833.0
2020-08-22,1330.725,1330.725,1316.181,1325.877,34833.0
2020-08-23,1330.725,1330.725,1316.181,1325.877,34833.0
2020-08-24,1333.149,1379.203,1316.181,1325.877,121218.0
2020-08-25,1333.149,1333.149,1316.181,1323.453,186299.0
2020-08-26,1325.877,1352.54,1306.486,1340.42,240311.0
2020-08-27,1340.42,1340.42,1316.181,1318.605,65473.0
2020-08-28,1323.453,1337.996,1323.453,1337.996,112347.0
2020-08-29,1323.453,1337.996,1323.453,1337.996,112347.0
2020-08-30,1323.453,1337.996,1323.453,1337.996,112347.0
2020-08-31,1323.453,1337.996,1323.453,1337.996,112347.0
2020-09-01,1333.149,1340.42,1306.486,1321.029,253133.0
2020-09-02,1321.029,1328.301,1311.333,1318.605,56338.0
2020-09-03,1333.831,1356.186,1331.347,1336.315,58401.0
2020-09-04,1353.702,1363.637,1328.863,1341.283,99682.0
2020-09-05,1353.702,1363.637,1328.863,1341.283,99682.0
2020-09-06,1353.702,1363.637,1328.863,1341.283,99682.0
2020-09-07,1366.121,1366.121,1333.831,1346.25,42564.0
2020-09-08,1351.218,1351.218,1333.831,1333.831,59146.0
2020-09-09,1333.831,1385.992,1313.96,1333.831,353146.0
2020-09-10,1328.863,1336.315,1308.992,1318.928,208067.0
2020-09-11,1316.444,1321.412,1301.541,1321.412,99397.0
2020-09-12,1316.444,1321.412,1301.541,1321.412,99397.0
2020-09-13,1316.444,1321.412,1301.541,1321.412,99397.0
2020-09-14,1328.863,1328.863,1294.089,1294.089,187874.0
2020-09-15,1316.444,1351.218,1289.122,1316.444,121665.0
2020-09-16,1306.509,1316.444,1291.606,1306.509,50019.0
2020-09-17,1311.476,1313.96,1266.767,1291.606,178682.0
2020-09-18,1281.67,1311.476,1259.315,1304.025,2094856.0
2020-09-19,1281.67,1311.476,1259.315,1304.025,2094856.0
2020-09-20,1281.67,1311.476,1259.315,1304.025,2094856.0
2020-09-21,1301.541,1301.541,1261.799,1284.154,62046.0
2020-09-22,1291.606,1299.057,1256.832,1276.702,115909.0
2020-09-23,1279.186,1343.766,1266.767,1336.315,157012.0
2020-09-24,1323.896,1338.799,1311.476,1323.896,169453.0
2020-09-25,1328.863,1328.863,1284.154,1289.122,45057.0
2020-09-26,1328.863,1328.863,1284.154,1289.122,45057.0
2020-09-27,1328.863,1328.863,1284.154,1289.122,45057.0
2020-09-28,1348.734,1348.734,1286.638,1306.509,41500.0
2020-09-29,1304.025,1316.444,1286.638,1306.509,102607.0
2020-09-30,1296.573,1313.96,1291.606,1304.025,36041.0
2020-10-01,1291.606,1311.476,1279.186,1286.638,28489.0
2020-10-02,1304.025,1304.025,1241.928,1266.767,46613.0
2020-10-03,1304.025,1304.025,1241.928,1266.767,46613.0
2020-10-04,1304.025,1304.025,1241.928,1266.767,46613.0
2020-10-05,1276.702,1336.315,1266.767,1328.863,66283.0
2020-10-06,1326.379,1341.283,1326.379,1341.283,59727.0
2020-10-07,1343.766,1343.766,1306.509,1316.444,34058.0
2020-10-08,1321.412,1321.412,1296.573,1304.025,34692.0
2020-10-09,1291.606,1336.315,1291.606,1331.347,97341.0
2020-10-10,1291.606,1336.315,1291.606,1331.347,97341.0
2020-10-11,1291.606,1336.315,1291.606,1331.347,97341.0
2020-10-12,1341.283,1351.218,1326.379,1343.766,118115.0
2020-10-13,1348.734,1348.734,1316.444,1318.928,34687.0
2020-10-14,1323.896,1323.896,1306.509,1311.476,22407.0
2020-10-15,1299.057,1316.444,1294.089,1316.444,57967.0
2020-10-16,1328.863,1341.283,1296.573,1304.025,98204.0
2020-10-17,1328.863,1341.283,1296.573,1304.025,98204.0
2020-10-18,1328.863,1341.283,1296.573,1304.025,98204.0
2020-10-19,1316.444,1328.863,1304.025,1304.025,36323.0
2020-10-20,1304.025,1318.928,1296.573,1304.025,77046.0
2020-10-21,1313.96,1313.96,1294.089,1301.541,35298.0
2020-10-22,1316.444,1326.379,1299.057,1311.476,87235.0
2020-10-23,1318.928,1341.283,1306.509,1316.444,67182.0
2020-10-24,1318.928,1341.283,1306.509,1316.444,67182.0
2020-10-25,1318.928,1341.283,1306.509,1316.444,67182.0
2020-10-26,1304.025,1348.734,1304.025,1313.96,67399.0
2020-10-27,1316.444,1323.896,1308.992,1323.896,169768.0
2020-10-28,1316.444,1341.283,1308.992,1323.896,243449.0
2020-10-29,1341.283,1378.54,1341.283,1371.089,97485.0
2020-10-30,1361.153,1398.411,1361.153,1388.476,109163.0
2020-10-31,1361.153,1398.411,1361.153,1388.476,109163.0
2020-11-01,1361.153,1398.411,1361.153,1388.476,109163.0
2020-11-02,1393.444,1425.734,1376.057,1423.25,101627.0
2020-11-03,1428.218,1460.508,1420.766,1428.218,133020.0
2020-11-04,1425.734,1425.734,1390.96,1398.411,62462.0
2020-11-05,1415.798,1415.798,1381.024,1393.444,286259.0
2020-11-06,1403.379,1403.379,1373.573,1378.54,37093.0
2020-11-07,1403.379,1403.379,1373.573,1378.54,37093.0
2020-11-08,1403.379,1403.379,1373.573,1378.54,37093.0
2020-11-09,1400.895,1400.895,1376.057,1393.444,93424.0
2020-11-10,1403.379,1403.379,1378.54,1388.476,99494.0
2020-11-11,1388.476,1428.218,1388.476,1413.314,279007.0
2020-11-12,1415.798,1428.218,1400.895,1403.379,174732.0
2020-11-13,1395.927,1405.863,1383.508,1390.96,173580.0
2020-11-14,1395.927,1405.863,1383.508,1390.96,173580.0
2020-11-15,1395.927,1405.863,1383.508,1390.96,173580.0
2020-11-16,1398.411,1420.766,1388.476,1390.96,167970.0
2020-11-17,1403.379,1403.379,1376.057,1383.508,165709.0
2020-11-18,1395.927,1395.927,1381.024,1381.024,652117.0
2020-11-19,1383.508,1390.96,1371.089,1378.54,143623.0
2020-11-20,1385.992,1388.476,1373.573,1376.057,81362.0
2020-11-21,1385.992,1388.476,1373.573,1376.057,81362.0
2020-11-22,1385.992,1388.476,1373.573,1376.057,81362.0
2020-11-23,1385.992,1395.927,1371.089,1378.54,77392.0
2020-11-24,1378.54,1395.927,1376.057,1381.024,234217.0
2020-11-25,1395.927,1413.314,1385.992,1388.476,193004.0
2020-11-26,1401.246,1401.246,1368.126,1385.96,100758.0
2020-11-27,1388.508,1388.508,1368.126,1388.508,145783.0
2020-11-28,1388.508,1388.508,1368.126,1388.508,145783.0
2020-11-29,1388.508,1388.508,1368.126,1388.508,145783.0
2020-11-30,1380.864,1403.794,1368.126,1391.055,724147.0
2020-12-01,1398.699,1413.985,1396.151,1403.794,89811.0
2020-12-02,1403.794,1408.889,1368.126,1383.412,530314.0
2020-12-03,1385.96,1391.055,1368.126,1368.126,70198.0
2020-12-04,1368.126,1378.317,1368.126,1373.221,122172.0
2020-12-05,1368.126,1378.317,1368.126,1373.221,122172.0
2020-12-06,1368.126,1378.317,1368.126,1373.221,122172.0
2020-12-07,1375.769,1375.769,1342.649,1347.744,83964.0
2020-12-08,1352.84,1385.96,1324.815,1375.769,212004.0
2020-12-09,1375.769,1401.246,1375.769,1383.412,163958.0
2020-12-10,1393.603,1403.794,1383.412,1393.603,54836.0
2020-12-11,1380.864,1416.533,1380.864,1408.889,52273.0
2020-12-12,1380.864,1416.533,1380.864,1408.889,52273.0
2020-12-13,1380.864,1416.533,1380.864,1408.889,52273.0
2020-12-14,1426.723,1436.914,1413.985,1419.08,48941.0
2020-12-15,1419.08,1434.367,1396.151,1421.628,47576.0
2020-12-16,1439.462,1439.462,1421.628,1431.819,86958.0
2020-12-17,1439.462,1439.462,1416.533,1434.367,35936.0
2020-12-18,1436.914,1436.914,1416.533,1424.176,64571.0
2020-12-19,1436.914,1436.914,1416.533,1424.176,64571.0
2020-12-20,1436.914,1436.914,1416.533,1424.176,64571.0
2020-12-21,1413.985,1419.08,1401.246,1411.437,110546.0
2020-12-22,1419.08,1424.176,1406.342,1424.176,39725.0
2020-12-23,1421.628,1439.462,1421.628,1434.367,68291.0
2020-12-24,1434.367,1444.557,1434.367,1442.01,24994.0
2020-12-25,1434.367,1444.557,1434.367,1442.01,24994.0
2020-12-26,1434.367,1444.557,1434.367,1442.01,24994.0
2020-12-27,1434.367,1444.557,1434.367,1442.01,24994.0
2020-12-28,1434.367,1444.557,1434.367,1442.01,24994.0
2020-12-29,1454.748,1459.844,1434.367,1457.296,66351.0
2020-12-30,1464.939,1475.13,1454.748,1462.392,36750.0
2020-12-31,1470.035,1477.678,1439.462,1439.462,18474.0
2021-01-01,1470.035,1477.678,1439.462,1439.462,18474.0
2021-01-02,1470.035,1477.678,1439.462,1439.462,18474.0
2021-01-03,1470.035,1477.678,1439.462,1439.462,18474.0
2021-01-04,1442.01,1459.844,1436.914,1439.462,58384.0
2021-01-05,1444.557,1452.201,1426.723,1452.201,56753.0
2021-01-06,1452.201,1462.392,1442.01,1454.748,42795.0
2021-01-07,1459.844,1459.844,1444.557,1447.105,51992.0
2021-01-08,1452.201,1454.748,1431.819,1439.462,35320.0
2021-01-09,1452.201,1454.748,1431.819,1439.462,35320.0
2021-01-10,1452.201,1454.748,1431.819,1439.462,35320.0
2021-01-11,1429.271,1439.462,1421.628,1421.628,37255.0
2021-01-12,1421.628,1429.271,1419.08,1426.723,70120.0
2021-01-13,1452.201,1452.201,1429.271,1431.819,55667.0
2021-01-14,1439.462,1457.296,1431.819,1439.462,34139.0
2021-01-15,1439.462,1439.462,1408.889,1426.723,128766.0
2021-01-16,1439.462,1439.462,1408.889,1426.723,128766.0
2021-01-17,1439.462,1439.462,1408.889,1426.723,128766.0
2021-01-18,1447.105,1447.105,1424.176,1429.271,22734.0
2021-01-19,1429.271,1447.105,1426.723,1447.105,39727.0
2021-01-20,1464.939,1470.035,1442.01,1444.557,69392.0
2021-01-21,1470.035,1470.035,1439.462,1447.105,47307.0
2021-01-22,1447.105,1447.105,1434.367,1434.367,32098.0
2021-01-23,1447.105,1447.105,1434.367,1434.367,32098.0
2021-01-24,1447.105,1447.105,1434.367,1434.367,32098.0
2021-01-25,1452.201,1452.201,1421.628,1426.723,61178.0
2021-01-26,1439.462,1454.748,1416.533,1454.748,93553.0
2021-01-27,1459.844,1470.035,1436.914,1470.035,77862.0
2021-01-28,1472.582,1472.582,1449.653,1470.035,39035.0
2021-01-29,1464.939,1475.13,1439.462,1467.487,75849.0
2021-01-30,1464.939,1475.13,1439.462,1467.487,75849.0
2021-01-31,1464.939,1475.13,1439.462,1467.487,75849.0
2021-02-01,1477.678,1510.798,1464.939,1503.155,65284.0
2021-02-02,1470.035,1520.989,1470.035,1515.894,68021.0
2021-02-03,1515.894,1515.894,1482.773,1487.869,59187.0
2021-02-04,1482.773,1498.06,1475.13,1495.512,46339.0
2021-02-05,1515.894,1589.778,1490.416,1577.039,186964.0
2021-02-06,1515.894,1589.778,1490.416,1577.039,186964.0
2021-02-07,1515.894,1589.778,1490.416,1577.039,186964.0
2021-02-08,1584.682,1597.421,1569.396,1592.325,100827.0
2021-02-09,1592.325,1599.968,1577.039,1584.682,54835.0
2021-02-10,1592.325,1592.325,1574.491,1577.039,55191.0
2021-02-11,1561.753,1589.778,1561.753,1561.753,40596.0
2021-02-12,1543.919,1577.039,1543.919,1559.205,41120.0
2021-02-13,1543.919,1577.039,1543.919,1559.205,41120.0
2021-02-14,1543.919,1577.039,1543.919,1559.205,41120.0
2021-02-15,1592.325,1607.612,1569.396,1599.968,72086.0
2021-02-16,1599.968,1638.184,1599.968,1635.637,66316.0
2021-02-17,1648.375,1656.018,1625.446,1638.184,138603.0
2021-02-18,1638.184,1648.375,1625.446,1635.637,33473.0
2021-02-19,1638.184,1638.184,1610.159,1638.184,30844.0
2021-02-20,1638.184,1638.184,1610.159,1638.184,30844.0
2021-02-21,1638.184,1638.184,1610.159,1638.184,30844.0
2021-02-22,1638.184,1643.28,1587.23,1589.778,59334.0
2021-02-23,1612.707,1612.707,1566.848,1571.944,52176.0
2021-02-24,1579.587,1594.873,1556.657,1582.134,114817.0
2021-02-25,1592.325,1617.802,1587.23,1615.255,57358.0
2021-02-26,1592.325,1610.159,1574.491,1592.325,90228.0
2021-02-27,1592.325,1610.159,1574.491,1592.325,90228.0
2021-02-28,1592.325,1610.159,1574.491,1592.325,90228.0
2021-03-01,1617.802,1633.089,1607.612,1625.446,50506.0
2021-03-02,1638.184,1656.018,1607.612,1607.612,237573.0
2021-03-03,1617.802,1668.757,1610.159,1668.757,83205.0
2021-03-04,1674.787,1677.391,1630.508,1653.95,161373.0
2021-03-05,1640.926,1674.787,1635.717,1666.973,63966.0
2021-03-06,1640.926,1674.787,1635.717,1666.973,63966.0
2021-03-07,1640.926,1674.787,1635.717,1666.973,63966.0
2021-03-08,1666.973,1666.973,1614.88,1638.322,110334.0
2021-03-09,1612.275,1656.554,1547.159,1547.159,188602.0
2021-03-10,1549.764,1554.973,1492.462,1536.741,129798.0
2021-03-11,1544.554,1578.415,1518.508,1544.554,82888.0
2021-03-12,1601.857,1601.857,1518.508,1534.136,76079.0
2021-03-13,1601.857,1601.857,1518.508,1534.136,76079.0
2021-03-14,1601.857,1601.857,1518.508,1534.136,76079.0
2021-03-15,1575.81,1575.81,1479.438,1492.462,104825.0
2021-03-16,1505.485,1505.485,1450.787,1461.206,218322.0
2021-03-17,1461.206,1471.624,1450.787,1458.601,106041.0
2021-03-18,1458.601,1487.252,1453.392,1469.02,77296.0
2021-03-19,1479.438,1479.438,1435.159,1450.787,309277.0
2021-03-20,1479.438,1479.438,1435.159,1450.787,309277.0
2021-03-21,1479.438,1479.438,1435.159,1450.787,309277.0
2021-03-22,1458.601,1482.043,1450.787,1463.81,51610.0
2021-03-23,1479.438,1479.438,1445.578,1445.578,66912.0
2021-03-24,1440.369,1466.415,1440.369,1461.206,42680.0
2021-03-25,1458.601,1463.81,1448.183,1448.183,50846.0
2021-03-26,1450.787,1463.81,1450.787,1463.81,52945.0
2021-03-27,1450.787,1463.81,1450.787,1463.81,52945.0
2021-03-28,1450.787,1463.81,1450.787,1463.81,52945.0
2021-03-29,1453.392,1469.02,1450.787,1458.601,42972.0
2021-03-30,1461.206,1479.438,1458.601,1469.02,48129.0
2021-03-31,1471.624,1479.438,1445.578,1445.578,95019.0
2021-04-01,1463.81,1471.624,1445.578,1471.624,67409.0
2021-04-02,1463.81,1471.624,1445.578,1471.624,67409.0
2021-04-03,1463.81,1471.624,1445.578,1471.624,67409.0
2021-04-04,1463.81,1471.624,1445.578,1471.624,67409.0
2021-04-05,1463.81,1471.624,1445.578,1471.624,67409.0
2021-04-06,1482.043,1505.485,1461.206,1492.462,63212.0
2021-04-07,1492.462,1500.275,1476.834,1482.043,63526.0
2021-04-08,1492.462,1492.462,1458.601,1458.601,86765.0
2021-04-09,1466.415,1469.02,1448.183,1463.81,220002.0
2021-04-10,1466.415,1469.02,1448.183,1463.81,220002.0
2021-04-11,1466.415,1469.02,1448.183,1463.81,220002.0
2021-04-12,1510.694,1510.694,1458.601,1482.043,51901.0
2021-04-13,1484.648,1489.857,1461.206,1489.857,93939.0
2021-04-14,1484.648,1497.671,1476.834,1476.834,41741.0
2021-04-15,1487.252,1487.252,1455.997,1455.997,32859.0
2021-04-16,1466.415,1479.438,1461.206,1461.206,58531.0
2021-04-17,1466.415,1479.438,1461.206,1461.206,58531.0
2021-04-18,1466.415,1479.438,1461.206,1461.206,58531.0
2021-04-19,1471.624,1474.229,1458.601,1463.81,34796.0
2021-04-20,1463.81,1471.624,1429.95,1429.95,134306.0
2021-04-21,1437.764,1448.183,1424.741,1448.183,138792.0
2021-04-22,1461.206,1463.81,1432.555,1435.159,178744.0
2021-04-23,1440.369,1442.973,1427.345,1427.345,237602.0
2021-04-24,1440.369,1442.973,1427.345,1427.345,237602.0
2021-04-25,1440.369,1442.973,1427.345,1427.345,237602.0
2021-04-26,1437.764,1440.369,1419.532,1440.369,68672.0
2021-04-27,1435.159,1445.578,1419.532,1445.578,162189.0
2021-04-28,1463.81,1489.857,1442.973,1489.857,35908.0
2021-04-29,1552.368,1552.368,1484.648,1541.95,115566.0
2021-04-30,1591.438,1617.485,1586.229,1588.833,197339.0
2021-05-01,1591.438,1617.485,1586.229,1588.833,197339.0
2021-05-02,1591.438,1617.485,1586.229,1588.833,197339.0
2021-05-03,1591.438,1617.485,1586.229,1588.833,197339.0
2021-05-04,1612.275,1612.275,1552.368,1562.787,54316.0
2021-05-05,1594.043,1594.043,1531.531,1557.578,109404.0
2021-05-06,1573.206,1578.415,1557.578,1573.206,50533.0
2021-05-07,1588.833,1646.136,1575.81,1609.671,80125.0
2021-05-08,1588.833,1646.136,1575.81,1609.671,80125.0
2021-05-09,1588.833,1646.136,1575.81,1609.671,80125.0
2021-05-10,1627.903,1646.136,1596.647,1620.089,36264.0
2021-05-11,1596.647,1609.671,1562.787,1562.787,60012.0
2021-05-12,1562.787,1609.671,1562.787,1573.206,51317.0
2021-05-13,1570.601,1570.601,1539.345,1549.764,41100.0
2021-05-14,1549.764,1562.787,1541.95,1549.764,46884.0
2021-05-15,1549.764,1562.787,1541.95,1549.764,46884.0
2021-05-16,1549.764,1562.787,1541.95,1549.764,46884.0
2021-05-17,1575.81,1575.81,1536.741,1536.741,42082.0
2021-05-18,1562.787,1588.833,1549.764,1588.833,44289.0
2021-05-19,1534.136,1599.252,1534.136,1575.81,32852.0
2021-05-20,1534.136,1607.066,1534.136,1591.438,22341.0
2021-05-21,1453.392,1471.624,1424.741,1458.601,807155.0
2021-05-22,1453.392,1471.624,1424.741,1458.601,807155.0
2021-05-23,1453.392,1471.624,1424.741,1458.601,807155.0
2021-05-24,1471.624,1482.043,1453.392,1482.043,153587.0
