,MONY LN Equity,MONY LN Equity,MONY LN Equity,MONY LN Equity,MONY LN Equity
2014-01-17,130.432,131.365,130.232,130.365,408751.0
2014-01-18,130.432,131.365,130.232,130.365,408751.0
2014-01-19,130.432,131.365,130.232,130.365,408751.0
2014-01-20,131.165,131.365,127.631,128.165,807100.0
2014-01-21,128.565,129.165,127.965,128.365,1033955.0
2014-01-22,128.431,128.431,127.498,127.831,555372.0
2014-01-23,124.897,127.831,124.897,125.697,316922.0
2014-01-24,125.964,126.297,120.363,120.429,619295.0
2014-01-25,125.964,126.297,120.363,120.429,619295.0
2014-01-26,125.964,126.297,120.363,120.429,619295.0
2014-01-27,121.296,121.296,117.295,117.495,417356.0
2014-01-28,118.629,119.963,117.962,119.162,527209.0
2014-01-29,120.363,121.163,116.829,116.829,241078.0
2014-01-30,117.829,118.696,115.228,118.029,640116.0
2014-01-31,119.296,121.696,117.362,118.896,796794.0
2014-02-01,119.296,121.696,117.362,118.896,796794.0
2014-02-02,119.296,121.696,117.362,118.896,796794.0
2014-02-03,117.029,121.096,116.895,117.029,1141875.0
2014-02-04,115.495,117.362,113.961,114.095,877435.0
2014-02-05,114.361,115.028,112.627,113.694,753647.0
2014-02-06,114.361,114.961,112.227,113.828,1379140.0
2014-02-07,114.295,115.895,113.428,113.694,332443.0
2014-02-08,114.295,115.895,113.428,113.694,332443.0
2014-02-09,114.295,115.895,113.428,113.694,332443.0
2014-02-10,114.361,116.829,113.761,115.028,571804.0
2014-02-11,114.695,118.029,114.695,117.362,439350.0
2014-02-12,118.629,119.696,116.962,119.029,655232.0
2014-02-13,118.095,118.095,114.095,114.895,725017.0
2014-02-14,114.895,116.628,114.895,116.362,821236.0
2014-02-15,114.895,116.628,114.895,116.362,821236.0
2014-02-16,114.895,116.628,114.895,116.362,821236.0
2014-02-17,116.695,118.296,115.295,117.629,562485.0
2014-02-18,117.095,118.829,117.095,117.962,409811.0
2014-02-19,116.829,118.029,116.829,117.362,306298.0
2014-02-20,116.762,119.429,116.028,118.362,286698.0
2014-02-21,118.362,123.097,118.362,122.697,931608.0
2014-02-22,118.362,123.097,118.362,122.697,931608.0
2014-02-23,118.362,123.097,118.362,122.697,931608.0
2014-02-24,121.563,123.097,121.03,122.697,399970.0
2014-02-25,122.963,123.297,121.696,122.697,526030.0
2014-02-26,121.563,123.363,121.43,123.363,250547.0
2014-02-27,122.03,122.697,120.563,122.03,318133.0
2014-02-28,121.896,125.697,121.763,124.697,748677.0
2014-03-01,121.896,125.697,121.763,124.697,748677.0
2014-03-02,121.896,125.697,121.763,124.697,748677.0
2014-03-03,123.363,126.031,119.362,120.029,1073509.0
2014-03-04,122.763,127.098,122.697,124.03,2009659.0
2014-03-05,123.363,126.764,122.297,125.697,724258.0
2014-03-06,126.964,127.831,125.364,127.431,845822.0
2014-03-07,127.631,130.699,127.431,129.365,1548862.0
2014-03-08,127.631,130.699,127.431,129.365,1548862.0
2014-03-09,127.631,130.699,127.431,129.365,1548862.0
2014-03-10,128.298,131.565,128.098,130.098,3543516.0
2014-03-11,127.431,131.232,127.431,129.898,454614.0
2014-03-12,129.765,130.899,128.098,129.898,427210.0
2014-03-13,130.699,131.099,127.164,129.765,624455.0
2014-03-14,127.431,130.699,127.431,130.165,321785.0
2014-03-15,127.431,130.699,127.431,130.165,321785.0
2014-03-16,127.431,130.699,127.431,130.165,321785.0
2014-03-17,129.765,131.765,129.765,130.699,258830.0
2014-03-18,123.363,124.83,123.363,124.697,8066684.0
2014-03-19,124.711,125.808,122.174,122.517,6527064.0
2014-03-20,121.214,123.271,120.323,121.831,3385405.0
2014-03-21,121.42,124.505,120.803,124.299,4998320.0
2014-03-22,121.42,124.505,120.803,124.299,4998320.0
2014-03-23,121.42,124.505,120.803,124.299,4998320.0
2014-03-24,124.574,125.465,122.997,123.751,1816802.0
2014-03-25,123.888,127.59,123.545,127.042,880993.0
2014-03-26,127.865,128.207,126.082,127.385,586807.0
2014-03-27,126.973,128.413,126.288,128.207,338320.0
2014-03-28,127.453,129.03,125.671,128.619,2407473.0
2014-03-29,127.453,129.03,125.671,128.619,2407473.0
2014-03-30,127.453,129.03,125.671,128.619,2407473.0
2014-03-31,129.373,129.647,127.179,128.276,388896.0
2014-04-01,128.276,129.442,126.699,128.893,827839.0
2014-04-02,129.51,130.47,127.522,129.51,1084312.0
2014-04-03,129.373,129.579,127.179,127.522,470952.0
2014-04-04,128.55,128.824,126.631,127.248,424984.0
2014-04-05,128.55,128.824,126.631,127.248,424984.0
2014-04-06,128.55,128.824,126.631,127.248,424984.0
2014-04-07,127.179,127.179,123.477,123.888,288464.0
2014-04-08,123.682,124.574,119.02,120.46,726945.0
2014-04-09,120.871,123.545,120.186,120.46,395844.0
2014-04-10,120.597,121.489,115.044,116.552,1103637.0
2014-04-11,115.181,117.443,114.015,115.661,535719.0
2014-04-12,115.181,117.443,114.015,115.661,535719.0
2014-04-13,115.181,117.443,114.015,115.661,535719.0
2014-04-14,114.427,116.278,109.559,110.999,884416.0
2014-04-15,110.93,117.855,110.93,117.032,991993.0
2014-04-16,118.335,119.637,117.855,119.637,698612.0
2014-04-17,119.02,122.037,119.02,121.968,388793.0
2014-04-18,119.02,122.037,119.02,121.968,388793.0
2014-04-19,119.02,122.037,119.02,121.968,388793.0
2014-04-20,119.02,122.037,119.02,121.968,388793.0
2014-04-21,119.02,122.037,119.02,121.968,388793.0
2014-04-22,121.968,128.413,121.968,127.933,709573.0
2014-04-23,126.425,127.179,121.077,122.997,2192526.0
2014-04-24,124.642,126.082,122.174,122.723,5124362.0
2014-04-25,122.723,127.179,122.654,125.808,3450522.0
2014-04-26,122.723,127.179,122.654,125.808,3450522.0
2014-04-27,122.723,127.179,122.654,125.808,3450522.0
2014-04-28,125.396,126.631,123.82,124.779,961314.0
2014-04-29,124.025,126.219,124.025,124.848,722344.0
2014-04-30,125.808,125.808,123.888,124.779,328195.0
2014-05-01,126.082,126.356,124.094,124.779,465911.0
2014-05-02,126.082,127.385,124.985,126.905,1168205.0
2014-05-03,126.082,127.385,124.985,126.905,1168205.0
2014-05-04,126.082,127.385,124.985,126.905,1168205.0
2014-05-05,126.082,127.385,124.985,126.905,1168205.0
2014-05-06,127.522,129.579,126.425,129.03,1525667.0
2014-05-07,128.482,129.716,127.796,129.304,1532434.0
2014-05-08,128.55,129.579,127.728,129.236,1699722.0
2014-05-09,129.853,130.196,128.276,128.276,677565.0
2014-05-10,129.853,130.196,128.276,128.276,677565.0
2014-05-11,129.853,130.196,128.276,128.276,677565.0
2014-05-12,126.768,128.756,125.396,125.396,462963.0
2014-05-13,125.328,126.356,123.888,125.602,606828.0
2014-05-14,126.151,126.151,121.146,121.489,597240.0
2014-05-15,120.597,121.626,117.855,118.129,1030101.0
2014-05-16,118.609,119.157,112.301,116.552,1939984.0
2014-05-17,118.609,119.157,112.301,116.552,1939984.0
2014-05-18,118.609,119.157,112.301,116.552,1939984.0
2014-05-19,115.524,118.815,115.524,118.061,514780.0
2014-05-20,118.403,120.117,117.443,119.295,356217.0
2014-05-21,118.883,120.254,118.54,120.254,246908.0
2014-05-22,121.351,123.271,118.952,119.226,317983.0
2014-05-23,118.952,119.637,116.758,118.609,541961.0
2014-05-24,118.952,119.637,116.758,118.609,541961.0
2014-05-25,118.952,119.637,116.758,118.609,541961.0
2014-05-26,118.952,119.637,116.758,118.609,541961.0
2014-05-27,118.609,120.529,118.266,119.157,315220.0
2014-05-28,118.609,121.009,115.867,116.552,694650.0
2014-05-29,117.649,118.678,117.101,118.54,344906.0
2014-05-30,118.061,121.42,118.061,121.351,648620.0
2014-05-31,118.061,121.42,118.061,121.351,648620.0
2014-06-01,118.061,121.42,118.061,121.351,648620.0
2014-06-02,120.323,126.562,120.323,125.191,824709.0
2014-06-03,124.505,127.453,122.38,122.997,515305.0
2014-06-04,123.888,124.711,121.968,122.38,321718.0
2014-06-05,122.037,124.711,120.323,123.614,281378.0
2014-06-06,123.477,125.945,123.477,125.259,383246.0
2014-06-07,123.477,125.945,123.477,125.259,383246.0
2014-06-08,123.477,125.945,123.477,125.259,383246.0
2014-06-09,125.396,125.534,122.997,125.465,293794.0
2014-06-10,124.985,127.316,124.574,126.836,388923.0
2014-06-11,125.739,127.042,125.465,126.768,713027.0
2014-06-12,127.316,129.304,125.465,127.522,5187805.0
2014-06-13,127.865,127.865,124.917,126.151,573158.0
2014-06-14,127.865,127.865,124.917,126.151,573158.0
2014-06-15,127.865,127.865,124.917,126.151,573158.0
2014-06-16,126.425,126.425,122.86,123.957,454252.0
2014-06-17,123.545,124.711,122.311,123.065,577679.0
2014-06-18,123.614,124.642,122.791,123.408,964833.0
2014-06-19,123.408,125.465,122.585,123.957,855473.0
2014-06-20,123.545,126.562,123.065,125.396,1411682.0
2014-06-21,123.545,126.562,123.065,125.396,1411682.0
2014-06-22,123.545,126.562,123.065,125.396,1411682.0
2014-06-23,124.505,125.945,122.723,123.065,209772.0
2014-06-24,124.231,124.231,122.037,123.408,1162649.0
2014-06-25,123.065,123.408,121.489,122.791,696826.0
2014-06-26,122.448,125.122,122.106,123.614,717196.0
2014-06-27,124.094,126.151,123.408,125.396,374762.0
2014-06-28,124.094,126.151,123.408,125.396,374762.0
2014-06-29,124.094,126.151,123.408,125.396,374762.0
2014-06-30,125.808,129.099,125.191,129.099,630054.0
2014-07-01,129.099,131.567,128.482,130.47,574177.0
2014-07-02,130.264,130.538,126.631,127.385,443651.0
2014-07-03,127.865,131.567,127.11,131.224,470856.0
2014-07-04,131.635,133.555,131.293,133.212,364159.0
2014-07-05,131.635,133.555,131.293,133.212,364159.0
2014-07-06,131.635,133.555,131.293,133.212,364159.0
2014-07-07,132.801,133.212,131.156,132.801,1672691.0
2014-07-08,133.212,133.212,131.567,132.321,462647.0
2014-07-09,131.293,131.704,129.579,129.579,197642.0
2014-07-10,129.236,129.99,126.905,128.207,364619.0
2014-07-11,128.207,130.196,128.207,129.03,527899.0
2014-07-12,128.207,130.196,128.207,129.03,527899.0
2014-07-13,128.207,130.196,128.207,129.03,527899.0
2014-07-14,130.059,130.059,127.59,128.07,269934.0
2014-07-15,127.59,128.619,127.248,128.207,195740.0
2014-07-16,127.865,128.962,126.699,127.796,471287.0
2014-07-17,127.865,128.687,126.768,128.207,469522.0
2014-07-18,127.865,129.304,126.356,129.03,604413.0
2014-07-19,127.865,129.304,126.356,129.03,604413.0
2014-07-20,127.865,129.304,126.356,129.03,604413.0
2014-07-21,129.51,130.538,126.905,127.796,411904.0
2014-07-22,128.139,128.139,124.985,126.288,381847.0
2014-07-23,126.356,128.413,125.945,126.836,1951432.0
2014-07-24,127.865,127.865,126.425,126.562,1361146.0
2014-07-25,126.836,128.002,125.534,126.013,174050.0
2014-07-26,126.836,128.002,125.534,126.013,174050.0
2014-07-27,126.836,128.002,125.534,126.013,174050.0
2014-07-28,126.151,126.151,123.888,125.602,345646.0
2014-07-29,124.985,126.356,124.437,124.779,559907.0
2014-07-30,126.082,130.744,125.191,127.11,559643.0
2014-07-31,128.207,128.207,124.985,127.316,814066.0
2014-08-01,126.425,126.425,121.214,122.311,1135458.0
2014-08-02,126.425,126.425,121.214,122.311,1135458.0
2014-08-03,126.425,126.425,121.214,122.311,1135458.0
2014-08-04,122.174,124.574,120.94,124.094,662453.0
2014-08-05,124.094,126.836,123.888,126.288,438288.0
2014-08-06,125.876,128.002,125.739,126.288,1124468.0
2014-08-07,126.013,128.345,125.808,127.728,267416.0
2014-08-08,126.013,127.933,124.985,126.973,384701.0
2014-08-09,126.013,127.933,124.985,126.973,384701.0
2014-08-10,126.013,127.933,124.985,126.973,384701.0
2014-08-11,126.973,131.567,126.973,130.196,779545.0
2014-08-12,129.647,131.087,129.647,130.95,227794.0
2014-08-13,130.124,133.594,129.985,131.928,320854.0
2014-08-14,131.859,132.692,131.859,131.998,199699.0
2014-08-15,132.553,133.594,131.928,132.9,354100.0
2014-08-16,132.553,133.594,131.928,132.9,354100.0
2014-08-17,132.553,133.594,131.928,132.9,354100.0
2014-08-18,134.149,136.092,132.622,132.622,1028129.0
2014-08-19,133.455,134.635,132.692,133.525,1060544.0
2014-08-20,133.872,134.08,132.553,133.386,564548.0
2014-08-21,134.496,135.051,132.484,133.525,718300.0
2014-08-22,133.941,135.259,133.386,134.704,638462.0
2014-08-23,133.941,135.259,133.386,134.704,638462.0
2014-08-24,133.941,135.259,133.386,134.704,638462.0
2014-08-25,133.941,135.259,133.386,134.704,638462.0
2014-08-26,135.606,136.925,134.774,136.023,697180.0
2014-08-27,135.745,138.66,135.745,135.953,304542.0
2014-08-28,135.468,135.953,134.08,134.913,188780.0
2014-08-29,135.259,135.745,134.635,135.676,272950.0
2014-08-30,135.259,135.745,134.635,135.676,272950.0
2014-08-31,135.259,135.745,134.635,135.676,272950.0
2014-09-01,136.717,137.064,134.843,136.717,117948.0
2014-09-02,135.398,136.647,135.329,136.023,337058.0
2014-09-03,136.647,136.925,134.843,135.606,388796.0
2014-09-04,136.023,136.717,135.121,135.676,324080.0
2014-09-05,137.411,137.411,133.733,134.01,232345.0
2014-09-06,137.411,137.411,133.733,134.01,232345.0
2014-09-07,137.411,137.411,133.733,134.01,232345.0
2014-09-08,133.941,134.01,129.638,130.749,309783.0
2014-09-09,130.124,131.581,128.805,130.679,201679.0
2014-09-10,131.651,133.247,127.07,127.626,401169.0
2014-09-11,128.181,131.859,128.181,130.887,491991.0
2014-09-12,131.443,135.329,130.263,135.329,768126.0
2014-09-13,131.443,135.329,130.263,135.329,768126.0
2014-09-14,131.443,135.329,130.263,135.329,768126.0
2014-09-15,134.982,138.452,133.386,137.688,899869.0
2014-09-16,137.133,137.758,135.329,137.272,320484.0
2014-09-17,136.439,138.868,135.537,135.606,449774.0
2014-09-18,135.676,139.701,135.676,138.035,1653334.0
2014-09-19,138.799,140.256,138.244,139.701,723716.0
2014-09-20,138.799,140.256,138.244,139.701,723716.0
2014-09-21,138.799,140.256,138.244,139.701,723716.0
2014-09-22,138.66,138.868,137.341,137.411,330020.0
2014-09-23,138.452,138.452,136.994,137.411,531247.0
2014-09-24,136.856,136.856,134.635,134.913,737310.0
2014-09-25,134.635,135.676,133.802,134.635,388596.0
2014-09-26,134.149,134.149,130.263,131.234,237154.0
2014-09-27,134.149,134.149,130.263,131.234,237154.0
2014-09-28,134.149,134.149,130.263,131.234,237154.0
2014-09-29,131.859,132.622,130.471,132.622,365416.0
2014-09-30,133.247,137.064,131.859,135.884,364301.0
2014-10-01,135.953,136.925,134.704,136.092,623725.0
2014-10-02,136.925,136.925,132.692,133.455,448137.0
2014-10-03,134.635,135.329,133.872,134.566,454070.0
2014-10-04,134.635,135.329,133.872,134.566,454070.0
2014-10-05,134.635,135.329,133.872,134.566,454070.0
2014-10-06,134.635,135.19,132.969,133.802,192444.0
2014-10-07,133.941,133.941,131.651,133.247,356912.0
2014-10-08,133.178,133.178,128.875,130.124,694632.0
2014-10-09,131.859,132.275,127.14,128.389,749977.0
2014-10-10,127.07,128.736,124.711,127.556,380962.0
2014-10-11,127.07,128.736,124.711,127.556,380962.0
2014-10-12,127.07,128.736,124.711,127.556,380962.0
2014-10-13,126.168,127.279,124.711,125.474,641582.0
2014-10-14,124.988,131.651,124.988,130.679,340583.0
2014-10-15,131.373,132.553,126.307,126.446,405101.0
2014-10-16,129.43,129.916,125.821,128.597,706602.0
2014-10-17,127.209,130.263,126.029,129.083,828060.0
2014-10-18,127.209,130.263,126.029,129.083,828060.0
2014-10-19,127.209,130.263,126.029,129.083,828060.0
2014-10-20,127.834,129.777,127.417,127.764,488510.0
2014-10-21,126.932,131.859,126.932,131.859,389203.0
2014-10-22,132.553,135.051,131.234,134.982,704606.0
2014-10-23,135.259,137.133,133.108,136.231,634152.0
2014-10-24,135.398,135.676,133.108,134.219,1468647.0
2014-10-25,135.398,135.676,133.108,134.219,1468647.0
2014-10-26,135.398,135.676,133.108,134.219,1468647.0
2014-10-27,134.635,134.635,131.859,132.275,220037.0
2014-10-28,132.761,133.316,130.471,131.165,381597.0
2014-10-29,131.443,133.386,129.846,133.039,581965.0
2014-10-30,132.484,137.411,132.484,137.064,455125.0
2014-10-31,136.994,138.799,136.925,138.799,587180.0
2014-11-01,136.994,138.799,136.925,138.799,587180.0
2014-11-02,136.994,138.799,136.925,138.799,587180.0
2014-11-03,137.897,138.938,137.203,138.729,469237.0
2014-11-04,139.493,139.632,138.313,139.146,457419.0
2014-11-05,138.521,140.256,138.521,140.256,655980.0
2014-11-06,139.84,141.089,138.868,140.742,485528.0
2014-11-07,139.84,139.84,136.162,136.162,368382.0
2014-11-08,139.84,139.84,136.162,136.162,368382.0
2014-11-09,139.84,139.84,136.162,136.162,368382.0
2014-11-10,135.606,136.925,134.427,136.856,356798.0
2014-11-11,137.966,142.546,136.994,142.338,908507.0
2014-11-12,143.865,147.751,143.102,147.751,831092.0
2014-11-13,146.433,150.389,146.433,149.278,485616.0
2014-11-14,149.348,151.43,147.127,151.36,761017.0
2014-11-15,149.348,151.43,147.127,151.36,761017.0
2014-11-16,149.348,151.43,147.127,151.36,761017.0
2014-11-17,150.25,152.193,148.723,151.707,397857.0
2014-11-18,152.609,153.512,151.291,152.679,339374.0
2014-11-19,153.72,153.72,151.221,151.985,465772.0
2014-11-20,153.373,153.373,150.597,152.887,339009.0
2014-11-21,152.609,154.83,152.609,154.483,720967.0
2014-11-22,152.609,154.83,152.609,154.483,720967.0
2014-11-23,152.609,154.83,152.609,154.483,720967.0
2014-11-24,154.275,155.385,154.067,154.761,378250.0
2014-11-25,155.941,156.982,155.177,156.982,480269.0
2014-11-26,155.524,157.329,155.524,156.496,308174.0
2014-11-27,155.802,158.578,155.802,157.676,354542.0
2014-11-28,157.19,157.537,156.218,157.467,636254.0
2014-11-29,157.19,157.537,156.218,157.467,636254.0
2014-11-30,157.19,157.537,156.218,157.467,636254.0
2014-12-01,155.455,157.606,155.455,156.288,620216.0
2014-12-02,155.732,157.676,155.385,157.537,325225.0
2014-12-03,156.912,157.953,156.149,156.149,200807.0
2014-12-04,157.537,157.537,156.288,157.329,466709.0
2014-12-05,157.884,157.953,155.802,156.218,2276595.0
2014-12-06,157.884,157.953,155.802,156.218,2276595.0
2014-12-07,157.884,157.953,155.802,156.218,2276595.0
2014-12-08,157.051,157.537,156.496,156.704,223130.0
2014-12-09,156.496,156.496,148.792,149.486,1764896.0
2014-12-10,148.654,153.65,147.89,152.956,304433.0
2014-12-11,152.193,154.483,152.054,152.818,561187.0
2014-12-12,150.736,151.568,147.127,147.196,382034.0
2014-12-13,150.736,151.568,147.127,147.196,382034.0
2014-12-14,150.736,151.568,147.127,147.196,382034.0
2014-12-15,146.433,149.209,145.739,145.739,269889.0
2014-12-16,145.739,148.792,144.767,148.445,417530.0
2014-12-17,146.919,149.348,146.225,148.584,210549.0
2014-12-18,151.152,151.152,148.029,149.001,368519.0
2014-12-19,149.903,151.499,149.209,150.319,700997.0
2014-12-20,149.903,151.499,149.209,150.319,700997.0
2014-12-21,149.903,151.499,149.209,150.319,700997.0
2014-12-22,151.707,153.997,151.083,153.928,187654.0
2014-12-23,154.761,156.426,154.136,156.357,233558.0
2014-12-24,157.19,158.231,150.597,158.231,58794.0
2014-12-25,157.19,158.231,150.597,158.231,58794.0
2014-12-26,157.19,158.231,150.597,158.231,58794.0
2014-12-27,157.19,158.231,150.597,158.231,58794.0
2014-12-28,157.19,158.231,150.597,158.231,58794.0
2014-12-29,158.439,158.439,156.357,157.537,215967.0
2014-12-30,155.871,156.773,155.316,156.218,105620.0
2014-12-31,154.969,164.268,154.969,162.325,249870.0
2015-01-01,154.969,164.268,154.969,162.325,249870.0
2015-01-02,162.048,164.13,161.631,163.713,362082.0
2015-01-03,162.048,164.13,161.631,163.713,362082.0
2015-01-04,162.048,164.13,161.631,163.713,362082.0
2015-01-05,164.477,165.171,161.562,161.562,407962.0
2015-01-06,163.366,163.366,157.051,157.537,470918.0
2015-01-07,158.786,158.994,157.19,157.953,185164.0
2015-01-08,158.717,160.868,158.092,159.688,251809.0
2015-01-09,159.896,163.019,159.133,160.313,288389.0
2015-01-10,159.896,163.019,159.133,160.313,288389.0
2015-01-11,159.896,163.019,159.133,160.313,288389.0
2015-01-12,159.272,161.007,156.426,156.773,283507.0
2015-01-13,160.243,160.243,156.357,157.606,472290.0
2015-01-14,157.467,157.537,154.553,154.969,349897.0
2015-01-15,156.982,156.982,154.761,156.773,765153.0
2015-01-16,157.884,164.615,156.843,164.477,478071.0
2015-01-17,157.884,164.615,156.843,164.477,478071.0
2015-01-18,157.884,164.615,156.843,164.477,478071.0
2015-01-19,163.366,167.6,163.089,167.253,436946.0
2015-01-20,164.477,168.849,164.477,168.849,424138.0
2015-01-21,167.53,173.36,167.53,173.36,506034.0
2015-01-22,171.972,177.663,171.972,176.205,705046.0
2015-01-23,177.663,179.051,176.552,179.051,377756.0
2015-01-24,177.663,179.051,176.552,179.051,377756.0
2015-01-25,177.663,179.051,176.552,179.051,377756.0
2015-01-26,176.899,180.439,176.899,179.745,2529727.0
2015-01-27,181.202,182.243,179.467,180.23,743826.0
2015-01-28,182.451,182.521,179.536,180.994,253875.0
2015-01-29,181.133,182.521,179.467,182.521,264136.0
2015-01-30,184.186,184.186,181.48,182.521,355947.0
2015-01-31,184.186,184.186,181.48,182.521,355947.0
2015-02-01,184.186,184.186,181.48,182.521,355947.0
2015-02-02,183.631,185.366,182.382,185.366,325175.0
2015-02-03,185.296,187.378,182.521,183.423,357097.0
2015-02-04,181.757,181.827,174.887,181.133,1482603.0
2015-02-05,178.634,180.716,177.663,179.953,654418.0
2015-02-06,178.079,183.562,178.079,183.562,552868.0
2015-02-07,178.079,183.562,178.079,183.562,552868.0
2015-02-08,178.079,183.562,178.079,183.562,552868.0
2015-02-09,180.855,182.937,179.051,180.577,1009789.0
2015-02-10,179.606,181.341,177.038,177.94,670399.0
2015-02-11,178.773,178.981,177.246,177.663,724010.0
2015-02-12,178.634,179.051,177.316,177.663,271782.0
2015-02-13,177.593,178.357,175.789,175.858,468753.0
2015-02-14,177.593,178.357,175.789,175.858,468753.0
2015-02-15,177.593,178.357,175.789,175.858,468753.0
2015-02-16,177.038,177.038,175.581,176.969,293077.0
2015-02-17,175.65,179.883,175.65,179.675,474749.0
2015-02-18,178.704,181.133,178.634,180.3,400541.0
2015-02-19,180.577,183.353,179.467,180.022,616408.0
2015-02-20,178.773,182.312,177.732,181.757,242609.0
2015-02-21,178.773,182.312,177.732,181.757,242609.0
2015-02-22,178.773,182.312,177.732,181.757,242609.0
2015-02-23,183.076,184.811,182.521,183.909,421282.0
2015-02-24,185.158,185.296,182.659,183.77,343897.0
2015-02-25,182.312,184.464,181.896,182.798,352391.0
2015-02-26,182.035,183.7,181.271,183.215,381036.0
2015-02-27,186.684,189.946,183.492,189.946,523306.0
2015-02-28,186.684,189.946,183.492,189.946,523306.0
2015-03-01,186.684,189.946,183.492,189.946,523306.0
2015-03-02,188.142,188.142,182.868,185.574,735346.0
2015-03-03,183.423,185.99,166.003,168.918,3632411.0
2015-03-04,167.53,179.745,167.53,179.745,1632662.0
2015-03-05,179.814,189.113,179.467,188.766,591062.0
2015-03-06,188.281,189.807,188.072,188.766,500370.0
2015-03-07,188.281,189.807,188.072,188.766,500370.0
2015-03-08,188.281,189.807,188.072,188.766,500370.0
2015-03-09,184.602,189.807,184.602,189.113,336836.0
2015-03-10,188.35,190.432,187.378,189.113,439471.0
2015-03-11,188.905,190.154,188.142,190.154,645742.0
2015-03-12,189.391,190.085,187.725,189.113,371325.0
2015-03-13,190.848,190.848,188.072,189.46,248240.0
2015-03-14,190.848,190.848,188.072,189.46,248240.0
2015-03-15,190.848,190.848,188.072,189.46,248240.0
2015-03-16,190.848,192.93,190.848,191.889,327063.0
2015-03-17,193.0,193.0,187.448,187.448,308556.0
2015-03-18,190.571,192.375,187.864,189.46,677030.0
2015-03-19,189.807,193.347,188.489,191.542,719619.0
2015-03-20,193.486,200.842,191.542,200.842,989392.0
2015-03-21,193.486,200.842,191.542,200.842,989392.0
2015-03-22,193.486,200.842,191.542,200.842,989392.0
2015-03-23,198.76,200.009,196.4,199.385,496073.0
2015-03-24,196.4,201.12,196.4,198.482,1028511.0
2015-03-25,191.751,192.792,181.133,191.751,2005845.0
2015-03-26,192.594,192.594,188.697,191.885,869461.0
2015-03-27,192.736,193.94,187.634,190.043,805373.0
2015-03-28,192.736,193.94,187.634,190.043,805373.0
2015-03-29,192.736,193.94,187.634,190.043,805373.0
2015-03-30,190.61,192.736,188.909,189.689,1034060.0
2015-03-31,192.452,192.948,188.13,190.822,942936.0
2015-04-01,188.838,192.24,188.272,189.476,1074846.0
2015-04-02,190.114,192.169,190.114,191.035,350288.0
2015-04-03,190.114,192.169,190.114,191.035,350288.0
2015-04-04,190.114,192.169,190.114,191.035,350288.0
2015-04-05,190.114,192.169,190.114,191.035,350288.0
2015-04-06,190.114,192.169,190.114,191.035,350288.0
2015-04-07,191.318,192.736,190.964,191.318,2029177.0
2015-04-08,193.09,193.09,190.822,191.318,1396489.0
2015-04-09,190.043,192.098,190.043,191.106,1035324.0
2015-04-10,190.468,192.807,190.397,191.318,1688586.0
2015-04-11,190.468,192.807,190.397,191.318,1688586.0
2015-04-12,190.468,192.807,190.397,191.318,1688586.0
2015-04-13,191.814,192.523,190.822,191.318,1870408.0
2015-04-14,192.736,196.208,191.744,194.365,1564805.0
2015-04-15,192.311,196.208,192.311,194.932,572732.0
2015-04-16,193.444,194.578,190.185,191.177,735771.0
2015-04-17,192.736,194.436,189.193,189.972,604684.0
2015-04-18,192.736,194.436,189.193,189.972,604684.0
2015-04-19,192.736,194.436,189.193,189.972,604684.0
2015-04-20,189.972,193.161,189.122,190.326,579645.0
2015-04-21,191.46,194.295,191.46,193.373,837741.0
2015-04-22,194.295,195.57,193.161,194.507,1207699.0
2015-04-23,195.074,195.145,191.673,192.594,1355745.0
2015-04-24,193.94,194.507,191.885,192.523,1342152.0
2015-04-25,193.94,194.507,191.885,192.523,1342152.0
2015-04-26,193.94,194.507,191.885,192.523,1342152.0
2015-04-27,193.09,193.303,191.035,192.027,1395728.0
2015-04-28,192.452,194.791,191.035,194.578,1233242.0
2015-04-29,195.428,196.916,194.224,195.003,761434.0
2015-04-30,196.987,200.814,196.066,198.688,2149715.0
2015-05-01,200.459,202.443,196.279,201.026,700098.0
2015-05-02,200.459,202.443,196.279,201.026,700098.0
2015-05-03,200.459,202.443,196.279,201.026,700098.0
2015-05-04,200.459,202.443,196.279,201.026,700098.0
2015-05-05,202.939,204.498,201.168,201.168,822378.0
2015-05-06,202.16,202.443,199.609,201.097,1283431.0
2015-05-07,201.806,208.325,200.318,207.97,1590997.0
2015-05-08,213.356,219.379,213.285,215.34,1818690.0
2015-05-09,213.356,219.379,213.285,215.34,1818690.0
2015-05-10,213.356,219.379,213.285,215.34,1818690.0
2015-05-11,215.41,215.41,210.309,211.726,704426.0
2015-05-12,209.671,211.868,205.207,207.403,756405.0
2015-05-13,208.466,211.868,207.97,209.813,575691.0
2015-05-14,209.883,212.505,209.175,211.868,459235.0
2015-05-15,212.576,216.048,212.434,213.71,544736.0
2015-05-16,212.576,216.048,212.434,213.71,544736.0
2015-05-17,212.576,216.048,212.434,213.71,544736.0
2015-05-18,213.214,215.056,213.214,214.348,486753.0
2015-05-19,201.239,209.246,196.987,208.395,4232150.0
2015-05-20,209.104,212.009,207.97,209.458,636926.0
2015-05-21,210.592,210.592,206.978,209.742,951928.0
2015-05-22,210.734,211.23,209.246,209.317,399595.0
2015-05-23,210.734,211.23,209.246,209.317,399595.0
2015-05-24,210.734,211.23,209.246,209.317,399595.0
2015-05-25,210.734,211.23,209.246,209.317,399595.0
2015-05-26,207.049,209.742,205.915,209.033,432879.0
