,AL US Equity
2023-06-24,1.97
2023-06-25,1.97
2023-06-26,1.939
2023-06-27,1.909
2023-06-28,1.906
2023-06-29,1.92
2023-06-30,1.891
2023-07-01,1.891
2023-07-02,1.891
2023-07-03,1.887
2023-07-04,1.887
2023-07-05,1.902
2023-07-06,1.937
2023-07-07,1.915
2023-07-08,1.915
2023-07-09,1.915
2023-07-10,1.886
2023-07-11,1.859
2023-07-12,1.829
2023-07-13,1.815
2023-07-14,1.865
2023-07-15,1.865
2023-07-16,1.865
2023-07-17,1.886
2023-07-18,1.833
2023-07-19,1.827
2023-07-20,1.805
2023-07-21,1.871
2023-07-22,1.871
2023-07-23,1.871
2023-07-24,1.895
2023-07-25,1.946
2023-07-26,1.956
2023-07-27,1.995
2023-07-28,1.948
2023-07-29,1.948
2023-07-30,1.948
2023-07-31,1.917
2023-08-01,1.922
2023-08-02,1.942
2023-08-03,1.977
2023-08-04,1.967
2023-08-05,1.967
2023-08-06,1.967
2023-08-07,1.934
2023-08-08,1.932
2023-08-09,1.976
2023-08-10,1.994
2023-08-11,1.979
2023-08-12,1.979
2023-08-13,1.979
2023-08-14,1.982
2023-08-15,2.012
2023-08-16,2.026
2023-08-17,2.055
2023-08-18,2.038
2023-08-19,2.038
2023-08-20,2.038
2023-08-21,2.046
2023-08-22,2.043
2023-08-23,2.034
2023-08-24,2.058
2023-08-25,2.055
2023-08-26,2.055
2023-08-27,2.055
2023-08-28,2.016
2023-08-29,2.0
2023-08-30,2.029
2023-08-31,2.017
2023-09-01,2.0
2023-09-02,2.0
2023-09-03,2.0
2023-09-04,2.0
2023-09-05,2.042
2023-09-06,2.011
2023-09-07,2.046
2023-09-08,2.033
2023-09-09,2.033
2023-09-10,2.033
2023-09-11,2.075
2023-09-12,2.108
2023-09-13,2.096
2023-09-14,2.083
2023-09-15,2.062
2023-09-16,2.062
2023-09-17,2.062
2023-09-18,2.037
2023-09-19,2.046
2023-09-20,2.036
2023-09-21,2.045
2023-09-22,2.082
2023-09-23,2.082
2023-09-24,2.082
2023-09-25,2.058
2023-09-26,2.088
2023-09-27,2.076
2023-09-28,2.076
2023-09-29,2.081
2023-09-30,2.081
2023-10-01,2.081
2023-10-02,2.148
2023-10-03,2.222
2023-10-04,2.194
2023-10-05,2.172
2023-10-06,2.172
2023-10-07,2.172
2023-10-08,2.172
2023-10-09,2.244
2023-10-10,2.242
2023-10-11,2.199
2023-10-12,2.248
2023-10-13,2.294
2023-10-14,2.294
2023-10-15,2.294
2023-10-16,2.259
2023-10-17,2.231
2023-10-18,2.343
2023-10-19,2.368
2023-10-20,2.387
2023-10-21,2.387
2023-10-22,2.387
2023-10-23,2.38
2023-10-24,2.381
2023-10-25,2.419
2023-10-26,2.419
2023-10-27,2.428
2023-10-28,2.428
2023-10-29,2.428
2023-10-30,2.405
2023-10-31,2.324
2023-11-01,2.315
2023-11-02,2.277
2023-11-03,2.185
2023-11-04,2.185
2023-11-05,2.185
2023-11-06,2.165
2023-11-07,2.211
2023-11-08,2.191
2023-11-09,2.222
2023-11-10,2.168
2023-11-11,2.168
2023-11-12,2.168
2023-11-13,2.201
2023-11-14,2.169
2023-11-15,2.131
2023-11-16,2.162
2023-11-17,2.107
2023-11-18,2.107
2023-11-19,2.107
2023-11-20,2.12
2023-11-21,2.129
2023-11-22,2.133
2023-11-23,2.133
2023-11-24,2.134
2023-11-25,2.134
2023-11-26,2.134
2023-11-27,2.14
2023-11-28,2.146
2023-11-29,2.137
2023-11-30,2.106
2023-12-01,2.059
2023-12-02,2.059
2023-12-03,2.059
2023-12-04,2.043
2023-12-05,2.075
2023-12-06,2.067
2023-12-07,2.046
2023-12-08,2.024
2023-12-09,2.024
2023-12-10,2.024
2023-12-11,2.027
2023-12-12,2.056
2023-12-13,2.007
2023-12-14,1.929
2023-12-15,1.962
2023-12-16,1.962
2023-12-17,1.962
2023-12-18,1.976
2023-12-19,1.946
2023-12-20,1.975
2023-12-21,1.935
2023-12-22,1.902
2023-12-23,1.902
2023-12-24,1.902
2023-12-25,1.902
2023-12-26,1.906
2023-12-27,1.908
2023-12-28,1.904
2023-12-29,1.909
2023-12-30,1.909
2023-12-31,1.909
2024-01-01,1.909
2024-01-02,1.946
2024-01-03,2.031
2024-01-04,2.009
2024-01-05,1.989
2024-01-06,1.989
2024-01-07,1.989
2024-01-08,1.976
2024-01-09,1.985
2024-01-10,1.96
2024-01-11,1.955
2024-01-12,1.982
2024-01-13,1.982
2024-01-14,1.982
2024-01-15,1.982
2024-01-16,1.988
2024-01-17,1.983
2024-01-18,1.988
2024-01-19,1.955
2024-01-20,1.955
2024-01-21,1.955
2024-01-22,1.926
2024-01-23,1.907
2024-01-24,1.921
2024-01-25,1.897
2024-01-26,1.886
2024-01-27,1.886
2024-01-28,1.886
2024-01-29,1.866
2024-01-30,1.865
2024-01-31,1.924
2024-02-01,1.878
2024-02-02,1.871
2024-02-03,1.871
2024-02-04,1.871
2024-02-05,1.903
2024-02-06,1.893
2024-02-07,1.891
2024-02-08,1.923
2024-02-09,1.915
2024-02-10,1.915
2024-02-11,1.915
2024-02-12,1.891
2024-02-13,1.945
2024-02-14,1.903
2024-02-15,1.866
2024-02-16,2.064
2024-02-17,2.064
2024-02-18,2.064
2024-02-19,2.064
2024-02-20,2.101
2024-02-21,2.154
2024-02-22,2.156
2024-02-23,2.149
2024-02-24,2.149
2024-02-25,2.149
2024-02-26,2.16
2024-02-27,2.157
2024-02-28,2.16
2024-02-29,2.142
2024-03-01,2.153
2024-03-02,2.153
2024-03-03,2.153
2024-03-04,2.051
2024-03-05,2.01
2024-03-06,1.979
2024-03-07,1.958
2024-03-08,1.961
2024-03-09,1.961
2024-03-10,1.961
2024-03-11,1.939
2024-03-12,1.885
2024-03-13,1.843
2024-03-14,1.843
2024-03-15,1.814
2024-03-16,1.814
2024-03-17,1.814
2024-03-18,1.835
2024-03-19,1.845
2024-03-20,1.833
2024-03-21,1.817
2024-03-22,1.771
2024-03-23,1.771
2024-03-24,1.771
2024-03-25,1.741
2024-03-26,1.699
2024-03-27,1.671
2024-03-28,1.649
2024-03-29,1.649
2024-03-30,1.649
2024-03-31,1.649
2024-04-01,1.657
2024-04-02,1.691
2024-04-03,1.681
2024-04-04,1.694
2024-04-05,1.682
2024-04-06,1.682
2024-04-07,1.682
2024-04-08,1.687
