,EIX US Equity
2023-06-23,4.764
2023-06-24,4.764
2023-06-25,4.764
2023-06-26,4.692
2023-06-27,4.652
2023-06-28,4.722
2023-06-29,4.708
2023-06-30,4.648
2023-07-01,4.648
2023-07-02,4.648
2023-07-03,4.623
2023-07-04,4.623
2023-07-05,4.548
2023-07-06,4.6
2023-07-07,4.638
2023-07-08,4.638
2023-07-09,4.638
2023-07-10,4.676
2023-07-11,4.604
2023-07-12,4.533
2023-07-13,4.502
2023-07-14,4.532
2023-07-15,4.532
2023-07-16,4.532
2023-07-17,4.57
2023-07-18,4.604
2023-07-19,4.522
2023-07-20,4.427
2023-07-21,4.379
2023-07-22,4.379
2023-07-23,4.379
2023-07-24,4.37
2023-07-25,4.379
2023-07-26,4.397
2023-07-27,4.474
2023-07-28,4.345
2023-07-29,4.345
2023-07-30,4.345
2023-07-31,4.406
2023-08-01,4.463
2023-08-02,4.431
2023-08-03,4.507
2023-08-04,4.579
2023-08-05,4.579
2023-08-06,4.579
2023-08-07,4.55
2023-08-08,4.504
2023-08-09,4.518
2023-08-10,4.535
2023-08-11,4.498
2023-08-12,4.498
2023-08-13,4.498
2023-08-14,4.547
2023-08-15,4.61
2023-08-16,4.587
2023-08-17,4.624
2023-08-18,4.595
2023-08-19,4.595
2023-08-20,4.595
2023-08-21,4.597
2023-08-22,4.565
2023-08-23,4.54
2023-08-24,4.596
2023-08-25,4.572
2023-08-26,4.572
2023-08-27,4.572
2023-08-28,4.586
2023-08-29,4.557
2023-08-30,4.572
2023-08-31,4.644
2023-09-01,4.67
2023-09-02,4.67
2023-09-03,4.67
2023-09-04,4.67
2023-09-05,4.752
2023-09-06,4.714
2023-09-07,4.649
2023-09-08,4.575
2023-09-09,4.575
2023-09-10,4.575
2023-09-11,4.571
2023-09-12,4.544
2023-09-13,4.515
2023-09-14,4.466
2023-09-15,4.463
2023-09-16,4.463
2023-09-17,4.463
2023-09-18,4.485
2023-09-19,4.551
2023-09-20,4.579
2023-09-21,4.636
2023-09-22,4.692
2023-09-23,4.692
2023-09-24,4.692
2023-09-25,4.722
2023-09-26,4.854
2023-09-27,4.891
2023-09-28,4.966
2023-09-29,4.99
2023-09-30,4.99
2023-10-01,4.99
2023-10-02,5.174
2023-10-03,5.158
2023-10-04,5.158
2023-10-05,5.203
2023-10-06,5.089
2023-10-07,5.089
2023-10-08,5.089
2023-10-09,5.05
2023-10-10,4.991
2023-10-11,4.864
2023-10-12,4.867
2023-10-13,4.807
2023-10-14,4.807
2023-10-15,4.807
2023-10-16,4.774
2023-10-17,4.758
2023-10-18,4.814
2023-10-19,4.934
2023-10-20,5.036
2023-10-21,5.036
2023-10-22,5.036
2023-10-23,5.107
2023-10-24,4.93
2023-10-25,4.989
2023-10-26,4.958
2023-10-27,5.098
2023-10-28,5.098
2023-10-29,5.098
2023-10-30,5.037
2023-10-31,5.008
2023-11-01,4.937
2023-11-02,4.963
2023-11-03,4.93
2023-11-04,4.93
2023-11-05,4.93
2023-11-06,4.944
2023-11-07,4.972
2023-11-08,5.019
2023-11-09,4.999
2023-11-10,4.956
2023-11-11,4.956
2023-11-12,4.956
2023-11-13,5.073
2023-11-14,4.806
2023-11-15,4.838
2023-11-16,4.786
2023-11-17,4.79
2023-11-18,4.79
2023-11-19,4.79
2023-11-20,4.807
2023-11-21,4.819
2023-11-22,4.792
2023-11-23,4.792
2023-11-24,4.796
2023-11-25,4.796
2023-11-26,4.796
2023-11-27,4.765
2023-11-28,4.75
2023-11-29,4.801
2023-11-30,4.714
2023-12-01,4.68
2023-12-02,4.68
2023-12-03,4.68
2023-12-04,4.687
2023-12-05,4.733
2023-12-06,4.702
2023-12-07,4.692
2023-12-08,4.682
2023-12-09,4.682
2023-12-10,4.682
2023-12-11,4.642
2023-12-12,4.67
2023-12-13,4.461
2023-12-14,4.508
2023-12-15,4.526
2023-12-16,4.526
2023-12-17,4.526
2023-12-18,4.544
2023-12-19,4.528
2023-12-20,4.61
2023-12-21,4.6
2023-12-22,4.56
2023-12-23,4.56
2023-12-24,4.56
2023-12-25,4.56
2023-12-26,4.422
2023-12-27,4.406
2023-12-28,4.377
2023-12-29,4.384
2023-12-30,4.384
2023-12-31,4.384
2024-01-01,4.384
2024-01-02,4.335
2024-01-03,4.381
2024-01-04,4.338
2024-01-05,4.324
2024-01-06,4.324
2024-01-07,4.324
2024-01-08,4.288
2024-01-09,4.297
2024-01-10,4.338
2024-01-11,4.409
2024-01-12,4.397
2024-01-13,4.397
2024-01-14,4.397
2024-01-15,4.397
2024-01-16,4.472
2024-01-17,4.528
2024-01-18,4.574
2024-01-19,4.595
2024-01-20,4.595
2024-01-21,4.595
2024-01-22,4.638
2024-01-23,4.683
2024-01-24,4.814
2024-01-25,4.681
2024-01-26,4.649
2024-01-27,4.649
2024-01-28,4.649
2024-01-29,4.635
2024-01-30,4.662
2024-01-31,4.65
2024-02-01,4.595
2024-02-02,4.692
2024-02-03,4.692
2024-02-04,4.692
2024-02-05,4.786
2024-02-06,4.818
2024-02-07,4.795
2024-02-08,4.848
2024-02-09,4.85
2024-02-10,4.85
2024-02-11,4.85
2024-02-12,4.799
2024-02-13,4.872
2024-02-14,4.825
2024-02-15,4.721
2024-02-16,4.732
2024-02-17,4.732
2024-02-18,4.732
2024-02-19,4.732
2024-02-20,4.716
2024-02-21,4.618
2024-02-22,4.654
2024-02-23,4.612
2024-02-24,4.612
2024-02-25,4.612
2024-02-26,4.73
2024-02-27,4.649
2024-02-28,4.64
2024-02-29,4.628
2024-03-01,4.73
2024-03-02,4.73
2024-03-03,4.73
2024-03-04,4.666
2024-03-05,4.691
2024-03-06,4.615
2024-03-07,4.568
2024-03-08,4.547
2024-03-09,4.547
2024-03-10,4.547
2024-03-11,4.54
2024-03-12,4.535
2024-03-13,4.523
2024-03-14,4.602
2024-03-15,4.579
2024-03-16,4.579
2024-03-17,4.579
2024-03-18,4.569
2024-03-19,4.538
2024-03-20,4.538
2024-03-21,4.495
2024-03-22,4.534
2024-03-23,4.534
2024-03-24,4.534
2024-03-25,4.556
2024-03-26,4.623
2024-03-27,4.493
2024-03-28,4.408
2024-03-29,4.408
2024-03-30,4.408
2024-03-31,4.408
2024-04-01,4.422
2024-04-02,4.442
2024-04-03,4.456
2024-04-04,4.46
2024-04-05,4.398
2024-04-06,4.398
2024-04-07,4.398
2024-04-08,4.407
