,VEI NO Equity,VEI NO Equity,VEI NO Equity,VEI NO Equity,VEI NO Equity
2013-05-07,23.129,23.341,22.97,23.341,128906.0
2013-05-08,23.448,23.766,22.917,23.076,38411.0
2013-05-09,23.448,23.766,22.917,23.076,38411.0
2013-05-10,22.811,23.288,22.811,23.288,8969.0
2013-05-11,22.811,23.288,22.811,23.288,8969.0
2013-05-12,22.811,23.288,22.811,23.288,8969.0
2013-05-13,23.076,23.501,23.076,23.341,52627.0
2013-05-14,23.341,23.872,23.341,23.872,132263.0
2013-05-15,23.872,24.933,23.872,24.88,135041.0
2013-05-16,24.455,25.145,24.402,25.145,102613.0
2013-05-17,24.455,25.145,24.402,25.145,102613.0
2013-05-18,24.455,25.145,24.402,25.145,102613.0
2013-05-19,24.455,25.145,24.402,25.145,102613.0
2013-05-20,24.455,25.145,24.402,25.145,102613.0
2013-05-21,25.145,25.251,24.933,25.092,112770.0
2013-05-22,24.986,25.092,24.668,24.668,34556.0
2013-05-23,24.774,24.827,24.455,24.562,94331.0
2013-05-24,24.721,24.986,24.455,24.668,48860.0
2013-05-25,24.721,24.986,24.455,24.668,48860.0
2013-05-26,24.721,24.986,24.455,24.668,48860.0
2013-05-27,24.455,24.933,24.455,24.668,13173.0
2013-05-28,24.668,25.198,24.668,25.198,25621.0
2013-05-29,25.092,25.092,24.827,24.933,69514.0
2013-05-30,24.986,25.198,24.774,25.145,36616.0
2013-05-31,24.88,25.145,24.774,24.933,40517.0
2013-06-01,24.88,25.145,24.774,24.933,40517.0
2013-06-02,24.88,25.145,24.774,24.933,40517.0
2013-06-03,25.145,25.41,24.986,25.41,95336.0
2013-06-04,25.41,25.463,24.933,25.198,35957.0
2013-06-05,24.933,25.463,24.933,25.463,59981.0
2013-06-06,25.092,25.357,25.039,25.039,25066.0
2013-06-07,25.039,25.198,24.933,25.198,38052.0
2013-06-08,25.039,25.198,24.933,25.198,38052.0
2013-06-09,25.039,25.198,24.933,25.198,38052.0
2013-06-10,25.039,25.41,24.986,25.357,60378.0
2013-06-11,25.198,25.198,24.774,24.88,94306.0
2013-06-12,24.668,25.145,24.668,25.145,18417.0
2013-06-13,24.721,24.933,24.721,24.774,18403.0
2013-06-14,25.145,25.145,24.774,24.933,61927.0
2013-06-15,25.145,25.145,24.774,24.933,61927.0
2013-06-16,25.145,25.145,24.774,24.933,61927.0
2013-06-17,24.774,24.933,24.509,24.562,26198.0
2013-06-18,24.615,24.827,24.562,24.774,24845.0
2013-06-19,24.721,24.774,24.615,24.721,19980.0
2013-06-20,24.668,25.198,24.668,24.827,193746.0
2013-06-21,25.198,25.198,24.615,25.092,48318.0
2013-06-22,25.198,25.198,24.615,25.092,48318.0
2013-06-23,25.198,25.198,24.615,25.092,48318.0
2013-06-24,24.668,24.933,24.19,24.296,35848.0
2013-06-25,24.137,24.721,24.137,24.615,30139.0
2013-06-26,24.402,25.092,24.402,24.986,62734.0
2013-06-27,24.986,25.145,24.827,25.039,39012.0
2013-06-28,25.039,25.039,24.402,24.668,32250.0
2013-06-29,25.039,25.039,24.402,24.668,32250.0
2013-06-30,25.039,25.039,24.402,24.668,32250.0
2013-07-01,24.615,24.668,24.137,24.402,36071.0
2013-07-02,24.084,25.039,24.084,25.039,40385.0
2013-07-03,24.455,24.668,24.137,24.19,36461.0
2013-07-04,24.827,24.933,24.402,24.933,27882.0
2013-07-05,24.933,24.933,24.402,24.668,37040.0
2013-07-06,24.933,24.933,24.402,24.668,37040.0
2013-07-07,24.933,24.933,24.402,24.668,37040.0
2013-07-08,24.668,24.668,24.509,24.668,5879.0
2013-07-09,24.668,24.668,24.402,24.402,14088.0
2013-07-10,24.402,24.668,24.402,24.562,2180.0
2013-07-11,24.349,24.615,24.349,24.615,35084.0
2013-07-12,24.615,24.933,24.562,24.933,59768.0
2013-07-13,24.615,24.933,24.562,24.933,59768.0
2013-07-14,24.615,24.933,24.562,24.933,59768.0
2013-07-15,24.933,24.986,24.721,24.986,81949.0
2013-07-16,25.039,25.039,24.827,24.933,73106.0
2013-07-17,24.933,25.039,24.933,25.039,22447.0
2013-07-18,25.039,25.039,24.827,25.039,10816.0
2013-07-19,25.039,25.463,25.039,25.463,51297.0
2013-07-20,25.039,25.463,25.039,25.463,51297.0
2013-07-21,25.039,25.463,25.039,25.463,51297.0
2013-07-22,25.463,25.463,25.145,25.463,11960.0
2013-07-23,25.463,25.463,25.251,25.357,3174.0
2013-07-24,25.357,25.57,25.145,25.516,94358.0
2013-07-25,25.676,25.676,25.251,25.516,26330.0
2013-07-26,25.57,25.57,25.463,25.516,15728.0
2013-07-27,25.57,25.57,25.463,25.516,15728.0
2013-07-28,25.57,25.57,25.463,25.516,15728.0
2013-07-29,25.623,25.676,25.463,25.516,29213.0
2013-07-30,25.357,25.623,25.251,25.251,9384.0
2013-07-31,25.304,25.516,25.304,25.41,26052.0
2013-08-01,25.463,25.623,25.463,25.463,48484.0
2013-08-02,25.41,25.463,25.357,25.357,9382.0
2013-08-03,25.41,25.463,25.357,25.357,9382.0
2013-08-04,25.41,25.463,25.357,25.357,9382.0
2013-08-05,25.357,25.41,25.251,25.304,19505.0
2013-08-06,25.304,25.304,24.933,24.933,14114.0
2013-08-07,24.933,25.357,24.88,25.357,20844.0
2013-08-08,25.251,25.357,25.039,25.357,19766.0
2013-08-09,25.039,25.41,25.039,25.251,15528.0
2013-08-10,25.039,25.41,25.039,25.251,15528.0
2013-08-11,25.039,25.41,25.039,25.251,15528.0
2013-08-12,25.41,25.729,25.304,25.729,40618.0
2013-08-13,25.729,25.782,25.463,25.516,16517.0
2013-08-14,25.516,25.729,25.304,25.623,32151.0
2013-08-15,25.623,25.623,24.243,24.402,43762.0
2013-08-16,24.137,24.615,24.137,24.243,3332.0
2013-08-17,24.137,24.615,24.137,24.243,3332.0
2013-08-18,24.137,24.615,24.137,24.243,3332.0
2013-08-19,24.243,24.402,24.137,24.19,11983.0
2013-08-20,24.19,24.615,24.19,24.19,9050.0
2013-08-21,24.668,24.827,24.243,24.402,34065.0
2013-08-22,24.402,24.668,24.296,24.402,55723.0
2013-08-23,24.402,24.509,24.349,24.402,20680.0
2013-08-24,24.402,24.509,24.349,24.402,20680.0
2013-08-25,24.402,24.509,24.349,24.402,20680.0
2013-08-26,24.455,24.615,24.19,24.19,24853.0
2013-08-27,24.19,24.296,22.811,23.925,58407.0
2013-08-28,24.084,24.084,23.978,23.978,9701.0
2013-08-29,23.978,24.402,23.978,24.296,24678.0
2013-08-30,24.296,24.615,24.243,24.402,22330.0
2013-08-31,24.296,24.615,24.243,24.402,22330.0
2013-09-01,24.296,24.615,24.243,24.402,22330.0
2013-09-02,24.402,24.562,24.349,24.349,8198.0
2013-09-03,24.402,24.562,24.084,24.084,23634.0
2013-09-04,23.978,24.455,23.978,24.349,24327.0
2013-09-05,24.562,24.562,24.137,24.243,17642.0
2013-09-06,24.243,24.243,23.978,23.978,15189.0
2013-09-07,24.243,24.243,23.978,23.978,15189.0
2013-09-08,24.243,24.243,23.978,23.978,15189.0
2013-09-09,23.872,23.978,23.66,23.978,21494.0
2013-09-10,23.872,24.402,23.872,24.402,58682.0
2013-09-11,24.296,24.509,24.296,24.509,26862.0
2013-09-12,24.509,24.933,24.509,24.615,116740.0
2013-09-13,24.668,24.827,24.509,24.827,11404.0
2013-09-14,24.668,24.827,24.509,24.827,11404.0
2013-09-15,24.668,24.827,24.509,24.827,11404.0
2013-09-16,24.933,24.933,24.402,24.721,8156.0
2013-09-17,24.402,24.668,24.084,24.668,27040.0
2013-09-18,24.668,25.092,24.402,25.092,47381.0
2013-09-19,25.092,25.092,24.721,24.827,5674.0
2013-09-20,24.827,25.198,24.509,24.88,12916.0
2013-09-21,24.827,25.198,24.509,24.88,12916.0
2013-09-22,24.827,25.198,24.509,24.88,12916.0
2013-09-23,24.986,25.039,24.509,24.509,32151.0
2013-09-24,24.402,24.933,24.402,24.668,33861.0
2013-09-25,24.668,25.145,24.296,24.402,65139.0
2013-09-26,24.721,24.774,24.19,24.721,23498.0
2013-09-27,24.774,25.092,24.668,24.933,57842.0
2013-09-28,24.774,25.092,24.668,24.933,57842.0
2013-09-29,24.774,25.092,24.668,24.933,57842.0
2013-09-30,24.721,24.933,24.721,24.827,123800.0
2013-10-01,24.827,25.039,24.827,24.933,81206.0
2013-10-02,24.827,25.198,24.721,24.827,17009.0
2013-10-03,25.039,25.357,25.039,25.039,112573.0
2013-10-04,24.933,25.463,24.933,25.198,54197.0
2013-10-05,24.933,25.463,24.933,25.198,54197.0
2013-10-06,24.933,25.463,24.933,25.198,54197.0
2013-10-07,25.41,25.463,25.145,25.145,20831.0
2013-10-08,24.668,25.304,24.668,25.145,60613.0
2013-10-09,25.198,25.198,24.668,25.145,13907.0
2013-10-10,25.198,25.251,24.933,24.933,11452.0
2013-10-11,25.092,25.145,25.092,25.092,5361.0
2013-10-12,25.092,25.145,25.092,25.092,5361.0
2013-10-13,25.092,25.145,25.092,25.092,5361.0
2013-10-14,25.198,25.198,24.668,24.933,16678.0
2013-10-15,24.933,24.933,24.721,24.933,25452.0
2013-10-16,24.933,25.198,24.933,25.145,43791.0
2013-10-17,25.092,25.463,25.039,25.463,66841.0
2013-10-18,25.463,25.463,25.198,25.251,19032.0
2013-10-19,25.463,25.463,25.198,25.251,19032.0
2013-10-20,25.463,25.463,25.198,25.251,19032.0
2013-10-21,25.463,25.463,25.198,25.463,37365.0
2013-10-22,25.463,25.676,25.463,25.57,76886.0
2013-10-23,25.623,25.729,25.516,25.516,29301.0
2013-10-24,25.516,25.57,25.304,25.304,26825.0
2013-10-25,25.463,25.676,25.463,25.57,21370.0
2013-10-26,25.463,25.676,25.463,25.57,21370.0
2013-10-27,25.463,25.676,25.463,25.57,21370.0
2013-10-28,25.729,26.259,25.676,25.676,135083.0
2013-10-29,25.676,26.259,25.676,25.782,19662.0
2013-10-30,25.994,25.994,25.782,25.782,38417.0
2013-10-31,25.782,25.888,25.623,25.729,63753.0
2013-11-01,25.782,25.994,25.729,25.941,58265.0
2013-11-02,25.782,25.994,25.729,25.941,58265.0
2013-11-03,25.782,25.994,25.729,25.941,58265.0
2013-11-04,26.1,26.153,25.835,25.835,41008.0
2013-11-05,25.994,25.994,25.782,25.888,38393.0
2013-11-06,25.782,26.365,25.676,26.312,44930.0
2013-11-07,26.524,27.453,26.524,26.79,304784.0
2013-11-08,26.524,27.055,26.524,26.79,127498.0
2013-11-09,26.524,27.055,26.524,26.79,127498.0
2013-11-10,26.524,27.055,26.524,26.79,127498.0
2013-11-11,26.657,27.32,26.657,27.187,132700.0
2013-11-12,27.187,27.187,26.79,27.187,107832.0
2013-11-13,27.453,27.453,26.657,27.187,192551.0
2013-11-14,26.657,27.32,26.657,27.055,50372.0
2013-11-15,26.657,27.055,26.657,26.922,53899.0
2013-11-16,26.657,27.055,26.657,26.922,53899.0
2013-11-17,26.657,27.055,26.657,26.922,53899.0
2013-11-18,26.657,27.187,26.657,27.187,96319.0
2013-11-19,27.187,27.32,26.79,27.187,39282.0
2013-11-20,27.055,27.187,26.79,27.055,36096.0
2013-11-21,26.79,26.922,26.79,26.79,39901.0
2013-11-22,26.922,27.055,26.79,27.055,64030.0
2013-11-23,26.922,27.055,26.79,27.055,64030.0
2013-11-24,26.922,27.055,26.79,27.055,64030.0
2013-11-25,27.055,27.055,26.79,26.922,32671.0
2013-11-26,26.657,27.055,26.657,26.79,59444.0
2013-11-27,26.922,27.187,26.471,27.187,75863.0
2013-11-28,26.922,27.187,26.79,27.187,19184.0
2013-11-29,27.187,27.187,26.922,27.055,34714.0
2013-11-30,27.187,27.187,26.922,27.055,34714.0
2013-12-01,27.187,27.187,26.922,27.055,34714.0
2013-12-02,26.922,27.055,26.657,26.79,89020.0
2013-12-03,26.657,26.79,26.312,26.312,89218.0
2013-12-04,26.524,26.524,26.259,26.524,108205.0
2013-12-05,26.259,26.471,26.1,26.1,30760.0
2013-12-06,26.153,26.259,26.1,26.259,19846.0
2013-12-07,26.153,26.259,26.1,26.259,19846.0
2013-12-08,26.153,26.259,26.1,26.259,19846.0
2013-12-09,26.1,26.524,25.782,25.835,37287.0
2013-12-10,25.729,26.206,25.251,25.304,41181.0
2013-12-11,25.994,25.994,25.357,25.463,29604.0
2013-12-12,26.259,26.259,24.88,25.198,141809.0
2013-12-13,25.198,25.463,25.198,25.463,55298.0
2013-12-14,25.198,25.463,25.198,25.463,55298.0
2013-12-15,25.198,25.463,25.198,25.463,55298.0
2013-12-16,25.198,25.57,24.986,24.986,24812.0
2013-12-17,24.986,25.357,24.986,24.986,24111.0
2013-12-18,25.198,25.198,24.88,25.092,34885.0
2013-12-19,25.41,25.41,24.774,25.198,33453.0
2013-12-20,25.198,25.676,24.774,25.463,88776.0
2013-12-21,25.198,25.676,24.774,25.463,88776.0
2013-12-22,25.198,25.676,24.774,25.463,88776.0
2013-12-23,25.463,25.994,25.463,25.994,11949.0
2013-12-24,25.463,25.994,25.463,25.994,11949.0
2013-12-25,25.463,25.994,25.463,25.994,11949.0
2013-12-26,25.463,25.994,25.463,25.994,11949.0
2013-12-27,26.206,26.206,25.729,26.1,29075.0
2013-12-28,26.206,26.206,25.729,26.1,29075.0
2013-12-29,26.206,26.206,25.729,26.1,29075.0
2013-12-30,26.153,26.206,25.835,25.888,47285.0
2013-12-31,26.153,26.206,25.835,25.888,47285.0
2014-01-01,26.153,26.206,25.835,25.888,47285.0
2014-01-02,25.994,26.153,25.782,26.047,66906.0
2014-01-03,25.941,26.471,25.941,26.259,63252.0
2014-01-04,25.941,26.471,25.941,26.259,63252.0
2014-01-05,25.941,26.471,25.941,26.259,63252.0
2014-01-06,26.1,26.153,25.782,26.1,15359.0
2014-01-07,25.941,25.994,25.57,25.994,42554.0
2014-01-08,25.994,26.471,25.729,26.471,44202.0
2014-01-09,26.418,26.524,26.1,26.206,46385.0
2014-01-10,26.206,26.365,26.047,26.365,24579.0
2014-01-11,26.206,26.365,26.047,26.365,24579.0
2014-01-12,26.206,26.365,26.047,26.365,24579.0
2014-01-13,26.418,26.524,26.047,26.153,44043.0
2014-01-14,26.365,26.471,26.153,26.471,26039.0
2014-01-15,26.259,26.524,26.259,26.524,25263.0
2014-01-16,26.418,26.79,26.259,26.524,34661.0
2014-01-17,26.524,26.524,26.418,26.524,17707.0
2014-01-18,26.524,26.524,26.418,26.524,17707.0
2014-01-19,26.524,26.524,26.418,26.524,17707.0
2014-01-20,26.471,26.471,26.206,26.471,22377.0
2014-01-21,26.418,26.418,26.1,26.259,21594.0
2014-01-22,25.994,26.365,25.888,25.941,76410.0
2014-01-23,25.888,25.941,25.41,25.41,44499.0
2014-01-24,25.41,25.41,24.509,24.562,101737.0
2014-01-25,25.41,25.41,24.509,24.562,101737.0
2014-01-26,25.41,25.41,24.509,24.562,101737.0
2014-01-27,24.509,24.933,24.19,24.402,122381.0
2014-01-28,24.668,24.986,24.455,24.455,97053.0
2014-01-29,24.509,25.039,24.509,25.039,49722.0
2014-01-30,25.039,25.039,24.509,24.88,43096.0
2014-01-31,24.933,25.039,24.668,25.039,24322.0
2014-02-01,24.933,25.039,24.668,25.039,24322.0
2014-02-02,24.933,25.039,24.668,25.039,24322.0
2014-02-03,25.039,25.039,24.774,24.774,13795.0
2014-02-04,24.774,24.933,24.19,24.668,45428.0
2014-02-05,24.986,24.986,24.774,24.933,21738.0
2014-02-06,25.039,25.039,24.827,25.039,16415.0
2014-02-07,24.933,25.039,24.88,24.933,36724.0
2014-02-08,24.933,25.039,24.88,24.933,36724.0
2014-02-09,24.933,25.039,24.88,24.933,36724.0
2014-02-10,25.039,25.357,24.933,25.357,27279.0
2014-02-11,25.463,25.57,25.039,25.039,13510.0
2014-02-12,25.251,25.251,24.721,25.198,25256.0
2014-02-13,26.153,26.79,26.153,26.418,149411.0
2014-02-14,26.259,27.585,26.259,27.32,70931.0
2014-02-15,26.259,27.585,26.259,27.32,70931.0
2014-02-16,26.259,27.585,26.259,27.32,70931.0
2014-02-17,27.32,27.453,26.79,26.922,68361.0
2014-02-18,27.453,28.116,27.187,27.983,164241.0
2014-02-19,27.585,28.248,27.585,28.116,54500.0
2014-02-20,28.116,28.116,27.585,28.116,43698.0
2014-02-21,28.116,28.116,27.718,28.116,63991.0
2014-02-22,28.116,28.116,27.718,28.116,63991.0
2014-02-23,28.116,28.116,27.718,28.116,63991.0
2014-02-24,28.116,28.116,27.718,28.116,28279.0
2014-02-25,28.116,28.116,27.585,27.851,66972.0
2014-02-26,27.851,27.851,27.187,27.851,55417.0
2014-02-27,27.851,27.983,27.453,27.983,61479.0
2014-02-28,27.983,27.983,27.187,27.983,53075.0
2014-03-01,27.983,27.983,27.187,27.983,53075.0
2014-03-02,27.983,27.983,27.187,27.983,53075.0
2014-03-03,27.32,27.851,27.32,27.453,19340.0
2014-03-04,27.32,27.983,27.32,27.983,37085.0
2014-03-05,27.453,28.116,27.453,28.116,70233.0
2014-03-06,28.116,28.514,28.116,28.381,48847.0
2014-03-07,28.381,29.177,28.381,29.177,92703.0
2014-03-08,28.381,29.177,28.381,29.177,92703.0
2014-03-09,28.381,29.177,28.381,29.177,92703.0
2014-03-10,28.912,29.442,28.912,29.044,125551.0
2014-03-11,28.646,29.309,28.514,29.177,50455.0
2014-03-12,29.177,29.707,29.177,29.575,82646.0
2014-03-13,29.575,30.768,29.442,30.768,143940.0
2014-03-14,30.768,30.768,29.707,30.37,74511.0
2014-03-15,30.768,30.768,29.707,30.37,74511.0
2014-03-16,30.768,30.768,29.707,30.37,74511.0
2014-03-17,30.238,30.768,30.105,30.636,212089.0
2014-03-18,30.238,31.431,30.238,30.768,99357.0
2014-03-19,31.166,31.299,30.768,31.034,104622.0
2014-03-20,31.299,31.564,31.034,31.299,90334.0
2014-03-21,31.299,31.829,31.299,31.829,72109.0
2014-03-22,31.299,31.829,31.299,31.829,72109.0
2014-03-23,31.299,31.829,31.299,31.829,72109.0
2014-03-24,30.768,31.829,30.768,31.697,108648.0
2014-03-25,31.829,32.492,31.564,32.227,104360.0
2014-03-26,32.36,32.625,31.564,32.625,101715.0
2014-03-27,32.625,32.758,32.095,32.625,124759.0
2014-03-28,32.227,32.758,32.227,32.758,72213.0
2014-03-29,32.227,32.758,32.227,32.758,72213.0
2014-03-30,32.227,32.758,32.227,32.758,72213.0
2014-03-31,32.758,32.89,32.625,32.89,67812.0
2014-04-01,32.89,33.951,32.758,33.951,108757.0
2014-04-02,33.951,33.951,33.421,33.421,62673.0
2014-04-03,33.686,34.349,33.155,34.349,117725.0
2014-04-04,34.349,34.349,31.166,34.349,74883.0
2014-04-05,34.349,34.349,31.166,34.349,74883.0
2014-04-06,34.349,34.349,31.166,34.349,74883.0
2014-04-07,33.421,33.951,33.155,33.951,46072.0
2014-04-08,33.951,34.084,32.758,34.084,53663.0
2014-04-09,33.686,34.084,33.421,33.951,65657.0
2014-04-10,33.951,33.951,33.421,33.421,39489.0
2014-04-11,33.421,33.819,33.288,33.819,45786.0
2014-04-12,33.421,33.819,33.288,33.819,45786.0
2014-04-13,33.421,33.819,33.288,33.819,45786.0
2014-04-14,33.819,33.819,33.288,33.553,21088.0
2014-04-15,33.951,33.951,33.553,33.819,42677.0
2014-04-16,33.553,33.951,33.553,33.686,11733.0
2014-04-17,33.553,33.951,33.553,33.686,11733.0
2014-04-18,33.553,33.951,33.553,33.686,11733.0
2014-04-19,33.553,33.951,33.553,33.686,11733.0
2014-04-20,33.553,33.951,33.553,33.686,11733.0
2014-04-21,33.553,33.951,33.553,33.686,11733.0
2014-04-22,33.951,33.951,33.155,33.553,63863.0
2014-04-23,33.553,33.951,33.155,33.951,54029.0
2014-04-24,33.288,33.951,33.288,33.951,26155.0
2014-04-25,33.951,33.951,33.288,33.686,30156.0
2014-04-26,33.951,33.951,33.288,33.686,30156.0
2014-04-27,33.951,33.951,33.288,33.686,30156.0
2014-04-28,33.421,33.686,33.155,33.421,22295.0
2014-04-29,33.553,33.553,32.625,33.288,36210.0
2014-04-30,33.288,33.951,33.155,33.819,81849.0
2014-05-01,33.288,33.951,33.155,33.819,81849.0
2014-05-02,33.951,34.349,33.819,34.216,29143.0
2014-05-03,33.951,34.349,33.819,34.216,29143.0
2014-05-04,33.951,34.349,33.819,34.216,29143.0
2014-05-05,34.084,34.084,33.155,33.288,19203.0
2014-05-06,33.288,34.084,33.288,34.084,87739.0
2014-05-07,34.216,34.482,33.553,34.084,66361.0
2014-05-08,34.223,36.171,34.223,36.171,69122.0
2014-05-09,36.171,36.866,35.614,36.866,110645.0
2014-05-10,36.171,36.866,35.614,36.866,110645.0
2014-05-11,36.171,36.866,35.614,36.866,110645.0
2014-05-12,36.171,37.005,36.032,37.005,76967.0
2014-05-13,37.005,37.005,36.31,37.005,71831.0
2014-05-14,37.005,37.005,36.588,37.005,38484.0
2014-05-15,37.144,37.84,36.588,37.423,96807.0
2014-05-16,37.701,37.84,37.005,37.84,52924.0
2014-05-17,37.701,37.84,37.005,37.84,52924.0
2014-05-18,37.701,37.84,37.005,37.84,52924.0
2014-05-19,37.284,38.118,36.449,37.84,91593.0
2014-05-20,37.979,38.118,37.423,37.979,84717.0
2014-05-21,37.562,37.84,37.284,37.701,140560.0
2014-05-22,37.562,38.257,37.562,38.257,96220.0
2014-05-23,38.257,38.397,37.701,38.397,69234.0
2014-05-24,38.257,38.397,37.701,38.397,69234.0
2014-05-25,38.257,38.397,37.701,38.397,69234.0
2014-05-26,38.397,38.675,37.84,38.536,62788.0
2014-05-27,38.397,38.675,38.397,38.536,60289.0
2014-05-28,38.675,38.675,38.257,38.675,97544.0
2014-05-29,38.675,38.675,38.257,38.675,97544.0
2014-05-30,38.814,38.953,38.257,38.953,75203.0
2014-05-31,38.814,38.953,38.257,38.953,75203.0
2014-06-01,38.814,38.953,38.257,38.953,75203.0
2014-06-02,38.953,38.953,37.84,38.397,105925.0
2014-06-03,37.284,37.284,36.588,36.727,609867.0
2014-06-04,36.588,37.144,36.588,37.144,142275.0
2014-06-05,36.866,37.144,36.866,37.144,144960.0
2014-06-06,37.144,38.118,37.005,37.701,106109.0
2014-06-07,37.144,38.118,37.005,37.701,106109.0
2014-06-08,37.144,38.118,37.005,37.701,106109.0
2014-06-09,37.144,38.118,37.005,37.701,106109.0
2014-06-10,37.144,37.701,36.588,37.701,224046.0
2014-06-11,37.284,37.84,37.284,37.84,129685.0
2014-06-12,37.562,37.701,37.144,37.144,94366.0
2014-06-13,37.144,37.979,36.588,37.979,105067.0
2014-06-14,37.144,37.979,36.588,37.979,105067.0
2014-06-15,37.144,37.979,36.588,37.979,105067.0
2014-06-16,37.84,37.84,36.31,36.866,290810.0
2014-06-17,36.727,37.144,36.727,36.727,76740.0
2014-06-18,36.866,37.144,36.588,37.005,102440.0
2014-06-19,37.005,37.84,36.31,37.284,189596.0
2014-06-20,37.423,38.118,35.614,37.284,1081467.0
2014-06-21,37.423,38.118,35.614,37.284,1081467.0
2014-06-22,37.423,38.118,35.614,37.284,1081467.0
2014-06-23,37.701,38.118,37.284,38.118,152328.0
2014-06-24,38.118,38.397,37.84,37.979,127333.0
2014-06-25,38.118,38.118,37.284,37.979,76632.0
2014-06-26,38.118,38.953,37.423,38.675,115994.0
2014-06-27,38.397,38.814,37.979,37.979,62493.0
2014-06-28,38.397,38.814,37.979,37.979,62493.0
2014-06-29,38.397,38.814,37.979,37.979,62493.0
2014-06-30,38.118,38.397,37.562,38.397,54660.0
2014-07-01,38.397,38.397,37.284,37.84,90090.0
2014-07-02,37.423,37.84,37.284,37.423,61162.0
2014-07-03,37.284,38.675,37.284,38.675,94649.0
2014-07-04,38.675,38.675,37.979,37.979,12676.0
2014-07-05,38.675,38.675,37.979,37.979,12676.0
2014-07-06,38.675,38.675,37.979,37.979,12676.0
2014-07-07,37.979,38.536,37.84,37.979,20874.0
2014-07-08,37.979,38.397,37.84,38.118,45843.0
2014-07-09,37.979,38.257,37.84,37.979,17974.0
2014-07-10,37.84,37.84,37.423,37.423,35484.0
2014-07-11,37.423,37.423,35.753,35.892,124719.0
2014-07-12,37.423,37.423,35.753,35.892,124719.0
2014-07-13,37.423,37.423,35.753,35.892,124719.0
2014-07-14,36.171,36.866,36.032,36.449,53340.0
2014-07-15,36.449,37.284,36.449,36.588,14864.0
2014-07-16,36.588,36.866,36.171,36.449,42561.0
2014-07-17,36.588,37.562,36.449,37.423,89301.0
2014-07-18,37.701,37.84,37.284,37.562,37148.0
2014-07-19,37.701,37.84,37.284,37.562,37148.0
2014-07-20,37.701,37.84,37.284,37.562,37148.0
2014-07-21,37.144,38.118,37.144,37.284,15046.0
2014-07-22,37.144,37.979,37.144,37.562,28948.0
2014-07-23,37.423,37.84,37.284,37.423,8978.0
2014-07-24,37.423,37.701,37.284,37.701,28148.0
2014-07-25,37.562,37.979,37.562,37.84,10869.0
2014-07-26,37.562,37.979,37.562,37.84,10869.0
2014-07-27,37.562,37.979,37.562,37.84,10869.0
2014-07-28,37.423,37.701,37.005,37.562,24023.0
2014-07-29,37.284,37.979,37.284,37.979,71680.0
2014-07-30,37.701,38.397,37.701,37.979,66821.0
2014-07-31,38.257,38.257,37.84,38.257,13434.0
2014-08-01,38.257,38.257,36.727,36.727,38194.0
2014-08-02,38.257,38.257,36.727,36.727,38194.0
2014-08-03,38.257,38.257,36.727,36.727,38194.0
2014-08-04,36.588,36.866,36.31,36.727,55179.0
2014-08-05,37.005,37.144,36.31,36.866,7589.0
2014-08-06,36.449,36.727,35.058,35.336,27247.0
2014-08-07,35.336,35.336,34.501,35.058,29824.0
2014-08-08,34.501,35.336,33.945,35.197,53989.0
2014-08-09,34.501,35.336,33.945,35.197,53989.0
2014-08-10,34.501,35.336,33.945,35.197,53989.0
2014-08-11,35.614,36.866,34.919,36.866,44584.0
2014-08-12,37.284,37.284,35.892,36.171,55720.0
2014-08-13,36.171,36.171,35.058,35.892,37245.0
2014-08-14,36.171,36.449,35.197,35.475,79255.0
2014-08-15,35.892,35.892,34.779,35.892,97947.0
2014-08-16,35.892,35.892,34.779,35.892,97947.0
2014-08-17,35.892,35.892,34.779,35.892,97947.0
2014-08-18,36.171,36.171,35.197,36.171,34731.0
2014-08-19,36.171,36.171,35.614,36.171,32928.0
2014-08-20,35.475,36.727,35.475,36.727,82090.0
2014-08-21,36.171,36.727,35.892,36.727,52967.0
2014-08-22,36.727,37.005,36.31,37.005,54529.0
2014-08-23,36.727,37.005,36.31,37.005,54529.0
2014-08-24,36.727,37.005,36.31,37.005,54529.0
2014-08-25,36.727,37.284,36.31,37.284,23300.0
2014-08-26,37.423,37.423,37.005,37.423,21978.0
2014-08-27,37.284,37.284,36.866,37.284,49929.0
2014-08-28,37.284,37.284,36.866,37.005,47218.0
2014-08-29,37.284,37.284,36.449,36.727,37705.0
2014-08-30,37.284,37.284,36.449,36.727,37705.0
2014-08-31,37.284,37.284,36.449,36.727,37705.0
2014-09-01,37.005,37.144,36.449,36.449,35395.0
2014-09-02,37.005,37.005,36.449,36.588,51736.0
2014-09-03,36.727,37.005,36.588,36.588,25903.0
2014-09-04,36.588,37.005,36.588,37.005,10422.0
2014-09-05,37.144,37.144,36.31,36.588,20771.0
2014-09-06,37.144,37.144,36.31,36.588,20771.0
2014-09-07,37.144,37.144,36.31,36.588,20771.0
2014-09-08,36.31,36.588,35.892,36.449,75573.0
2014-09-09,36.588,36.727,36.171,36.449,24988.0
2014-09-10,36.31,36.449,35.753,35.892,78523.0
2014-09-11,35.892,36.31,35.475,36.31,21671.0
2014-09-12,35.614,36.171,35.336,36.171,16649.0
2014-09-13,35.614,36.171,35.336,36.171,16649.0
2014-09-14,35.614,36.171,35.336,36.171,16649.0
2014-09-15,35.614,36.171,35.614,35.753,72064.0
2014-09-16,35.614,36.032,35.336,36.032,15841.0
