,SALM NO Equity,SALM NO Equity,SALM NO Equity,SALM NO Equity,SALM NO Equity
2013-10-06,42.06,42.21,41.909,42.06,75134.0
2013-10-07,42.06,42.36,41.909,42.36,74164.0
2013-10-08,42.811,43.111,42.06,42.51,111638.0
2013-10-09,42.51,42.811,41.158,41.158,293936.0
2013-10-10,42.06,43.261,42.06,43.261,225946.0
2013-10-11,43.862,44.763,43.562,44.463,270768.0
2013-10-12,43.862,44.763,43.562,44.463,270768.0
2013-10-13,43.862,44.763,43.562,44.463,270768.0
2013-10-14,44.914,45.064,44.463,44.763,129368.0
2013-10-15,44.914,45.364,44.613,44.613,116438.0
2013-10-16,44.763,44.914,43.862,44.163,71242.0
2013-10-17,44.613,45.064,44.163,44.163,102620.0
2013-10-18,44.613,44.914,44.313,44.463,94802.0
2013-10-19,44.613,44.914,44.313,44.463,94802.0
2013-10-20,44.613,44.914,44.313,44.463,94802.0
2013-10-21,44.763,45.214,44.613,45.214,97251.0
2013-10-22,45.214,45.665,44.914,45.515,42810.0
2013-10-23,45.665,46.115,44.763,45.064,122732.0
2013-10-24,45.064,45.064,44.313,44.463,181713.0
2013-10-25,44.463,44.763,44.163,44.463,145253.0
2013-10-26,44.463,44.763,44.163,44.463,145253.0
2013-10-27,44.463,44.763,44.163,44.463,145253.0
2013-10-28,44.463,44.763,43.862,44.463,123642.0
2013-10-29,44.463,44.463,43.412,44.163,90353.0
2013-10-30,44.012,44.463,43.412,44.463,79110.0
2013-10-31,44.313,44.463,43.712,43.712,125485.0
2013-11-01,43.412,43.862,43.261,43.562,73850.0
2013-11-02,43.412,43.862,43.261,43.562,73850.0
2013-11-03,43.412,43.862,43.261,43.562,73850.0
2013-11-04,43.562,44.463,43.412,43.412,94500.0
2013-11-05,43.412,43.412,41.909,42.21,95873.0
2013-11-06,42.06,43.412,41.909,43.412,169759.0
2013-11-07,43.862,43.862,42.961,43.862,87947.0
2013-11-08,43.862,43.862,42.51,42.961,107284.0
2013-11-09,43.862,43.862,42.51,42.961,107284.0
2013-11-10,43.862,43.862,42.51,42.961,107284.0
2013-11-11,43.562,43.562,42.661,42.661,92544.0
2013-11-12,42.661,43.111,41.909,41.909,87452.0
2013-11-13,41.759,42.21,41.008,41.609,87005.0
2013-11-14,41.609,42.661,40.858,42.661,301799.0
2013-11-15,42.06,43.261,42.06,43.261,176170.0
2013-11-16,42.06,43.261,42.06,43.261,176170.0
2013-11-17,42.06,43.261,42.06,43.261,176170.0
2013-11-18,43.412,43.712,43.412,43.412,179264.0
2013-11-19,43.712,43.712,42.961,43.261,107359.0
2013-11-20,42.961,43.261,42.811,42.811,43385.0
2013-11-21,43.111,43.111,41.158,42.21,181977.0
2013-11-22,42.811,42.811,42.06,42.51,60979.0
2013-11-23,42.811,42.811,42.06,42.51,60979.0
2013-11-24,42.811,42.811,42.06,42.51,60979.0
2013-11-25,42.51,43.412,42.36,42.811,86287.0
2013-11-26,43.111,43.412,42.961,42.961,186655.0
2013-11-27,42.961,43.261,42.811,43.261,118949.0
2013-11-28,42.961,44.313,42.961,44.163,254155.0
2013-11-29,44.163,46.115,43.862,45.364,1177390.0
2013-11-30,44.163,46.115,43.862,45.364,1177390.0
2013-12-01,44.163,46.115,43.862,45.364,1177390.0
2013-12-02,45.364,45.665,44.313,44.763,206923.0
2013-12-03,44.463,44.914,44.163,44.463,61699.0
2013-12-04,44.763,45.064,44.163,45.064,205297.0
2013-12-05,45.064,46.266,45.064,46.115,211304.0
2013-12-06,46.266,47.017,45.665,46.566,274087.0
2013-12-07,46.266,47.017,45.665,46.566,274087.0
2013-12-08,46.266,47.017,45.665,46.566,274087.0
2013-12-09,46.716,46.716,46.416,46.416,84979.0
2013-12-10,46.266,46.716,45.515,45.665,145514.0
2013-12-11,45.515,45.665,45.064,45.064,55414.0
2013-12-12,44.914,45.214,44.613,45.064,129488.0
2013-12-13,45.064,45.214,44.763,45.064,76424.0
2013-12-14,45.064,45.214,44.763,45.064,76424.0
2013-12-15,45.064,45.214,44.763,45.064,76424.0
2013-12-16,44.763,45.064,43.862,44.613,157764.0
2013-12-17,44.763,45.064,44.163,44.463,76443.0
2013-12-18,44.763,44.763,44.012,44.012,57916.0
2013-12-19,44.012,44.613,42.811,43.562,252963.0
2013-12-20,43.862,44.463,43.562,43.862,187095.0
2013-12-21,43.862,44.463,43.562,43.862,187095.0
2013-12-22,43.862,44.463,43.562,43.862,187095.0
2013-12-23,44.163,44.313,43.712,44.012,88550.0
2013-12-24,44.163,44.313,43.712,44.012,88550.0
2013-12-25,44.163,44.313,43.712,44.012,88550.0
2013-12-26,44.163,44.313,43.712,44.012,88550.0
2013-12-27,44.012,44.313,43.712,43.712,174952.0
2013-12-28,44.012,44.313,43.712,43.712,174952.0
2013-12-29,44.012,44.313,43.712,43.712,174952.0
2013-12-30,44.012,44.463,43.862,44.463,101658.0
2013-12-31,44.012,44.463,43.862,44.463,101658.0
2014-01-01,44.012,44.463,43.862,44.463,101658.0
2014-01-02,44.914,44.914,44.313,44.763,160715.0
2014-01-03,44.914,44.914,44.012,44.463,173624.0
2014-01-04,44.914,44.914,44.012,44.463,173624.0
2014-01-05,44.914,44.914,44.012,44.463,173624.0
2014-01-06,44.313,44.463,44.012,44.163,129773.0
2014-01-07,44.313,44.763,44.012,44.613,228905.0
2014-01-08,44.763,44.763,43.562,44.012,249703.0
2014-01-09,44.163,44.163,42.961,43.412,233128.0
2014-01-10,43.261,44.463,43.111,43.412,138572.0
2014-01-11,43.261,44.463,43.111,43.412,138572.0
2014-01-12,43.261,44.463,43.111,43.412,138572.0
2014-01-13,43.862,44.613,43.712,44.463,236061.0
2014-01-14,44.613,46.266,44.313,46.266,324753.0
2014-01-15,46.266,46.266,45.515,45.965,365855.0
2014-01-16,45.965,47.017,45.515,47.017,325631.0
2014-01-17,47.167,47.467,46.716,47.317,177504.0
2014-01-18,47.167,47.467,46.716,47.317,177504.0
2014-01-19,47.167,47.467,46.716,47.317,177504.0
2014-01-20,47.317,47.467,47.017,47.317,97554.0
2014-01-21,47.467,48.369,46.266,47.918,364921.0
2014-01-22,48.068,48.218,47.618,47.768,189532.0
2014-01-23,48.068,48.068,47.167,47.467,175276.0
2014-01-24,47.768,47.768,45.815,46.866,176564.0
2014-01-25,47.768,47.768,45.815,46.866,176564.0
2014-01-26,47.768,47.768,45.815,46.866,176564.0
2014-01-27,46.266,46.866,45.364,46.866,183405.0
2014-01-28,46.866,47.317,46.416,46.566,78717.0
2014-01-29,46.716,46.866,45.665,46.566,173230.0
2014-01-30,46.115,46.866,45.665,46.866,112483.0
2014-01-31,47.167,47.167,46.115,46.115,117697.0
2014-02-01,47.167,47.167,46.115,46.115,117697.0
2014-02-02,47.167,47.167,46.115,46.115,117697.0
2014-02-03,45.965,47.017,45.965,46.566,139812.0
2014-02-04,46.266,46.566,45.815,46.566,123941.0
2014-02-05,46.866,47.167,45.364,46.266,187289.0
2014-02-06,45.965,46.115,44.914,45.364,151091.0
2014-02-07,45.515,46.566,45.364,46.566,218798.0
2014-02-08,45.515,46.566,45.364,46.566,218798.0
2014-02-09,45.515,46.566,45.364,46.566,218798.0
2014-02-10,46.416,46.416,45.515,45.815,172817.0
2014-02-11,45.965,45.965,43.862,44.163,381411.0
2014-02-12,44.163,44.463,43.111,43.862,347374.0
2014-02-13,43.562,43.862,42.51,43.111,209595.0
2014-02-14,43.261,43.862,42.661,43.562,169818.0
2014-02-15,43.261,43.862,42.661,43.562,169818.0
2014-02-16,43.261,43.862,42.661,43.562,169818.0
2014-02-17,43.862,44.313,43.111,43.261,123523.0
2014-02-18,43.261,43.562,42.961,43.562,529474.0
2014-02-19,43.562,43.712,42.811,43.412,110800.0
2014-02-20,42.811,43.862,42.811,43.712,135148.0
2014-02-21,43.261,44.763,43.261,44.313,159104.0
2014-02-22,43.261,44.763,43.261,44.313,159104.0
2014-02-23,43.261,44.763,43.261,44.313,159104.0
2014-02-24,44.763,44.763,43.862,43.862,143711.0
2014-02-25,44.313,44.313,43.261,43.412,147818.0
2014-02-26,43.712,44.463,43.111,44.463,177246.0
2014-02-27,46.566,46.566,45.364,45.965,576853.0
2014-02-28,46.115,47.167,46.115,46.716,386058.0
2014-03-01,46.115,47.167,46.115,46.716,386058.0
2014-03-02,46.115,47.167,46.115,46.716,386058.0
2014-03-03,46.566,46.716,45.064,45.815,465466.0
2014-03-04,45.815,46.716,45.515,46.266,174900.0
2014-03-05,46.416,46.416,45.665,46.115,201037.0
2014-03-06,45.965,46.416,45.665,46.266,148825.0
2014-03-07,46.266,46.716,46.115,46.566,157947.0
2014-03-08,46.266,46.716,46.115,46.566,157947.0
2014-03-09,46.266,46.716,46.115,46.566,157947.0
2014-03-10,46.566,46.716,46.266,46.716,130445.0
2014-03-11,46.716,47.467,46.716,47.017,177880.0
2014-03-12,47.167,47.167,46.115,47.167,161365.0
2014-03-13,46.866,47.167,46.416,46.416,110607.0
2014-03-14,46.416,46.416,45.364,45.515,194003.0
2014-03-15,46.416,46.416,45.364,45.515,194003.0
2014-03-16,46.416,46.416,45.364,45.515,194003.0
2014-03-17,45.515,46.566,45.364,46.266,208181.0
2014-03-18,45.965,46.416,45.815,46.416,182892.0
2014-03-19,46.266,46.416,45.815,46.416,175664.0
2014-03-20,45.815,46.416,45.815,46.416,138715.0
2014-03-21,46.115,47.918,46.115,47.167,524105.0
2014-03-22,46.115,47.918,46.115,47.167,524105.0
2014-03-23,46.115,47.918,46.115,47.167,524105.0
2014-03-24,46.716,47.918,46.566,47.167,332102.0
2014-03-25,47.167,47.768,47.167,47.768,225387.0
2014-03-26,47.918,50.472,47.918,50.171,398536.0
2014-03-27,50.021,50.021,49.42,49.57,252127.0
2014-03-28,50.171,50.922,49.871,50.622,155773.0
2014-03-29,50.171,50.922,49.871,50.622,155773.0
2014-03-30,50.171,50.922,49.871,50.622,155773.0
2014-03-31,50.922,51.523,50.772,51.523,229951.0
2014-04-01,51.523,52.424,51.223,51.824,294701.0
2014-04-02,51.974,52.124,50.922,51.523,147852.0
2014-04-03,51.072,51.523,50.171,50.472,122930.0
2014-04-04,50.472,50.772,49.721,50.021,174504.0
2014-04-05,50.472,50.772,49.721,50.021,174504.0
2014-04-06,50.472,50.772,49.721,50.021,174504.0
2014-04-07,49.27,50.472,48.369,49.871,164482.0
2014-04-08,50.171,50.171,48.969,49.42,133504.0
2014-04-09,50.171,50.321,48.969,48.969,146200.0
2014-04-10,49.42,49.721,48.519,49.27,193534.0
2014-04-11,49.12,49.27,48.068,48.369,91269.0
2014-04-12,49.12,49.27,48.068,48.369,91269.0
2014-04-13,49.12,49.27,48.068,48.369,91269.0
2014-04-14,48.669,49.57,48.369,49.12,116985.0
2014-04-15,49.27,49.42,48.369,48.369,112428.0
2014-04-16,48.369,48.969,48.369,48.969,13605.0
2014-04-17,48.369,48.969,48.369,48.969,13605.0
2014-04-18,48.369,48.969,48.369,48.969,13605.0
2014-04-19,48.369,48.969,48.369,48.969,13605.0
2014-04-20,48.369,48.969,48.369,48.969,13605.0
2014-04-21,48.369,48.969,48.369,48.969,13605.0
2014-04-22,48.969,50.622,48.969,50.622,132765.0
2014-04-23,50.622,50.772,49.721,49.871,115050.0
2014-04-24,50.171,50.472,49.721,50.171,49923.0
2014-04-25,50.021,50.171,49.871,50.171,48888.0
2014-04-26,50.021,50.171,49.871,50.171,48888.0
2014-04-27,50.021,50.171,49.871,50.171,48888.0
2014-04-28,50.171,50.472,50.021,50.472,46032.0
2014-04-29,50.622,51.673,50.622,50.922,112054.0
2014-04-30,51.072,51.673,50.922,51.673,163043.0
2014-05-01,51.072,51.673,50.922,51.673,163043.0
2014-05-02,51.673,51.673,51.223,51.223,87716.0
2014-05-03,51.673,51.673,51.223,51.223,87716.0
2014-05-04,51.673,51.673,51.223,51.223,87716.0
2014-05-05,51.373,51.373,50.021,50.321,77106.0
2014-05-06,50.321,50.772,50.171,50.622,55607.0
2014-05-07,50.171,51.673,50.171,51.673,134424.0
2014-05-08,51.824,51.824,51.223,51.373,38143.0
2014-05-09,51.373,51.673,50.922,51.223,107354.0
2014-05-10,51.373,51.673,50.922,51.223,107354.0
2014-05-11,51.373,51.673,50.922,51.223,107354.0
2014-05-12,51.523,52.424,51.373,52.424,109796.0
2014-05-13,52.725,54.077,52.424,52.575,131738.0
2014-05-14,52.875,54.227,52.875,54.077,195850.0
2014-05-15,54.377,55.879,54.377,54.978,342218.0
2014-05-16,55.278,55.278,53.326,54.077,153972.0
2014-05-17,55.278,55.278,53.326,54.077,153972.0
2014-05-18,55.278,55.278,53.326,54.077,153972.0
2014-05-19,54.077,54.077,53.626,54.077,488937.0
2014-05-20,54.227,54.527,53.776,54.377,117270.0
2014-05-21,54.377,55.879,54.377,55.579,242143.0
2014-05-22,56.781,57.381,55.278,55.879,223058.0
2014-05-23,55.879,56.48,55.879,56.18,240912.0
2014-05-24,55.879,56.48,55.879,56.18,240912.0
2014-05-25,55.879,56.48,55.879,56.18,240912.0
2014-05-26,57.081,57.081,55.429,55.729,230129.0
2014-05-27,56.63,56.63,55.579,55.879,338986.0
2014-05-28,56.33,56.781,55.879,56.18,152991.0
2014-05-29,56.33,56.781,55.879,56.18,152991.0
2014-05-30,56.33,57.081,56.33,57.081,918047.0
2014-05-31,56.33,57.081,56.33,57.081,918047.0
2014-06-01,56.33,57.081,56.33,57.081,918047.0
2014-06-02,57.231,58.132,57.231,57.982,200177.0
2014-06-03,57.982,58.733,57.532,58.283,220678.0
2014-06-04,58.733,59.034,57.682,58.884,243535.0
2014-06-05,58.884,59.538,57.902,59.374,214419.0
2014-06-06,59.374,59.865,58.72,59.374,173363.0
2014-06-07,59.374,59.865,58.72,59.374,173363.0
2014-06-08,59.374,59.865,58.72,59.374,173363.0
2014-06-09,59.374,59.865,58.72,59.374,173363.0
2014-06-10,59.538,59.701,58.229,58.884,179070.0
2014-06-11,59.211,60.519,59.211,60.519,195269.0
2014-06-12,60.683,62.318,60.683,61.337,223635.0
2014-06-13,61.501,61.664,60.846,61.501,150934.0
2014-06-14,61.501,61.664,60.846,61.501,150934.0
2014-06-15,61.501,61.664,60.846,61.501,150934.0
2014-06-16,61.501,61.501,60.846,61.173,178534.0
2014-06-17,61.337,64.118,61.173,63.627,274193.0
2014-06-18,63.791,66.735,63.791,66.08,314275.0
2014-06-19,67.062,67.716,66.408,67.389,322488.0
2014-06-20,67.389,68.697,65.426,67.389,585694.0
2014-06-21,67.389,68.697,65.426,67.389,585694.0
2014-06-22,67.389,68.697,65.426,67.389,585694.0
2014-06-23,67.062,69.025,66.408,68.697,152883.0
2014-06-24,68.37,69.679,68.043,69.352,346002.0
2014-06-25,69.025,70.006,68.37,69.679,211301.0
2014-06-26,69.679,70.006,68.697,69.679,182629.0
2014-06-27,69.352,69.679,69.025,69.679,93702.0
2014-06-28,69.352,69.679,69.025,69.679,93702.0
2014-06-29,69.352,69.679,69.025,69.679,93702.0
2014-06-30,69.679,70.66,69.352,70.006,130426.0
2014-07-01,70.006,70.987,70.006,70.987,135399.0
2014-07-02,70.987,71.969,70.66,71.642,211474.0
2014-07-03,71.642,72.95,71.642,72.95,190430.0
2014-07-04,72.95,74.259,72.95,73.277,122828.0
2014-07-05,72.95,74.259,72.95,73.277,122828.0
2014-07-06,72.95,74.259,72.95,73.277,122828.0
2014-07-07,73.277,74.586,73.277,73.932,112951.0
2014-07-08,74.259,76.876,74.259,76.221,187314.0
2014-07-09,76.221,76.876,75.567,75.894,187045.0
2014-07-10,76.221,76.221,72.623,73.932,203163.0
2014-07-11,73.277,74.586,72.95,72.95,124461.0
2014-07-12,73.277,74.586,72.95,72.95,124461.0
2014-07-13,73.277,74.586,72.95,72.95,124461.0
2014-07-14,73.277,75.24,73.277,74.586,63394.0
2014-07-15,74.913,76.549,74.586,75.567,106789.0
2014-07-16,75.894,77.53,74.913,77.203,318825.0
2014-07-17,77.203,78.184,76.221,77.203,161485.0
2014-07-18,76.549,77.857,75.24,77.203,211116.0
2014-07-19,76.549,77.857,75.24,77.203,211116.0
2014-07-20,76.549,77.857,75.24,77.203,211116.0
2014-07-21,77.53,79.166,76.549,78.511,117020.0
2014-07-22,79.166,81.128,77.857,80.147,179630.0
2014-07-23,80.474,80.474,78.839,79.82,90383.0
2014-07-24,79.82,82.437,79.82,80.801,131866.0
2014-07-25,80.801,81.783,80.147,80.801,85993.0
2014-07-26,80.801,81.783,80.147,80.801,85993.0
2014-07-27,80.801,81.783,80.147,80.801,85993.0
2014-07-28,80.474,81.128,78.511,80.147,66120.0
2014-07-29,80.147,80.801,79.82,80.474,64245.0
2014-07-30,80.147,81.456,79.82,79.82,122101.0
2014-07-31,79.82,80.474,79.493,80.474,232223.0
2014-08-01,80.147,80.147,77.53,80.147,164835.0
2014-08-02,80.147,80.147,77.53,80.147,164835.0
2014-08-03,80.147,80.147,77.53,80.147,164835.0
2014-08-04,79.166,80.147,79.166,79.493,136603.0
2014-08-05,79.166,80.147,78.839,80.147,194390.0
2014-08-06,78.839,79.166,77.203,79.166,302580.0
2014-08-07,77.857,78.511,71.315,71.969,1289545.0
2014-08-08,70.66,70.66,67.716,70.006,346135.0
2014-08-09,70.66,70.66,67.716,70.006,346135.0
2014-08-10,70.66,70.66,67.716,70.006,346135.0
2014-08-11,70.006,71.969,70.006,71.315,162014.0
2014-08-12,72.296,72.296,70.333,70.333,70663.0
2014-08-13,70.987,70.987,68.37,68.37,116435.0
2014-08-14,69.025,69.679,68.043,68.37,285798.0
2014-08-15,69.352,69.679,68.37,69.352,145974.0
2014-08-16,69.352,69.679,68.37,69.352,145974.0
2014-08-17,69.352,69.679,68.37,69.352,145974.0
2014-08-18,69.679,70.006,69.025,69.352,146671.0
2014-08-19,69.679,70.987,69.025,70.66,286537.0
2014-08-20,70.987,71.642,70.006,71.642,182550.0
2014-08-21,71.315,73.277,71.315,73.277,96677.0
2014-08-22,73.932,74.586,72.296,72.623,65841.0
2014-08-23,73.932,74.586,72.296,72.623,65841.0
2014-08-24,73.932,74.586,72.296,72.623,65841.0
2014-08-25,73.277,73.604,72.296,73.604,79597.0
2014-08-26,75.24,78.184,73.277,77.53,360268.0
2014-08-27,77.857,78.184,75.24,75.567,165931.0
2014-08-28,75.24,75.24,73.932,74.913,143389.0
2014-08-29,74.586,75.24,74.586,75.24,66190.0
2014-08-30,74.586,75.24,74.586,75.24,66190.0
2014-08-31,74.586,75.24,74.586,75.24,66190.0
2014-09-01,75.24,76.221,74.913,74.913,68283.0
2014-09-02,75.24,75.24,74.259,74.259,79614.0
2014-09-03,74.586,75.567,73.277,75.24,193792.0
2014-09-04,74.913,77.203,74.586,76.876,105158.0
2014-09-05,76.876,76.876,75.567,75.567,69837.0
2014-09-06,76.876,76.876,75.567,75.567,69837.0
2014-09-07,76.876,76.876,75.567,75.567,69837.0
2014-09-08,75.567,75.567,73.277,74.586,62912.0
2014-09-09,74.913,74.913,72.623,72.623,75520.0
2014-09-10,72.623,74.913,72.623,73.277,99261.0
2014-09-11,73.277,74.586,72.623,72.623,48834.0
2014-09-12,73.277,73.277,71.969,71.969,65441.0
2014-09-13,73.277,73.277,71.969,71.969,65441.0
2014-09-14,73.277,73.277,71.969,71.969,65441.0
2014-09-15,72.623,72.95,71.642,72.95,29068.0
2014-09-16,72.623,73.932,72.623,73.932,55963.0
2014-09-17,73.932,74.586,73.277,74.586,98231.0
2014-09-18,74.913,74.913,74.259,74.586,48998.0
2014-09-19,74.586,74.913,73.932,74.913,78998.0
2014-09-20,74.586,74.913,73.932,74.913,78998.0
2014-09-21,74.586,74.913,73.932,74.913,78998.0
2014-09-22,74.586,74.586,73.604,74.259,85405.0
2014-09-23,73.932,74.259,71.315,71.969,84488.0
2014-09-24,72.296,72.95,71.642,72.95,61623.0
2014-09-25,72.95,74.913,72.296,73.604,114577.0
2014-09-26,72.623,73.932,72.623,73.604,34614.0
2014-09-27,72.623,73.932,72.623,73.604,34614.0
2014-09-28,72.623,73.932,72.623,73.604,34614.0
2014-09-29,73.604,74.259,72.623,72.623,53439.0
2014-09-30,72.296,74.586,72.296,74.259,89937.0
2014-10-01,74.259,74.259,73.277,74.259,59949.0
2014-10-02,73.604,73.604,69.352,70.333,140530.0
2014-10-03,70.987,71.969,69.679,70.66,102166.0
2014-10-04,70.987,71.969,69.679,70.66,102166.0
2014-10-05,70.987,71.969,69.679,70.66,102166.0
2014-10-06,71.969,71.969,70.66,71.642,108510.0
2014-10-07,71.642,71.642,70.006,70.987,80910.0
2014-10-08,70.66,71.969,58.884,70.987,251397.0
2014-10-09,72.623,72.623,69.352,69.352,89511.0
2014-10-10,69.025,70.006,67.062,69.352,106210.0
2014-10-11,69.025,70.006,67.062,69.352,106210.0
2014-10-12,69.025,70.006,67.062,69.352,106210.0
2014-10-13,68.043,69.679,68.043,69.025,88674.0
2014-10-14,68.697,71.315,68.697,70.987,99555.0
2014-10-15,71.642,72.623,69.025,70.333,141109.0
2014-10-16,72.296,72.296,67.062,68.043,211711.0
2014-10-17,68.37,70.987,68.37,70.987,166546.0
2014-10-18,68.37,70.987,68.37,70.987,166546.0
2014-10-19,68.37,70.987,68.37,70.987,166546.0
2014-10-20,72.623,72.95,71.969,72.95,145587.0
2014-10-21,73.277,76.221,73.277,75.24,180791.0
2014-10-22,76.221,79.166,75.567,79.166,301515.0
2014-10-23,78.839,80.147,77.857,78.839,133638.0
2014-10-24,79.166,79.82,77.857,79.166,97134.0
2014-10-25,79.166,79.82,77.857,79.166,97134.0
2014-10-26,79.166,79.82,77.857,79.166,97134.0
2014-10-27,79.166,79.82,77.53,78.511,51726.0
2014-10-28,79.166,79.493,78.511,78.839,43095.0
2014-10-29,79.166,79.493,78.184,78.511,55716.0
2014-10-30,78.839,79.493,77.53,77.857,59399.0
2014-10-31,78.184,80.474,77.857,79.493,118870.0
2014-11-01,78.184,80.474,77.857,79.493,118870.0
2014-11-02,78.184,80.474,77.857,79.493,118870.0
2014-11-03,79.166,81.783,78.511,81.128,82270.0
2014-11-04,81.128,82.764,80.474,82.11,102798.0
2014-11-05,83.091,85.054,82.11,82.764,113022.0
2014-11-06,82.764,83.745,82.437,82.764,77276.0
2014-11-07,82.764,83.418,80.801,81.128,159791.0
2014-11-08,82.764,83.418,80.801,81.128,159791.0
2014-11-09,82.764,83.418,80.801,81.128,159791.0
2014-11-10,81.128,83.745,81.128,82.437,131481.0
2014-11-11,83.745,84.4,82.11,84.073,93250.0
2014-11-12,83.418,84.073,82.437,82.437,78359.0
2014-11-13,83.091,83.745,82.437,83.418,94087.0
2014-11-14,83.745,83.745,82.11,82.437,128565.0
2014-11-15,83.745,83.745,82.11,82.437,128565.0
2014-11-16,83.745,83.745,82.11,82.437,128565.0
2014-11-17,82.764,83.745,82.11,83.418,64363.0
2014-11-18,83.745,84.4,80.147,80.801,137703.0
2014-11-19,83.745,84.727,83.091,83.091,195054.0
2014-11-20,83.418,84.073,80.474,81.783,150435.0
2014-11-21,82.11,83.418,80.801,83.091,103320.0
2014-11-22,82.11,83.418,80.801,83.091,103320.0
2014-11-23,82.11,83.418,80.801,83.091,103320.0
2014-11-24,83.745,85.054,82.437,84.4,184320.0
2014-11-25,85.054,85.708,83.745,84.4,344047.0
2014-11-26,84.4,84.4,80.474,81.128,256941.0
2014-11-27,81.128,81.128,78.511,78.839,234313.0
2014-11-28,78.511,79.82,76.221,78.839,220127.0
2014-11-29,78.511,79.82,76.221,78.839,220127.0
2014-11-30,78.511,79.82,76.221,78.839,220127.0
2014-12-01,79.493,80.147,78.184,79.82,176695.0
2014-12-02,80.147,81.456,80.147,81.128,122198.0
2014-12-03,80.801,81.783,79.82,80.474,188216.0
2014-12-04,80.147,80.147,77.857,78.511,169792.0
2014-12-05,79.166,80.801,78.511,80.474,165193.0
2014-12-06,79.166,80.801,78.511,80.474,165193.0
2014-12-07,79.166,80.801,78.511,80.474,165193.0
2014-12-08,79.82,80.147,77.857,79.166,135978.0
2014-12-09,78.511,79.166,77.203,77.857,160612.0
2014-12-10,77.203,79.166,77.203,78.839,149859.0
2014-12-11,78.184,80.147,77.857,78.511,225453.0
2014-12-12,78.511,79.166,76.876,77.203,134136.0
2014-12-13,78.511,79.166,76.876,77.203,134136.0
2014-12-14,78.511,79.166,76.876,77.203,134136.0
2014-12-15,76.876,79.166,75.894,77.857,133461.0
2014-12-16,77.53,77.53,71.969,73.277,376448.0
2014-12-17,73.604,75.894,73.604,75.24,189239.0
2014-12-18,76.221,76.876,75.24,75.24,193205.0
2014-12-19,76.549,78.184,75.894,77.53,185453.0
2014-12-20,76.549,78.184,75.894,77.53,185453.0
2014-12-21,76.549,78.184,75.894,77.53,185453.0
2014-12-22,78.511,80.801,78.511,80.801,197681.0
2014-12-23,81.456,83.745,81.128,83.418,206157.0
2014-12-24,81.456,83.745,81.128,83.418,206157.0
2014-12-25,81.456,83.745,81.128,83.418,206157.0
2014-12-26,81.456,83.745,81.128,83.418,206157.0
2014-12-27,81.456,83.745,81.128,83.418,206157.0
2014-12-28,81.456,83.745,81.128,83.418,206157.0
2014-12-29,84.073,84.727,83.418,83.418,134653.0
2014-12-30,84.073,84.4,83.418,83.418,113005.0
2014-12-31,84.073,84.4,83.418,83.418,113005.0
2015-01-01,84.073,84.4,83.418,83.418,113005.0
2015-01-02,83.418,86.035,82.437,85.054,143199.0
2015-01-03,83.418,86.035,82.437,85.054,143199.0
2015-01-04,83.418,86.035,82.437,85.054,143199.0
2015-01-05,85.054,85.708,83.745,84.073,195336.0
2015-01-06,83.745,85.381,83.418,85.054,184699.0
2015-01-07,85.054,85.381,84.073,84.4,140313.0
2015-01-08,84.4,86.363,84.073,86.363,160909.0
2015-01-09,86.363,87.671,86.035,86.69,189636.0
2015-01-10,86.363,87.671,86.035,86.69,189636.0
2015-01-11,86.363,87.671,86.035,86.69,189636.0
2015-01-12,87.344,88.652,86.69,87.671,196220.0
2015-01-13,88.325,89.307,87.344,87.671,161612.0
2015-01-14,87.671,88.652,86.035,87.017,90908.0
2015-01-15,87.998,87.998,81.783,84.4,237864.0
2015-01-16,85.054,85.708,83.745,84.073,163647.0
2015-01-17,85.054,85.708,83.745,84.073,163647.0
2015-01-18,85.054,85.708,83.745,84.073,163647.0
2015-01-19,84.727,86.69,84.4,86.69,138092.0
2015-01-20,86.363,86.69,84.727,86.035,97789.0
2015-01-21,86.035,86.69,83.418,84.727,103747.0
2015-01-22,84.073,84.073,76.221,76.549,537734.0
2015-01-23,76.876,77.203,75.567,76.549,512514.0
2015-01-24,76.876,77.203,75.567,76.549,512514.0
2015-01-25,76.876,77.203,75.567,76.549,512514.0
2015-01-26,75.894,77.53,74.913,76.876,231624.0
2015-01-27,76.549,78.184,74.913,74.913,204097.0
2015-01-28,75.24,76.549,75.24,76.221,131520.0
2015-01-29,76.221,78.184,76.221,77.53,95352.0
2015-01-30,78.511,78.511,76.876,78.184,102416.0
2015-01-31,78.511,78.511,76.876,78.184,102416.0
2015-02-01,78.511,78.511,76.876,78.184,102416.0
2015-02-02,78.511,79.493,76.549,77.203,101935.0
2015-02-03,77.53,78.184,73.604,73.604,341550.0
2015-02-04,74.586,75.567,72.95,73.604,232240.0
2015-02-05,74.259,74.913,72.95,74.913,242168.0
2015-02-06,75.567,75.567,73.604,74.586,83942.0
2015-02-07,75.567,75.567,73.604,74.586,83942.0
2015-02-08,75.567,75.567,73.604,74.586,83942.0
2015-02-09,74.913,74.913,72.95,73.277,103288.0
2015-02-10,73.277,74.913,73.277,74.259,76006.0
2015-02-11,74.586,75.24,71.969,72.623,112022.0
2015-02-12,73.604,75.894,71.969,75.24,190982.0
2015-02-13,74.586,75.567,73.932,74.259,103244.0
2015-02-14,74.586,75.567,73.932,74.259,103244.0
2015-02-15,74.586,75.567,73.932,74.259,103244.0
